year,country_index,PC1,PC2,PC3,PC4,PC5
1987,Belarus,-0.082350973602703,-0.037628768710288536,0.019868791396955757,-0.028423655163398894,-0.003339267971606594
1988,Belarus,-0.08328881148465413,-0.037821225320688594,0.020035833107691012,-0.028336189663684064,-0.0051639194233814335
1989,Belarus,-0.08191167244534446,-0.04079419786249252,0.01788804527887907,-0.023755219320554265,-0.005854468672051877
1990,Belarus,-0.08226925183006413,-0.040686073014814264,0.01816551933015784,-0.02370469595733187,-0.006273188277149202
1991,Belarus,-0.0838309747630199,-0.037897212814119945,0.021580681828862105,-0.03228914002446744,-0.00968515467467741
1992,Belarus,-0.08566980607431675,-0.039639884024000205,0.023860735909429803,-0.03159122500777367,-0.009335817370880692
1993,Belarus,-0.08620097277328616,-0.040017111581183346,0.022273044919101117,-0.031517502734330315,-0.013713436728143775
1994,Belarus,-0.08853693585133302,-0.037445636583886485,0.02143556224680851,-0.0305440510716299,-0.012916492884559918
1995,Belarus,-0.09031550941815794,-0.03340526838420155,0.01900946114046115,-0.02985885159106902,-0.012274647684557431
1996,Belarus,-0.09284351161520792,-0.033954714101826065,0.02058805195388048,-0.02894870265364948,-0.01167124461515236
1997,Belarus,-0.092586123609441,-0.0350346736802686,0.02100722192564454,-0.029072705173596516,-0.01244339750874168
1998,Belarus,-0.09159927206380584,-0.036004438788381575,0.02083572092742282,-0.029407339392986474,-0.013956146177769075
1999,Belarus,-0.09124463679702517,-0.03475150256405188,0.020032634211338142,-0.02943730813075071,-0.013405900508942508
2000,Belarus,-0.09116585263057765,-0.034825576582791395,0.01979852167329821,-0.029484777791422046,-0.013941949810493695
2001,Belarus,-0.09266619327325118,-0.037994114729526886,0.0229077609431091,-0.02890884634135912,-0.014112141428912579
2002,Belarus,-0.0895415226209306,-0.039646840255569964,0.02243674496125302,-0.030320078292578986,-0.014165417293536028
2003,Belarus,-0.08934187998137708,-0.03980450328472234,0.022547862027717133,-0.030358811654276237,-0.014087536616494102
2004,Belarus,-0.08862040973253102,-0.04019996486862195,0.02248094991735313,-0.030591081836308327,-0.014450911639298337
2005,Belarus,-0.08708466706898105,-0.0407877678638073,0.022122222977903967,-0.031119430209870624,-0.015193535145545526
2006,Belarus,-0.08631409869054932,-0.04071112469031226,0.021996279171317298,-0.03130855066404591,-0.014967165503412256
2007,Belarus,-0.0856362935563501,-0.041685860819729186,0.02279440019100771,-0.03149529640893859,-0.014629654165908479
2008,Belarus,-0.0851102732703302,-0.04106771963284235,0.022334545862540467,-0.03157199161984112,-0.01444406966710266
2009,Belarus,-0.0838682846100568,-0.04124020158348023,0.02233243774229217,-0.03191592772169766,-0.014126065759060613
2010,Belarus,-0.08548695584129852,-0.03976432734315328,0.023225270480948395,-0.031202602065532867,-0.010923498476068303
2011,Belarus,-0.08354396593495567,-0.04176062081351875,0.022813490353649917,-0.03194145143859598,-0.014061101671138186
2012,Belarus,-0.08393036445710453,-0.0416093493623637,0.02354034049227813,-0.031687982219843126,-0.012771736647561574
2013,Belarus,-0.0838788074327056,-0.04138292217897187,0.023818129730763724,-0.031569511758875804,-0.012026805163973968
1929,Belgium,-0.10539323165218605,-0.024959520933786086,0.027894159334594482,-0.02248988052091357,0.008131132720812227
1930,Belgium,-0.10486156134485616,-0.0247483529633575,0.028140444639860387,-0.022503811883531236,0.008989186704340355
1931,Belgium,-0.10514421083455588,-0.024994522658361492,0.028188967218079914,-0.02247241585305285,0.008557343705453647
1932,Belgium,-0.10582334804077372,-0.02533519531963114,0.027935253903736804,-0.02245524025884838,0.007362680010854885
1933,Belgium,-0.10685497001135899,-0.025634406584300534,0.027325172809286938,-0.022425148677775602,0.005513286221746976
1934,Belgium,-0.10654873943732966,-0.025593399642539663,0.027518705017570946,-0.02244566848298443,0.005972896907474185
1935,Belgium,-0.10639991344377897,-0.025658917022589846,0.027608082368044736,-0.02248177536869103,0.006096350633932696
1936,Belgium,-0.10649860376489126,-0.025833049995143242,0.027837464131328565,-0.022403412413217607,0.006059762644095459
1937,Belgium,-0.10619472057407356,-0.02590521606795024,0.028005618153235948,-0.02245542102969377,0.0063693491588887475
1938,Belgium,-0.10528804915939242,-0.025711782082702684,0.028718886833747372,-0.022429059012641618,0.008107626581647471
1939,Belgium,-0.10594109632004839,-0.025792858673935513,0.028304060064449257,-0.02237582710759902,0.0069937013901006945
1940,Belgium,-0.10649004177729807,-0.025693179262008366,0.028377417210261338,-0.022152135771051,0.00673637672562219
1941,Belgium,-0.10773681018011884,-0.026002436372942802,0.02747588483195481,-0.02223464111421218,0.004452867582349427
1942,Belgium,-0.10766020304538299,-0.025921289023351363,0.027602768855350478,-0.022184001674381802,0.004771161612390554
1943,Belgium,-0.10813396295878243,-0.026041698794207525,0.027433147022059054,-0.022136492430510094,0.004132325936372837
1944,Belgium,-0.10834715372623449,-0.026053933312858744,0.0272847502427485,-0.022119568104481804,0.003749251198786783
1945,Belgium,-0.10957246041671555,-0.02654341312057361,0.026709704577016036,-0.022039613780850117,0.0015180955330888755
1946,Belgium,-0.10914443627798384,-0.026528731363732887,0.027046060994520175,-0.02204824299598635,0.0021908812091166307
1947,Belgium,-0.1079072976969448,-0.026207564307190647,0.027925643339628117,-0.022008046812833203,0.004463033109275224
1948,Belgium,-0.10566199714174515,-0.026498950218769485,0.028833028998148977,-0.02247166026472322,0.006791145110575624
1949,Belgium,-0.1052216048436822,-0.02650208787119036,0.029180750270580175,-0.02246007574766296,0.007447220195220309
1950,Belgium,-0.10541702817859841,-0.026523012917178172,0.02904999591877496,-0.022446852909731446,0.007026980617291637
1951,Belgium,-0.10547280930444569,-0.02669690527316055,0.029246837735327706,-0.022377774943718,0.006950371971440013
1952,Belgium,-0.10436780046033663,-0.026680704082734607,0.029966090265785866,-0.02244398749431407,0.0085601653592454
1953,Belgium,-0.10464820479933179,-0.02685873506005097,0.02969756742871998,-0.022494765595399056,0.0077596781869298595
1954,Belgium,-0.10441219425850022,-0.02699879014821996,0.029813519866734608,-0.022539248285200784,0.007811197692344886
1955,Belgium,-0.10403179763370055,-0.02712112224652526,0.030003704883485048,-0.022626940153318943,0.008082878818249054
1956,Belgium,-0.10325107325465663,-0.027264051097634155,0.030318865272786273,-0.022782315522501408,0.00874350829838365
1957,Belgium,-0.10275588357583737,-0.027411696613893352,0.03056772181888895,-0.02288706441662559,0.009148347521348861
1958,Belgium,-0.10247922775783669,-0.027635803225179407,0.03058200371412826,-0.023018424717575484,0.00900728221119173
1959,Belgium,-0.09948371004474779,-0.029081616613461873,0.029156478480721684,-0.02466127975756397,0.007724542803095299
1960,Belgium,-0.09919076488650379,-0.029122163925460937,0.029315059090967516,-0.024683648301020926,0.007955960180516699
1961,Belgium,-0.0986854373946463,-0.029137114615218302,0.029438199670428288,-0.02478731934619022,0.008284267890207201
1962,Belgium,-0.09809561887114969,-0.029426355831383467,0.029689675002700797,-0.02493989178718238,0.008542344528624702
1963,Belgium,-0.09718550657255458,-0.029756838866732388,0.029923566471023698,-0.025220760700516667,0.008938154706862909
1964,Belgium,-0.09607815339335843,-0.030202350362004176,0.030190548818272055,-0.025593733825429857,0.00940698801911849
1965,Belgium,-0.09534252890746436,-0.03056346275965082,0.03043337734986276,-0.025779271247069205,0.009604240067288211
1966,Belgium,-0.09457577789480404,-0.031138073393050882,0.03056972125149805,-0.026117706487588585,0.009522088118513237
1967,Belgium,-0.09405563922165087,-0.03155774020776115,0.030574250539396552,-0.02637711080996425,0.009259164826201888
1968,Belgium,-0.0932059791911553,-0.032027532220627535,0.030582243202325433,-0.026702704875341363,0.009026593631966456
1969,Belgium,-0.0912085622387578,-0.03328735676583543,0.030752904614292823,-0.02751779868223612,0.008788694354056019
1970,Belgium,-0.08933269005386528,-0.0346277734881136,0.030851909856867824,-0.02823162803449156,0.00799520424040185
1971,Belgium,-0.0874553187949711,-0.03623407689112189,0.030782563244175654,-0.02905583424052173,0.006617566090798814
1972,Belgium,-0.08646661238897926,-0.03744023454569908,0.03042467546974146,-0.02958889108542084,0.004717500352673141
1973,Belgium,-0.084388507648703,-0.03878801003964107,0.03052844769903087,-0.030368985844541473,0.004032903297280191
1974,Belgium,-0.08256397431821524,-0.03989799078771643,0.03065369387447974,-0.03099593901543959,0.003444152079967263
1975,Belgium,-0.08260516944238484,-0.03978474530665027,0.03063976438050169,-0.030719152076640024,0.0027864933995526797
1976,Belgium,-0.08384011618291853,-0.039560778366186496,0.030150954236549326,-0.030482497188012776,0.0016600804920243243
1977,Belgium,-0.08219907817830671,-0.04024235885981419,0.030486507797041703,-0.030949930858872234,0.0020271127462397035
1978,Belgium,-0.08247329334272738,-0.040146927850322096,0.03052521733038316,-0.03082911921881954,0.0020087698642341223
1979,Belgium,-0.07803136255584352,-0.0414809105510717,0.029795452935791326,-0.032663615718418575,0.002766562867405775
1980,Belgium,-0.07759732567304795,-0.04293176572086658,0.03082747512456964,-0.032749436695107687,0.0024682014935430547
1981,Belgium,-0.07806177762003715,-0.04223537894220055,0.0309528949685145,-0.0324079211571095,0.0030955130652855233
1982,Belgium,-0.08006323586184876,-0.04090096443876633,0.030688252572724672,-0.03162030187928692,0.0031902204807953494
1983,Belgium,-0.081354800854818,-0.03954063446203861,0.030808658972705204,-0.031017960217752983,0.004566064272524619
1984,Belgium,-0.08272883142641815,-0.03910182712336596,0.03011699538178498,-0.030641095930639115,0.0029998114045208363
1985,Belgium,-0.08231946798886472,-0.038919742019870314,0.030244207802240585,-0.03062529667009306,0.0034366322896439865
1986,Belgium,-0.08224107033749209,-0.038954562437374184,0.030192412570817607,-0.0306788659280796,0.0033437349371875473
1987,Belgium,-0.08259421998362969,-0.039029158064955695,0.030942927927284505,-0.030571545378423038,0.00467991553810995
1988,Belgium,-0.08139498817722932,-0.03765437254690339,0.02922335668810799,-0.030961677953754315,0.0041106348756925135
1989,Belgium,-0.08127894376039332,-0.038396211915920096,0.030189923466144287,-0.030867658049020443,0.004559305550174354
