year_range,country_index,country_t-2,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,country_t-1,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1936-1936,United Kingdom,United Kingdom,46714602.0,417147387904.0,2.609,416.611,0.0,0.0,11.918,3.983,30419.895,435.121,United Kingdom,46949578.0,433247780864.0,2.991,422.283,0.0,0.0,11.509,3.833,30860.512,440.616,465.019
1937-1937,United Kingdom,United Kingdom,46949578.0,433247780864.0,2.991,422.283,0.0,0.0,11.509,3.833,30860.512,440.616,United Kingdom,47185735.0,452919230464.0,3.311,446.191,0.0,0.0,11.223,4.294,31325.529,465.019,480.337
1938-1938,United Kingdom,United Kingdom,47185735.0,452919230464.0,3.311,446.191,0.0,0.0,11.223,4.294,31325.529,465.019,United Kingdom,47423081.0,468681293824.0,3.609,460.316,0.0,0.0,12.206,4.206,31805.865,480.337,462.985
1939-1939,United Kingdom,United Kingdom,47423081.0,468681293824.0,3.609,460.316,0.0,0.0,12.206,4.206,31805.865,480.337,United Kingdom,47661620.0,474370080768.0,3.903,439.801,0.0,0.0,14.045,5.236,32268.852,462.985,465.775
1940-1940,United Kingdom,United Kingdom,47661620.0,474370080768.0,3.903,439.801,0.0,0.0,14.045,5.236,32268.852,462.985,United Kingdom,47890226.0,479046172672.0,3.7976666666666663,447.352,0.0,0.0,13.319,5.104,32734.625,465.775,490.679
1941-1941,United Kingdom,United Kingdom,47890226.0,479046172672.0,3.7976666666666663,447.352,0.0,0.0,13.319,5.104,32734.625,465.775,United Kingdom,48108804.0,527013740544.0,3.6923333333333335,470.894,0.0,0.0,15.535,4.25,33225.305,490.679,486.632
1942-1942,United Kingdom,United Kingdom,48108804.0,527013740544.0,3.6923333333333335,470.894,0.0,0.0,15.535,4.25,33225.305,490.679,United Kingdom,48317261.0,575024005120.0,3.587,463.093,0.0,0.0,16.98,2.972,33711.938,486.632,486.916
1943-1943,United Kingdom,United Kingdom,48317261.0,575024005120.0,3.587,463.093,0.0,0.0,16.98,2.972,33711.938,486.632,United Kingdom,48515502.0,589318389760.0,3.645,463.36,0.0,0.004,18.016,1.891,34198.855,486.916,474.571
1944-1944,United Kingdom,United Kingdom,48515502.0,589318389760.0,3.645,463.36,0.0,0.004,18.016,1.891,34198.855,486.916,United Kingdom,48703433.0,602251395072.0,3.5,449.445,0.0,0.0,19.751,1.876,34673.422,474.571,462.664
1945-1945,United Kingdom,United Kingdom,48703433.0,602251395072.0,3.5,449.445,0.0,0.0,19.751,1.876,34673.422,474.571,United Kingdom,48892093.0,578535817216.0,2.29,437.551,0.0,0.004,20.639,2.18,35136.09,462.664,438.642
1946-1946,United Kingdom,United Kingdom,48892093.0,578535817216.0,2.29,437.551,0.0,0.004,20.639,2.18,35136.09,462.664,United Kingdom,49081483.0,553149923328.0,2.035,412.929,0.0,0.004,21.018,2.656,35574.73,438.642,457.16
1947-1947,United Kingdom,United Kingdom,49081483.0,553149923328.0,2.035,412.929,0.0,0.004,21.018,2.656,35574.73,438.642,United Kingdom,49271606.0,529131962368.0,3.304,427.12,0.0,0.0,21.032,5.705,36031.891,457.16,483.845
1948-1948,United Kingdom,United Kingdom,49271606.0,529131962368.0,3.304,427.12,0.0,0.0,21.032,5.705,36031.891,457.16,United Kingdom,49462466.0,521286516736.0,3.496,451.922,0.0,0.0,22.576,5.851,36515.734,483.845,498.906
1949-1949,United Kingdom,United Kingdom,49462466.0,521286516736.0,3.496,451.922,0.0,0.0,22.576,5.851,36515.734,483.845,United Kingdom,49654066.0,537800540160.0,4.278,457.751,0.0,0.0,23.342,13.535,37014.637,498.906,509.812
1950-1950,United Kingdom,United Kingdom,49654066.0,537800540160.0,4.278,457.751,0.0,0.0,23.342,13.535,37014.637,498.906,United Kingdom,49851583.0,557859471360.0,4.63,463.045,0.0,0.0,24.703,17.433,37524.453,509.812,521.183
1951-1951,United Kingdom,United Kingdom,49851583.0,557859471360.0,4.63,463.045,0.0,0.0,24.703,17.433,37524.453,509.812,United Kingdom,50055068.0,554454745088.0,4.899,453.925,0.0,0.0,20.391,41.968,38045.633,521.183,564.851
1952-1952,United Kingdom,United Kingdom,50055068.0,554454745088.0,4.899,453.925,0.0,0.0,20.391,41.968,38045.633,521.183,United Kingdom,50271908.0,570992689152.0,5.135,486.055,0.0,0.015,19.598,54.048,38610.484,564.851,549.46
1953-1953,United Kingdom,United Kingdom,50271908.0,570992689152.0,5.135,486.055,0.0,0.015,19.598,54.048,38610.484,564.851,United Kingdom,50484812.0,570010304512.0,5.593,469.747,0.0,0.018,20.754,53.347,39159.945,549.46,561.595
1954-1954,United Kingdom,United Kingdom,50484812.0,570010304512.0,5.593,469.747,0.0,0.018,20.754,53.347,39159.945,549.46,United Kingdom,50728620.0,592393404416.0,5.633,478.419,0.0,0.022,21.385,56.136,39721.543,561.595,573.859
1955-1955,United Kingdom,United Kingdom,50728620.0,592393404416.0,5.633,478.419,0.0,0.022,21.385,56.136,39721.543,561.595,United Kingdom,50969936.0,616540930048.0,6.007,483.959,0.0,0.033,20.849,63.01,40295.398,573.859,599.708
1956-1956,United Kingdom,United Kingdom,50969936.0,616540930048.0,6.007,483.959,0.0,0.033,20.849,63.01,40295.398,573.859,United Kingdom,51193272.0,638913806336.0,6.287,499.933,0.0,0.026,22.756,70.706,40895.105,599.708,597.401
1957-1957,United Kingdom,United Kingdom,51193272.0,638913806336.0,6.287,499.933,0.0,0.026,22.756,70.706,40895.105,599.708,United Kingdom,51421616.0,646914572288.0,6.411,494.885,0.0,0.037,23.078,72.991,41492.508,597.401,595.056
1958-1958,United Kingdom,United Kingdom,51421616.0,646914572288.0,6.411,494.885,0.0,0.037,23.078,72.991,41492.508,597.401,United Kingdom,51682404.0,657223974912.0,6.007,482.582,0.0,0.062,24.342,82.063,42087.566,595.056,580.146
1959-1959,United Kingdom,United Kingdom,51682404.0,657223974912.0,6.007,482.582,0.0,0.062,24.342,82.063,42087.566,595.056,United Kingdom,51960820.0,655877079040.0,5.858,458.868,0.0,0.117,23.83,91.472,42667.711,580.146,573.955
1960-1960,United Kingdom,United Kingdom,51960820.0,655877079040.0,5.858,458.868,0.0,0.117,23.83,91.472,42667.711,580.146,United Kingdom,52241648.0,682390126592.0,6.32,425.559,0.0,0.136,27.349,114.592,43241.668,573.955,605.803
1961-1961,United Kingdom,United Kingdom,52241648.0,682390126592.0,6.32,425.559,0.0,0.136,27.349,114.592,43241.668,573.955,United Kingdom,52543024.0,721686167552.0,6.673,448.052,0.0,0.15,21.783,129.145,43847.473,605.803,610.58
1962-1962,United Kingdom,United Kingdom,52543024.0,721686167552.0,6.673,448.052,0.0,0.15,21.783,129.145,43847.473,605.803,United Kingdom,52861256.0,745529212928.0,7.105,442.882,0.0,0.15,21.965,138.477,44458.051,610.58,613.717
1963-1963,United Kingdom,United Kingdom,52861256.0,745529212928.0,7.105,442.882,0.0,0.15,21.965,138.477,44458.051,610.58,United Kingdom,53183636.0,753069260800.0,7.043,437.313,0.0,0.216,20.786,148.359,45071.766,613.717,623.281
1964-1964,United Kingdom,United Kingdom,53183636.0,753069260800.0,7.043,437.313,0.0,0.216,20.786,148.359,45071.766,613.717,United Kingdom,53508520.0,782013366272.0,6.949,439.307,0.0,0.289,19.895,156.841,45695.047,623.281,625.819
1965-1965,United Kingdom,United Kingdom,53508520.0,782013366272.0,6.949,439.307,0.0,0.289,19.895,156.841,45695.047,623.281,United Kingdom,53861504.0,823416717312.0,8.384,426.243,0.0,0.513,17.953,172.726,46320.863,625.819,638.309
1966-1966,United Kingdom,United Kingdom,53861504.0,823416717312.0,8.384,426.243,0.0,0.513,17.953,172.726,46320.863,625.819,United Kingdom,54229568.0,844870778880.0,8.384,422.269,0.0,1.685,16.198,189.773,46959.172,638.309,634.161
1967-1967,United Kingdom,United Kingdom,54229568.0,844870778880.0,8.384,422.269,0.0,1.685,16.198,189.773,46959.172,638.309,United Kingdom,54560504.0,861009739776.0,8.29,403.344,0.0,1.649,16.086,204.792,47593.336,634.161,605.902
1968-1968,United Kingdom,United Kingdom,54560504.0,861009739776.0,8.29,403.344,0.0,1.649,16.086,204.792,47593.336,634.161,United Kingdom,54876360.0,880333291520.0,8.686,368.479,0.0,2.777,13.845,212.115,48199.238,605.902,618.603
1969-1969,United Kingdom,United Kingdom,54876360.0,880333291520.0,8.686,368.479,0.0,2.777,13.845,212.115,48199.238,605.902,United Kingdom,55169252.0,916165885952.0,8.835,370.301,0.245,6.265,12.114,220.842,48817.84,618.603,632.356
1970-1970,United Kingdom,United Kingdom,55169252.0,916165885952.0,8.835,370.301,0.245,6.265,12.114,220.842,48817.84,618.603,United Kingdom,55420524.0,932854038528.0,8.61,367.944,1.48,12.252,3.973,238.096,49450.195,632.356,657.872
1971-1971,United Kingdom,United Kingdom,55420524.0,932854038528.0,8.61,367.944,1.48,12.252,3.973,238.096,49450.195,632.356,United Kingdom,55650160.0,954756366336.0,8.432,352.909,2.957,23.105,5.294,265.175,50108.066,657.872,664.933
1972-1972,United Kingdom,United Kingdom,55650160.0,954756366336.0,8.432,352.909,2.957,23.105,5.294,265.175,50108.066,657.872,United Kingdom,55875904.0,975018065920.0,8.749,341.419,3.451,37.226,4.545,269.542,50773.0,664.933,651.887
1973-1973,United Kingdom,United Kingdom,55875904.0,975018065920.0,8.749,341.419,3.451,37.226,4.545,269.542,50773.0,664.933,United Kingdom,56057324.0,1009534173184.0,8.922,293.155,3.942,52.659,3.861,289.348,51424.887,651.887,663.098
1974-1974,United Kingdom,United Kingdom,56057324.0,1009534173184.0,8.922,293.155,3.942,52.659,3.861,289.348,51424.887,651.887,United Kingdom,56166632.0,1077433270272.0,9.884,295.861,4.928,56.994,3.52,291.911,52087.984,663.098,620.365
1975-1975,United Kingdom,United Kingdom,56166632.0,1077433270272.0,9.884,295.861,4.928,56.994,3.52,291.911,52087.984,663.098,United Kingdom,56233776.0,1062802292736.0,8.798,263.376,5.423,68.161,3.181,271.425,52708.352,620.365,606.65
1976-1976,United Kingdom,United Kingdom,56233776.0,1062802292736.0,8.798,263.376,5.423,68.161,3.181,271.425,52708.352,620.365,United Kingdom,56266852.0,1061564055552.0,8.356,276.2,5.914,71.382,3.403,241.395,53315.004,606.65,601.914
1977-1977,United Kingdom,United Kingdom,56266852.0,1061564055552.0,8.356,276.2,5.914,71.382,3.403,241.395,53315.004,606.65,United Kingdom,56263232.0,1085394059264.0,7.809,274.969,5.914,74.038,3.388,235.797,53916.914,601.914,607.614
1978-1978,United Kingdom,United Kingdom,56263232.0,1085394059264.0,7.809,274.969,5.914,74.038,3.388,235.797,53916.914,601.914,United Kingdom,56244844.0,1108973453312.0,7.65,271.09,6.372,79.01,3.252,240.24,54524.531,607.614,608.147
1979-1979,United Kingdom,United Kingdom,56244844.0,1108973453312.0,7.65,271.09,6.372,79.01,3.252,240.24,54524.531,607.614,United Kingdom,56240768.0,1148502802432.0,7.881,259.146,8.596,81.524,3.433,247.568,55132.676,608.147,650.294
1980-1980,United Kingdom,United Kingdom,56240768.0,1148502802432.0,7.881,259.146,8.596,81.524,3.433,247.568,55132.676,608.147,United Kingdom,56265152.0,1180113305600.0,7.992,281.573,12.491,89.193,5.781,253.264,55782.969,650.294,581.604
1981-1981,United Kingdom,United Kingdom,56265152.0,1180113305600.0,7.992,281.573,12.491,89.193,5.781,253.264,55782.969,650.294,United Kingdom,56326328.0,1160744140800.0,7.334,260.719,8.028,88.423,2.569,214.531,56364.574,581.604,562.896
1982-1982,United Kingdom,United Kingdom,56326328.0,1160744140800.0,7.334,260.719,8.028,88.423,2.569,214.531,56364.574,581.604,United Kingdom,56395848.0,1145637961728.0,6.305,261.417,7.977,89.607,2.341,195.249,56927.469,562.896,549.94
1983-1983,United Kingdom,United Kingdom,56395848.0,1145637961728.0,6.305,261.417,7.977,89.607,2.341,195.249,56927.469,562.896,United Kingdom,56450132.0,1163414863872.0,6.423,244.751,7.507,93.314,1.7,196.245,57477.41,549.94,548.333
1984-1984,United Kingdom,United Kingdom,56450132.0,1163414863872.0,6.423,244.751,7.507,93.314,1.7,196.245,57477.41,549.94,United Kingdom,56501616.0,1204671086592.0,6.639,247.234,7.159,97.169,2.848,187.284,58025.742,548.333,534.134
1985-1985,United Kingdom,United Kingdom,56501616.0,1204671086592.0,6.639,247.234,7.159,97.169,2.848,187.284,58025.742,548.333,United Kingdom,56568252.0,1234772426752.0,6.68,177.559,6.456,99.61,5.025,238.803,58559.879,534.134,562.216
1986-1986,United Kingdom,United Kingdom,56568252.0,1234772426752.0,6.68,177.559,6.456,99.61,5.025,238.803,58559.879,534.134,United Kingdom,56643040.0,1278428446720.0,6.612,234.315,5.034,107.941,2.588,205.725,59122.094,562.216,571.388
1987-1987,United Kingdom,United Kingdom,56643040.0,1278428446720.0,6.612,234.315,5.034,107.941,2.588,205.725,59122.094,562.216,United Kingdom,56721912.0,1334598565888.0,6.65,248.487,3.836,108.267,2.834,201.314,59693.48,571.388,593.359
1988-1988,United Kingdom,United Kingdom,56721912.0,1334598565888.0,6.65,248.487,3.836,108.267,2.834,201.314,59693.48,571.388,United Kingdom,56826320.0,1398100983808.0,7.096,259.298,4.038,107.509,21.692,193.727,60286.84,593.359,578.634
1989-1989,United Kingdom,United Kingdom,56826320.0,1398100983808.0,7.096,259.298,4.038,107.509,21.692,193.727,60286.84,593.359,United Kingdom,56952648.0,1467801403392.0,8.188,249.779,0.0,105.863,8.34,206.463,60865.473,578.634,587.046
1990-1990,United Kingdom,United Kingdom,56952648.0,1467801403392.0,8.188,249.779,0.0,105.863,8.34,206.463,60865.473,578.634,United Kingdom,57076096.0,1499837497344.0,8.358,245.895,0.0,104.71,5.469,222.613,61452.52,587.046,605.843
1991-1991,United Kingdom,United Kingdom,57076096.0,1499837497344.0,8.358,245.895,0.0,104.71,5.469,222.613,61452.52,587.046,United Kingdom,57210444.0,1505692221440.0,7.295,252.69,6.787,113.518,3.898,217.8,62058.359,605.843,611.95
1992-1992,United Kingdom,United Kingdom,57210444.0,1505692221440.0,7.295,252.69,6.787,113.518,3.898,217.8,62058.359,605.843,United Kingdom,57359452.0,1488075358208.0,5.994,253.623,6.26,121.693,2.537,218.39,62670.312,611.95,584.43
1993-1993,United Kingdom,United Kingdom,57359452.0,1488075358208.0,5.994,253.623,6.26,121.693,2.537,218.39,62670.312,611.95,United Kingdom,57509240.0,1491752058880.0,5.456,237.747,6.444,122.296,-9.416,218.447,63254.742,584.43,571.504
1994-1994,United Kingdom,United Kingdom,57509240.0,1491752058880.0,5.456,237.747,6.444,122.296,-9.416,218.447,63254.742,584.43,United Kingdom,57647464.0,1527509024768.0,5.525,207.686,6.636,137.591,-8.109,219.163,63826.246,571.504,570.041
1995-1995,United Kingdom,United Kingdom,57647464.0,1527509024768.0,5.525,207.686,6.636,137.591,-8.109,219.163,63826.246,571.504,United Kingdom,57785900.0,1585373249536.0,6.368,195.376,7.426,145.455,-3.976,215.736,64396.289,570.041,573.416
1996-1996,United Kingdom,United Kingdom,57785900.0,1585373249536.0,6.368,195.376,7.426,145.455,-3.976,215.736,64396.289,570.041,United Kingdom,57930364.0,1623858085888.0,6.285,181.699,8.341,154.254,7.257,211.595,64969.703,573.416,600.16
1997-1997,United Kingdom,United Kingdom,57930364.0,1623858085888.0,6.285,181.699,8.341,154.254,7.257,211.595,64969.703,573.416,United Kingdom,58078584.0,1663446679552.0,6.416,173.072,8.707,177.543,13.4,216.892,65569.867,600.16,568.993
1998-1998,United Kingdom,United Kingdom,58078584.0,1663446679552.0,6.416,173.072,8.707,177.543,13.4,216.892,65569.867,600.16,United Kingdom,58250192.0,1713864572928.0,6.71,154.729,7.211,182.887,6.285,207.743,66138.859,568.993,563.562
1999-1999,United Kingdom,United Kingdom,58250192.0,1713864572928.0,6.71,154.729,7.211,182.887,6.285,207.743,66138.859,568.993,United Kingdom,58438320.0,1766619873280.0,6.838,154.088,7.448,191.361,-4.981,204.934,66702.414,563.562,556.0
2000-2000,United Kingdom,United Kingdom,58438320.0,1766619873280.0,6.838,154.088,7.448,191.361,-4.981,204.934,66702.414,563.562,United Kingdom,58635204.0,1823341936640.0,6.531,138.313,6.171,205.231,-5.65,201.663,67258.414,556.0,569.675
2001-2001,United Kingdom,United Kingdom,58635204.0,1823341936640.0,6.531,138.313,6.171,205.231,-5.65,201.663,67258.414,556.0,United Kingdom,58850044.0,1889565278208.0,6.332,144.443,6.446,210.131,0.642,198.238,67828.094,569.675,577.789
2002-2002,United Kingdom,United Kingdom,58850044.0,1889565278208.0,6.332,144.443,6.446,210.131,0.642,198.238,67828.094,569.675,United Kingdom,59092016.0,1939268304896.0,5.844,153.534,6.493,210.16,-0.182,198.651,68405.883,577.789,562.007
2003-2003,United Kingdom,United Kingdom,59092016.0,1939268304896.0,5.844,153.534,6.493,210.16,-0.182,198.651,68405.883,577.789,United Kingdom,59355688.0,1983994265600.0,5.988,141.691,6.179,207.03,1.733,196.13,68967.891,562.007,575.938
2004-2004,United Kingdom,United Kingdom,59355688.0,1983994265600.0,5.988,141.691,6.179,207.03,1.733,196.13,68967.891,562.007,United Kingdom,59649800.0,2050625372160.0,5.868,153.103,5.563,208.462,4.319,194.397,69543.828,575.938,579.987
2005-2005,United Kingdom,United Kingdom,59649800.0,2050625372160.0,5.868,153.103,5.563,208.462,4.319,194.397,69543.828,575.938,United Kingdom,59995852.0,2099526631424.0,5.977,147.662,5.619,211.734,6.557,197.952,70123.812,579.987,613.705
2006-2006,United Kingdom,United Kingdom,59995852.0,2099526631424.0,5.977,147.662,5.619,211.734,6.557,197.952,70123.812,579.987,United Kingdom,60383740.0,2161729470464.0,5.941,148.033,5.991,205.438,43.367,200.448,70737.516,613.705,589.968
2007-2007,United Kingdom,United Kingdom,60383740.0,2161729470464.0,5.941,148.033,5.991,205.438,43.367,200.448,70737.516,613.705,United Kingdom,60803700.0,2212618829824.0,5.893,160.844,5.272,194.126,22.123,197.183,71327.492,589.968,577.295
2008-2008,United Kingdom,United Kingdom,60803700.0,2212618829824.0,5.893,160.844,5.272,194.126,22.123,197.183,71327.492,589.968,United Kingdom,61260680.0,2267631583232.0,6.117,150.844,5.417,196.52,17.728,196.16,71904.781,577.295,555.837
2009-2009,United Kingdom,United Kingdom,61260680.0,2267631583232.0,6.117,150.844,5.417,196.52,17.728,196.16,71904.781,577.295,United Kingdom,61742152.0,2252034801664.0,5.205,139.219,4.75,202.655,10.905,188.8,72460.625,555.837,501.791
2010-2010,United Kingdom,United Kingdom,61742152.0,2252034801664.0,5.205,139.219,4.75,202.655,10.905,188.8,72460.625,555.837,United Kingdom,62243384.0,2151479246848.0,3.721,113.823,4.881,188.07,7.684,180.264,72962.406,501.791,518.709
2011-2011,United Kingdom,United Kingdom,62243384.0,2151479246848.0,3.721,113.823,4.881,188.07,7.684,180.264,72962.406,501.791,United Kingdom,62760048.0,2190919860224.0,3.792,118.03,4.738,201.927,6.804,179.848,73481.117,518.709,480.352
2012-2012,United Kingdom,United Kingdom,62760048.0,2190919860224.0,3.792,118.03,4.738,201.927,6.804,179.848,73481.117,518.709,United Kingdom,63286360.0,2223011266560.0,4.097,117.15,4.453,168.236,10.638,172.06,73961.469,480.352,504.416
2013-2013,United Kingdom,United Kingdom,63286360.0,2223011266560.0,4.097,117.15,4.453,168.236,10.638,172.06,73961.469,480.352,United Kingdom,63808728.0,2255210414080.0,3.724,148.005,3.646,158.24,16.94,170.288,74465.883,504.416,493.449
2014-2014,United Kingdom,United Kingdom,63808728.0,2255210414080.0,3.724,148.005,3.646,158.24,16.94,170.288,74465.883,504.416,United Kingdom,64302296.0,2296252465152.0,4.029,142.457,4.216,157.622,15.837,165.756,74959.336,493.449,450.675
2015-2015,United Kingdom,United Kingdom,64302296.0,2296252465152.0,4.029,142.457,4.216,157.622,15.837,165.756,74959.336,493.449,United Kingdom,64773504.0,2369725399040.0,4.215,115.434,4.436,144.492,11.868,166.511,75410.016,450.675,442.195
2016-2016,United Kingdom,United Kingdom,64773504.0,2369725399040.0,4.215,115.434,4.436,144.492,11.868,166.511,75410.016,450.675,United Kingdom,65224368.0,2426435796992.0,4.393,91.548,4.641,147.899,19.735,170.773,75852.211,442.195,418.408
2017-2017,United Kingdom,United Kingdom,65224368.0,2426435796992.0,4.393,91.548,4.641,147.899,19.735,170.773,75852.211,442.195,United Kingdom,65655204.0,2478973124608.0,4.553,47.825,4.559,165.742,18.978,173.93,76270.617,418.408,399.686
2018-2018,United Kingdom,United Kingdom,65655204.0,2478973124608.0,4.553,47.825,4.559,165.742,18.978,173.93,76270.617,418.408,United Kingdom,66064808.0,2539548573696.0,4.41,39.129,4.301,161.697,12.319,174.851,76670.305,399.686,393.51
2019-2019,United Kingdom,United Kingdom,66064808.0,2539548573696.0,4.41,39.129,4.301,161.697,12.319,174.851,76670.305,399.686,United Kingdom,66432996.0,2582848208896.0,4.364,33.28,4.476,161.485,13.781,173.087,77063.812,393.51,378.681
2020-2020,United Kingdom,United Kingdom,66432996.0,2582848208896.0,4.364,33.28,4.476,161.485,13.781,173.087,77063.812,393.51,United Kingdom,66778660.0,2624285048832.0,4.448,24.513,4.283,159.321,13.928,168.996,77442.492,378.681,341.696
2021-2021,United Kingdom,United Kingdom,66778660.0,2624285048832.0,4.448,24.513,4.283,159.321,13.928,168.996,77442.492,378.681,United Kingdom,67059472.0,2334803886080.0,3.9,22.809,3.443,149.42,15.433,143.981,77784.188,341.696,362.887
2022-2022,United Kingdom,United Kingdom,67059472.0,2334803886080.0,3.9,22.809,3.443,149.42,15.433,143.981,77784.188,341.696,United Kingdom,67281040.0,2512190177280.0,4.215,24.413,3.531,159.854,15.422,152.671,78147.078,362.887,334.585
1852-1852,United States,United States,23599506.0,85638316032.0,0.0,19.793,0.0,0.0,806.637,0.0,826.43,826.43,United States,24309683.0,92211322880.0,0.0,24.633,0.0,0.0,867.383,0.0,1718.446,892.016,923.62
1853-1853,United States,United States,24309683.0,92211322880.0,0.0,24.633,0.0,0.0,867.383,0.0,1718.446,892.016,United States,25040692.0,100197810176.0,0.0,26.791,0.0,0.0,896.828,0.0,2642.065,923.62,971.76
1854-1854,United States,United States,25040692.0,100197810176.0,0.0,26.791,0.0,0.0,896.828,0.0,2642.065,923.62,United States,25793143.0,110970552320.0,0.0,30.162,0.0,0.0,941.598,0.0,3613.825,971.76,1004.408
1855-1855,United States,United States,25793143.0,110970552320.0,0.0,30.162,0.0,0.0,941.598,0.0,3613.825,971.76,United States,26568199.0,114357379072.0,0.0,33.159,0.0,0.0,971.249,0.0,4618.233,1004.408,1023.265
1856-1856,United States,United States,26568199.0,114357379072.0,0.0,33.159,0.0,0.0,971.249,0.0,4618.233,1004.408,United States,27366540.0,115306487808.0,0.0,38.161,0.0,0.0,985.104,0.0,5641.498,1023.265,1042.733
1857-1857,United States,United States,27366540.0,115306487808.0,0.0,38.161,0.0,0.0,985.104,0.0,5641.498,1023.265,United States,28188865.0,121205907456.0,0.0,40.037,0.0,0.0,1002.696,0.0,6684.23,1042.733,1070.224
1858-1858,United States,United States,28188865.0,121205907456.0,0.0,40.037,0.0,0.0,1002.696,0.0,6684.23,1042.733,United States,29035895.0,122030284800.0,0.0,41.055,0.0,0.0,1029.169,0.0,7754.455,1070.224,1098.85
