country_order,year,country_index,population_lag_1,population_lag_2,gdp_lag_1,gdp_lag_2,temperature_change_from_co2_lag_1,temperature_change_from_co2_lag_2,total_ghg_lag_1,total_ghg_lag_2,cement_co2_lag_1,cement_co2_lag_2,coal_co2_lag_1,coal_co2_lag_2,flaring_co2_lag_1,flaring_co2_lag_2,gas_co2_lag_1,gas_co2_lag_2,land_use_change_co2_lag_1,land_use_change_co2_lag_2,oil_co2_lag_1,oil_co2_lag_2
21,1961,Iran,21470433.0,20846778.0,3449.351556533583,3239.2329120595996,4.6575679214294375e-11,4.796904346561373e-11,6.209096947416012e-06,4.789948835258859e-06,1.8257666252003396e-08,1.3767115474631139e-08,2.8504315679148158e-08,3.022049738333665e-08,5.905796124372527e-07,5.376370391625986e-07,8.565267407508735e-08,8.437754745601453e-08,2.5397252118762582e-06,2.4324622250978066e-06,1.0169799556441177e-06,5.604703038522308e-07
21,1962,Iran,22125729.0,21470433.0,3630.998338992582,3449.351556533583,4.5196250934827955e-11,4.6575679214294375e-11,5.577307757859639e-06,6.209096947416012e-06,1.658702409308186e-08,1.8257666252003396e-08,2.368283548984985e-08,2.8504315679148158e-08,6.503740509521743e-07,5.905796124372527e-07,8.596326927804277e-08,8.565267407508735e-08,1.7537049287731942e-06,2.5397252118762582e-06,8.734627455664851e-07,1.0169799556441177e-06
21,1963,Iran,22807908.0,22125729.0,3590.510112545175,3630.998338992582,4.384444202423125e-11,4.5196250934827955e-11,5.380326858561513e-06,5.577307757859639e-06,1.6090910222892868e-08,1.658702409308186e-08,2.3763687577133336e-08,2.368283548984985e-08,6.916022284902236e-07,6.503740509521743e-07,8.931112840335905e-08,8.596326927804277e-08,1.4560739196247197e-06,1.7537049287731942e-06,8.20241821389318e-07,8.734627455664851e-07
21,1964,Iran,23519008.0,22807908.0,3865.892966914251,3590.510112545175,4.2518800112657816e-11,4.384444202423125e-11,5.429565736786177e-06,5.380326858561513e-06,1.5604399641345416e-08,1.6090910222892868e-08,2.5723874068157977e-08,2.3763687577133336e-08,7.592582136117305e-07,6.916022284902236e-07,9.379647304852314e-08,8.931112840335905e-08,1.2633611077474016e-06,1.4560739196247197e-06,8.618985970836866e-07,8.20241821389318e-07
21,1965,Iran,24262863.0,23519008.0,4018.508131377571,3865.892966914251,4.121525147300218e-11,4.2518800112657816e-11,5.808712681599035e-06,5.429565736786177e-06,1.51259972905918e-08,1.5604399641345416e-08,2.9881057317926574e-08,2.5723874068157977e-08,8.468909872672487e-07,7.592582136117305e-07,9.512480039968902e-08,9.379647304852314e-08,1.1372936491460222e-06,1.2633611077474016e-06,9.714846924701343e-07,8.618985970836866e-07
21,1966,Iran,25036982.0,24262863.0,4372.563715546866,4018.508131377571,3.994091620148147e-11,4.121525147300218e-11,5.959624047339252e-06,5.808712681599035e-06,1.5537016402376292e-08,1.51259972905918e-08,3.015539173211851e-08,2.9881057317926574e-08,1.0212492863556796e-06,8.468909872672487e-07,9.497949872712295e-08,9.512480039968902e-08,9.320612204777716e-07,1.1372936491460222e-06,9.836249432938842e-07,9.714846924701343e-07
21,1967,Iran,25829273.0,25036982.0,4663.96912185643,4372.563715546866,3.871576253810938e-11,3.994091620148147e-11,6.400451147037704e-06,5.959624047339252e-06,2.675259191383358e-08,1.5537016402376292e-08,2.923040071627258e-08,3.015539173211851e-08,1.3034435773705285e-06,1.0212492863556796e-06,1.0383567512720934e-07,9.497949872712295e-08,9.163246677519727e-07,9.320612204777716e-07,1.0185729966151197e-06,9.836249432938842e-07
21,1968,Iran,26628431.0,25829273.0,5033.12603525157,4663.96912185643,3.75538461128258e-11,3.871576253810938e-11,6.4997445775156635e-06,6.400451147037704e-06,2.5949707663962624e-08,2.675259191383358e-08,2.887890766076304e-08,2.923040071627258e-08,1.3509245062166825e-06,1.3034435773705285e-06,1.0665292296042526e-07,1.0383567512720934e-07,8.354228606259227e-07,9.163246677519727e-07,1.0367865834828946e-06,1.0185729966151197e-06
21,1969,Iran,27437390.0,26628431.0,5621.177522206011,5033.12603525157,3.6446615366840654e-11,3.75538461128258e-11,7.6158847470550225e-06,6.4997445775156635e-06,3.495230413680018e-08,2.5949707663962624e-08,2.8719932909070434e-08,2.887890766076304e-08,1.4959148811166075e-06,1.3509245062166825e-06,1.1068837086909506e-07,1.0665292296042526e-07,7.55902802708275e-07,8.354228606259227e-07,1.3303379075050506e-06,1.0367865834828946e-06
21,1970,Iran,28273481.0,27437390.0,6162.069799328919,5621.177522206011,3.5368832016121396e-11,3.6446615366840654e-11,7.311727905028745e-06,7.6158847470550225e-06,4.0992476306684697e-08,3.495230413680018e-08,4.6014850452973934e-08,2.8719932909070434e-08,1.5160849843710438e-06,1.4959148811166075e-06,3.1906223361743117e-07,1.1068837086909506e-07,6.305555371834122e-07,7.55902802708275e-07,1.0148378970385713e-06,1.3303379075050506e-06
21,1971,Iran,29145099.0,28273481.0,6610.352926370228,6162.069799328919,3.4311086059443476e-11,3.5368832016121396e-11,8.321467701996827e-06,7.311727905028745e-06,4.36437014676121e-08,4.0992476306684697e-08,4.323196843489878e-08,4.6014850452973934e-08,1.2344099431605978e-06,1.5160849843710438e-06,7.054016182960985e-07,3.1906223361743117e-07,1.2921898120847007e-06,6.305555371834122e-07,1.1226587358649905e-06,1.0148378970385713e-06
21,1972,Iran,30029069.0,29145099.0,7210.672456611958,6610.352926370228,3.3301065710695195e-11,3.4311086059443476e-11,8.751653273033538e-06,8.321467701996827e-06,4.695450265208022e-08,4.36437014676121e-08,4.7587222900583435e-08,4.323196843489878e-08,1.3788972278827558e-06,1.2344099431605978e-06,6.003183115667022e-07,7.054016182960985e-07,1.9245018884867856e-06,1.2921898120847007e-06,1.3105634410444091e-06,1.1226587358649905e-06
