year,country,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,cumulative_co2_including_luc,co2_including_luc
1959,Indonezja,85892868.0,148373766144.0,0.171,1.777,0.0,4.28,512.229,17.635,,536.091
1960,Indonezja,88296073.0,154784595968.0,0.193,1.821,0.0,4.667,436.723,14.705,,458.108
1961,Indonezja,90791250.0,164961484800.0,0.222,1.528,0.0,4.928,412.841,19.324,,438.842
1962,Indonezja,93375848.0,164672684032.0,0.251,1.301,0.0,5.192,402.235,16.232,,425.21
1963,Indonezja,96051425.0,158306811904.0,0.164,1.594,0.0,5.371,398.556,15.634,,421.319
1964,Indonezja,98833757.0,164270391296.0,0.218,1.205,0.0,5.243,376.833,15.708,,399.208
1965,Indonezja,101365131.0,165966266368.0,0.182,0.762,0.0,6.057,349.459,17.668,,374.128
1966,Indonezja,103792757.0,165937627136.0,0.167,0.898,0.0,6.071,330.889,16.239,,354.264
1967,Indonezja,106526397.0,162199044096.0,0.174,0.619,0.0,6.123,317.492,17.624,,342.032
1968,Indonezja,109450007.0,177944035328.0,0.204,0.473,0.0,6.309,302.944,20.577,,330.507
1969,Indonezja,112517638.0,199907966976.0,0.265,0.561,0.0,4.998,303.906,27.538,,337.268
1970,Indonezja,115657496.0,220830564352.0,0.273,0.432,3.572,2.301,284.296,29.213,,320.088
1971,Indonezja,118833699.0,233065676800.0,0.241,0.553,3.873,2.711,286.126,31.576,,325.082
1972,Indonezja,122039843.0,259469197312.0,0.298,0.524,5.925,1.997,287.134,34.563,,330.44
1973,Indonezja,125288516.0,297900736512.0,0.367,0.355,6.518,3.144,288.096,38.714,,337.194
1974,Indonezja,128555052.0,313092767744.0,0.421,0.44,7.735,3.272,269.142,39.359,,320.369
1975,Indonezja,131843849.0,313087950848.0,0.548,0.546,6.976,5.108,260.335,40.755,,314.267
1976,Indonezja,135173656.0,340620640256.0,0.926,0.447,8.959,5.643,269.282,45.814,,331.071
1977,Indonezja,138533539.0,367091515392.0,1.372,0.509,17.551,6.625,257.92,56.36,,340.336
1978,Indonezja,141953163.0,383794675712.0,1.92,0.546,20.973,7.87,253.756,62.629,,347.694
1979,Indonezja,145434830.0,404845723648.0,2.46,0.652,21.232,7.383,241.941,63.41,,337.078
1980,Indonezja,148950537.0,439667556352.0,3.068,0.707,12.798,12.164,240.351,66.135,,335.224
1981,Indonezja,152485036.0,469898625024.0,3.652,0.791,12.117,13.399,238.179,70.338,,338.476
1982,Indonezja,156052154.0,452605673472.0,4.0,0.861,10.12,15.517,241.052,75.086,,346.636
1983,Indonezja,159651382.0,470680076288.0,4.391,1.198,8.219,13.649,232.537,77.727,,337.721
1984,Indonezja,163251124.0,503305961472.0,4.783,1.883,7.214,24.388,977.28,74.192,,1089.74
1985,Indonezja,166776182.0,515643146240.0,5.474,3.671,6.852,27.073,972.538,78.527,,1094.135
1986,Indonezja,170175064.0,545914224640.0,5.977,8.057,6.995,22.867,1234.498,78.27,,1356.664
1987,Indonezja,173511158.0,572867018752.0,6.51,8.219,7.116,27.012,970.224,75.023,,1094.102
1988,Indonezja,176855069.0,605642489856.0,6.768,6.914,8.424,23.373,735.566,87.244,,868.287
1989,Indonezja,180201637.0,660041629696.0,7.838,6.28,7.852,24.956,821.101,84.748,,952.774
1990,Indonezja,183501097.0,718548893696.0,7.719,6.947,9.08,44.064,475.097,87.271,,630.178
1991,Indonezja,186778237.0,786440060928.0,9.087,13.52,11.061,43.494,413.415,97.702,,588.28
1992,Indonezja,190043743.0,841780428800.0,9.777,12.509,11.809,52.373,617.147,112.95,,816.565
1993,Indonezja,193305171.0,912702701568.0,10.775,21.31,12.6,57.66,443.358,112.763,,658.467
1994,Indonezja,196591830.0,986200276992.0,12.538,26.648,10.942,60.309,720.548,108.934,,939.92
1995,Indonezja,199888054.0,1072204283904.0,13.312,25.175,9.634,64.574,622.485,109.715,,844.896
1996,Indonezja,203204352.0,1161281404928.0,14.266,27.561,10.939,78.992,662.378,121.308,,915.444
1997,Indonezja,206536090.0,1221454594048.0,16.01,29.389,11.951,82.042,2421.27,140.549,,2701.212
1998,Indonezja,209826791.0,1066065657856.0,13.077,32.075,10.305,48.028,949.954,141.038,,1194.477
1999,Indonezja,213004666.0,1079382507520.0,14.082,37.167,9.0,83.652,991.479,148.101,,1283.48
2000,Indonezja,216077791.0,1138300157952.0,16.446,50.906,8.57,48.592,651.799,156.816,,933.129
2001,Indonezja,219097906.0,1185220919296.0,18.462,64.629,8.704,61.163,587.089,164.07,,904.116
2002,Indonezja,222088499.0,1244249980928.0,18.137,66.665,7.077,59.764,848.21,156.843,,1156.696
2003,Indonezja,225048004.0,1309811277824.0,17.811,89.49,6.947,62.662,582.391,162.447,,921.749
2004,Indonezja,227926647.0,1387446403072.0,19.047,82.216,5.978,61.886,727.352,173.895,,1070.373
2005,Indonezja,230871649.0,1474875359232.0,18.527,94.222,5.663,54.451,652.197,174.754,,999.814
2006,Indonezja,233951650.0,1565012918272.0,19.047,111.641,6.021,57.426,1238.401,152.499,,1585.034
2007,Indonezja,237062339.0,1674227351552.0,19.567,140.066,4.923,57.078,603.941,166.225,,991.799
2008,Indonezja,240157901.0,1809491165184.0,20.542,121.845,4.716,60.313,675.047,158.303,,1040.765
2009,Indonezja,243220024.0,1905717411840.0,19.437,128.274,5.43,64.541,965.864,181.26,,1364.806
2010,Indonezja,246305326.0,2039334567936.0,19.461,152.667,4.274,73.73,811.798,195.674,,1257.605
2011,Indonezja,249470029.0,2178184511488.0,21.1,181.281,5.462,81.553,913.872,211.329,,1414.597
2012,Indonezja,252698526.0,2309530058752.0,23.294,187.171,6.649,80.062,959.509,218.777,,1475.463
2013,Indonezja,255852466.0,2437876809728.0,24.775,164.219,5.899,64.753,944.776,229.408,,1433.831
2014,Indonezja,258877397.0,2559933415424.0,25.534,173.584,5.763,62.416,1158.482,220.593,,1646.372
2015,Indonezja,261799249.0,2684764028928.0,24.558,197.815,5.461,94.253,1503.577,217.063,,2042.726
2016,Indonezja,264627428.0,2819890085888.0,28.71,206.328,5.089,91.185,727.747,208.773,,1267.832
2017,Indonezja,267346655.0,2962852151296.0,28.966,221.093,4.387,84.339,666.585,218.16,,1223.53
2018,Indonezja,269951847.0,3116158943232.0,30.832,262.222,3.946,84.148,656.266,212.953,,1250.367
2019,Indonezja,272489379.0,3272567947264.0,30.156,315.401,3.784,87.91,896.554,216.541,,1550.346
2020,Indonezja,274814864.0,3204972544000.0,26.297,300.518,3.525,81.217,505.24,196.666,,1113.463
2021,Indonezja,276758056.0,3323654569984.0,27.262,303.154,3.149,83.76,436.078,202.298,,1055.7
2022,Indonezja,278830529.0,3500093472768.0,26.843,404.573,3.163,85.931,456.786,216.563,,1193.859
2023,Indonezja,281190068.0,,26.004,399.051,3.58,88.657,555.753,215.932,,1288.977
1950,Kanada,13741739.0,162840739840.0,1.312,96.82,0.0,3.554,360.731,52.448,,514.864
1951,Kanada,14083297.0,172068421632.0,1.334,96.881,0.0,4.082,382.87,60.381,,545.548
1952,Kanada,14482799.0,184612798464.0,1.454,89.849,0.0,4.276,351.799,63.831,,511.208
1953,Kanada,14897875.0,193223622656.0,1.744,82.936,1.271,4.811,396.821,69.845,,557.43
1954,Kanada,15318985.0,191887998976.0,1.759,80.084,0.0,5.947,398.427,75.178,,561.395
1955,Kanada,15728280.0,209810259968.0,1.973,72.214,2.092,7.438,396.159,85.756,,565.632
1956,Kanada,16159621.0,226794209280.0,2.253,78.483,3.32,8.541,418.283,97.206,,608.085
1957,Kanada,16641328.0,233362309120.0,2.711,64.922,4.192,10.864,391.114,100.122,,573.925
1958,Kanada,17104090.0,237535641600.0,2.758,57.265,4.137,13.429,424.568,104.567,,606.724
1959,Kanada,17515523.0,247152361472.0,2.817,53.546,3.155,17.305,423.723,107.659,,608.204
1960,Kanada,17898792.0,254857920512.0,2.595,49.636,3.206,21.537,360.166,115.742,,552.882
1961,Kanada,18263079.0,262380453888.0,2.784,45.595,3.994,22.966,359.16,118.662,,553.161
1962,Kanada,18613596.0,280743772160.0,3.086,47.031,4.609,25.978,352.794,126.287,,559.785
1963,Kanada,18964256.0,294939656192.0,3.144,46.599,4.532,22.365,334.78,134.271,,545.691
1964,Kanada,19321670.0,314154745856.0,3.547,51.919,4.232,34.159,339.983,143.72,,577.56
1965,Kanada,19685519.0,335067021312.0,3.747,54.176,4.21,38.036,366.577,151.748,,618.494
1966,Kanada,20053665.0,356785356800.0,4.001,52.582,4.243,42.422,289.846,155.826,,548.92
1967,Kanada,20408776.0,367635464192.0,3.583,57.316,4.184,45.064,277.773,171.49,,559.41
1968,Kanada,20734171.0,386855305216.0,3.66,60.578,4.294,55.525,265.065,179.205,,568.327
1969,Kanada,21037620.0,407256006656.0,3.7,59.119,4.474,58.298,258.335,181.529,,565.455
1970,Kanada,21440020.0,417751990272.0,3.562,58.815,4.804,62.625,258.883,211.372,,600.06
1971,Kanada,21895693.0,441056624640.0,4.068,55.876,4.547,67.469,252.564,220.327,,604.852
1972,Kanada,22230876.0,464342122496.0,4.477,62.155,4.356,76.485,251.151,233.318,,631.942
1973,Kanada,22512230.0,497617436672.0,4.995,52.014,4.221,81.868,251.229,238.175,,632.502
1974,Kanada,22824083.0,517951848448.0,5.135,48.507,3.536,83.516,235.103,248.922,,624.72
1975,Kanada,23148980.0,529610735616.0,4.933,61.285,2.667,85.914,231.036,241.987,,627.822
1976,Kanada,23455783.0,558634696704.0,4.767,59.1,2.433,98.928,252.468,233.734,,651.43
1977,Kanada,23730341.0,577419673600.0,4.776,65.032,2.327,101.954,250.905,233.701,,658.695
1978,Kanada,23978742.0,600763269120.0,5.113,69.509,2.532,104.551,257.043,233.823,,672.572
1979,Kanada,24237173.0,625737072640.0,5.833,76.028,2.95,112.573,226.859,244.294,,668.536
1980,Kanada,24533779.0,634113622016.0,5.208,81.172,3.133,112.041,275.901,241.294,,718.747
1981,Kanada,24844977.0,653774422016.0,5.034,83.689,2.972,110.026,271.369,227.908,,700.998
1982,Kanada,25140164.0,633852985344.0,4.182,88.445,2.862,110.326,224.486,208.641,,638.941
1983,Kanada,25412604.0,652317687808.0,3.906,93.524,3.067,114.031,229.389,193.811,,637.728
1984,Kanada,25670376.0,689733500928.0,4.276,102.914,4.305,121.231,251.962,192.507,,677.195
1985,Kanada,25927463.0,727013326848.0,5.063,99.763,5.009,125.225,262.174,186.659,,683.892
1986,Kanada,26211035.0,746074603520.0,5.27,92.487,4.741,115.782,254.791,186.428,,659.499
1987,Kanada,26540914.0,776472494080.0,6.259,99.031,4.708,119.12,243.208,201.864,,674.19
1988,Kanada,26927938.0,814240038912.0,5.986,106.406,5.192,127.203,265.156,210.882,,720.825
1989,Kanada,27366047.0,833918730240.0,6.263,106.897,4.661,138.422,239.785,206.642,,702.67
1990,Kanada,27789436.0,835996811264.0,5.823,99.005,11.835,125.716,260.476,212.496,,718.491
1991,Kanada,28157153.0,820274266112.0,4.771,103.905,12.145,125.377,230.619,200.273,,680.375
1992,Kanada,28500065.0,829742120960.0,4.804,106.721,13.05,132.662,227.628,203.27,,691.125
1993,Kanada,28830635.0,853776007168.0,4.893,98.808,13.189,137.763,211.7,206.551,,675.86
1994,Kanada,29147382.0,894851940352.0,5.769,102.481,14.458,140.978,237.697,211.68,,716.327
1995,Kanada,29459136.0,921360072704.0,6.529,104.309,14.716,148.261,204.584,214.36,,695.998
1996,Kanada,29767210.0,938872537088.0,6.185,106.238,15.911,155.033,234.708,221.116,,742.437
1997,Kanada,30059087.0,981728100352.0,6.657,113.044,16.052,153.691,203.208,229.102,,725.23
1998,Kanada,30329968.0,1022474584064.0,6.828,119.192,17.756,150.444,225.404,232.034,,755.04
1999,Kanada,30599458.0,1078414934016.0,7.118,119.515,16.058,162.93,241.411,234.96,,785.276
2000,Kanada,30891800.0,1137681367040.0,7.232,128.952,16.037,173.423,221.185,237.231,,787.446
2001,Kanada,31213577.0,1161459924992.0,6.983,126.48,15.457,165.5,262.882,241.069,,821.242
2002,Kanada,31535580.0,1199865593856.0,7.148,123.972,15.817,171.755,214.5,242.086,,778.229
2003,Kanada,31836484.0,1224575811584.0,7.248,123.102,15.3,174.245,214.011,257.945,,794.803
2004,Kanada,32132680.0,1265917231104.0,7.52,115.514,15.79,170.262,232.531,266.975,,811.694
2005,Kanada,32440173.0,1310077878272.0,7.614,116.624,15.451,169.2,230.584,260.961,,803.439
2006,Kanada,32759174.0,1348293361664.0,7.728,114.03,15.799,168.452,197.441,259.202,,765.615
2007,Kanada,33092172.0,1379925884928.0,7.731,118.821,15.845,180.77,177.619,265.861,,769.508
2008,Kanada,33449089.0,1397938716672.0,6.988,112.68,15.094,181.2,137.416,257.097,,713.186
2009,Kanada,33826369.0,1360538107904.0,5.364,93.362,14.17,174.223,110.915,253.423,,653.726
2010,Kanada,34196901.0,1406355374080.0,6.005,95.844,14.451,178.268,85.622,257.905,,640.357
2011,Kanada,34555450.0,1454221426688.0,6.02,86.835,14.619,193.976,137.445,259.433,,700.765
2012,Kanada,34922512.0,1479829618688.0,6.532,81.544,15.49,197.213,109.047,260.897,,673.268
2013,Kanada,35293420.0,1514296442880.0,5.973,79.249,16.365,204.25,120.787,260.549,,689.641
2014,Kanada,35634265.0,1557757558784.0,5.912,76.962,16.511,211.465,164.189,253.107,,730.657
2015,Kanada,35962236.0,1568025739264.0,6.185,73.719,15.766,213.612,142.859,254.034,,708.503
2016,Kanada,36353345.0,1583728033792.0,6.114,74.001,13.82,210.439,133.098,252.214,,691.969
2017,Kanada,36808500.0,1631871434752.0,6.863,73.401,14.54,216.781,143.742,255.803,,713.345
2018,Kanada,37294997.0,1677189185536.0,6.99,61.32,15.213,231.731,101.589,261.649,,680.668
2019,Kanada,37782931.0,1708858146816.0,7.195,58.777,15.657,234.935,99.272,263.306,,681.297
2020,Kanada,38171901.0,1622144450560.0,6.713,48.575,16.158,224.905,89.206,228.175,,615.787
2021,Kanada,38454058.0,1703443300352.0,7.379,45.795,16.971,230.942,85.726,237.083,,626.038
2022,Kanada,38821260.0,1761295597568.0,6.752,38.198,17.495,239.741,107.143,246.265,,657.755
2023,Kanada,39299099.0,,6.752,36.769,17.495,237.269,104.724,248.853,,654.023
1950,Japonia,86443279.0,256610910208.0,2.206,95.729,0.0,0.136,80.192,4.47,,182.733
1951,Japonia,87849930.0,288620281856.0,3.238,111.001,0.0,0.161,69.379,9.057,,192.837
1952,Japonia,89135134.0,321973420032.0,3.518,113.94,0.0,0.18,73.745,12.791,,204.173
1953,Japonia,90324185.0,345711968256.0,4.332,119.179,0.0,0.216,73.644,22.175,,219.546
1954,Japonia,91407672.0,365311000576.0,5.277,113.009,0.0,0.275,66.709,24.12,,209.39
1955,Japonia,92425476.0,396713132032.0,5.222,108.89,0.0,0.344,70.25,27.579,,212.286
1956,Japonia,93342005.0,426510417920.0,6.436,121.381,0.0,0.469,68.305,32.536,,229.128
1957,Japonia,94108980.0,457723478016.0,7.501,136.042,0.0,0.638,75.553,44.106,,263.84
1958,Japonia,94846958.0,484394336256.0,7.407,126.489,0.0,0.927,71.711,46.599,,253.132
1959,Japonia,95622973.0,528525000704.0,8.533,125.851,0.0,1.172,85.241,57.364,,278.162
1960,Japonia,96399754.0,597858254848.0,11.139,139.146,0.0,1.601,68.207,80.944,,301.036
1961,Japonia,97217594.0,669824974848.0,12.175,160.866,0.0,2.045,70.675,108.045,,353.806
1962,Japonia,98076406.0,729663012864.0,14.228,154.22,0.0,2.66,60.206,122.17,,353.484
1963,Japonia,98958230.0,791534370816.0,14.802,155.343,0.0,3.671,62.508,151.448,,387.772
1964,Japonia,99890178.0,883860307968.0,16.3,160.21,0.0,4.005,57.624,178.834,,416.973
1965,Japonia,100916017.0,935329857536.0,16.158,165.748,0.0,3.609,52.779,201.454,,439.749
1966,Japonia,101887833.0,1034825433088.0,18.913,170.454,0.0,3.701,50.598,226.712,,470.378
1967,Japonia,102965529.0,1149408247808.0,21.239,181.502,0.0,3.909,51.887,283.262,,541.799
1968,Japonia,104237475.0,1297449615360.0,23.565,200.137,0.0,4.228,42.755,334.631,,605.316
1969,Japonia,105475170.0,1459365609472.0,25.4,221.022,0.0,4.719,46.463,402.704,,700.309
1970,Japonia,106712370.0,1615677620224.0,28.267,229.266,0.04,7.676,42.653,504.49,,812.393
1971,Japonia,107952031.0,1691571453952.0,29.269,206.388,0.04,8.094,36.249,555.853,,835.893
1972,Japonia,109238963.0,1833991274496.0,32.528,200.216,0.077,7.984,29.518,620.242,,890.564
1973,Japonia,110614742.0,1981290119168.0,38.189,214.385,0.081,10.582,28.384,651.026,,942.647
1974,Japonia,112009690.0,1957033279488.0,35.609,229.191,0.062,14.161,27.352,635.279,,941.655
1975,Japonia,113321198.0,2017465204736.0,33.082,213.422,0.11,17.155,24.289,606.028,,894.086
1976,Japonia,114502794.0,2097612062720.0,35.637,208.383,0.092,20.683,16.971,644.761,,926.527
1977,Japonia,115574280.0,2189767737344.0,37.527,204.52,0.103,24.684,16.433,668.696,,951.963
1978,Japonia,116576941.0,2305153040384.0,44.215,174.739,0.103,34.504,16.937,651.504,,922.001
1979,Japonia,117521561.0,2431613140992.0,46.044,190.938,0.099,40.89,11.222,679.159,,968.352
1980,Japonia,118358761.0,2500143611904.0,45.568,224.299,0.077,47.932,9.854,630.659,,958.389
1981,Japonia,118994055.0,2579316867072.0,43.795,247.358,0.073,48.592,7.542,590.551,,937.911
1982,Japonia,119485773.0,2658129674240.0,41.458,242.63,0.092,49.746,8.722,566.788,,909.435
1983,Japonia,119948942.0,2719951093760.0,41.612,229.795,0.092,53.348,3.777,559.573,,888.196
1984,Japonia,120384396.0,2826577117184.0,40.462,260.176,0.095,71.697,9.579,568.097,,950.106
1985,Japonia,120832158.0,2950873743360.0,36.915,271.788,0.099,76.981,6.522,529.481,,921.786
1986,Japonia,121366733.0,3036325871616.0,34.974,257.466,0.0,81.253,6.512,540.356,,920.559
1987,Japonia,121943589.0,3162653851648.0,32.839,250.394,0.0,82.707,7.688,536.237,,909.866
1988,Japonia,122476957.0,3358737825792.0,35.069,278.512,0.0,86.207,3.491,584.91,,988.189
1989,Japonia,122947411.0,3520997621760.0,36.292,277.105,0.0,92.725,0.698,615.156,,1021.976
1990,Japonia,123399767.0,3699821510656.0,38.701,318.767,0.192,116.917,3.359,671.548,,1160.752
1991,Japonia,123889870.0,3824677552128.0,40.347,318.635,0.216,125.064,1.923,673.907,,1171.016
1992,Japonia,124383707.0,3856515727360.0,41.666,313.007,0.209,126.491,0.968,687.491,,1179.86
1993,Japonia,124839954.0,3860865220608.0,41.224,318.422,0.212,129.389,-2.579,672.881,,1169.314
1994,Japonia,125286862.0,3893220605952.0,42.297,326.205,0.232,135.69,3.294,712.947,,1230.187
1995,Japonia,125672659.0,3997430972416.0,42.142,336.139,0.523,140.649,-5.535,710.223,,1233.66
1996,Japonia,125975305.0,4118875209728.0,42.56,344.945,0.572,146.434,-5.362,707.765,,1246.332
1997,Japonia,126265926.0,4160709459968.0,39.926,350.478,0.582,151.069,-4.482,692.896,,1239.913
1998,Japonia,126549181.0,4111245246464.0,35.363,328.119,0.5,154.61,-2.685,677.016,,1201.909
1999,Japonia,126801566.0,4098283012096.0,35.01,346.12,0.541,163.856,-10.899,686.568,,1230.296
2000,Japonia,127027796.0,4209652006912.0,35.086,372.971,0.513,168.728,6.705,677.303,,1270.698
2001,Japonia,127260144.0,4224163250176.0,34.374,382.016,0.55,167.865,-5.943,655.581,,1243.451
2002,Japonia,127484599.0,4226576285696.0,32.417,399.142,0.526,171.773,-11.873,666.48,,1267.122
2003,Japonia,127671255.0,4288493387776.0,31.935,412.504,0.508,177.168,-13.452,656.529,,1274.042
2004,Japonia,127815770.0,4380398190592.0,31.276,420.467,0.479,176.08,-17.559,645.38,,1265.336
2005,Japonia,127913331.0,4450600615936.0,32.28,430.874,0.509,174.702,-14.829,642.359,,1275.467
2006,Japonia,127997248.0,4514225061888.0,31.991,427.99,0.555,191.339,-6.755,605.588,,1260.54
2007,Japonia,128087684.0,4590814101504.0,30.658,445.459,0.617,207.774,-12.583,608.164,,1290.413
2008,Japonia,128155991.0,4542408163328.0,28.553,426.743,0.567,203.313,-9.902,563.407,,1222.294
2009,Japonia,128192471.0,4298103324672.0,25.308,411.9,0.503,201.07,-13.042,516.483,,1150.351
2010,Japonia,128185273.0,4480295763968.0,24.321,446.507,0.476,212.062,-12.946,522.307,,1201.852
2011,Japonia,128096431.0,4468738359296.0,24.983,430.97,0.479,246.731,-10.531,552.861,,1254.265
2012,Japonia,127928283.0,4530172329984.0,25.625,450.458,0.492,255.914,-8.698,564.639,,1297.3
2013,Japonia,127723641.0,4621006798848.0,26.805,481.655,0.441,255.328,-7.069,541.959,,1308.229
2014,Japonia,127486600.0,4634693337088.0,26.557,473.225,0.451,257.329,-4.952,497.145,,1258.854
2015,Japonia,127275868.0,4707025158144.0,25.936,466.243,0.427,245.234,-4.236,476.886,,1218.964
2016,Japonia,127159949.0,4742508969984.0,25.969,457.145,0.46,250.763,-5.933,460.518,,1197.251
2017,Japonia,127064685.0,4821960097792.0,26.429,459.108,0.439,244.803,-4.065,448.259,,1183.419
2018,Japonia,126913433.0,4852985364480.0,26.183,442.511,0.428,233.268,-0.549,431.787,,1141.931
2019,Japonia,126699422.0,4833468219392.0,25.328,432.809,0.389,223.405,-1.399,415.812,,1104.079
2020,Japonia,126304536.0,4626661244928.0,24.49,399.497,0.394,221.932,1.124,387.124,,1041.607
2021,Japonia,125679341.0,4725883797504.0,24.396,427.989,0.359,211.002,2.525,390.515,,1064.431
2022,Japonia,124997586.0,4774494732288.0,23.157,417.193,0.351,199.73,1.945,384.784,,1034.632
2023,Japonia,124370947.0,,20.71,393.898,0.359,188.445,3.024,377.727,,991.809
1950,Australia,8176751.0,97678589952.0,0.632,44.071,0.0,0.0,96.698,11.035,,152.436
1951,Australia,8418614.0,101837840384.0,0.611,46.097,0.0,0.0,117.736,14.414,,178.857
1952,Australia,8630704.0,102764888064.0,0.672,47.027,0.0,0.0,136.557,14.747,,199.004
1953,Australia,8816084.0,105967345664.0,0.789,48.232,0.0,0.0,148.912,14.015,,211.948
1954,Australia,8999382.0,112566026240.0,0.945,51.135,0.0,0.0,159.953,15.863,,227.896
1955,Australia,9205190.0,118700326912.0,0.985,51.248,0.0,0.0,168.112,19.735,,240.08
1956,Australia,9424661.0,122785832960.0,1.058,51.245,0.0,0.0,179.037,23.18,,254.52
1957,Australia,9638771.0,125243580416.0,1.148,51.626,0.0,0.0,192.936,22.705,,268.415
1958,Australia,9847636.0,131258302464.0,1.214,52.655,0.0,0.0,196.226,24.067,,274.163
1959,Australia,10060034.0,139341676544.0,1.294,56.689,0.0,0.0,205.746,25.089,,288.818
1960,Australia,10280815.0,145192517632.0,1.381,58.928,0.0,0.0,174.644,27.135,,262.089
1961,Australia,10500443.0,146189434880.0,1.414,56.48,0.0,0.0,222.277,29.115,,309.286
1962,Australia,10707235.0,155328790528.0,1.45,57.571,0.0,0.004,143.377,31.884,,234.286
1963,Australia,10913271.0,164835213312.0,1.541,58.789,0.0,0.007,192.358,35.658,,288.353
1964,Australia,11128257.0,176116154368.0,1.792,61.802,0.0,0.007,222.699,39.944,,326.243
1965,Australia,11357478.0,185112117248.0,1.879,63.812,0.0,0.007,265.453,47.907,,379.058
1966,Australia,11592486.0,190257577984.0,1.817,66.917,0.0,0.007,212.615,46.994,,328.351
1967,Australia,11810519.0,203110694912.0,1.89,68.541,0.0,0.007,412.189,51.842,,534.47
1968,Australia,12030011.0,215046504448.0,1.941,70.856,0.0,0.011,204.421,55.96,,333.19
1969,Australia,12272387.0,228127293440.0,2.13,72.267,0.0,0.487,117.01,61.53,,253.423
1970,Australia,12599414.0,242644631552.0,2.228,74.674,0.0,2.755,61.311,68.204,,209.172
1971,Australia,12997962.0,253439754240.0,2.314,72.748,0.0,4.1,60.34,71.954,,211.456
1972,Australia,13304896.0,260535648256.0,2.436,74.0,0.0,5.844,-3.508,71.318,,150.09
1973,Australia,13518687.0,274659475456.0,2.591,79.03,0.0,6.485,-7.159,82.037,,162.985
1974,Australia,13719499.0,281474170880.0,2.568,79.196,0.0,7.709,-33.947,76.71,,132.236
1975,Australia,13893985.0,289102987264.0,2.473,84.33,0.0,8.369,42.528,77.93,,215.63
1976,Australia,14046757.0,300755714048.0,2.494,84.598,0.0,9.259,30.795,73.452,,200.598
1977,Australia,14203512.0,303887974400.0,2.474,90.491,0.0,11.051,153.24,77.898,,335.155
1978,Australia,14367097.0,312728256512.0,2.459,93.311,0.0,13.802,117.502,81.48,,308.554
1979,Australia,14533034.0,329194274816.0,2.581,94.767,0.0,15.286,107.67,79.688,,299.992
1980,Australia,14721343.0,335756460032.0,2.652,101.825,0.0,17.671,96.175,82.222,,300.545
1981,Australia,14949209.0,348726755328.0,2.954,104.819,0.0,20.361,152.264,85.675,,366.074
1982,Australia,15192485.0,348301459456.0,2.823,107.585,0.0,22.53,76.011,85.063,,294.012
1983,Australia,15414891.0,348353560576.0,2.377,105.149,0.44,22.79,249.682,76.889,,457.327
1984,Australia,15620650.0,372379582464.0,2.683,109.101,0.275,24.05,118.902,81.407,,336.418
1985,Australia,15835742.0,391229276160.0,2.891,119.256,0.352,30.147,63.932,71.91,,288.488
1986,Australia,16069630.0,399344402432.0,2.908,118.775,0.319,28.092,22.861,73.947,,246.901
1987,Australia,16322272.0,419094036480.0,2.878,126.142,0.256,28.972,-14.839,76.352,,219.761
1988,Australia,16594102.0,437912797184.0,3.136,130.359,0.348,29.686,-30.655,77.208,,210.082
1989,Australia,16869361.0,457176154112.0,3.38,141.141,0.535,30.345,-39.529,81.436,,217.308
1990,Australia,17126301.0,464136601600.0,3.463,141.877,7.273,34.455,-18.62,88.777,,259.54
1991,Australia,17353191.0,461302104064.0,3.183,146.083,7.001,32.786,-56.967,88.177,,222.567
1992,Australia,17549282.0,478633754624.0,2.923,150.049,7.304,33.97,22.293,87.849,,306.822
1993,Australia,17722905.0,501524758528.0,3.005,150.096,7.137,35.67,42.207,90.318,,331.081
1994,Australia,17897430.0,527993241600.0,3.484,151.376,6.88,37.032,25.788,91.854,,319.49
1995,Australia,18095338.0,549038784512.0,3.358,155.735,7.061,39.847,189.387,96.068,,494.442
1996,Australia,18305299.0,574765662208.0,3.244,160.388,6.761,39.781,200.888,98.664,,512.829
1997,Australia,18504909.0,601472761856.0,3.185,167.683,6.688,41.09,135.503,98.381,,455.836
1998,Australia,18701707.0,634847035392.0,3.475,177.614,6.902,43.506,201.021,99.142,,535.157
1999,Australia,18909979.0,664520753152.0,3.52,183.231,7.165,45.564,150.022,100.809,,493.981
2000,Australia,19132473.0,692059308032.0,3.621,185.797,7.953,46.61,203.508,102.65,,553.516
2001,Australia,19365437.0,713890070528.0,3.541,190.082,8.173,49.326,108.423,103.174,,466.207
2002,Australia,19595357.0,747065704448.0,3.488,191.147,8.007,50.589,63.36,105.452,,425.897
2003,Australia,19819450.0,774451036160.0,3.584,195.386,7.158,49.912,221.52,109.666,,591.15
2004,Australia,20046680.0,809792438272.0,3.555,202.225,6.858,52.83,183.475,113.748,,566.634
2005,Australia,20294490.0,840092352512.0,3.664,200.715,6.915,54.458,71.948,116.504,,458.124
2006,Australia,20590565.0,866678669312.0,3.888,204.401,7.046,55.777,25.306,117.364,,417.666
2007,Australia,20954545.0,911250751488.0,3.972,203.559,7.505,61.006,77.958,119.32,,477.433
2008,Australia,21370595.0,937889628160.0,3.863,204.688,7.484,61.744,264.197,122.931,,669.038
2009,Australia,21783014.0,963129966592.0,3.829,206.066,7.969,63.087,105.896,122.373,,512.99
2010,Australia,22141583.0,993854029824.0,3.549,200.552,8.194,64.246,524.261,124.551,,929.393
