year,country,population,gdp,temperature_change_from_co2,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,co2,country_order
1958,Argentyna,19714264.0,181174419456.0,0.005,1.221,3.781,0.0,1.48,48.764,37.71,92.957,20
1959,Argentyna,20049605.0,169428729856.0,0.005,1.17,3.73,0.0,1.473,51.122,42.576,100.071,20
1960,Argentyna,20386054.0,182678470656.0,0.005,1.305,3.906,0.0,2.363,33.621,41.191,82.386,20
1961,Argentyna,20726278.0,195762241536.0,0.005,1.436,3.539,0.0,4.03,65.593,42.121,116.72,20
1962,Argentyna,21072543.0,192596967424.0,0.005,1.446,2.008,0.0,5.108,69.165,45.078,122.805,20
1963,Argentyna,21421703.0,187954610176.0,0.005,1.254,2.305,0.0,5.829,70.916,40.645,120.948,20
1964,Argentyna,21769451.0,207332556800.0,0.005,1.439,2.557,0.0,6.467,77.725,45.207,133.395,20
1965,Argentyna,22112635.0,226284879872.0,0.005,1.632,2.601,0.0,7.247,131.975,47.324,190.78,20
1966,Argentyna,22453898.0,227834527744.0,0.005,1.723,2.587,2.345,7.848,130.313,48.57,193.385,20
1967,Argentyna,22799062.0,233929080832.0,0.005,1.756,2.939,2.796,8.208,189.051,49.777,254.527,20
1968,Argentyna,23150579.0,243886489600.0,0.005,2.064,2.367,2.876,9.142,127.365,52.56,196.375,20
1969,Argentyna,23508715.0,264721498112.0,0.005,2.148,2.59,2.832,9.105,95.084,60.573,172.333,20
1970,Argentyna,23878331.0,278897360896.0,0.005,2.344,3.287,2.81,10.281,78.665,63.926,161.313,20
1971,Argentyna,24257211.0,292438867968.0,0.006,2.736,2.928,2.843,11.021,69.093,69.319,157.94,20
1972,Argentyna,24644332.0,301570129920.0,0.006,2.699,2.858,2.744,12.469,63.302,69.297,153.368,20
1973,Argentyna,25046008.0,319937937408.0,0.006,2.57,2.88,3.129,14.187,59.307,71.21,153.283,20
1974,Argentyna,25461353.0,340686405632.0,0.006,2.675,3.367,3.063,14.923,56.646,71.452,152.126,20
1975,Argentyna,25874106.0,337656020992.0,0.006,2.714,3.594,3.902,15.722,54.046,68.913,148.892,20
1976,Argentyna,26282282.0,336841146368.0,0.006,2.841,3.239,5.284,16.467,51.557,71.868,151.256,20
1977,Argentyna,26701814.0,357157961728.0,0.006,2.987,2.704,5.408,16.905,50.829,72.702,151.535,20
1978,Argentyna,27132164.0,341466742784.0,0.006,3.148,3.833,6.251,16.426,48.623,72.899,151.179,20
1979,Argentyna,27568894.0,365906427904.0,0.006,3.327,3.602,6.599,18.016,47.509,79.073,158.125,20
1980,Argentyna,28011596.0,371076956160.0,0.006,3.562,2.865,6.156,19.566,47.452,76.508,156.108,20
1981,Argentyna,28463957.0,349782016000.0,0.006,3.323,2.957,5.144,20.485,45.375,70.059,147.343,20
1982,Argentyna,28924269.0,338761515008.0,0.006,2.815,2.66,5.595,23.249,44.8,69.032,148.151,20
1983,Argentyna,29391333.0,350706597888.0,0.006,2.818,2.191,5.196,26.264,44.797,68.674,149.939,20
1984,Argentyna,29863091.0,357844353024.0,0.006,2.618,2.147,7.149,27.301,44.327,67.237,150.779,20
1985,Argentyna,30336448.0,334171439104.0,0.006,2.325,2.774,6.188,28.809,43.425,60.435,143.956,20
1986,Argentyna,30811983.0,358634684416.0,0.006,2.789,3.393,4.804,30.964,42.699,62.2,146.849,20
1987,Argentyna,31291764.0,367893610496.0,0.007,3.169,3.778,4.778,36.699,42.597,66.454,157.474,20
1988,Argentyna,31780533.0,360921169920.0,0.007,3.047,4.023,5.87,42.233,40.509,66.232,161.914,20
1989,Argentyna,32270958.0,338520801280.0,0.007,2.253,4.144,6.262,44.609,40.107,59.753,157.127,20
1990,Argentyna,32755907.0,338751160320.0,0.007,1.822,3.14,4.785,43.213,39.882,59.188,152.031,20
1991,Argentyna,33230292.0,376057921536.0,0.007,2.196,2.939,4.104,47.284,83.435,61.233,201.19,20
1992,Argentyna,33693532.0,416679821312.0,0.007,2.495,3.107,3.997,48.303,54.991,63.633,176.526,20
1993,Argentyna,34152718.0,444780249088.0,0.007,2.761,2.528,4.752,40.807,44.164,67.152,162.166,20
1994,Argentyna,34613491.0,472926748672.0,0.007,3.05,3.561,1.978,42.677,43.408,67.203,161.877,20
1995,Argentyna,35070016.0,461601013760.0,0.007,2.621,3.741,2.887,53.194,43.669,62.834,168.946,20
1996,Argentyna,35513794.0,489406464000.0,0.007,2.422,3.114,2.151,57.542,45.1,65.921,176.25,20
1997,Argentyna,35947790.0,531526385664.0,0.007,3.169,2.807,2.206,61.504,49.753,66.868,186.306,20
1998,Argentyna,36372863.0,554567139328.0,0.007,3.283,3.155,1.693,61.614,56.014,69.576,195.334,20
1999,Argentyna,36794686.0,538270597120.0,0.008,3.29,2.788,1.883,67.619,52.11,72.723,200.414,20
2000,Argentyna,37213985.0,536480972800.0,0.008,2.771,2.36,1.466,69.438,52.549,67.434,196.018,20
2001,Argentyna,37624818.0,514867265536.0,0.008,2.481,2.008,1.507,64.807,49.748,64.334,184.885,20
2002,Argentyna,38029346.0,460558532608.0,0.008,1.729,1.579,1.51,62.618,179.08,57.495,304.011,20
2003,Argentyna,38424284.0,503104143360.0,0.008,2.28,2.48,1.297,69.068,243.623,59.355,378.104,20
2004,Argentyna,38815915.0,550306316288.0,0.008,2.701,2.532,1.091,82.913,286.835,67.813,443.884,20
2005,Argentyna,39216787.0,601050382336.0,0.008,3.241,3.668,0.913,81.967,301.882,71.8,463.47,20
2006,Argentyna,39622113.0,652296781824.0,0.008,3.764,3.968,0.799,83.867,295.206,81.911,469.515,20
2007,Argentyna,40016766.0,714725195776.0,0.009,3.998,3.759,0.695,87.178,158.193,77.952,331.774,20
2008,Argentyna,40424149.0,747157389312.0,0.009,3.99,3.975,0.599,90.12,88.434,88.658,275.777,20
2009,Argentyna,40854832.0,705920827392.0,0.009,3.81,3.305,0.693,87.993,324.805,82.38,502.986,20
2010,Argentyna,41288694.0,785785159680.0,0.009,4.178,4.082,0.612,86.928,236.179,90.145,422.125,20
2011,Argentyna,41730655.0,837742690304.0,0.009,4.586,4.825,0.872,92.586,225.43,86.906,415.205,20
2012,Argentyna,42161718.0,829147447296.0,0.009,4.184,5.078,1.131,95.381,146.877,85.587,338.238,20
2013,Argentyna,42582454.0,849088348160.0,0.01,4.581,4.84,1.291,91.338,106.976,87.487,296.514,20
2014,Argentyna,43024072.0,827750809600.0,0.01,4.336,5.536,1.388,92.844,159.485,84.292,347.882,20
2015,Argentyna,43477009.0,850356666368.0,0.01,4.571,5.467,1.218,93.535,106.076,86.954,297.82,20
2016,Argentyna,43900312.0,832669286400.0,0.01,4.029,4.192,0.841,96.303,96.771,84.556,286.691,20
2017,Argentyna,44288898.0,856142118912.0,0.01,4.362,4.279,0.96,96.442,75.041,80.856,261.94,20
2018,Argentyna,44654876.0,833736998912.0,0.01,4.369,4.356,1.359,96.123,103.42,74.392,284.019,20
2019,Argentyna,44973468.0,817053892608.0,0.01,4.141,2.143,1.771,95.606,159.723,74.847,338.231,20
2020,Argentyna,45191960.0,735814221824.0,0.01,3.508,3.224,1.987,89.083,119.228,67.319,284.349,20
2021,Argentyna,45312283.0,812324159488.0,0.011,4.671,4.51,2.325,93.073,115.063,86.529,306.171,20
2022,Argentyna,45407904.0,854914301952.0,0.011,5.063,4.78,2.195,92.908,112.67,99.135,316.751,20
1950,Iran,16510553.0,44850892800.0,0.001,0.033,0.531,0.0,0.0,20.792,9.037,30.393,21
1951,Iran,16921281.0,44840296448.0,0.001,0.033,0.451,0.0,0.0,26.871,6.43,33.785,21
1952,Iran,17344434.0,44843151360.0,0.001,0.025,0.399,0.0,0.0,31.67,3.668,35.763,21
1953,Iran,17778109.0,44886630400.0,0.001,0.033,0.411,0.0,0.0,35.576,3.385,39.404,21
1954,Iran,18226205.0,44884365312.0,0.001,0.033,0.665,0.0,0.0,38.966,0.347,40.01,21
1955,Iran,18700800.0,44862808064.0,0.001,0.065,0.649,11.641,0.583,41.807,2.876,57.621,21
1956,Iran,19204391.0,48871698432.0,0.001,0.109,0.506,12.754,0.85,44.581,8.588,67.389,21
1957,Iran,19726844.0,55700860928.0,0.001,0.156,0.465,8.664,1.403,48.268,11.111,70.068,21
1958,Iran,20266510.0,62178750464.0,0.001,0.204,0.513,9.871,1.44,50.127,13.201,75.356,21
1959,Iran,20846778.0,67527569408.0,0.001,0.287,0.63,11.208,1.759,50.709,11.684,76.278,21
1960,Iran,21470433.0,74059071488.0,0.001,0.392,0.612,12.68,1.839,54.529,21.835,91.888,21
1961,Iran,22125729.0,80338485248.0,0.001,0.367,0.524,14.39,1.902,38.802,19.326,75.31,21
1962,Iran,22807908.0,81892024320.0,0.001,0.367,0.542,15.774,2.037,33.21,18.708,70.639,21
1963,Iran,23519008.0,90921967616.0,0.001,0.367,0.605,17.857,2.206,29.713,20.271,71.018,21
1964,Iran,24262863.0,97500512256.0,0.001,0.367,0.725,20.548,2.308,27.594,23.571,75.113,21
1965,Iran,25036982.0,109475799040.0,0.001,0.389,0.755,25.569,2.378,23.336,24.627,77.055,21
1966,Iran,25829273.0,120466931712.0,0.001,0.691,0.755,33.667,2.682,23.668,26.309,87.772,21
1967,Iran,26628431.0,134024249344.0,0.001,0.691,0.769,35.973,2.84,22.246,27.608,90.127,21
1968,Iran,27437390.0,154230439936.0,0.001,0.959,0.788,41.044,3.037,20.74,36.501,103.07,21
1969,Iran,28273481.0,174223163392.0,0.001,1.159,1.301,42.865,9.021,17.828,28.693,100.867,21
1970,Iran,29145099.0,192659390464.0,0.001,1.272,1.26,35.977,20.559,37.661,32.72,129.449,21
1971,Iran,30029069.0,216529780736.0,0.001,1.41,1.429,41.407,18.027,57.791,39.355,159.419,21
1972,Iran,30921177.0,251717222400.0,0.001,1.668,2.425,46.421,17.466,70.299,38.035,176.314,21
1973,Iran,31839836.0,273301962752.0,0.001,1.726,2.664,54.758,19.188,32.939,51.138,162.414,21
1974,Iran,32796455.0,297538945024.0,0.001,2.235,3.037,54.172,24.175,12.175,60.156,155.95,21
1975,Iran,33802973.0,311929438208.0,0.002,2.653,2.616,45.727,22.889,-1.345,65.329,137.869,21
1976,Iran,34837283.0,365375389696.0,0.002,3.016,2.327,54.132,22.834,-7.347,74.181,149.143,21
1977,Iran,35933180.0,360749400064.0,0.002,3.587,2.334,51.185,20.445,-21.678,86.256,142.129,21
1978,Iran,37126534.0,318003249152.0,0.002,5.931,2.535,49.915,18.833,33.031,85.074,195.32,21
1979,Iran,38424956.0,290524364800.0,0.002,3.728,2.407,30.364,24.05,-27.942,102.588,135.195,21
1980,Iran,39842324.0,249697452032.0,0.002,3.88,2.433,18.217,13.282,-2.308,82.883,118.387,21
1981,Iran,41989316.0,242198921216.0,0.002,4.452,1.927,14.803,12.142,14.678,79.948,127.952,21
1982,Iran,44272142.0,280254611456.0,0.002,4.972,2.997,27.41,12.626,14.876,90.127,153.009,21
1983,Iran,46029541.0,317242867712.0,0.002,5.337,2.752,24.717,16.034,17.434,101.189,167.462,21
1984,Iran,47793999.0,322589097984.0,0.002,5.746,3.272,12.498,25.138,20.791,103.747,171.192,21
1985,Iran,49582288.0,330378084352.0,0.002,6.059,3.426,10.38,27.392,24.078,113.229,184.564,21
1986,Iran,51446047.0,299361796096.0,0.002,6.142,3.58,10.19,28.543,27.184,99.851,175.489,21
1987,Iran,53323493.0,294831456256.0,0.002,6.24,3.653,9.23,30.602,30.515,109.616,189.856,21
1988,Iran,55072694.0,278182821888.0,0.003,6.07,3.704,7.691,38.395,7.131,120.102,183.093,21
1989,Iran,56704919.0,288903888896.0,0.003,6.306,3.056,2.884,42.59,-4.921,136.279,186.194,21
1990,Iran,58380097.0,318478254080.0,0.003,7.261,2.693,21.819,40.015,66.917,139.287,277.992,21
1991,Iran,59986931.0,376283103232.0,0.003,7.481,3.843,22.313,49.617,62.133,139.79,285.179,21
1992,Iran,61184982.0,424984707072.0,0.003,7.485,3.385,21.734,52.647,33.33,142.941,261.523,21
1993,Iran,61403548.0,419990110208.0,0.003,7.945,4.133,17.697,60.69,20.997,146.528,257.989,21
1994,Iran,61520597.0,419488432128.0,0.003,8.274,4.173,21.821,73.287,7.025,157.266,271.847,21
1995,Iran,62205571.0,437566111744.0,0.003,8.591,3.909,20.192,81.575,-9.957,156.607,260.918,21
1996,Iran,62881296.0,483475488768.0,0.003,8.775,4.089,21.72,81.246,8.895,160.791,285.515,21
1997,Iran,63639637.0,512736329728.0,0.004,9.471,4.195,21.471,90.915,-9.767,143.211,259.496,21
1998,Iran,64519866.0,541099753472.0,0.004,9.989,4.884,17.247,98.652,-39.269,174.87,266.373,21
1999,Iran,65445389.0,563869057024.0,0.004,10.956,4.976,16.516,114.287,13.03,227.718,387.483,21
2000,Iran,66418662.0,595554533376.0,0.004,12.029,5.328,19.291,120.448,5.056,210.118,372.269,21
2001,Iran,67452003.0,636570238976.0,0.004,13.673,4.14,16.988,127.654,5.154,227.454,395.063,21
2002,Iran,68011316.0,698059653120.0,0.004,14.068,4.664,16.556,143.816,5.775,217.927,402.807,21
2003,Iran,68769345.0,779969691648.0,0.005,14.639,5.188,21.881,158.468,7.994,210.79,418.96,21
2004,Iran,70256316.0,849441914880.0,0.005,15.761,4.994,20.699,178.9,10.196,221.765,452.316,21
2005,Iran,71828456.0,908856000512.0,0.005,16.125,6.086,21.924,200.161,14.59,222.489,481.374,21
2006,Iran,73392746.0,995245162496.0,0.005,17.253,5.983,22.879,221.54,-22.908,233.364,478.11,21
2007,Iran,74602646.0,1098784571392.0,0.005,19.4,6.577,20.097,236.52,-15.671,225.18,492.104,21
2008,Iran,75514200.0,1132365742080.0,0.006,21.606,5.859,20.251,246.875,-20.979,233.945,507.556,21
2009,Iran,76457832.0,1208128372736.0,0.006,24.561,4.393,20.475,261.065,-23.178,232.918,520.235,21
2010,Iran,77420852.0,1310507008000.0,0.006,30.104,5.448,21.191,277.22,-24.794,227.533,536.702,21
2011,Iran,78383602.0,1345049329664.0,0.006,32.915,5.313,20.961,293.263,-25.983,223.695,550.163,21
2012,Iran,79370583.0,1324570771456.0,0.007,34.824,4.129,20.731,292.274,-26.358,247.162,572.763,21
2013,Iran,80414688.0,1287095582720.0,0.007,36.718,4.118,20.74,294.934,-23.45,253.329,586.389,21
2014,Iran,81502045.0,1352736964608.0,0.007,34.968,3.591,22.785,335.007,-25.482,247.8,618.668,21
2015,Iran,82619365.0,1331012173824.0,0.008,31.23,4.302,22.557,356.769,-23.278,227.053,618.633,21
2016,Iran,83812229.0,1413723717632.0,0.008,30.618,3.451,29.786,380.704,-23.672,200.124,621.012,21
2017,Iran,85026761.0,1486668300288.0,0.008,29.908,4.708,33.22,399.504,-23.877,229.059,672.523,21
2018,Iran,86118000.0,1483607244800.0,0.008,30.272,4.459,32.439,390.843,49.74,231.77,739.523,21
2019,Iran,87051647.0,1438754537472.0,0.009,35.303,4.847,25.963,429.315,19.014,239.919,754.361,21
2020,Iran,87723446.0,1446203752448.0,0.009,38.808,5.577,24.925,465.332,8.47,221.965,765.076,21
2021,Iran,88455491.0,1525523152896.0,0.009,37.419,5.181,32.496,476.04,14.884,228.62,794.64,21
2022,Iran,89524247.0,1572209033216.0,0.01,34.704,5.348,32.375,496.507,18.417,231.813,819.163,21
1900,Malezja,2094024.0,1825202432.0,0.001,0.0,0.059,0.0,0.0,29.661,0.0,29.72,22
1901,Malezja,2153226.0,2174814208.0,0.001,0.0,0.048,0.0,0.0,28.047,0.0,28.094,22
1902,Malezja,2210550.0,2388048384.0,0.001,0.0,0.051,0.0,0.0,42.26,0.0,42.311,22
1903,Malezja,2265841.0,2119723648.0,0.001,0.0,0.051,0.0,0.0,31.912,0.0,31.963,22
1904,Malezja,2322511.0,2029155712.0,0.001,0.0,0.033,0.0,0.0,22.189,0.0,22.222,22
1905,Malezja,2380595.0,2186629632.0,0.001,0.0,0.04,0.0,0.0,46.266,0.0,46.307,22
1906,Malezja,2440128.0,2067315456.0,0.001,0.0,0.037,0.0,0.0,58.066,0.0,58.102,22
1907,Malezja,2501146.0,2276902400.0,0.001,0.0,0.088,0.0,0.0,55.707,0.0,55.795,22
1908,Malezja,2563685.0,2700987904.0,0.001,0.0,0.092,0.0,0.0,54.175,0.0,54.266,22
1909,Malezja,2624687.0,2592514816.0,0.001,0.0,0.169,0.0,0.0,50.215,0.0,50.383,22
1910,Malezja,2684056.0,3106403328.0,0.001,0.0,0.234,0.0,0.0,41.335,0.0,41.57,22
1911,Malezja,2741696.0,3364428800.0,0.001,0.0,0.117,0.0,0.0,98.358,0.009,69.4535,22
1912,Malezja,2797504.0,3308826112.0,0.001,0.0,0.0,0.0,0.0,97.319,0.018,97.337,22
1913,Malezja,2851375.0,3974380032.0,0.001,0.0,0.0,0.0,0.0,84.315,0.062,84.377,22
1914,Malezja,2906279.0,4544274432.0,0.001,0.0,0.004,0.0,0.0,98.058,0.143,98.204,22
1915,Malezja,2962236.0,4944763904.0,0.001,0.0,0.033,0.0,0.0,93.097,0.172,93.302,22
1916,Malezja,3019266.0,4543473664.0,0.001,0.0,0.271,0.0,0.0,88.135,0.278,88.685,22
1917,Malezja,3077388.0,5734960640.0,0.001,0.0,0.413,0.0,0.0,112.157,0.24,112.809,22
1918,Malezja,3140574.0,6110256128.0,0.001,0.0,0.447,0.0,0.0,119.437,0.224,120.107,22
1919,Malezja,3206111.0,6519441408.0,0.001,0.0,0.506,0.0,0.0,88.249,0.264,89.018,22
1920,Malezja,3274070.0,6332875264.0,0.001,0.0,0.66,0.0,0.0,74.132,0.451,75.242,22
1921,Malezja,3344525.0,7859629568.0,0.001,0.0,0.793,0.0,0.0,53.809,0.621,55.223,22
1922,Malezja,3417552.0,8891871232.0,0.001,0.0,0.747,0.0,0.0,22.206,1.257,24.211,22
1923,Malezja,3493228.0,7754507776.0,0.001,0.0,0.843,0.0,0.0,41.852,1.74,44.435,22
1924,Malezja,3570579.0,7897353216.0,0.001,0.0,0.989,0.0,0.0,24.346,1.517,26.852,22
1925,Malezja,3649643.0,6843330048.0,0.001,0.0,1.082,0.0,0.0,24.381,1.882,27.345,22
1926,Malezja,3730458.0,8799028224.0,0.001,0.0,1.213,0.0,0.0,10.921,2.187,14.321,22
1927,Malezja,3813063.0,8458825216.0,0.001,0.0,1.194,0.0,0.0,3.07,2.184,6.449,22
1928,Malezja,3897496.0,10709926912.0,0.001,0.0,1.502,0.0,0.0,12.487,2.305,16.294,22
1929,Malezja,3982894.0,13898990592.0,0.001,0.0,1.784,0.0,0.0,24.384,2.33,28.499,22
1930,Malezja,4069257.0,13890965504.0,0.001,0.0,1.526,0.0,0.0,58.071,2.146,61.742,22
1931,Malezja,4156587.0,13865145344.0,0.001,0.0,1.085,0.0,0.0,50.945,1.623,53.653,22
1932,Malezja,4244888.0,12856039424.0,0.001,0.0,0.747,0.0,0.0,43.593,1.048,45.388,22
1933,Malezja,4334158.0,13106754560.0,0.001,0.0,0.59,0.0,0.0,61.341,1.0,62.932,22
1934,Malezja,4425306.0,13447900160.0,0.001,0.0,0.868,0.0,0.0,67.631,0.865,69.364,22
1935,Malezja,4518371.0,13145466880.0,0.001,0.0,1.015,0.0,0.0,59.173,0.791,60.98,22
1936,Malezja,4613393.0,14509881344.0,0.001,0.0,1.356,0.0,0.0,35.895,0.692,37.943,22
1937,Malezja,4710414.0,16123380736.0,0.001,0.0,1.693,0.0,0.0,71.73,0.652,74.075,22
1938,Malezja,4809474.0,13097291776.0,0.001,0.0,1.29,0.0,0.0,74.107,0.623,76.019,22
1939,Malezja,4906611.0,13638105088.0,0.001,0.0,1.187,0.0,0.0,60.694,0.517,62.398,22
1940,Malezja,5001715.0,11069058048.0,0.001,0.0,2.107,0.0,0.0,82.304,0.462,84.873,22
1941,Malezja,5094675.0,10958042112.0,0.001,0.0,1.853,0.0,0.0,95.402,0.33,97.585,22
1942,Malezja,5185374.0,14913863680.0,0.001,0.0,0.66,0.0,0.0,106.824,0.0,107.484,22
1943,Malezja,5273693.0,13902959820.8,0.001,0.0,1.319,0.0,0.0,89.496,0.0,90.815,22
1944,Malezja,5363517.0,12892055961.6,0.001,0.0,1.103,0.0,0.0,95.821,0.0,96.924,22
1945,Malezja,5454871.0,11881152102.4,0.002,0.0,0.612,0.0,0.0,96.94,0.0,97.552,22
1946,Malezja,5547780.0,10870248243.2,0.002,0.0,0.605,0.0,0.0,90.846,0.0,91.45,22
1947,Malezja,5642272.0,9859344384.0,0.002,0.0,0.609,0.0,0.0,102.344,0.077,103.029,22
1948,Malezja,5738373.0,11186658304.0,0.002,0.0,1.011,0.0,0.0,94.713,0.179,95.903,22
1949,Malezja,5848384.0,14788840448.0,0.002,0.0,1.041,0.0,0.0,96.648,0.179,97.868,22
1950,Malezja,6098285.0,15987990528.0,0.002,0.0,0.388,0.0,0.112,56.636,3.155,60.292,22
1951,Malezja,6257416.0,15105320960.0,0.002,0.0,0.404,0.0,0.104,43.335,4.713,48.556,22
1952,Malezja,6422850.0,15824946176.0,0.002,0.0,0.358,0.0,0.101,38.492,5.911,44.863,22
1953,Malezja,6593946.0,15901922304.0,0.002,0.015,0.275,0.0,0.115,32.63,6.094,39.129,22
1954,Malezja,6772375.0,16904214528.0,0.002,0.045,0.208,0.0,0.109,32.433,6.642,39.437,22
1955,Malezja,6959960.0,17014372352.0,0.002,0.056,0.199,0.0,0.153,27.98,7.021,35.41,22
1956,Malezja,7156628.0,18039670784.0,0.002,0.052,0.186,0.0,0.153,24.064,7.172,31.627,22
1957,Malezja,7362818.0,17947285504.0,0.002,0.054,0.048,0.0,0.139,20.462,3.272,23.976,22
1958,Malezja,7562884.0,17939273728.0,0.002,0.054,0.011,0.0,0.135,21.102,3.631,24.934,22
1959,Malezja,7755779.0,19161571328.0,0.002,0.094,0.051,0.0,0.139,13.279,2.899,16.462,22
1960,Malezja,7956200.0,20557094912.0,0.002,0.142,0.092,0.0,0.146,14.389,3.822,18.591,22
1961,Malezja,8164448.0,21987710976.0,0.002,0.164,0.099,0.0,0.132,42.89,4.291,47.575,22
1962,Malezja,8380175.0,23236757504.0,0.002,0.16,0.088,0.0,0.136,86.676,4.393,91.453,22
1963,Malezja,8602168.0,24334878720.0,0.002,0.178,0.092,0.0,0.106,75.187,5.452,81.015,22
1964,Malezja,8828414.0,25880614912.0,0.002,0.229,0.077,0.0,0.099,117.598,6.995,124.997,22
1965,Malezja,9056415.0,27746652160.0,0.002,0.367,0.059,0.0,0.099,60.058,7.855,68.438,22
1966,Malezja,9284694.0,29125220352.0,0.002,0.422,0.062,0.0,0.114,77.872,9.237,87.707,22
1967,Malezja,9507107.0,29621778432.0,0.002,0.411,0.048,0.0,0.139,118.776,9.53,128.904,22
1968,Malezja,9725281.0,32227313664.0,0.002,0.462,0.048,0.0,0.136,99.316,9.885,109.846,22
1969,Malezja,9947602.0,34076721152.0,0.002,0.48,0.059,0.0,0.198,136.577,8.402,145.715,22
1970,Malezja,10178801.0,36156456960.0,0.002,0.509,0.062,0.212,0.044,113.314,13.759,127.9,22
1971,Malezja,10423464.0,38820380672.0,0.002,0.545,0.154,0.817,0.165,143.219,14.982,159.882,22
1972,Malezja,10676839.0,41749893120.0,0.002,0.581,0.033,1.143,0.227,131.991,15.916,149.892,22
1973,Malezja,10935623.0,47796125696.0,0.002,0.643,0.128,1.143,0.227,114.897,15.363,132.402,22
1974,Malezja,11200905.0,51361124352.0,0.002,0.692,0.161,2.385,0.476,141.536,15.33,160.581,22
1975,Malezja,11471912.0,51780284416.0,0.003,0.737,0.07,2.876,0.575,148.315,15.187,167.76,22
1976,Malezja,11750093.0,58225278976.0,0.003,0.892,0.095,3.423,0.682,176.386,18.807,200.283,22
1977,Malezja,12035715.0,62980902912.0,0.003,0.915,0.117,3.133,0.627,185.22,17.829,207.841,22
1978,Malezja,12328158.0,68504293376.0,0.003,1.137,0.092,2.73,0.106,178.991,19.196,202.252,22
1979,Malezja,12627863.0,74075578368.0,0.003,1.178,0.136,3.58,0.117,154.046,22.295,181.352,22
1980,Malezja,12983361.0,80232407040.0,0.003,1.227,0.205,3.43,0.139,165.981,23.031,194.014,22
1981,Malezja,13399206.0,85915672576.0,0.003,1.489,0.385,2.722,0.154,145.414,26.128,176.292,22
1982,Malezja,13832795.0,91022696448.0,0.003,1.652,0.355,3.14,0.169,163.003,25.326,193.645,22
1983,Malezja,14285914.0,96580485120.0,0.003,1.716,0.993,4.063,0.74,117.393,30.536,155.441,22
1984,Malezja,14759014.0,104084234240.0,0.003,1.855,1.092,4.507,1.645,186.187,25.695,220.981,22
1985,Malezja,15252259.0,103003217920.0,0.003,1.679,1.44,2.125,3.386,277.236,27.7,313.565,22
1986,Malezja,15760425.0,104308424704.0,0.003,1.927,1.063,2.609,6.534,363.197,27.97,403.299,22
1987,Malezja,16276735.0,109808533504.0,0.004,1.801,1.301,2.041,7.676,356.288,28.059,397.166,22
1988,Malezja,16796611.0,119529209856.0,0.004,2.06,1.161,2.759,6.445,379.021,30.444,421.89,22
1989,Malezja,17315003.0,130700369920.0,0.004,2.631,4.804,3.411,6.892,243.099,32.346,293.183,22
1990,Malezja,17833178.0,143192129536.0,0.004,3.244,5.412,3.063,6.837,180.509,35.713,234.779,22
1991,Malezja,18342474.0,157808066560.0,0.004,3.384,6.071,3.261,13.293,145.025,39.776,210.81,22
1992,Malezja,18834569.0,173041778688.0,0.004,3.275,6.324,3.177,16.004,167.031,44.181,239.992,22
1993,Malezja,19322667.0,191754977280.0,0.004,3.425,5.386,5.591,22.027,182.173,50.184,268.785,22
1994,Malezja,19820445.0,211154255872.0,0.004,4.007,6.232,2.619,22.391,167.498,52.249,254.996,22
1995,Malezja,20330602.0,233787211776.0,0.004,4.285,6.331,2.33,42.008,136.246,54.641,245.841,22
1996,Malezja,20850085.0,259190308864.0,0.005,4.789,7.738,2.811,36.252,127.057,58.518,237.165,22
1997,Malezja,21375224.0,280383848448.0,0.005,5.207,6.375,3.363,35.441,116.091,68.086,234.563,22
1998,Malezja,21906713.0,261784109056.0,0.005,5.325,6.284,2.531,35.94,136.286,59.701,246.067,22
1999,Malezja,22435533.0,279671635968.0,0.005,5.48,5.207,2.517,37.959,119.845,52.824,223.832,22
