country_order,year,country_index,population
11,1996,Meksyk,92452701.0
11,1997,Meksyk,94021205.0
11,1998,Meksyk,95575245.0
11,1999,Meksyk,97115711.0
11,2000,Meksyk,98625554.0
11,2001,Meksyk,100099100.0
11,2002,Meksyk,101548627.0
11,2003,Meksyk,102978518.0
11,2004,Meksyk,104394132.0
11,2005,Meksyk,105811502.0
11,2006,Meksyk,107253666.0
11,2007,Meksyk,108774357.0
11,2008,Meksyk,110374285.0
11,2009,Meksyk,111999721.0
11,2010,Meksyk,113623897.0
11,2011,Meksyk,115243504.0
11,2012,Meksyk,116818209.0
11,2013,Meksyk,118343571.0
11,2014,Meksyk,119784263.0
11,2015,Meksyk,121072310.0
11,2016,Meksyk,122251345.0
11,2017,Meksyk,123400054.0
11,2018,Meksyk,124573714.0
11,2019,Meksyk,125762977.0
11,2020,Meksyk,126799052.0
11,2021,Meksyk,127648152.0
11,2022,Meksyk,128613113.0
11,2023,Meksyk,129739764.0
12,1928,Francja,40288534.0
12,1929,Francja,40485273.0
12,1930,Francja,40618294.0
12,1931,Francja,40687278.0
12,1932,Francja,40691906.0
12,1933,Francja,40631855.0
12,1934,Francja,40571892.0
12,1935,Francja,40512018.0
12,1936,Francja,40452232.0
12,1937,Francja,40392535.0
12,1938,Francja,40332925.0
12,1939,Francja,40314566.0
12,1940,Francja,40337546.0
12,1941,Francja,40401955.0
12,1942,Francja,40507882.0
12,1943,Francja,40655418.0
12,1944,Francja,40803492.0
12,1945,Francja,40952105.0
12,1946,Francja,41101259.0
12,1947,Francja,41250956.0
12,1948,Francja,41401199.0
12,1949,Francja,41598134.0
12,1950,Francja,41883122.0
12,1951,Francja,42333662.0
12,1952,Francja,42780273.0
12,1953,Francja,43227873.0
12,1954,Francja,43676897.0
12,1955,Francja,44136093.0
12,1956,Francja,44588523.0
12,1957,Francja,45036374.0
12,1958,Francja,45493502.0
12,1959,Francja,45963766.0
12,1960,Francja,46428136.0
12,1961,Francja,46893841.0
12,1962,Francja,47352625.0
12,1963,Francja,47817824.0
12,1964,Francja,48319085.0
12,1965,Francja,48772824.0
12,1966,Francja,49184652.0
12,1967,Francja,49574907.0
12,1968,Francja,49947252.0
12,1969,Francja,50355300.0
12,1970,Francja,50813071.0
12,1971,Francja,51293056.0
12,1972,Francja,51743877.0
12,1973,Francja,52162212.0
12,1974,Francja,52504744.0
12,1975,Francja,52746322.0
12,1976,Francja,52959120.0
12,1977,Francja,53197133.0
12,1978,Francja,53429668.0
12,1979,Francja,53660897.0
12,1980,Francja,53941061.0
12,1981,Francja,54255004.0
12,1982,Francja,54582405.0
12,1983,Francja,54889407.0
12,1984,Francja,55176626.0
12,1985,Francja,55467154.0
12,1986,Francja,55752833.0
12,1987,Francja,56048365.0
12,1988,Francja,56361846.0
12,1989,Francja,56685081.0
12,1990,Francja,56990239.0
12,1991,Francja,57271563.0
12,1992,Francja,57554865.0
12,1993,Francja,57801260.0
12,1994,Francja,57999868.0
12,1995,Francja,58192206.0
12,1996,Francja,58380637.0
12,1997,Francja,58568662.0
12,1998,Francja,58778817.0
12,1999,Francja,59084208.0
12,2000,Francja,59483716.0
12,2001,Francja,59905130.0
12,2002,Francja,60327247.0
12,2003,Francja,60741121.0
12,2004,Francja,61175243.0
12,2005,Francja,61625030.0
12,2006,Francja,62049831.0
12,2007,Francja,62432438.0
12,2008,Francja,62780187.0
12,2009,Francja,63106461.0
12,2010,Francja,63417366.0
12,2011,Francja,63733777.0
12,2012,Francja,64058465.0
12,2013,Francja,64387736.0
12,2014,Francja,64692495.0
12,2015,Francja,64916336.0
12,2016,Francja,65086852.0
12,2017,Francja,65284775.0
12,2018,Francja,65519539.0
12,2019,Francja,65729460.0
12,2020,Francja,65905273.0
12,2021,Francja,66083547.0
12,2022,Francja,66277412.0
12,2023,Francja,66438828.0
13,1928,Australia,6137556.0
13,1929,Australia,6240926.0
13,1930,Australia,6332771.0
13,1931,Australia,6412756.0
13,1932,Australia,6480541.0
13,1933,Australia,6535776.0
13,1934,Australia,6591481.0
13,1935,Australia,6647662.0
13,1936,Australia,6704321.0
13,1937,Australia,6761463.0
13,1938,Australia,6819092.0
13,1939,Australia,6887821.0
13,1940,Australia,6967916.0
13,1941,Australia,7059648.0
13,1942,Australia,7163293.0
13,1943,Australia,7279134.0
13,1944,Australia,7396847.0
13,1945,Australia,7516465.0
13,1946,Australia,7638016.0
13,1947,Australia,7761534.0
13,1948,Australia,7887049.0
13,1949,Australia,8025441.0
13,1950,Australia,8176751.0
13,1951,Australia,8418614.0
13,1952,Australia,8630704.0
13,1953,Australia,8816084.0
13,1954,Australia,8999382.0
13,1955,Australia,9205190.0
13,1956,Australia,9424661.0
13,1957,Australia,9638771.0
13,1958,Australia,9847636.0
13,1959,Australia,10060034.0
13,1960,Australia,10280815.0
13,1961,Australia,10500443.0
13,1962,Australia,10707235.0
13,1963,Australia,10913271.0
13,1964,Australia,11128257.0
13,1965,Australia,11357478.0
13,1966,Australia,11592486.0
13,1967,Australia,11810519.0
13,1968,Australia,12030011.0
13,1969,Australia,12272387.0
13,1970,Australia,12599414.0
13,1971,Australia,12997962.0
13,1972,Australia,13304896.0
13,1973,Australia,13518687.0
13,1974,Australia,13719499.0
13,1975,Australia,13893985.0
13,1976,Australia,14046757.0
13,1977,Australia,14203512.0
13,1978,Australia,14367097.0
13,1979,Australia,14533034.0
13,1980,Australia,14721343.0
13,1981,Australia,14949209.0
13,1982,Australia,15192485.0
13,1983,Australia,15414891.0
13,1984,Australia,15620650.0
13,1985,Australia,15835742.0
13,1986,Australia,16069630.0
13,1987,Australia,16322272.0
13,1988,Australia,16594102.0
13,1989,Australia,16869361.0
13,1990,Australia,17126301.0
13,1991,Australia,17353191.0
13,1992,Australia,17549282.0
13,1993,Australia,17722905.0
13,1994,Australia,17897430.0
13,1995,Australia,18095338.0
13,1996,Australia,18305299.0
13,1997,Australia,18504909.0
13,1998,Australia,18701707.0
13,1999,Australia,18909979.0
13,2000,Australia,19132473.0
13,2001,Australia,19365437.0
13,2002,Australia,19595357.0
13,2003,Australia,19819450.0
13,2004,Australia,20046680.0
13,2005,Australia,20294490.0
13,2006,Australia,20590565.0
13,2007,Australia,20954545.0
13,2008,Australia,21370595.0
13,2009,Australia,21783014.0
13,2010,Australia,22141583.0
13,2011,Australia,22479778.0
13,2012,Australia,22852649.0
13,2013,Australia,23236271.0
13,2014,Australia,23595599.0
13,2015,Australia,23947998.0
13,2016,Australia,24329961.0
13,2017,Australia,24731044.0
13,2018,Australia,25119700.0
13,2019,Australia,25482714.0
13,2020,Australia,25743787.0
13,2021,Australia,25956416.0
13,2022,Australia,26200987.0
13,2023,Australia,26451125.0
14,1950,Republika Południowej Afryki,13038501.0
14,1951,Republika Południowej Afryki,13309025.0
14,1952,Republika Południowej Afryki,13595544.0
14,1953,Republika Południowej Afryki,13892916.0
14,1954,Republika Południowej Afryki,14203781.0
14,1955,Republika Południowej Afryki,14533371.0
14,1956,Republika Południowej Afryki,14880686.0
14,1957,Republika Południowej Afryki,15244838.0
14,1958,Republika Południowej Afryki,15620419.0
14,1959,Republika Południowej Afryki,16014971.0
14,1960,Republika Południowej Afryki,16440173.0
14,1961,Republika Południowej Afryki,16908039.0
14,1962,Republika Południowej Afryki,17418524.0
14,1963,Republika Południowej Afryki,17954561.0
14,1964,Republika Południowej Afryki,18511368.0
14,1965,Republika Południowej Afryki,19089382.0
14,1966,Republika Południowej Afryki,19690084.0
14,1967,Republika Południowej Afryki,20314071.0
14,1968,Republika Południowej Afryki,20957288.0
14,1969,Republika Południowej Afryki,21614679.0
14,1970,Republika Południowej Afryki,22279991.0
14,1971,Republika Południowej Afryki,22942144.0
14,1972,Republika Południowej Afryki,23609456.0
14,1973,Republika Południowej Afryki,24294265.0
14,1974,Republika Południowej Afryki,24989109.0
14,1975,Republika Południowej Afryki,25690943.0
14,1976,Republika Południowej Afryki,26395450.0
14,1977,Republika Południowej Afryki,27118951.0
14,1978,Republika Południowej Afryki,27869507.0
14,1979,Republika Południowej Afryki,28634161.0
14,1980,Republika Południowej Afryki,29518856.0
14,1981,Republika Południowej Afryki,30541046.0
14,1982,Republika Południowej Afryki,31615338.0
14,1983,Republika Południowej Afryki,32739307.0
14,1984,Republika Południowej Afryki,33892792.0
14,1985,Republika Południowej Afryki,35042097.0
14,1986,Republika Południowej Afryki,36180519.0
14,1987,Republika Południowej Afryki,37326193.0
14,1988,Republika Południowej Afryki,38480645.0
14,1989,Republika Południowej Afryki,39628574.0
14,1990,Republika Południowej Afryki,40746273.0
14,1991,Republika Południowej Afryki,41687903.0
14,1992,Republika Południowej Afryki,42443510.0
14,1993,Republika Południowej Afryki,43297154.0
14,1994,Republika Południowej Afryki,44004140.0
14,1995,Republika Południowej Afryki,44541559.0
14,1996,Republika Południowej Afryki,45123022.0
14,1997,Republika Południowej Afryki,45666836.0
14,1998,Republika Południowej Afryki,46223887.0
14,1999,Republika Południowej Afryki,46730332.0
14,2000,Republika Południowej Afryki,47159714.0
14,2001,Republika Południowej Afryki,47566805.0
14,2002,Republika Południowej Afryki,48019414.0
14,2003,Republika Południowej Afryki,48500349.0
14,2004,Republika Południowej Afryki,48991420.0
14,2005,Republika Południowej Afryki,49490041.0
14,2006,Republika Południowej Afryki,49998272.0
14,2007,Republika Południowej Afryki,50528577.0
14,2008,Republika Południowej Afryki,51114595.0
14,2009,Republika Południowej Afryki,51728518.0
14,2010,Republika Południowej Afryki,52344045.0
14,2011,Republika Południowej Afryki,52995210.0
14,2012,Republika Południowej Afryki,53782569.0
14,2013,Republika Południowej Afryki,54678790.0
14,2014,Republika Południowej Afryki,55594838.0
14,2015,Republika Południowej Afryki,56723537.0
14,2016,Republika Południowej Afryki,57259550.0
14,2017,Republika Południowej Afryki,57635158.0
14,2018,Republika Południowej Afryki,58613000.0
14,2019,Republika Południowej Afryki,59587880.0
14,2020,Republika Południowej Afryki,60562374.0
14,2021,Republika Południowej Afryki,61502601.0
14,2022,Republika Południowej Afryki,62378419.0
14,2023,Republika Południowej Afryki,63212386.0
15,1948,Polska,25194625.0
15,1949,Polska,24897453.0
15,1950,Polska,24780169.0
15,1951,Polska,25222692.0
15,1952,Polska,25672466.0
15,1953,Polska,26126457.0
15,1954,Polska,26590475.0
15,1955,Polska,27063640.0
15,1956,Polska,27535570.0
15,1957,Polska,28076495.0
15,1958,Polska,28643644.0
15,1959,Polska,29132534.0
15,1960,Polska,29575967.0
15,1961,Polska,29979693.0
15,1962,Polska,30338095.0
15,1963,Polska,30674024.0
15,1964,Polska,30993140.0
15,1965,Polska,31288338.0
15,1966,Polska,31568282.0
15,1967,Polska,31828625.0
15,1968,Polska,32078387.0
15,1969,Polska,32322777.0
15,1970,Polska,32542639.0
15,1971,Polska,32771298.0
15,1972,Polska,33041994.0
15,1973,Polska,33333277.0
15,1974,Polska,33642463.0
15,1975,Polska,33964399.0
15,1976,Polska,34296611.0
15,1977,Polska,34628514.0
15,1978,Polska,34934216.0
15,1979,Polska,35248381.0
15,1980,Polska,35576518.0
15,1981,Polska,35900913.0
15,1982,Polska,36233466.0
15,1983,Polska,36573701.0
15,1984,Polska,36905796.0
15,1985,Polska,37200851.0
15,1986,Polska,37452612.0
15,1987,Polska,37665712.0
15,1988,Polska,37817862.0
15,1989,Polska,37938087.0
15,1990,Polska,38055449.0
15,1991,Polska,38152947.0
15,1992,Polska,38233632.0
15,1993,Polska,38294881.0
15,1994,Polska,38344311.0
15,1995,Polska,38364668.0
15,1996,Polska,38359165.0
15,1997,Polska,38348307.0
15,1998,Polska,38326432.0
15,1999,Polska,38287717.0
15,2000,Polska,38258076.0
15,2001,Polska,38247357.0
15,2002,Polska,38229406.0
15,2003,Polska,38203525.0
15,2004,Polska,38167567.0
15,2005,Polska,38124377.0
15,2006,Polska,38071170.0
15,2007,Polska,38020420.0
15,2008,Polska,37995902.0
15,2009,Polska,38002154.0
15,2010,Polska,38095356.0
15,2011,Polska,38208644.0
15,2012,Polska,38247868.0
15,2013,Polska,38259266.0
15,2014,Polska,38265113.0
15,2015,Polska,38266314.0
15,2016,Polska,38263259.0
15,2017,Polska,38254964.0
15,2018,Polska,38241070.0
15,2019,Polska,38225884.0
15,2020,Polska,38171005.0
15,2021,Polska,38040304.0
15,2022,Polska,38385734.0
16,1928,Włochy,39475845.0
16,1929,Włochy,39817412.0
16,1930,Włochy,40159184.0
16,1931,Włochy,40501139.0
16,1932,Włochy,40843255.0
16,1933,Włochy,41185511.0
16,1934,Włochy,41530635.0
16,1935,Włochy,41878651.0
16,1936,Włochy,42229584.0
16,1937,Włochy,42583457.0
16,1938,Włochy,42940295.0
16,1939,Włochy,43279914.0
16,1940,Włochy,43602046.0
16,1941,Włochy,43906421.0
16,1942,Włochy,44192767.0
16,1943,Włochy,44460808.0
16,1944,Włochy,44730474.0
16,1945,Włochy,45001776.0
16,1946,Włochy,45274723.0
16,1947,Włochy,45549326.0
16,1948,Włochy,45825595.0
16,1949,Włochy,46106450.0
16,1950,Włochy,46391676.0
16,1951,Włochy,46751901.0
16,1952,Włochy,47018177.0
16,1953,Włochy,47410887.0
16,1954,Włochy,47832232.0
16,1955,Włochy,48130816.0
16,1956,Włochy,48401948.0
16,1957,Włochy,48657023.0
16,1958,Włochy,48927097.0
16,1959,Włochy,49219449.0
16,1960,Włochy,49514555.0
16,1961,Włochy,49815254.0
16,1962,Włochy,50170591.0
16,1963,Włochy,50570978.0
16,1964,Włochy,51019579.0
16,1965,Włochy,51480733.0
16,1966,Włochy,51919066.0
16,1967,Włochy,52338335.0
16,1968,Włochy,52712156.0
16,1969,Włochy,53060142.0
16,1970,Włochy,53390231.0
16,1971,Włochy,53707790.0
16,1972,Włochy,54067562.0
16,1973,Włochy,54450571.0
16,1974,Włochy,54821112.0
16,1975,Włochy,55166046.0
16,1976,Włochy,55459414.0
16,1977,Włochy,55714552.0
16,1978,Włochy,55938969.0
16,1979,Włochy,56132381.0
16,1980,Włochy,56412088.0
16,1981,Włochy,56646753.0
16,1982,Włochy,56719179.0
16,1983,Włochy,56766113.0
16,1984,Włochy,56810354.0
16,1985,Włochy,56855498.0
16,1986,Włochy,56875982.0
16,1987,Włochy,56891919.0
16,1988,Włochy,56928746.0
16,1989,Włochy,56976750.0
16,1990,Włochy,57031457.0
16,1991,Włochy,57075393.0
16,1992,Włochy,57124992.0
16,1993,Włochy,57170761.0
16,1994,Włochy,57420136.0
16,1995,Włochy,57403344.0
16,1996,Włochy,57162098.0
16,1997,Włochy,57189272.0
16,1998,Włochy,57215190.0
16,1999,Włochy,57240797.0
16,2000,Włochy,57272200.0
16,2001,Włochy,57305758.0
16,2002,Włochy,57420635.0
16,2003,Włochy,57739696.0
16,2004,Włochy,58176735.0
16,2005,Włochy,58519697.0
16,2006,Włochy,58754433.0
16,2007,Włochy,59108723.0
16,2008,Włochy,59561686.0
16,2009,Włochy,59904016.0
16,2010,Włochy,60164212.0
16,2011,Włochy,60367882.0
16,2012,Włochy,60531522.0
16,2013,Włochy,60653865.0
16,2014,Włochy,60664169.0
16,2015,Włochy,60575314.0
16,2016,Włochy,60478103.0
16,2017,Włochy,60390317.0
16,2018,Włochy,60277496.0
16,2019,Włochy,60130136.0
16,2020,Włochy,59912763.0
16,2021,Włochy,59729354.0
16,2022,Włochy,59619106.0
16,2023,Włochy,59499452.0
17,1921,Kolumbia,6429040.0
17,1922,Kolumbia,6586195.0
17,1923,Kolumbia,6747518.0
17,1924,Kolumbia,6912793.0
17,1925,Kolumbia,7082116.0
17,1926,Kolumbia,7255586.0
17,1927,Kolumbia,7433305.0
17,1928,Kolumbia,7615377.0
17,1929,Kolumbia,7786555.0
17,1930,Kolumbia,7946343.0
17,1931,Kolumbia,8094230.0
17,1932,Kolumbia,8229689.0
17,1933,Kolumbia,8352177.0
17,1934,Kolumbia,8476488.0
17,1935,Kolumbia,8602649.0
17,1936,Kolumbia,8730688.0
17,1937,Kolumbia,8860633.0
17,1938,Kolumbia,8992512.0
17,1939,Kolumbia,9142620.0
17,1940,Kolumbia,9311615.0
17,1941,Kolumbia,9500171.0
17,1942,Kolumbia,9708983.0
17,1943,Kolumbia,9938765.0
17,1944,Kolumbia,10173986.0
17,1945,Kolumbia,10414773.0
17,1946,Kolumbia,10661259.0
17,1947,Kolumbia,10913579.0
17,1948,Kolumbia,11171870.0
17,1949,Kolumbia,11456827.0
17,1950,Kolumbia,11766989.0
17,1951,Kolumbia,12078812.0
17,1952,Kolumbia,12405851.0
17,1953,Kolumbia,12746037.0
17,1954,Kolumbia,13100844.0
17,1955,Kolumbia,13473059.0
17,1956,Kolumbia,13861804.0
17,1957,Kolumbia,14270277.0
17,1958,Kolumbia,14693293.0
17,1959,Kolumbia,15136220.0
17,1960,Kolumbia,15606208.0
17,1961,Kolumbia,16095207.0
17,1962,Kolumbia,16599029.0
17,1963,Kolumbia,17113825.0
17,1964,Kolumbia,17637416.0
17,1965,Kolumbia,18169052.0
17,1966,Kolumbia,18702692.0
17,1967,Kolumbia,19235624.0
17,1968,Kolumbia,19766801.0
17,1969,Kolumbia,20291938.0
17,1970,Kolumbia,20811790.0
17,1971,Kolumbia,21319101.0
17,1972,Kolumbia,21819571.0
17,1973,Kolumbia,22325375.0
17,1974,Kolumbia,22833475.0
17,1975,Kolumbia,23344650.0
17,1976,Kolumbia,23858814.0
17,1977,Kolumbia,24393499.0
17,1978,Kolumbia,24950341.0
17,1979,Kolumbia,25515626.0
17,1980,Kolumbia,26104502.0
17,1981,Kolumbia,26713266.0
17,1982,Kolumbia,27338334.0
17,1983,Kolumbia,27988176.0
17,1984,Kolumbia,28642689.0
17,1985,Kolumbia,29268471.0
17,1986,Kolumbia,29879114.0
17,1987,Kolumbia,30499472.0
17,1988,Kolumbia,31130528.0
17,1989,Kolumbia,31776281.0
17,1990,Kolumbia,32440064.0
17,1991,Kolumbia,33098371.0
17,1992,Kolumbia,33760570.0
17,1993,Kolumbia,34441479.0
17,1994,Kolumbia,35127408.0
17,1995,Kolumbia,35804671.0
17,1996,Kolumbia,36462740.0
17,1997,Kolumbia,37121156.0
17,1998,Kolumbia,37792170.0
17,1999,Kolumbia,38454863.0
17,2000,Kolumbia,39089939.0
17,2001,Kolumbia,39709264.0
17,2002,Kolumbia,40324683.0
17,2003,Kolumbia,40937426.0
17,2004,Kolumbia,41543177.0
17,2005,Kolumbia,42128977.0
17,2006,Kolumbia,42691081.0
17,2007,Kolumbia,43235374.0
17,2008,Kolumbia,43758804.0
17,2009,Kolumbia,44271541.0
17,2010,Kolumbia,44777325.0
17,2011,Kolumbia,45259614.0
17,2012,Kolumbia,45715807.0
17,2013,Kolumbia,46151584.0
17,2014,Kolumbia,46565426.0
17,2015,Kolumbia,46969937.0
17,2016,Kolumbia,47437513.0
17,2017,Kolumbia,48131076.0
17,2018,Kolumbia,49024463.0
17,2019,Kolumbia,49907987.0
17,2020,Kolumbia,50629997.0
17,2021,Kolumbia,51188174.0
17,2022,Kolumbia,51737944.0
17,2023,Kolumbia,52321152.0
18,1950,Tajlandia,20428403.0
18,1951,Tajlandia,20965189.0
18,1952,Tajlandia,21527581.0
18,1953,Tajlandia,22109322.0
18,1954,Tajlandia,22713342.0
18,1955,Tajlandia,23343179.0
18,1956,Tajlandia,23997265.0
18,1957,Tajlandia,24674830.0
18,1958,Tajlandia,25367009.0
18,1959,Tajlandia,26088018.0
18,1960,Tajlandia,26851750.0
18,1961,Tajlandia,27650337.0
18,1962,Tajlandia,28481047.0
18,1963,Tajlandia,29342315.0
18,1964,Tajlandia,30232139.0
18,1965,Tajlandia,31149335.0
18,1966,Tajlandia,32086073.0
18,1967,Tajlandia,33037798.0
18,1968,Tajlandia,34002562.0
18,1969,Tajlandia,34973784.0
18,1970,Tajlandia,35954411.0
18,1971,Tajlandia,36937393.0
18,1972,Tajlandia,37933932.0
18,1973,Tajlandia,38947791.0
18,1974,Tajlandia,39952895.0
18,1975,Tajlandia,40939998.0
18,1976,Tajlandia,41896510.0
18,1977,Tajlandia,42843974.0
18,1978,Tajlandia,43788974.0
18,1979,Tajlandia,44718435.0
18,1980,Tajlandia,45650030.0
18,1981,Tajlandia,46575852.0
18,1982,Tajlandia,47494576.0
18,1983,Tajlandia,48423308.0
18,1984,Tajlandia,49351711.0
18,1985,Tajlandia,50270753.0
18,1986,Tajlandia,51177832.0
18,1987,Tajlandia,52074109.0
18,1988,Tajlandia,52969595.0
18,1989,Tajlandia,53848956.0
18,1990,Tajlandia,54738328.0
18,1991,Tajlandia,55637437.0
18,1992,Tajlandia,56528829.0
18,1993,Tajlandia,57408199.0
18,1994,Tajlandia,58260857.0
18,1995,Tajlandia,59098229.0
18,1996,Tajlandia,59920058.0
18,1997,Tajlandia,60724589.0
18,1998,Tajlandia,61522633.0
18,1999,Tajlandia,62299039.0
18,2000,Tajlandia,63007813.0
18,2001,Tajlandia,63651139.0
18,2002,Tajlandia,64266431.0
18,2003,Tajlandia,64868164.0
18,2004,Tajlandia,65452051.0
18,2005,Tajlandia,66017415.0
18,2006,Tajlandia,66567685.0
18,2007,Tajlandia,67102389.0
18,2008,Tajlandia,67619834.0
18,2009,Tajlandia,68121076.0
18,2010,Tajlandia,68579442.0
18,2011,Tajlandia,69007211.0
18,2012,Tajlandia,69436091.0
18,2013,Tajlandia,69845115.0
18,2014,Tajlandia,70216362.0
18,2015,Tajlandia,70540790.0
18,2016,Tajlandia,70859837.0
18,2017,Tajlandia,71160184.0
18,2018,Tajlandia,71376080.0
18,2019,Tajlandia,71522265.0
18,2020,Tajlandia,71641484.0
18,2021,Tajlandia,71727340.0
18,2022,Tajlandia,71735320.0
19,1950,Demokratyczna Republika Konga,12294294.0
19,1951,Demokratyczna Republika Konga,12542651.0
19,1952,Demokratyczna Republika Konga,12803639.0
19,1953,Demokratyczna Republika Konga,13069453.0
19,1954,Demokratyczna Republika Konga,13343040.0
19,1955,Demokratyczna Republika Konga,13630351.0
19,1956,Demokratyczna Republika Konga,13929949.0
19,1957,Demokratyczna Republika Konga,14242281.0
19,1958,Demokratyczna Republika Konga,14557796.0
19,1959,Demokratyczna Republika Konga,14891585.0
19,1960,Demokratyczna Republika Konga,15264853.0
19,1961,Demokratyczna Republika Konga,15662373.0
19,1962,Demokratyczna Republika Konga,16075729.0
19,1963,Demokratyczna Republika Konga,16507610.0
19,1964,Demokratyczna Republika Konga,16955331.0
19,1965,Demokratyczna Republika Konga,17427807.0
19,1966,Demokratyczna Republika Konga,17931934.0
19,1967,Demokratyczna Republika Konga,18462788.0
19,1968,Demokratyczna Republika Konga,19012194.0
19,1969,Demokratyczna Republika Konga,19570447.0
19,1970,Demokratyczna Republika Konga,20137441.0
19,1971,Demokratyczna Republika Konga,20695567.0
19,1972,Demokratyczna Republika Konga,21251166.0
19,1973,Demokratyczna Republika Konga,21827664.0
19,1974,Demokratyczna Republika Konga,22418884.0
19,1975,Demokratyczna Republika Konga,23021102.0
19,1976,Demokratyczna Republika Konga,23624033.0
19,1977,Demokratyczna Republika Konga,24229060.0
19,1978,Demokratyczna Republika Konga,24992693.0
19,1979,Demokratyczna Republika Konga,25886782.0
19,1980,Demokratyczna Republika Konga,26711097.0
19,1981,Demokratyczna Republika Konga,27500518.0
19,1982,Demokratyczna Republika Konga,28338194.0
19,1983,Demokratyczna Republika Konga,29250968.0
19,1984,Demokratyczna Republika Konga,30245089.0
19,1985,Demokratyczna Republika Konga,31264819.0
19,1986,Demokratyczna Republika Konga,32265203.0
19,1987,Demokratyczna Republika Konga,33298910.0
19,1988,Demokratyczna Republika Konga,34382755.0
19,1989,Demokratyczna Republika Konga,35486865.0
19,1990,Demokratyczna Republika Konga,36684066.0
19,1991,Demokratyczna Republika Konga,37925828.0
19,1992,Demokratyczna Republika Konga,39228908.0
19,1993,Demokratyczna Republika Konga,40656338.0
19,1994,Demokratyczna Republika Konga,42626874.0
19,1995,Demokratyczna Republika Konga,44433718.0
19,1996,Demokratyczna Republika Konga,45296126.0
19,1997,Demokratyczna Republika Konga,46029908.0
19,1998,Demokratyczna Republika Konga,47297596.0
19,1999,Demokratyczna Republika Konga,48912973.0
19,2000,Demokratyczna Republika Konga,50507444.0
19,2001,Demokratyczna Republika Konga,52132648.0
19,2002,Demokratyczna Republika Konga,53750528.0
19,2003,Demokratyczna Republika Konga,55343873.0
19,2004,Demokratyczna Republika Konga,56997741.0
19,2005,Demokratyczna Republika Konga,58775726.0
19,2006,Demokratyczna Republika Konga,60615907.0
19,2007,Demokratyczna Republika Konga,62477753.0
19,2008,Demokratyczna Republika Konga,64390658.0
19,2009,Demokratyczna Republika Konga,66412040.0
19,2010,Demokratyczna Republika Konga,68563037.0
19,2011,Demokratyczna Republika Konga,70849311.0
19,2012,Demokratyczna Republika Konga,73254623.0
19,2013,Demokratyczna Republika Konga,75789395.0
19,2014,Demokratyczna Republika Konga,78403248.0
19,2015,Demokratyczna Republika Konga,81035535.0
19,2016,Demokratyczna Republika Konga,83956415.0
19,2017,Demokratyczna Republika Konga,87083400.0
19,2018,Demokratyczna Republika Konga,90047647.0
19,2019,Demokratyczna Republika Konga,92947450.0
19,2020,Demokratyczna Republika Konga,95989999.0
19,2021,Demokratyczna Republika Konga,99148931.0
19,2022,Demokratyczna Republika Konga,102396974.0
19,2023,Demokratyczna Republika Konga,105789733.0
20,1928,Argentyna,11139114.0
20,1929,Argentyna,11443159.0
20,1930,Argentyna,11726853.0
20,1931,Argentyna,11989069.0
20,1932,Argentyna,12228636.0
20,1933,Argentyna,12444339.0
20,1934,Argentyna,12663847.0
20,1935,Argentyna,12887227.0
20,1936,Argentyna,13114548.0
20,1937,Argentyna,13345878.0
20,1938,Argentyna,13581288.0
20,1939,Argentyna,13825464.0
20,1940,Argentyna,14078649.0
20,1941,Argentyna,14341093.0
20,1942,Argentyna,14613051.0
20,1943,Argentyna,14894786.0
20,1944,Argentyna,15181952.0
20,1945,Argentyna,15474655.0
20,1946,Argentyna,15773001.0
20,1947,Argentyna,16077098.0
20,1948,Argentyna,16387059.0
20,1949,Argentyna,16700599.0
20,1950,Argentyna,17018034.0
20,1951,Argentyna,17356465.0
20,1952,Argentyna,17698882.0
20,1953,Argentyna,18041299.0
20,1954,Argentyna,18381211.0
20,1955,Argentyna,18716035.0
20,1956,Argentyna,19049972.0
20,1957,Argentyna,19383045.0
20,1958,Argentyna,19714264.0
20,1959,Argentyna,20049605.0
20,1960,Argentyna,20386054.0
20,1961,Argentyna,20726278.0
20,1962,Argentyna,21072543.0
20,1963,Argentyna,21421703.0
20,1964,Argentyna,21769451.0
20,1965,Argentyna,22112635.0
20,1966,Argentyna,22453898.0
20,1967,Argentyna,22799062.0
20,1968,Argentyna,23150579.0
20,1969,Argentyna,23508715.0
20,1970,Argentyna,23878331.0
20,1971,Argentyna,24257211.0
20,1972,Argentyna,24644332.0
20,1973,Argentyna,25046008.0
20,1974,Argentyna,25461353.0
20,1975,Argentyna,25874106.0
20,1976,Argentyna,26282282.0
20,1977,Argentyna,26701814.0
20,1978,Argentyna,27132164.0
20,1979,Argentyna,27568894.0
20,1980,Argentyna,28011596.0
20,1981,Argentyna,28463957.0
20,1982,Argentyna,28924269.0
20,1983,Argentyna,29391333.0
20,1984,Argentyna,29863091.0
20,1985,Argentyna,30336448.0
20,1986,Argentyna,30811983.0
20,1987,Argentyna,31291764.0
20,1988,Argentyna,31780533.0
20,1989,Argentyna,32270958.0
20,1990,Argentyna,32755907.0
20,1991,Argentyna,33230292.0
20,1992,Argentyna,33693532.0
20,1993,Argentyna,34152718.0
20,1994,Argentyna,34613491.0
20,1995,Argentyna,35070016.0
20,1996,Argentyna,35513794.0
20,1997,Argentyna,35947790.0
20,1998,Argentyna,36372863.0
20,1999,Argentyna,36794686.0
20,2000,Argentyna,37213985.0
