year,country_index,country_t-2,population_t-2,gdp_t-2,temperature_change_from_co2_t-2,total_ghg_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,country_t-1,population_t-1,gdp_t-1,temperature_change_from_co2_t-1,total_ghg_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,co2
1925,Malezja,23,0.0010697825332373994,0.0006893647846514963,0.006622516556291391,0.005695342319581804,0.0,0.00019053633378710965,0.0,0.0,0.0706138485716927,0.0006892298331944972,23,0.00107709713996065,0.0006185178997280976,0.006535947712418301,0.0031154320675447337,0.0,0.00020161590356032483,0.0,0.0,0.04638305766745275,0.0006008975039977311,0.017180177787346512
1926,Malezja,23,0.0011289224075719825,0.0007059725675655092,0.006622516556291391,0.0036599024878671027,0.0,0.00022353550903375023,0.0,0.0,0.0625219561800869,0.0006008975039977311,23,0.00113718069590885,0.000507422082709033,0.006535947712418301,0.0033278097556146452,0.0,0.00022057472967873762,0.0,0.0,0.046395059789427914,0.0007454773253287607,0.015418857272993318
1927,Malezja,23,0.0011893719819070197,0.0005834276129594391,0.006622516556291391,0.003891166875004732,0.0,0.0002445555316223638,0.0,0.0,0.06253813441804566,0.0007454773253287607,23,0.00119859489926251,0.0007135559641090806,0.006535947712418301,0.0018464394257364843,0.0,0.0002472801729208029,0.0,0.0,0.04177938659555009,0.0008662906006875662,0.014354275340485
1928,Malezja,23,0.00125116030971596,0.0008108049149743924,0.006622516556291391,0.0022780586216068284,0.0,0.00027416438064503445,0.0,0.0,0.05631644633447351,0.0008662906006875662,23,0.001261369387513813,0.0006776979941198447,0.006535947712418301,0.0009676847931582742,0.0,0.00024340686435897659,0.0,0.0,0.03908713917763518,0.0008651022733889551,0.015685678938750294
1929,Malezja,23,0.0013143172090373425,0.0007712515508378951,0.006622516556291391,0.0013211565411931207,0.0,0.0002698699674280058,0.0,0.0,0.052687436442636584,0.0008651022733889551,23,0.001325533038219246,0.000914967904025774,0.006535947712418301,0.002181305825548748,0.0,0.0003061952347296339,0.0,0.0,0.042316395824496054,0.0009130314744329403,0.017336240738326517
1930,Malezja,23,0.0013788717333446151,0.001032973649103924,0.006622516556291391,0.002642704613515707,0.0,0.0003394846658935216,0.0,0.0,0.05704030692428584,0.0009130314744329403,23,0.0013904300268722913,0.001251100586695065,0.006535947712418301,0.0036643540829850237,0.0,0.00036368328812094996,0.0,0.0,0.04639608854274007,0.0009229342019213669,0.0218319085714533
1931,Malezja,23,0.0014441640629644615,0.0014037469639286949,0.006622516556291391,0.00425764001218445,0.0,0.00040322279890415616,0.0,0.0,0.06253952112415642,0.0009229342019213669,23,0.001456060353472949,0.0012502547289045748,0.006535947712418301,0.00659928908606402,0.0,0.0003110878350182565,0.0,0.0,0.057947959484951225,0.0008500501276065465,0.02073798031280749
1932,Malezja,23,0.0015101941978968813,0.001402813935059381,0.006622516556291391,0.007453578111634923,0.0,0.0003449091878518735,0.0,0.0,0.07811084404178607,0.0008500501276065465,23,0.0015224255378926126,0.001247533240556073,0.006535947712418301,0.005237051612811983,0.0,0.00022118630471481543,0.0,0.0,0.05550432745080759,0.0006428850685486603,0.019620250425589344
1933,Malezja,23,0.0015769636672720562,0.0013998119798546151,0.006622516556291391,0.005970197172466592,0.0,0.0002452335968671577,0.0,0.0,0.07481695479338078,0.0006428850685486603,23,0.0015895286198740705,0.001141171777122686,0.006535947712418301,0.004081678637081768,0.0,0.00015228218398337983,0.0,0.0,0.05298319600048146,0.0004151223363148466,0.021992840037368552
1934,Malezja,23,0.0016444755293503488,0.0012824892843831656,0.006622516556291391,0.004712077143117419,0.0,0.00016883824595370216,0.0,0.0,0.07141860035129888,0.0004151223363148466,23,0.0016573680795459284,0.0011675975746939266,0.006535947712418301,0.006055880261171822,0.0,0.00012027642376197336,0.0,0.0,0.05906930059520237,0.00039610909953706735,0.022862681372466817
1935,Malezja,23,0.001712728255001578,0.001311638430144803,0.006622516556291391,0.006861844064636048,0.0,0.0001333528314761503,0.0,0.0,0.07962235370250531,0.00039610909953706735,23,0.001726634698456767,0.00120355489546741,0.006535947712418301,0.006743231300156551,0.0,0.00017694904377185233,0.0,0.0,0.061226253373024925,0.00034263437109956327,0.02172885833865714
1936,Malezja,23,0.0017824168338932353,0.0013513013838020612,0.006622516556291391,0.007610321073797616,0.0,0.0001961868774937262,0.0,0.0,0.08252981418138115,0.00034263437109956327,23,0.0017973581140987686,0.0011716779184184998,0.006535947712418301,0.005607034639376214,0.0,0.00020691622053966603,0.0,0.0,0.058325854868283566,0.0003133222977338203,0.018613414489674147
1937,Malezja,23,0.0018535710840638599,0.0013161392795009868,0.006622516556291391,0.006373082704686602,0.0,0.00022941207448863143,0.0,0.0,0.07862022741980215,0.0003133222977338203,23,0.0018695687238998138,0.0013154895007752067,0.006535947712418301,0.002809689696062599,0.0,0.0002764319163071795,0.0,0.0,0.05034341500148655,0.0002741074968796506,0.02349978064635486
1938,Malezja,23,0.0019262215881170818,0.0014747715692181188,0.006622516556291391,0.0033269705174449305,0.0,0.00030648549064688104,0.0,0.0,0.06786031247111028,0.0002741074968796506,23,0.001943298445159177,0.0014855550540344726,0.006535947712418301,0.007052209674786479,0.0,0.0003451321786932558,0.0,0.0,0.06263187331520212,0.0002582631328981679,0.02376268045285844
1939,Malezja,23,0.0020004004577867125,0.00166236347018624,0.006622516556291391,0.007946776824384978,0.0,0.000382654819812072,0.0,0.0,0.08442451696403808,0.0002582631328981679,23,0.002018577675304738,0.0011666001813237699,0.006535947712418301,0.007162713189685156,0.0,0.0002629772655134672,0.0,0.0,0.0634469888562012,0.00024677596901159294,0.021920623732495658
1940,Malezja,23,0.002076138275676382,0.0013105382489809227,0.006622516556291391,0.008067107391507377,0.0,0.00029156805526141336,0.0,0.0,0.0855232504391236,0.00024677596901159294,23,0.0020923955491049546,0.001223602815208404,0.006535947712418301,0.00558138631813075,0.0,0.00024197985594146166,0.0,0.0,0.05884743279754717,0.00020478840446066382,0.024960064653878337
1941,Malezja,23,0.0021504058348965393,0.0013734153704536437,0.006622516556291391,0.0063451534841180626,0.0,0.00026828781519015326,0.0,0.0,0.07932328741795322,0.00020478840446066382,23,0.002164668473633154,0.000952820930583635,0.006535947712418301,0.007529100657196284,0.0,0.00042952953367199646,0.0,0.0,0.0662578858227849,0.00018300240398612513,0.026679191372126015
1942,Malezja,23,0.002223119033287202,0.0010747276732040341,0.006622516556291391,0.008466077612432732,0.0,0.00047622782359364187,0.0,0.0,0.08931219376906721,0.00018300240398612513,23,0.00223531209602697,0.000941119663963985,0.006535947712418301,0.008829374662766523,0.0,0.00037774951395074007,0.0,0.0,0.07074942278366243,0.00013071600284723223,0.028017897742794187
1943,Malezja,23,0.002294193004123298,0.0010618205158941197,0.006622516556291391,0.009881984686956505,0.0,0.0004188182995344178,0.0,0.0,0.09536655264860866,0.00013071600284723223,23,0.002304237503809852,0.0013580699193483118,0.006535947712418301,0.009944477377101994,0.0,0.00013454650793712276,0.0,0.0,0.07466622956081492,0.0,0.025763640091246785
1944,Malezja,23,0.002363538293289209,0.0015217401734478637,0.006622516556291391,0.011096253229805541,0.0,0.00014917435385467662,0.0,0.0,0.10064620504761024,0.0,23,0.0023713542646338556,0.0012515189500952816,0.006535947712418301,0.007711035945283263,0.0,0.0002688891575288862,0.0,0.0,0.06872415042979599,0.0,0.026589800028453764
1945,Malezja,23,0.0024310639175391356,0.0014042084423647335,0.006622516556291391,0.00866419236394228,0.0,0.00029812268596108855,0.0,0.0,0.09263659055190902,0.0,23,0.0024396147286818567,0.0011449679808422516,0.006535947712418301,0.008416724335438813,0.0,0.0002248557549312824,0.0,0.0,0.0708931053295937,0.0,0.026674728566768703
1946,Malezja,23,0.00249974021225064,0.0012866767112816035,0.006622516556291391,0.009432637460706588,0.0,0.0002493019883359216,0.0,0.0,0.09556022926874363,0.0,23,0.002509037894346278,0.0010384170115892211,0.013071895424836602,0.008384604007897764,0.0,0.00012476130735987747,0.0,0.0,0.07127683031502827,0.0,0.025849515285243582
1947,Malezja,23,0.0025695862915509913,0.0011691449801984732,0.013245033112582781,0.009397660679807669,0.0,0.00013832530993797284,0.0,0.0,0.09607747064805398,0.0,23,0.0025796427600195465,0.0009318660423361911,0.013071895424836602,0.0078377194759209,0.0,0.00012333429894236252,0.0,0.0,0.06918708942026665,0.0,0.02741541901955682
1948,Malezja,23,0.0026406212695674596,0.0010516132491153432,0.013245033112582781,0.008802141831890627,0.0,0.0001367431577001202,0.0,0.0,0.09326060830174725,0.0,23,0.002651450603901178,0.0008253150730831609,0.013071895424836602,0.009065962448460656,0.0,0.00012414973232379963,0.0,0.0,0.07312995794799376,3.0500400664354185e-05,0.026451723535428993
1949,Malezja,23,0.0027128665541225833,0.000934081518032213,0.013245033112582781,0.010139612170144812,0.0,0.00013764724469317885,0.0,0.0,0.09857539058888785,3.0500400664354185e-05,23,0.002724481184319294,0.0009652161956201348,0.013071895424836602,0.008376214370107193,0.0,0.00020610078715822892,0.0,0.0,0.07051315243963704,7.090352881713506e-05,0.02671746330897813
1950,Malezja,23,0.0027863420239087246,0.0010884003499256735,0.013245033112582781,0.009388524953453475,0.0,0.00022850798749557278,0.0,0.0,0.09504807247850605,7.090352881713506e-05,23,0.002808082470282785,0.0013448922601401567,0.013071895424836602,0.008603573554231697,0.0,0.0002122165375190072,0.0,0.0,0.07117669832597831,7.090352881713506e-05,0.02163581560878345
1951,Malezja,23,0.002870452594107194,0.0015072044718093356,0.013245033112582781,0.009636103137652164,0.0,0.00023528863994351262,0.0,0.0,0.09594249791994083,7.090352881713506e-05,23,0.0029979911609006524,0.0014712846980965838,0.013071895424836602,0.005908941747868372,0.0,7.909703799939944e-05,0.0,9.52987104042367e-05,0.05745587248396945,0.0012497242090394474,0.020048679739891474
1952,Malezja,23,0.0030615181748506444,0.0016466224624008528,0.013245033112582781,0.006701838343061142,0.0,8.769643832668867e-05,0.0,9.52987104042367e-05,0.07744753628547656,0.0012497242090394474,23,0.0031189204883011502,0.0013782498390992293,0.013071895424836602,0.005452185896155939,0.0,8.235877152514787e-05,0.0,8.849165966107693e-05,0.05289472321563595,0.0018668621861181985,0.019549251249450263
1953,Malezja,23,0.003183184182306742,0.0015439997635583172,0.013245033112582781,0.006204463298263456,0.0,9.131278629892327e-05,0.0,8.849165966107693e-05,0.07129934362577424,0.0018668621861181985,23,0.0032446396903998862,0.0014540995488079261,0.013071895424836602,0.00543600588041698,0.0,7.298128763862112e-05,0.0,8.593901563239203e-05,0.05123397245204381,0.002341400887363605,0.018773805009485486
1954,Malezja,23,0.0033096692435298338,0.001627666273086221,0.013245033112582781,0.006186844397437508,0.0,8.091578587874882e-05,0.0,8.593901563239203e-05,0.06906073772765092,0.002341400887363605,23,0.0033746616484150796,0.0014622129623369198,0.013071895424836602,0.005064584630231508,3.190898705984212e-05,5.606104497380115e-05,0.0,9.785135443292162e-05,0.049223788480088994,0.0024138888525788884,0.018815457859487083
1955,Malezja,23,0.0034404832722967514,0.0016366158259972922,0.013245033112582781,0.005782392740699636,3.643881073438779e-05,6.215598077278192e-05,0.0,9.785135443292162e-05,0.0663511139872423,0.0024138888525788884,23,0.0035102562148964277,0.0015678562507367582,0.013071895424836602,0.005334011855277309,9.572696117952635e-05,4.240253583472959e-05,0.0,9.274606637555179e-05,0.04915623367925735,0.0026309566391252014,0.018270860369368817
1956,Malezja,23,0.003576903856874137,0.0017531463338846642,0.013245033112582781,0.006075780067045791,0.00010931643220316338,4.701252363904959e-05,0.0,9.274606637555179e-05,0.06626005361930294,0.0026309566391252014,23,0.0036528087526195773,0.0015794670709064363,0.013071895424836602,0.005047086242839744,0.00011912688502341058,4.05678107264961e-05,0.0,0.0001301848454629305,0.047629220846245615,0.00278108198784975,0.017759260591589478
1957,Malezja,23,0.0037203247994224272,0.0017659537236569386,0.013245033112582781,0.005763338225732315,0.00013603822674171444,4.497832790466765e-05,0.0,0.0001301848454629305,0.06420171951557732,0.00278108198784975,23,0.003802263786278645,0.001687535252374916,0.013071895424836602,0.00478365161621578,0.00011061782180745267,3.79176522368255e-05,0.0,0.0001301848454629305,0.04628635485610999,0.002840894461879847,0.01672456593132256
1958,Malezja,23,0.003870690286689997,0.0018851590254203956,0.013245033112582781,0.0054764764182105834,0.00012632121054587767,4.204004517722704e-05,0.0,0.0001301848454629305,0.06239160580567625,0.002840894461879847,23,0.003958954927644618,0.0016777976882741095,0.013071895424836602,0.004037692964665482,0.00011487235341543163,9.78520057724529e-06,0.0,0.00011827250666240093,0.04505116504598013,0.0012960689736852844,0.016854122523210644
1959,Malezja,23,0.004028335962751686,0.0018744179427880741,0.013245033112582781,0.0046641798349461375,0.00013117971864379604,1.0849043916703753e-05,0.0,0.00011827250666240093,0.06072663400203383,0.0012960689736852844,23,0.004110992222802118,0.0016769532335908386,0.013071895424836602,0.004278235865318029,0.00011487235341543163,2.2424417989520457e-06,0.0,0.00011486898129082105,0.04527063241924029,0.0014382721404190915,0.0157083986751148
1960,Malezja,23,0.0041812994421976234,0.0018734864616251916,0.013245033112582781,0.004926114160558564,0.00013117971864379604,2.4862392309112764e-06,0.0,0.00011486898129082105,0.061022464638994176,0.0014382721404190915,23,0.004257580019076377,0.0018057854591386948,0.013071895424836602,0.0035381499602211313,0.0001999629855750106,1.039677561332312e-05,0.0,0.00011827250666240093,0.04258798669890551,0.0011483202795579581,0.015996317238924532
1961,Malezja,23,0.0043287802253777945,0.002015595675591832,0.013245033112582781,0.004120212585742055,0.0002283498806021635,1.1527109161497738e-05,0.0,0.00011827250666240093,0.05740639733752426,0.0011483202795579581,23,0.004409887091406314,0.0019528759951351988,0.013071895424836602,0.0037138529459493984,0.0003020717441665054,1.8754967773053475e-05,0.0,0.0001242286760626657,0.042968625424403606,0.0015139289784306714,0.01991601270790587
1962,Malezja,23,0.004482015125430948,0.0021778448361842676,0.013245033112582781,0.004311540797674201,0.0003449540749522044,2.079400084034886e-05,0.0,0.0001242286760626657,0.057919478598502355,0.0015139289784306714,23,0.004568142180436729,0.0021036653376239954,0.013071895424836602,0.005923683539986091,0.0003488715918542738,2.0181976190568412e-05,0.0,0.00011231633726213612,0.05274212480766599,0.0016997041461135562,0.025849920994821522
1963,Malezja,23,0.0046412342764494,0.00234417398903795,0.013245033112582781,0.006717891119369229,0.00039839766402930657,2.2376153078201493e-05,0.0,0.00011231633726213612,0.07109364888601276,0.0016997041461135562,23,0.004732080828545063,0.0022353169452317195,0.013071895424836602,0.009540696095438601,0.00034036252863831593,1.7939534391616365e-05,0.0,0.00011571986263371601,0.06775712231636839,0.0017401072742663367,0.024438322136650557
1964,Malezja,23,0.004806171609781569,0.002489393140496516,0.013245033112582781,0.010656563771415774,0.0003886806478334698,1.988991384729021e-05,0.0,0.00011571986263371601,0.09133308680780253,0.0017401072742663367,23,0.004900781233730845,0.0023510607707768224,0.013071895424836602,0.009190488643666435,0.00037865331311012643,1.8754967773053475e-05,0.0,9.019342234686688e-05,0.06381734004857773,0.002159586810676091,0.030386295022268042
1965,Malezja,23,0.004975899707972376,0.0026170651107645187,0.013245033112582781,0.010275212451316367,0.0004324072207147351,2.079400084034886e-05,0.0,9.019342234686688e-05,0.08602246463899417,0.002159586810676091,23,0.005072713645436001,0.0025139839686340614,0.013071895424836602,0.01281720920856232,0.0004871438691135897,1.569709259266432e-05,0.0,8.42372529466021e-05,0.07836082562254149,0.0027707831512617863,0.02273745234941007
1966,Malezja,23,0.005148879501494142,0.0027967785907262793,0.013245033112582781,0.014224456443858483,0.0005562991772116537,1.7403674616378936e-05,0.0,8.42372529466021e-05,0.10562632892668947,0.0027707831512617863,23,0.005245979744289404,0.002710667437222265,0.013071895424836602,0.008366746064600689,0.0007807065500641372,1.2027642376197335e-05,0.0,8.42372529466021e-05,0.05862933709536989,0.003111436976863664,0.02534332496850341
1967,Malezja,23,0.005323201106750173,0.0030137315541827673,0.013245033112582781,0.009378214633710882,0.0008915362359680213,1.3335283147615028e-05,0.0,8.42372529466021e-05,0.07902930572247388,0.003111436976863664,23,0.005419457105266576,0.0028559708463468873,0.013071895424836602,0.010320453002088061,0.0008977061692835583,1.2639217412275166e-05,0.0,9.700047309002665e-05,0.06473807426295826,0.003658859752423891,0.030914664129268805
1968,Malezja,23,0.005497735261101433,0.0031740094129992557,0.013245033112582781,0.011505664280849977,0.0010251452086607765,1.4013348392409014e-05,0.0,9.700047309002665e-05,0.08726356660811685,0.003658859752423891,23,0.005588476683445102,0.002908308904247165,0.013071895424836602,0.013752174414337364,0.0008743062454396739,9.78520057724529e-06,0.0,0.00011827250666240093,0.07876478275644848,0.0037749197185882517,0.028337326417157076
1969,Malezja,23,0.005667784476630355,0.0032317412439687217,0.013245033112582781,0.0152425678908453,0.0009984234141222255,1.0849043916703753e-05,0.0,0.00011827250666240093,0.10617084219284459,0.0037749197185882517,23,0.005754274894204013,0.003182936705759587,0.013071895424836602,0.012012642944446454,0.0009827968014431373,9.78520057724529e-06,0.0,0.00011571986263371601,0.07209160293825662,0.003915538448923911,0.033188125367505254
1970,Malezja,23,0.005834592700739589,0.0035346712045461687,0.013245033112582781,0.013348340286491157,0.0011223153706191441,1.0849043916703753e-05,0.0,0.00011571986263371601,0.09717574188776926,0.003915538448923911,23,0.005923224558298414,0.0033778673696371157,0.013071895424836602,0.015060358649824431,0.0010210875859149478,1.2027642376197335e-05,0.0,0.0001684745058932042,0.0848690619930175,0.0033281086543104394,0.03077888665718568
1971,Malezja,23,0.006004571576280162,0.0037496907255071023,0.013245033112582781,0.016667088650217318,0.0011660419435004094,1.3335283147615028e-05,0.0,0.0001684745058932042,0.1143990940186743,0.0033281086543104394,23,0.0060989209315108475,0.00359707502634544,0.013071895424836602,0.013369966486992586,0.0010827782942306426,1.2639217412275166e-05,0.0028197113785994547,3.7438779087378707e-05,0.07689176589278127,0.00545006510053051,0.03510402123105268
1972,Malezja,23,0.006181338260696411,0.003991489139357507,0.013245033112582781,0.01482637030022346,0.0012364903109202258,1.4013348392409014e-05,0.0028197113785994547,3.7438779087378707e-05,0.10364611260053619,0.00545006510053051,23,0.00628484907894779,0.003877857071983643,0.013071895424836602,0.016173304028728033,0.0011593598631742636,3.139418518532864e-05,0.010866529227904502,0.00014039542157767015,0.08714672182613314,0.005934506529264342,0.0337530083365204
1973,Malezja,23,0.006368399049494515,0.004301207578450749,0.013245033112582781,0.017879008006289557,0.0013239434566827564,3.480734923275787e-05,0.010866529227904502,0.00014039542157767015,0.11746926134787833,0.005934506529264342,23,0.006477397786177062,0.004186632617682161,0.013071895424836602,0.015356153307926312,0.0012359414321178846,6.727325396856138e-06,0.015202500498769702,0.00019315006483715833,0.08329644109650014,0.006304472428231964,0.03138772149714407
1974,Malezja,23,0.006562120729363231,0.0046418044276066075,0.013245033112582781,0.01698918825939094,0.001411396602445287,7.458717692733831e-06,0.015202500498769702,0.00019315006483715833,0.11227928261070537,0.006304472428231964,23,0.006674056985591446,0.0048239157138332345,0.013071895424836602,0.013800354905648933,0.0013678319119652322,2.6093868205987442e-05,0.015202500498769702,0.00019315006483715833,0.07743460472382946,0.0060854240961879654,0.03519855156271215
1975,Malezja,23,0.006759977941807811,0.0053447636405142135,0.013245033112582781,0.015295033062193675,0.0015620103534807568,2.8930783777876676e-05,0.015202500498769702,0.00019315006483715833,0.10437783119164279,0.0060854240961879654,23,0.0068756542471649865,0.005199672576096236,0.013071895424836602,0.016203866280679408,0.0014720679363607163,3.282119360284358e-05,0.03172175300924386,0.000405019519218006,0.08656959121801305,0.0060723524959032426,0.03616941458271688
1976,Malezja,23,0.0069628032982120835,0.005759244661172594,0.013245033112582781,0.017912288152294127,0.0016810438018797567,3.6389501470610507e-05,0.03172175300924386,0.000405019519218006,0.1166913192197467,0.0060723524959032426,23,0.007081602140603894,0.005243852752761805,0.0196078431372549,0.017174787076985474,0.0015677948975402426,1.4270084175149383e-05,0.03825231096628317,0.0004892567721646081,0.0888942307857172,0.006015708894669442,0.04056771211713863
1977,Malezja,23,0.007170005789760897,0.005807977888842556,0.019867549668874173,0.018969552712227496,0.00179036023408292,1.5821522378526306e-05,0.03825231096628317,0.0004892567721646081,0.11982481279467504,0.006015708894669442,23,0.007293001812733133,0.005923166033593434,0.0196078431372549,0.020526806930224337,0.0018975210971586113,1.9366542809131306e-05,0.04552769834408459,0.00058030107585437,0.09852027552757042,0.007449623834993625,0.04158982978048948
1978,Malezja,23,0.007382693271270752,0.006557298766950206,0.019867549668874173,0.022619666921857958,0.002166894611671594,2.1472066085142845e-05,0.04552769834408459,0.00058030107585437,0.13280022187297771,0.007449623834993625,23,0.007510056166383805,0.006424416805535992,0.0196078431372549,0.020738345654515194,0.0019464482106503693,2.3851426407035396e-05,0.04167054598656647,0.0005335026019951466,0.1015496111141021,0.007062229135646374,0.04083399283679169
1979,Malezja,23,0.007601069881620874,0.007110206650812451,0.019867549668874173,0.02285001773636017,0.0022227674547976553,2.6444544546965398e-05,0.04167054598656647,0.0005335026019951466,0.1368836091337709,0.007062229135646374,23,0.007732294041423764,0.007006591462548266,0.0196078431372549,0.020570073490830003,0.0024187012191360328,1.8754967773053475e-05,0.03631043426215336,9.019342234686688e-05,0.09941357632029343,0.007603710274713546,0.03800754944382626
1980,Malezja,23,0.007824661590455,0.007752378145929415,0.019867549668874173,0.02266678116777031,0.0027620618536665946,2.079400084034886e-05,0.03631043426215336,9.019342234686688e-05,0.13400434501248035,0.007603710274713546,23,0.007960050569495393,0.007593814283472343,0.0196078431372549,0.019629355390569998,0.002505919117099601,2.7724734968861657e-05,0.04761588082729268,9.955311711871157e-05,0.09085949252970782,0.008831252374178917,0.03971991433577498
1981,Malezja,23,0.00805380557097815,0.00840011805067705,0.019867549668874173,0.021642405222712043,0.002861661269673921,3.073895776399397e-05,0.04761588082729268,9.955311711871157e-05,0.12247388370158083,0.008831252374178917,23,0.00823020618991016,0.008242754394400002,0.0196078431372549,0.020682374785255232,0.0026101551414950855,4.179096079865176e-05,0.04562080202167986,0.00011827250666240093,0.09495221612323915,0.009122788671438198,0.037323252622371475
1982,Malezja,23,0.008325606931609502,0.009115935608614817,0.019867549668874173,0.022789069390540036,0.0029806947180729217,4.6334458394255605e-05,0.04562080202167986,0.00011827250666240093,0.1279906628455209,0.009122788671438198,23,0.008546221649832238,0.008841780153251455,0.0196078431372549,0.019101527321574576,0.0031674987821403277,7.84854629633216e-05,0.03620403005918734,0.00013103572680582548,0.08789942633286135,0.010349538552704495,0.03967001205768866
1983,Malezja,23,0.008643547501772327,0.009776694819861454,0.019867549668874173,0.021067637524656676,0.0036171592789002284,8.701837308189468e-05,0.03620403005918734,0.00013103572680582548,0.11848386798557824,0.010349538552704495,23,0.008875721408762017,0.009380069070251528,0.0196078431372549,0.02063395459000679,0.0035142431081906116,7.23697126025433e-05,0.04176364966416174,0.00014379894694925005,0.09393100700203795,0.010031859054875768,0.03450343581917902
1984,Malezja,23,0.008975054514905417,0.010370457867550323,0.019867549668874173,0.02273634319843868,0.004013127688880575,8.023772063395484e-05,0.04176364966416174,0.00014379894694925005,0.12661412591291482,0.010031859054875768,23,0.00922006271185435,0.009965869356318052,0.0196078431372549,0.01855320456597647,0.003650388119645938,0.00020243133694176194,0.05404003458136596,0.0006296521937422783,0.0782905274795441,0.012095587463463888,0.043366837731856255
1985,Malezja,23,0.009321493484260849,0.011016628636085431,0.019867549668874173,0.020470552552221775,0.004168599948013964,0.00022443959602680888,0.05404003458136596,0.0006296521937422783,0.10553157067578811,0.012095587463463888,23,0.009579588290108592,0.010756777150853823,0.0196078431372549,0.02447209402722509,0.003946078066400475,0.00022261331313233037,0.05994546784597991,0.0013996998090622266,0.1018812125983874,0.010178023312604945,0.05588757625311517
1986,Malezja,23,0.00968320922869455,0.011889044559381091,0.019867549668874173,0.026915807495106518,0.00450626626081929,0.0002468157491050104,0.05994546784597991,0.0013996998090622266,0.13733059073680318,0.010178023312604945,23,0.00995442277297905,0.010642836210153985,0.0196078431372549,0.03262023010139716,0.003571679284898328,0.0002935560173173587,0.02826361641284831,0.0028810842270423705,0.13310353270458217,0.010972222057176765,0.06802289067533333
1987,Malezja,23,0.010060327136881405,0.0117633612728228,0.019867549668874173,0.035788555440677425,0.004078717548202474,0.00032547131750111256,0.02826361641284831,0.0028810842270423705,0.17941665896274384,0.010972222057176765,23,0.010340596256384555,0.010780407203325272,0.0196078431372549,0.041618116631785745,0.004099241204287718,0.00021670142111691133,0.03470107069229235,0.005559658694475738,0.16258108719335865,0.011079171514051774,0.06719348506150286
1988,Malezja,23,0.010448853120787338,0.011915109840551451,0.019867549668874173,0.04558662195555182,0.004681172552344352,0.00024026111840533517,0.03470107069229235,0.005559658694475738,0.21915087362484975,0.011079171514051774,23,0.01073295865610649,0.011360127933742602,0.026143790849673203,0.04129871113590182,0.0038312057129850437,0.0002652197073124192,0.027146372281705126,0.006531365188061794,0.16021186831546103,0.011114425223910573,0.07053707292981277
1989,Malezja,23,0.010843605722792336,0.01255457451617464,0.026490066225165563,0.045238811802209955,0.004375086542175494,0.0002940542944923246,0.027146372281705126,0.006531365188061794,0.21595728945178883,0.011114425223910573,23,0.011128030986523953,0.012384703592124468,0.026143790849673203,0.044136566044547056,0.004382167556218317,0.00023667953896212049,0.036696149497905166,0.005483930254958086,0.1680074179972162,0.012059145426306478,0.053131185380606974
1990,Malezja,23,0.011241084763910947,0.013684739277691664,0.026490066225165563,0.048329036496704746,0.0050042633408559235,0.000262411249735272,0.036696149497905166,0.005483930254958086,0.22646528612369415,0.012059145426306478,23,0.011521975572367057,0.01356216267655403,0.026143790849673203,0.03381179837159527,0.005596836330296307,0.0009793354911059662,0.045368092039635564,0.005864274215232138,0.12139734876554745,0.012812544933625979,0.04523283131731736
1991,Malezja,23,0.011637429190434886,0.01498354308438372,0.026490066225165563,0.03708608960372613,0.0063913674028116185,0.001085808478663434,0.045368092039635564,0.005864274215232138,0.1636373301285014,0.012812544933625979,23,0.011915755252163911,0.0148788151778255,0.026143790849673203,0.02923405243715382,0.006900850268141856,0.0011032813650844065,0.040739509210613825,0.0058174757413729135,0.09993412549624486,0.014146244271767286,0.04199134702612174
1992,Malezja,23,0.012033607706334134,0.016435885083656225,0.026490066225165563,0.03210124577374773,0.0078805001348236,0.0012232297016083482,0.040739509210613825,0.0058174757413729135,0.13470601830452064,0.014146244271767286,23,0.012302787462907035,0.016419359555290718,0.026143790849673203,0.027321814280745562,0.007198667480700382,0.0012376240146761699,0.04337301323402275,0.011310765691102844,0.08776603132005167,0.015755635543186392,0.04593781932724696
1993,Malezja,23,0.012422997648792613,0.018135192455172422,0.026490066225165563,0.030018952716873663,0.008220595701677885,0.00137217803371476,0.04337301323402275,0.011310765691102844,0.1183040584265508,0.015755635543186392,23,0.012676748019725933,0.018025018469131016,0.026143790849673203,0.029421740619725762,0.006966795508065529,0.001289200176052067,0.042255769102879565,0.01361750501169111,0.09531227978249412,0.017500496126647173,0.04983168461976628
1994,Malezja,23,0.012799236307125107,0.019906324834311644,0.026490066225165563,0.03230562502332873,0.007955807010341334,0.0014293615360257193,0.042255769102879565,0.01361750501169111,0.128476009984284,0.017500496126647173,23,0.013047671113563893,0.019997421116183883,0.026143790849673203,0.03234888524485637,0.00728588537866395,0.0010979810481050653,0.07436323734787524,0.01874236333994752,0.1005047406667213,0.019878339051168186,0.047966908163038995
