year,country_index,country_t-2,population_t-2,gdp_t-2,temperature_change_from_co2_t-2,total_ghg_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,country_t-1,population_t-1,gdp_t-1,temperature_change_from_co2_t-1,total_ghg_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,co2
1976,Chile,6,0.006431364042978118,0.00899257912009428,0.006622516556291391,0.009844658719280794,0.001591161402068267,0.001014385606211801,0.048626720755469845,0.0019204391909139488,0.07030692428584635,0.005871129073338412,6,0.006473389125375347,0.007059169991439638,0.006535947712418301,0.009192046719256114,0.0009721604724231899,0.0007273665762418999,0.05038239010440912,0.0019204391909139488,0.056443236307036224,0.005100696874738816,0.021118265423861023
1977,Chile,6,0.0065580876485095245,0.007810375229970317,0.006622516556291391,0.010276909086210718,0.0011101691003743482,0.0008064455978083123,0.05038239010440912,0.0019204391909139488,0.07608255523712674,0.005100696874738816,6,0.006600059007031039,0.007337990277322839,0.006535947712418301,0.007755381173604857,0.0009040879666955266,0.0007432675271799236,0.061262219857684375,0.001359708385946163,0.0491572624325695,0.005447688445933288,0.02029792065727115
1978,Chile,6,0.006685529180661145,0.0081179297373641,0.006622516556291391,0.008712481203243026,0.0010324329708076541,0.0008240752941729559,0.061262219857684375,0.001359708385946163,0.0662614403254137,0.005447688445933288,6,0.006727173451069482,0.008096124941021972,0.006535947712418301,0.007228751624293803,0.001035978446542874,0.0007850584879785752,0.04108532287025338,0.0012814273023998258,0.04742415601935565,0.0055788005578800565,0.019453098079479043
1979,Chile,6,0.0068134179833908536,0.008954195048166531,0.006622516556291391,0.008139018608952543,0.0011830467218431236,0.0008704097525672115,0.04108532287025338,0.0012814273023998258,0.06392530276416751,0.0055788005578800565,6,0.006854214941281011,0.00878636907467862,0.013071895424836602,0.006528097016812595,0.0010615056361907478,0.0007985131387722875,0.03947595930039237,0.0007760037847202132,0.045341959315549844,0.005761802961866181,0.019329221421682093
1980,Chile,6,0.006941233387871851,0.009715573273699044,0.013245033112582781,0.007376054948000752,0.001212197770430634,0.0008853271879526791,0.03947595930039237,0.0007760037847202132,0.06111860959600628,0.005761802961866181,6,0.006981188797215506,0.009543254325364773,0.013071895424836602,0.006507003070367726,0.0011955233818420848,0.000865786392740849,0.04097891866728736,0.0012065497442250682,0.04438076080422447,0.006108794533060653,0.019204127635151325
1981,Chile,6,0.007068980746059772,0.01055046041145169,0.013245033112582781,0.007353085121738775,0.0013652407755150627,0.0009599143648800174,0.04097891866728736,0.0012065497442250682,0.05982296385319404,0.006108794533060653,6,0.007109446184542248,0.010337855961551908,0.013071895424836602,0.006833959240263164,0.0013678319119652322,0.001043347011548779,0.032799095564274794,0.001218462083025598,0.04393633937337264,0.006116716715051394,0.01879354954227845
1982,Chile,6,0.007198019454685968,0.011426950850508917,0.013245033112582781,0.0077091174287994115,0.0015620103534807568,0.0011567793076185378,0.032799095564274794,0.001218462083025598,0.05922390681334935,0.006116716715051394,6,0.007238756842745041,0.01099646499225796,0.013071895424836602,0.006826887974125397,0.001574176694952211,0.0010054293593119536,0.017011371949191993,0.0013971471650335416,0.043153458102821146,0.006240302754106959,0.017941965138187386
1983,Chile,6,0.0073281178505279435,0.01215343377251822,0.013245033112582781,0.00770141731658659,0.0017976479962297977,0.0011147392624413107,0.017011371949191993,0.0013971471650335416,0.05816862346306739,0.006240302754106959,6,0.00736908733465322,0.009491583714775506,0.013071895424836602,0.00616674333197581,0.0009381242195593582,0.0006715093896134581,0.01252909489924852,0.00144309475754987,0.04232188250882756,0.005586326630771261,0.01785270903104111
1984,Chile,6,0.007459242292721706,0.010493464812526096,0.013245033112582781,0.006982566162887914,0.001071301035591001,0.000744515638783795,0.01252909489924852,0.00144309475754987,0.05704770269020985,0.005586326630771261,6,0.007502777502277867,0.009230434808798055,0.013071895424836602,0.006008179177733997,0.0010168330543069688,0.0008237915735968379,0.009988694553434862,0.001534139061239632,0.042027316143779934,0.005387479862803654,0.017827555037208974
1985,Chile,6,0.007593746877181673,0.010205402834252515,0.013245033112582781,0.006809900934793623,0.0011611834354024908,0.0009133538847374972,0.009988694553434862,0.001534139061239632,0.056650642507164645,0.005387479862803654,6,0.007640778025175942,0.009792757009698094,0.013071895424836602,0.005962875133664907,0.0011040509522705372,0.0010651598545022216,0.010135000332513135,0.001540095230639897,0.041507109885599205,0.005422337463562915,0.01754369356917862
1986,Chile,6,0.007732588074836372,0.010825675950129194,0.013245033112582781,0.006760568012480969,0.0012607828514098177,0.0011809636346828563,0.010135000332513135,0.001540095230639897,0.05594943145049459,0.005422337463562915,6,0.00778329788566412,0.009992551706647744,0.013071895424836602,0.0055809069102570035,0.0010997964206625583,0.0010309116524818633,0.008286227305978586,0.0015715778403270107,0.04103182585538266,0.005247653350667068,0.01687697749610113
1987,Chile,6,0.00787597614108576,0.011046060774015291,0.013245033112582781,0.006344631442612109,0.0012559243433118994,0.0011429919809743934,0.008286227305978586,0.0015715778403270107,0.05530877322732735,0.005247653350667068,6,0.007930458673453922,0.010544771535570001,0.013071895424836602,0.005212961367156198,0.0010806510284266531,0.0010802453720588083,0.005413313825896123,0.0014345859441209205,0.039090568355342366,0.005594248812762002,0.01699774371380056
1988,Chile,6,0.008024033406344356,0.011655190403587543,0.013245033112582781,0.005943964586792403,0.0012340610568712666,0.0011976892440544414,0.005413313825896123,0.0014345859441209205,0.05269205879633909,0.005594248812762002,6,0.00808338281356983,0.011244052543168485,0.013071895424836602,0.005218354705735851,0.0011721234579982005,0.0010665868629197368,0.00477488860810002,0.0014056559784624914,0.039264084747326185,0.005789530598833776,0.017996194985105046
1989,Chile,6,0.008177889133251199,0.012426536810971518,0.013245033112582781,0.005949837553734385,0.0013385189809765117,0.001182545786920709,0.00477488860810002,0.0014056559784624914,0.05292594989368586,0.005789530598833776,6,0.008242416836689677,0.012079556697557286,0.013071895424836602,0.0058194123274461235,0.0013465592539253373,0.0014655376447878417,0.00365764447695684,0.0018736407170547253,0.04035902118923197,0.0064569744315537345,0.018080041631212157
1990,Chile,6,0.008337891963487668,0.013348145035475493,0.013245033112582781,0.0066043470918242305,0.001537717812991165,0.0016248703482746516,0.00365764447695684,0.0018736407170547253,0.05440186743089581,0.0064569744315537345,6,0.008406248333864733,0.01339184790986638,0.013071895424836602,0.006176571193387622,0.0013997408990250742,0.002015139743876452,0.003990157611225643,0.0027687678897802344,0.0387140446430929,0.007098671172803783,0.017966848658967558
1991,Chile,6,0.008502721493142042,0.014795676286942555,0.013245033112582781,0.006993268013759971,0.0015984491642151446,0.0022342249815961793,0.003990157611225643,0.0027687678897802344,0.05218452435980401,0.007098671172803783,6,0.008575077928119006,0.013905226277160556,0.013071895424836602,0.006112450390273964,0.001438031683496885,0.002182711303761778,0.005120702267739576,0.002223352948984558,0.03812148273529046,0.007338713287123247,0.017517728156190612
1992,Chile,6,0.008672579567398276,0.01536196159276111,0.013245033112582781,0.006923444962338621,0.00164217573709641,0.002420014858669731,0.005120702267739576,0.002223352948984558,0.05138578164001109,0.007338713287123247,6,0.008746293720461883,0.014931782691210546,0.013071895424836602,0.0058837728344966565,0.0015209950498524742,0.001758889803759841,0.0031655250382390102,0.0018702371916831453,0.03767397504450215,0.007570833219451968,0.017689478544184206
1993,Chile,6,0.008844838376039466,0.016494311239541582,0.013245033112582781,0.0066744311639985576,0.001736916645005818,0.0019501156440274996,0.0031655250382390102,0.0018702371916831453,0.050782564481834144,0.007570833219451968,6,0.008915074678831549,0.0166796156533515,0.013071895424836602,0.00618771742645224,0.0018528485152748324,0.0015199678229987686,0.003218727139722019,0.0022225020676416634,0.037729184805587915,0.008246595343262204,0.019031701064527836
1994,Chile,6,0.009014647518129892,0.018422269615938416,0.013245033112582781,0.007005405478773401,0.0021158802766434513,0.0016852181550613165,0.003218727139722019,0.0022225020676416634,0.05085698437644448,0.008246595343262204,6,0.00908050964032729,0.017745025617337915,0.013071895424836602,0.007192556329825905,0.0021379021330094217,0.0015550314584005642,0.0026335040234089246,0.002082957527406888,0.040413545114776295,0.009038813542336339,0.01916693759050704
1995,Chile,6,0.009181090280125747,0.019597476920558764,0.013245033112582781,0.008099604475253014,0.0024414003192039816,0.0017240938957628381,0.0026335040234089246,0.002082957527406888,0.05447536285476565,0.009038813542336339,6,0.009243125240387133,0.018646991291032172,0.013071895424836602,0.007476006235178807,0.002380410434664222,0.0019085218292535502,0.008379330983573852,0.0022386688131566675,0.03942731360618843,0.009599307918181291,0.020172826870740384
1996,Chile,6,0.00934469650563492,0.020592395950859682,0.013245033112582781,0.008408261515648326,0.002718335280785329,0.0021160156072537613,0.008379330983573852,0.0022386688131566675,0.053145973929925115,0.009599307918181291,6,0.009403562864739354,0.020518017930463893,0.013071895424836602,0.008395270833088634,0.0021102476775575587,0.002101983398999504,0.010706922923455478,0.0022259055930132434,0.040747204105685886,0.010630776013375814,0.020848062844954565
1997,Chile,6,0.009506111487594006,0.02265624390434799,0.013245033112582781,0.009409276103315146,0.0024098200165675126,0.002330510246356925,0.010706922923455478,0.0022259055930132434,0.05492511787001941,0.010630776013375814,6,0.009560617255368498,0.021906332513982885,0.013071895424836602,0.008922020234368128,0.002044302437633885,0.0029386180483539763,0.012076877036642947,0.002282063761644311,0.040174531428585146,0.011589756143355053,0.02302888706289526
1998,Chile,6,0.009664122625769073,0.0241876332237774,0.013245033112582781,0.00998286920798212,0.0023345131410497776,0.0032581035012350956,0.012076877036642947,0.002282063761644311,0.054153184801701025,0.011589756143355053,6,0.009711377098619326,0.023214748560015375,0.013071895424836602,0.010587962595638874,0.002012393450574043,0.003792988373754706,0.010760125024938486,0.003853641601971322,0.04305846988033198,0.012299979758825016,0.022675514020511593
1999,Chile,6,0.00981580087129746,0.02563088994819025,0.013245033112582781,0.011796963441172318,0.00229807433031539,0.004205360648212293,0.010760125024938486,0.003853641601971322,0.058040584265508,0.012299979758825016,6,0.009859842696000891,0.02381534061824868,0.013071895424836602,0.01023907351551951,0.002405937624312096,0.00362256279703435,0.009390170911751013,0.005480526729586505,0.04171080304140629,0.012362564996551872,0.023461643946028725
2000,Chile,6,0.009965170894816874,0.02629337687603144,0.013245033112582781,0.011417047735214283,0.0027474863293728397,0.004016406466663035,0.009390170911751013,0.005480526729586505,0.0562239992604234,0.012362564996551872,6,0.0100053764614634,0.023477465492275876,0.013071895424836602,0.010822393045901145,0.00202302977959399,0.0037750488393630895,0.010001995078805613,0.007685160289027375,0.04228141821188272,0.012736888095614402,0.024254400461318833
2001,Chile,6,0.010111591226216176,0.025920681547927836,0.013245033112582781,0.01205224173758383,0.0023102206005601858,0.004185470734365002,0.010001995078805613,0.007685160289027375,0.05699315891652029,0.012736888095614402,6,0.010145453888621397,0.024380607185682412,0.013071895424836602,0.011224016992132676,0.0021485384620293694,0.0029033505546068217,0.009363569861009509,0.010141654725965154,0.045288121225546964,0.01213163339152176,0.023787428737112634
2002,Chile,6,0.010252521980263893,0.026916897794326756,0.013245033112582781,0.012489582009196806,0.002453546589448778,0.0032190017387853094,0.009363569861009509,0.010141654725965154,0.06104603864287695,0.01213163339152176,6,0.010282406460193298,0.0250448787253996,0.013071895424836602,0.010720758576666788,0.0021549202594413376,0.0018883398530629817,0.00873844516858416,0.011501363111911318,0.046018878994949164,0.011276433845621233,0.023325190291315703
2003,Chile,6,0.010390308842658449,0.027649626783274896,0.013245033112582781,0.01194156893832158,0.0024608343515956552,0.0020936394541755596,0.00873844516858416,0.011501363111911318,0.06203106221688083,0.011276433845621233,6,0.010414689226907088,0.025429174682335617,0.013071895424836602,0.010563512794077778,0.002295319802504643,0.0019121912794700174,0.007288687903172176,0.011492003417139473,0.044189069770392546,0.012011216225262493,0.024867968579686497
2004,Chile,6,0.010523397452570346,0.0280735269071647,0.013245033112582781,0.011770339324368663,0.0026211651188269617,0.0021200839987225253,0.007288687903172176,0.011492003417139473,0.059564574281224,0.012011216225262493,6,0.010541468539303149,0.026212763006165776,0.013071895424836602,0.011200406154350638,0.002367646839840285,0.0018844665445011555,0.005572920130345148,0.012539438350243182,0.04801054540728515,0.011719679928003211,0.024690132548023838
1952,Chiny,7,0.4143563032383015,0.05058414071423306,0.06622516556291391,0.1581601743409813,0.0014259721267390422,0.017542677991561704,0.0,1.2763220143424558e-05,0.5226694092631968,0.0002451915326134447,7,0.4191843491462063,0.05560748623641512,0.06535947712418301,0.16763455121310566,0.0022038473729330955,0.02041294769586047,0.0,5.956169400264794e-06,0.4847125543224613,0.0003715503353657692,0.15944264700075136
1953,Chiny,7,0.4217832097796402,0.06136190732249463,0.06622516556291391,0.182809669148365,0.002516707194721717,0.02263223571898535,0.0,5.956169400264794e-06,0.6533673846722751,0.0003715503353657692,7,0.4278272384163764,0.0625685075152432,0.0718954248366013,0.14611764717162537,0.002559100762199338,0.02557280627524913,0.0,1.2763220143424558e-05,0.3642517139887475,0.000529597866081059,0.14948707490426605
1954,Chiny,7,0.4304787500012787,0.06904030655942978,0.0728476821192053,0.15937927176776046,0.002922392620897901,0.0283530721893122,0.0,1.2763220143424558e-05,0.4909924193399278,0.000529597866081059,7,0.43726997596629646,0.0706864904247931,0.0718954248366013,0.14035204837800735,0.0034355342734430014,0.026549899324556144,0.0,1.8719389543689353e-05,0.3370240429936584,0.0007561722710162616,0.19033405044755172
1955,Chiny,7,0.4399790110367983,0.07799489975507573,0.0728476821192053,0.1531009395964045,0.003923245289069085,0.02943639442874472,0.0,1.8719389543689353e-05,0.45429093094203565,0.0007561722710162616,7,0.44681227497168857,0.06560739080502201,0.0718954248366013,0.16145246682916994,0.004073714014639844,0.03171872767114061,0.0,2.467555894395415e-05,0.43130791238176625,0.001323400501553342,0.1857203211272451
1956,Chiny,7,0.4495794400385523,0.07239236629301257,0.0728476821192053,0.17607781341871148,0.004652021503756842,0.03516717585599522,0.0,2.467555894395415e-05,0.5813806970509383,0.001323400501553342,7,0.45702060593988036,0.07157362029034016,0.0784313725490196,0.16022602163615673,0.003984368850872286,0.03734603343643809,0.0,2.807908431553403e-05,0.4094434753207224,0.002146515210391368,0.16539427127257028
1957,Chiny,7,0.45984995835192227,0.0789734540518995,0.07947019867549669,0.1747423007361046,0.004549992833700556,0.04140628019509293,0.0,2.807908431553403e-05,0.5519085698437645,0.002146515210391368,7,0.46690856473679915,0.07766974037577468,0.0784313725490196,0.15101515815785607,0.0056585270386120025,0.041795649540595024,0.0,4.084230445895859e-05,0.3492264289469235,0.0032061070516530227,0.16448575229104195
1958,Chiny,7,0.46979815284346416,0.08569781847161953,0.07947019867549669,0.16471231728221017,0.006461815770231435,0.046339656894465696,0.0,4.084230445895859e-05,0.47073911435703053,0.0032061070516530227,7,0.4773938725082221,0.08007085833224434,0.0849673202614379,0.15285380720564415,0.0060733438703899495,0.049702703182045296,0.0,0.00011231633726213612,0.333219370327531,0.003560228586639161,0.16169676941577277
1959,Chiny,7,0.48034733525372003,0.08834638705749977,0.08609271523178808,0.1667144769679203,0.006935520309778476,0.05510636244440713,0.0,0.00011231633726213612,0.44916242950910595,0.003560228586639161,7,0.48792906929821783,0.08054960369611724,0.0849673202614379,0.17081793934675402,0.008234645927243257,0.10359571465295053,0.0,0.00018123772603662874,0.2339601070040612,0.004895512361178615,0.18701128900424263
1960,Chiny,7,0.4909467105976185,0.0888744702064234,0.08609271523178808,0.18627615525827612,0.00940364242352101,0.11485860192439437,0.0,0.00018123772603662874,0.31536609041323843,0.004895512361178615,7,0.49437995520773337,0.07819734322819381,0.0849673202614379,0.19964209805185418,0.010863946460974248,0.14177083997996479,0.0,0.0004739409079924987,0.2310974294540989,0.007545482237081596,0.1776874067206062
1961,Chiny,7,0.4974368941621582,0.08627979418712861,0.08609271523178808,0.21766363978300823,0.012406200428034564,0.15718411256967968,0.0,0.0004739409079924987,0.31150734954238696,0.007545482237081596,7,0.4959711511265267,0.07410411077656835,0.0915032679738562,0.19809792529051518,0.013857009447187438,0.1525626930665942,0.0,0.0016958065163896765,0.18048516692036867,0.009107340416556253,0.2158657598967442
1962,Chiny,7,0.49903778336481514,0.08176472783777672,0.09271523178807947,0.21598214409233035,0.01582416087492014,0.16914925187931432,0.0,0.0016958065163896765,0.2432846445410003,0.009107340416556253,7,0.4967093648215709,0.060616432222130576,0.0915032679738562,0.20375913301962478,0.005498982103312792,0.1065108889915882,0.0,0.0023977836242780274,0.35553714468146536,0.008847492847259936,0.21148815355079725
1963,Chiny,7,0.4997804941270108,0.06688705736786872,0.09271523178807947,0.22214680172576481,0.006279621716559496,0.11809071292457904,0.0,0.0023977836242780274,0.4792456318757511,0.008847492847259936,7,0.5037769263902369,0.0647665764294654,0.09803921568627451,0.19208579099782275,0.005311782712561718,0.08397434891212013,0.0,0.0019765973595450167,0.38250488400634947,0.008620918442324734,0.22828601767920054
1964,Chiny,7,0.5068911100296526,0.07146490059493833,0.09933774834437085,0.20943535207653755,0.006065847360251088,0.0931040086539207,0.0,0.0019765973595450167,0.5155967458629934,0.008620918442324734,7,0.5185796781152678,0.07415063349470194,0.09803921568627451,0.20095423740229967,0.007136976772384687,0.08279278594241776,0.0,0.0016651747880454576,0.42607224385842846,0.009217458746227557,0.2090403724305736
1965,Chiny,7,0.5217840374978074,0.08181604502086069,0.09933774834437085,0.2190924673848044,0.008150147334258069,0.09179398660097872,0.0,0.0016651747880454576,0.5743232874179532,0.009217458746227557,7,0.5339650474613166,0.08458230480713326,0.10457516339869281,0.19483052092699266,0.010704401525675035,0.08186421117930626,0.0,0.0017272891260767902,0.37594829623020204,0.01098370922106334,0.2564576793520331
1966,Chiny,7,0.5372631317903922,0.09332276707168252,0.10596026490066225,0.21242417020850077,0.012224006374362625,0.09076445753763318,0.0,0.0017272891260767902,0.5067588055838033,0.01098370922106334,7,0.5481131290221539,0.09423939876615836,0.10457516339869281,0.22357881333607235,0.014467534732932417,0.08826923653214938,0.0,0.001795359633508388,0.4825874928973157,0.013863422374697822,0.2255339543755237
1967,Chiny,7,0.551497400959603,0.10397508659719806,0.10596026490066225,0.24372904166491566,0.016521356786971426,0.09786583484636058,0.0,0.001795359633508388,0.6505029120828326,0.013863422374697822,7,0.5625416268551869,0.09752925606008675,0.11111111111111112,0.21268942303981506,0.017841378298059724,0.0957655156077007,0.0,0.0021850632885542847,0.3873125911518299,0.017645472057077737,0.17385804925097897
1968,Chiny,7,0.5660137946473004,0.10760398481823295,0.11258278145695365,0.23187126038829972,0.020374153708620696,0.10617710657354872,0.0,0.0021850632885542847,0.5220772857539059,0.017645472057077737,7,0.5766945294480862,0.0981657780245371,0.11111111111111112,0.18170649067923225,0.012944412417275952,0.07819985742147326,0.0,0.002381616878763023,0.286878148628106,0.016834240621225825,0.19269541542767468
1969,Chiny,7,0.5802529142174468,0.10830610445992882,0.11258278145695365,0.19813302296225668,0.014782010887916648,0.08670171661257589,0.0,0.002381616878763023,0.3866968660441897,0.016834240621225825,7,0.5918818489123949,0.09595175254329359,0.1176470588235294,0.19618760476560188,0.01117452726835671,0.08413641629668077,0.0,0.002285467287015891,0.3225457117961313,0.019271103801577864,0.3019048605630275
1970,Chiny,7,0.5955327521434709,0.10586390943066765,0.11920529801324503,0.2139019392014801,0.012760871519182605,0.09328369594379111,0.0,0.002285467287015891,0.43477489137468794,0.019271103801577864,7,0.6079387673544036,0.105838731589102,0.1176470588235294,0.2625162009898334,0.016194874565771872,0.10216911395212631,0.0,0.0031984629679421943,0.5609990703499236,0.02647989330405295,0.2960572331796866
1971,Chiny,7,0.6116874864902305,0.1167698051778661,0.11920529801324503,0.2861291222681242,0.018493911074726286,0.11327690173003827,0.0,0.0031984629679421943,0.7561976518443192,0.02647989330405295,7,0.6240255611484686,0.12036611518327162,0.1241830065359477,0.27538039217002297,0.022800034887159187,0.13574234099100027,0.0,0.004682400029951023,0.47749550691990916,0.03748974572568574,0.2487349975359905
1972,Chiny,7,0.6278722781844027,0.13279432897057541,0.12582781456953643,0.3001373230181412,0.026036744896744558,0.1505001974299971,0.0,0.004682400029951023,0.6436391790699825,0.03748974572568574,7,0.6398025116803427,0.1279796495315952,0.1241830065359477,0.25805195486950155,0.027918236411557863,0.1501261781228601,0.010520715568264947,0.00610422275392852,0.32277855296244945,0.047569137872505954,0.3466208178780524
1973,Chiny,7,0.6437453391060791,0.14119248694034814,0.12582781456953643,0.28126787176468043,0.03188153013854036,0.1664478399440551,0.010520715568264947,0.00610422275392852,0.43508874919108803,0.047569137872505954,7,0.6547032859910593,0.12980595115703503,0.13071895424836602,0.31485016226758006,0.0313069708373131,0.1571181116519926,0.013593136928908692,0.007897029743408222,0.5506048898016598,0.05479297952076345,0.3334617629541716
1974,Chiny,7,0.6587368862961597,0.1432070006798538,0.13245033112582782,0.34311713071371164,0.035751331838532345,0.17419993386603644,0.013593136928908692,0.007897029743408222,0.7421868355366552,0.05479297952076345,7,0.6690654095204445,0.14043151893539205,0.13725490196078433,0.31245659860592984,0.03287902026646132,0.15977214345022503,0.01681186406863071,0.009757907240319523,0.5036419581839211,0.06290965107937749,0.332177827376525
1975,Chiny,7,0.6731865013397008,0.1549276014729425,0.13907284768211922,0.3405107079848598,0.03754655058071318,0.1771425110066941,0.01681186406863071,0.009757907240319523,0.6788832393454747,0.06290965107937749,7,0.6825395573071046,0.14393681060692254,0.1437908496732026,0.31432640916551147,0.03263225743319854,0.15821466569168016,0.021733058455809005,0.012286726591403375,0.4935937816663129,0.072318826629781,0.330018641002741
1976,Chiny,7,0.6867427312494819,0.15879413596807135,0.1456953642384106,0.3425468003684569,0.037264757111033914,0.17541570484995206,0.021733058455809005,0.012286726591403375,0.6653388185263936,0.072318826629781,7,0.6945535418474638,0.1537499059120989,0.1503267973856209,0.326855254538015,0.04063503138780694,0.18482572251984408,0.025337500831282837,0.014441158151613443,0.4349270665339346,0.08088191314357332,0.31139792374066394
1977,Chiny,7,0.6988299028569439,0.16961853378056066,0.152317880794702,0.35618983308505914,0.046403610843218375,0.2049199058031762,0.025337500831282837,0.014441158151613443,0.5862591291485624,0.08088191314357332,7,0.7053868036562825,0.1487935889671347,0.1503267973856209,0.32100444099483844,0.04095624852420935,0.18559059903163208,0.025337500831282837,0.01647986984918979,0.37289427056417856,0.09466413315286605,0.40423955690022734
1978,Chiny,7,0.7097291589789966,0.16415143653665898,0.152317880794702,0.34981870803601983,0.04677042820461121,0.2057679394026652,0.025337500831282837,0.01647986984918979,0.502642137376352,0.09466413315286605,7,0.715398261883129,0.1572024096679684,0.1568627450980392,0.3799325377240063,0.0487271505061829,0.20357477840088214,0.028995145308239677,0.01977192976485043,0.5690788988636047,0.10199175538520223,0.4598860064275216
1979,Chiny,7,0.7198016052371314,0.17342684022622734,0.15894039735099338,0.4139872668856283,0.055644493245459115,0.22570735201282538,0.028995145308239677,0.01977192976485043,0.7670888416381622,0.10199175538520223,7,0.7249849304941267,0.1755488836032115,0.1699346405228758,0.4174452450289598,0.05703199620495781,0.22780089644668786,0.03640353793974862,0.022366266979337197,0.6580756620627669,0.1116995971966567,0.3668432765538271
1980,Chiny,7,0.729446674136274,0.19366403615224495,0.17218543046357615,0.45483597064351794,0.06512830105259577,0.2525673245331012,0.03640353793974862,0.022366266979337197,0.8870518628085421,0.1116995971966567,7,0.7349602910154297,0.1896546408173607,0.1699346405228758,0.3715135362011672,0.06449869917696087,0.2339370326420021,0.040739509210613825,0.0236349310615936,0.41087207075353777,0.11028746825680706,0.3588782508832297
1981,Chiny,7,0.7394828027880331,0.2092234822580828,0.17218543046357615,0.4048195654891934,0.07365498276444253,0.25937057915586753,0.040739509210613825,0.0236349310615936,0.5538342423962281,0.11028746825680706,7,0.7455047605408003,0.1993941010556768,0.1764705882352941,0.3673768455105729,0.0695871189801037,0.22886442543442723,0.04006118241670546,0.023245227406547702,0.4013622751359583,0.10821779821172588,0.347059119458751
1982,Chiny,7,0.7500915073551689,0.21996665643706428,0.17880794701986755,0.40031499984469265,0.0794657584495529,0.25374647999379796,0.04006118241670546,0.023245227406547702,0.5410155311084404,0.10821779821172588,7,0.7565675419285078,0.20531469199627206,0.1830065359477124,0.3604810426545964,0.07212069255265516,0.2293416578209133,0.03576511272195252,0.020751294190522546,0.37756789686130793,0.10155207428471612,0.35853934814912586
1983,Chiny,7,0.7612216812487554,0.22649740230602758,0.18543046357615894,0.3928059548230501,0.08235900002186329,0.25427559690648555,0.03576511272195252,0.020751294190522546,0.5089419432374965,0.10155207428471612,7,0.768625518386431,0.22414393842896965,0.1895424836601307,0.3761230429072444,0.08268682180107087,0.2545897177520051,0.03357052603577841,0.019485182752294827,0.3620656132004138,0.10212088695165134,0.36358028965500083
1984,Chiny,7,0.7733531127647557,0.24726712353653496,0.19205298013245034,0.40983899456894124,0.09442510488304356,0.28226861645081214,0.03357052603577841,0.019485182752294827,0.48804566885458067,0.10212088695165134,7,0.7803868782629696,0.23998205384367127,0.19607843137254902,0.38878288648124926,0.09386773086683955,0.26946872680474265,0.03552570326527898,0.019943807796115216,0.34479764593808754,0.1044820932939918,0.378498771781871
1985,Chiny,7,0.7851861207636648,0.2647374584835946,0.1986754966887417,0.4236246751270454,0.10719326416437304,0.298765265791405,0.03552570326527898,0.019943807796115216,0.46476934455024493,0.1044820932939918,7,0.7916222942429663,0.26687402234774976,0.20261437908496732,0.40850093232846246,0.10650368974253703,0.29645039810476975,0.04273458801622664,0.020613451412973556,0.33097874561365304,0.10752421117843648,0.3881500616949031
1986,Chiny,7,0.7964899809089168,0.294400817087228,0.2052980132450331,0.44509624226693395,0.12162303321519062,0.32868037428297425,0.04273458801622664,0.020613451412973556,0.446142183599889,0.10752421117843648,7,0.8037494818444944,0.28992257192675075,0.20915032679738563,0.42251090832690724,0.12614898944237984,0.32301579066357317,0.0,0.021118874930653172,0.30289755228724435,0.11273027307365215,0.39964273214566814
1987,Chiny,7,0.8086910451905571,0.3198246677566887,0.2119205298013245,0.46035212221618105,0.1440571943573287,0.35813394636458706,0.0,0.021118874930653172,0.4082901913654432,0.11273027307365215,7,0.8169919624739862,0.3087752765852511,0.21568627450980393,0.43811191920634984,0.14329687908833896,0.3378729868733573,0.0,0.022422425147968265,0.2956451843543081,0.12004799257849992,0.4157485909706358
1988,Chiny,7,0.8220141966678581,0.3406202647338558,0.2185430463576159,0.4773405274133131,0.1636394112459887,0.3746064113781156,0.0,0.022422425147968265,0.39851437552001473,0.12004799257849992,7,0.8314184555966505,0.33467956812873384,0.22875816993464054,0.45965147526986466,0.16045753232912208,0.36088410918082175,0.0,0.02263429460234911,0.28383818259068205,0.1273581860104565,0.4401260566705957
1989,Chiny,7,0.8365285734328461,0.36919415992159044,0.2317880794701987,0.500795591255074,0.18323620365894247,0.4001192942787341,0.0,0.02263429460234911,0.3825991494869187,0.1273581860104565,7,0.8458775355219383,0.3533522053460603,0.2352941176470588,0.4854046669877101,0.18073462997274975,0.3858422825448127,0.0,0.02323842035580454,0.28798851636969414,0.13591691532415393,0.4483422165699365
1990,Chiny,7,0.8510757355134906,0.3897911323510763,0.23841059602649006,0.5288390084030411,0.20639185325362142,0.42779091089702836,0.0,0.02323842035580454,0.3881935841730609,0.13591691532415393,7,0.8601239314837689,0.3561028688267636,0.2418300653594771,0.496489056436614,0.18057508503745054,0.3914567452343525,0.0,0.02452325118357595,0.295873567589607,0.14039730534901768,0.4533252768426923
1991,Chiny,7,0.8654089179976218,0.3928252693728286,0.24503311258278146,0.540909130062204,0.20620965919994946,0.4340157758659854,0.0,0.02452325118357595,0.39882222427660163,0.14039730534901768,7,0.8750123735579945,0.35658366574925354,0.2483660130718954,0.5035612813901295,0.17978161489256247,0.4029635295381569,0.0,0.024931674228165532,0.30123885903027653,0.1308312705951975,0.4638604726895245
