country,MAPE,MAE,RMSE,R2
Arabia Saudyjska,0.85897504844783,84.1174046735499,108.3688810968392,0.9076048503742518
Argentyna,0.07485842408033454,43.91021462576162,55.7089760604879,0.8416178506672974
Australia,1.4187284345164783,102.89001274760643,136.1278551814885,0.8468753962513094
Belgia,0.080547770067182,30.746021075616323,41.39865863690894,0.8495312955824406
Białoruś,0.08593768072964103,35.21907162331794,42.987022822561364,0.8975591166559242
Brazylia,0.2409580344136649,43.87368140457943,58.18686671119835,0.852152622671564
Chile,0.05323776055885834,33.63322471033286,42.250753533658234,0.8529000278610444
Chiny,0.013357847281368561,10.43772716441814,14.064889711711015,0.8859921478555444
Czechy,0.331195784770221,29.154298450622274,35.6780047529242,0.9359669054798074
Demokratyczna Republika Konga,0.31838822824986274,84.06103368853569,100.56281413278073,0.9580720337963182
Egipt,0.04847501780044091,41.472613731714496,43.182013397501905,0.0
Filipiny,0.08196138990122712,53.33581609374737,59.26025212533632,0.8165829304262984
Francja,0.053284792821117706,35.92818611804454,48.30324720580369,0.7904189201370303
Hiszpania,0.02078429574857415,15.029429061769557,18.267079498012844,0.9591718293565275
Holandia,0.05249197337411694,24.967920397169312,34.237033724377,0.9274010865244443
Indie,0.011357136822358201,9.620020601963775,12.192693142193948,0.7295787347821443
Indonezja,0.1289419033810607,58.25663287794772,69.41879306042544,0.7650260137491153
Iran,0.035833998181471545,23.92812461377726,30.65893579205862,0.7190477205535513
Japonia,0.07485684540274715,37.86571969649488,48.02050427958882,0.8998472793295484
Kanada,0.09085699947290417,60.724379056280775,76.68851261935423,0.9293633234489835
Kazachstan,0.36021284115138263,89.68046970519393,107.03614784304791,0.7477541684034589
Kolumbia,0.4674160390122667,94.59057719102125,121.48326834236745,0.9524723319855276
Korea Południowa,0.07264250600573151,63.383135013692375,75.42114993189367,0.7072257553576695
Malezja,1.744436989536093,140.72612743486445,173.71914724481042,0.7982285060394556
Meksyk,0.11036222580461874,59.556137221618336,75.46098651901403,0.35941149097435476
Mjanma (Birma),0.11057415273253172,57.6545698874939,112.39171346423011,0.6050945966036625
Niemcy,0.09255567866041171,34.24887303932832,46.88342496974739,0.8780290445912476
Nigeria,0.03865281788236364,31.32158493622212,34.404942284250374,0.38236930095476673
Pakistan,0.03979478804601837,34.78533878053493,38.264882756451726,0.0
Peru,0.06823843354253858,40.29955278320607,55.48291543580745,0.43428639762208165
Polska,0.034068396445107174,15.023154002124608,19.700322574512647,0.969174608326002
Republika Południowej Afryki,0.22926086261556103,82.25233259629597,86.55525862359801,0.0
Rosja,2.015462118478952,75.46465069879483,88.61703221781556,0.6867120712537138
Rumunia,0.07959360385532865,45.09893961013055,51.97842540144699,0.7890031524853125
Stany Zjednoczone,0.7441015517762809,101.53164127196432,120.89872229749783,0.8462246189769183
Szwecja,0.1048824157347774,58.8646510438144,71.27135477380352,0.15639125727521364
Tajlandia,0.25582061061075395,93.40302118567304,126.89874562868542,0.2766050378748418
Tanzania,0.37255138241726826,82.68085401385311,130.95735962184335,0.678753264910312
Turcja,0.1034614489275878,65.66263917023412,87.85904098347598,0.0
Ukraina,0.17724583941601213,40.550865209640136,59.38784670728974,0.878158422249171
Wenezuela,0.2818837761249457,95.35257353836501,120.58242802494979,0.9254095780322747
Wielka Brytania,0.052628354139128836,18.976251758285446,22.37716361632042,0.655186370795165
Wietnam,0.03586241192005607,28.722474233181764,33.188338966375426,0.4232144616379998
Wybrzeże Kości Słoniowej,1.070466462525418,203.89830799825654,293.58584478153654,0.930763302267932
Włochy,0.03871320078736118,27.654085356463717,33.26530753592991,0.9233748234321778
Overall,0.29051409080212465,57.401598577640804,88.26498242524882,0.9591182875275943
