year,country_index,population,gdp,temperature_change_from_co2,cement_co2_lag_1,cement_co2_lag_2,cement_co2_lag_3,coal_co2_lag_1,coal_co2_lag_2,coal_co2_lag_3,flaring_co2_lag_1,flaring_co2_lag_2,flaring_co2_lag_3,gas_co2_lag_1,gas_co2_lag_2,gas_co2_lag_3,land_use_change_co2_lag_1,land_use_change_co2_lag_2,land_use_change_co2_lag_3,oil_co2_lag_1,oil_co2_lag_2,oil_co2_lag_3,co2_including_luc
2000,United Kingdom,0.042611752733040235,0.1748185016396359,0.19607843137254902,0.012682021278454933,0.014546243567680027,0.016300294668516138,0.0261465992577559,0.03141207989441784,0.034971826624687244,0.08207754206291148,0.09906231296136198,0.09591008844849372,0.17468564312823923,0.16287997112845032,0.155667190701182,0.09447089825726908,0.09474249584788585,0.09931621551289113,0.07987592996087065,0.08117152789852905,0.08228413401497126,0.09419586301297639
2001,United Kingdom,0.04279397410377014,0.17942186183443895,0.20261437908496732,0.01229559925511815,0.013893172965855257,0.016611239186782915,0.027305410457354233,0.028196219085435688,0.034826947895642106,0.08573518653986832,0.08207754206291148,0.09906231296136198,0.17885635637978686,0.17468564312823923,0.16287997112845032,0.09702529592567076,0.09447089825726908,0.09474249584788585,0.0785193347494735,0.07987592996087065,0.08117152789852905,0.0952048175152711
2002,United Kingdom,0.04299253705015689,0.18356425960976053,0.20261437908496732,0.011347991479297295,0.013469847070861352,0.015865458193752444,0.02902396716462151,0.02944586895922717,0.031261484634039945,0.08636031123229368,0.08573518653986832,0.08207754206291148,0.17888104019290826,0.17885635637978686,0.17468564312823923,0.09669077213692902,0.09702529592567076,0.09447089825726908,0.07868291834722738,0.0785193347494735,0.07987592996087065,0.09324236743451991
2003,United Kingdom,0.04321402338654339,0.18973545287731336,0.20261437908496732,0.011627613445932957,0.01243174135851449,0.015382036638009567,0.02678517417329312,0.03129914253225136,0.03264698636422196,0.08218394626587751,0.08636031123229368,0.08573518653986832,0.176216890707736,0.17888104019290826,0.17885635637978686,0.09746821516537613,0.09669077213692902,0.09702529592567076,0.07768438505440045,0.07868291834722738,0.0785193347494735,0.09497465054660614
1854,United States,0.018301328198010003,0.010403536899558944,0.013071895424836602,0.0,0.0,0.0,0.005701804796457553,0.005461561136826673,0.0055675471646938895,0.0,0.0,0.0,0.0,0.0,0.0,0.4790303519441962,0.46085483007287664,0.44890088230649283,0.0,0.0,0.0,0.14825376511380023
1855,United States,0.018902533260289452,0.01049144078926104,0.013071895424836602,0.0,0.0,0.0,0.006268355720633115,0.00614876663838476,0.006055298018483903,0.0,0.0,0.0,0.0,0.0,0.0,0.49106793065776555,0.4790303519441962,0.46085483007287664,0.0,0.0,0.0,0.15059858333536436
1856,United States,0.019521799905543737,0.011037829115881779,0.013071895424836602,0.0,0.0,0.0,0.0072139305363575585,0.006759729227577755,0.006817210960154959,0.0,0.0,0.0,0.0,0.0,0.0,0.4966927208191936,0.49106793065776555,0.4790303519441962,0.0,0.0,0.0,0.1530193777956396
1857,United States,0.020159671095802738,0.011114180720678178,0.0196078431372549,0.0,0.0,0.0,0.007568568352091076,0.0077794272159472455,0.0074945924748948435,0.0,0.0,0.0,0.0,0.0,0.0,0.5038346413186408,0.4966927208191936,0.49106793065776555,0.0,0.0,0.0,0.15643781114818875
1858,United States,0.020816704854456403,0.011489656535345899,0.0196078431372549,0.0,0.0,0.0,0.00776101040775031,0.008161864926099417,0.00862514380513472,0.0,0.0,0.0,0.0,0.0,0.0,0.5145820299829125,0.5038346413186408,0.4966927208191936,0.0,0.0,0.0,0.1599973787575908
1859,United States,0.02146103887431389,0.012130450990053195,0.026143790849673203,0.0,0.0,0.0,0.00787329978010943,0.008369392425531672,0.009049157058939198,0.0,0.0,0.0,0.0,0.0,0.0,0.5259627403831515,0.5145820299829125,0.5038346413186408,0.0,0.0,0.0,0.1641621449820617
1860,United States,0.02209155033098329,0.012792557157010333,0.026143790849673203,0.0,0.0,0.0,0.008567263224436586,0.008490484109876231,0.009279245274489816,0.0,0.0,0.0,0.0,0.0,0.0,0.5380693349269223,0.5259627403831515,0.5145820299829125,0.0,0.0,0.0,0.14958527667536933
1861,United States,0.022707065191448522,0.012862245674584756,0.032679738562091505,0.0,0.0,0.0,0.00892946261406634,0.009238847027769953,0.009413501070204028,0.0,0.0,0.0,0.0,0.0,0.0,0.4896181922480607,0.5380693349269223,0.5259627403831515,8.000941100794827e-05,0.0,0.0,0.13874218663345433
1862,United States,0.02330635746100132,0.013615931734157958,0.032679738562091505,0.0,0.0,0.0,0.00847236547203881,0.009629439060100208,0.010243219969306503,0.0,0.0,0.0,0.0,0.0,0.0,0.45493124196422297,0.4896181922480607,0.5380693349269223,0.00034103021226655175,8.000941100794827e-05,0.0,0.13768884012261648
1863,United States,0.023888145417901224,0.014873686184224886,0.032679738562091505,0.0,0.0,0.0,0.008733428810806396,0.00913651028443499,0.01067627401743517,0.0,0.0,0.0,0.0,0.0,0.0,0.450773647157786,0.45493124196422297,0.4896181922480607,0.0004947116551927099,0.00034103021226655175,8.000941100794827e-05,0.13741913069256012
1864,United States,0.024483461488400186,0.015747658342864103,0.0392156862745098,0.0,0.0,0.0,0.01015973068698411,0.009418038257633363,0.010129758000537926,0.0,0.0,0.0,0.0,0.0,0.0,0.44690470091178025,0.450773647157786,0.45493124196422297,0.000422227881853826,0.0004947116551927099,0.00034103021226655175,0.13450529893852117
