country,year,residual
Belarus,1997,3.5960142131971755e-08
Belarus,1998,2.4793146384827055e-07
Belarus,1999,-1.014516340579848e-07
Belarus,2000,-1.2852187888534593e-06
Belarus,2001,-1.2693652929889956e-07
Belarus,2002,-2.999268633170114e-08
Belarus,2003,5.7049952476696996e-08
Belarus,2004,3.012551570208724e-07
Belarus,2005,1.134538460860411e-07
Belarus,2006,-7.822743863872314e-08
Belarus,2007,-9.43848433226328e-08
Belarus,2008,3.811339738213788e-07
Belarus,2009,-3.963984402559839e-07
Belarus,2010,-1.9945046159501199e-07
Belarus,2011,-3.611926559411173e-07
Belarus,2012,2.2608450377609865e-07
Belarus,2013,-1.565320567920473e-07
Belgium,1930,2.3054916966477118e-05
Belgium,1931,-1.1529078551158654e-06
Belgium,1932,-3.113461925777697e-06
Belgium,1933,5.059479599209769e-07
Belgium,1934,1.5181978549317398e-07
Belgium,1935,-3.7063524564428645e-07
Belgium,1936,2.5437507055850053e-07
Belgium,1937,1.5844119445644439e-06
Belgium,1938,-1.355742761105742e-06
Belgium,1939,-7.614192522914784e-07
Belgium,1940,-1.4991269525800195e-06
Belgium,1941,1.0768418129253497e-06
Belgium,1942,-8.084389648157309e-08
Belgium,1943,-2.952712778847685e-07
Belgium,1944,-2.93387298020367e-06
Belgium,1945,1.91530916222572e-07
Belgium,1946,1.5437963453130203e-06
Belgium,1947,2.8401433810867665e-06
Belgium,1948,1.2349143435050627e-07
Belgium,1949,-7.745117129099142e-07
Belgium,1950,-7.843683037264396e-07
Belgium,1951,1.1667890381271674e-06
Belgium,1952,-1.1549905391175932e-06
Belgium,1953,-2.5181561338170995e-07
Belgium,1954,2.7128123715474092e-08
Belgium,1955,4.7232872205001763e-07
Belgium,1956,3.431161711121976e-07
Belgium,1957,-2.067697380606285e-07
Belgium,1958,-1.1772351097982995e-06
Belgium,1959,-7.516208721261114e-09
Belgium,1960,1.678158573988328e-07
Belgium,1961,-1.1014896713489622e-07
Belgium,1962,2.2326872716601232e-07
Belgium,1963,4.1281446233382907e-07
Belgium,1964,-5.267896343136242e-07
Belgium,1965,-5.348359336698313e-07
Belgium,1966,-7.888296069568381e-07
Belgium,1967,-1.1474054632951387e-07
Belgium,1968,8.484569836843373e-07
Belgium,1969,2.482440596354622e-07
Belgium,1970,-1.8914866617698896e-07
Belgium,1971,-9.692439271482593e-07
Belgium,1972,5.420945539938215e-07
Belgium,1973,5.87813794130629e-07
Belgium,1974,-4.637707637095964e-07
Belgium,1975,-1.1807500508005152e-06
Belgium,1976,1.0794994636793177e-06
Belgium,1977,-6.311353800936452e-07
Belgium,1978,6.027728793218386e-07
Belgium,1979,-1.1707606489577514e-08
Belgium,1980,-2.2119384072364417e-07
Belgium,1981,-1.009402116794691e-06
Belgium,1982,-4.300059926160977e-07
Belgium,1983,-1.4271318268012198e-06
Belgium,1984,4.804865495849594e-07
Belgium,1985,7.239629939512367e-08
Belgium,1986,-2.9623707177733667e-07
Belgium,1987,2.71393747047045e-07
Belgium,1988,-1.0738923873407482e-06
Belgium,1989,2.3702154907049574e-07
Belgium,1990,1.0928575117521092e-06
Belgium,1991,7.583157609296038e-07
Belgium,1992,-5.975255631486834e-07
Belgium,1993,1.5743602005654387e-07
Belgium,1994,-4.101854656715218e-07
Belgium,1995,-1.1954210480206114e-07
Belgium,1996,4.213694822293443e-07
Belgium,1997,-4.895560637505295e-07
Belgium,1998,4.0199490798989265e-07
Belgium,1999,-4.3088044184960715e-07
Belgium,2000,-1.4835931236600794e-07
Belgium,2001,-4.3209823905561505e-07
Belgium,2002,-6.319397463214581e-09
Belgium,2003,1.0127707849462008e-07
Brazil,1930,4.878291515582134e-05
Brazil,1931,-1.4531434509700844e-06
Brazil,1932,-2.11830136398403e-06
Brazil,1933,-6.739270053217701e-07
Brazil,1934,-2.110756539568339e-07
Brazil,1935,-1.1379247882935252e-07
Brazil,1936,-2.1461881771910175e-07
Brazil,1937,-3.829914516616352e-07
Brazil,1938,-1.8536857126267887e-07
Brazil,1939,-8.26908042646607e-08
Brazil,1940,3.503443483583524e-06
Brazil,1941,1.1521627083635114e-06
Brazil,1942,3.091997713114621e-07
Brazil,1943,2.6378135436105355e-07
Brazil,1944,-1.1782570971792473e-07
Brazil,1945,-5.8930482412379486e-08
Brazil,1946,1.7056055804568554e-07
Brazil,1947,3.045226678075506e-07
Brazil,1948,2.478779224456409e-07
Brazil,1949,2.01175567080468e-07
Brazil,1950,2.8880321725739702e-06
Brazil,1951,1.5442126158957866e-07
Brazil,1952,-3.485452406627668e-07
Brazil,1953,5.397794401482505e-08
Brazil,1954,-7.5624844853188e-08
Brazil,1955,-1.5992309711065488e-07
Brazil,1956,-1.0608912869531842e-07
Brazil,1957,-2.8464953349836687e-07
Brazil,1958,-2.4174044978233258e-08
Brazil,1959,1.8475754385480802e-07
Brazil,1960,3.66138027916104e-07
Brazil,1961,2.5125269274426027e-07
Brazil,1962,-9.02518344870145e-08
Brazil,1963,-3.903212878841026e-09
Brazil,1964,-2.561250066587403e-07
Brazil,1965,-1.0887613684314567e-07
Brazil,1966,1.164958208505737e-07
Brazil,1967,-3.8831465248689354e-08
Brazil,1968,-7.303697213579786e-08
Brazil,1969,-2.0041265200673854e-07
Brazil,1970,-1.8077347650551938e-07
Brazil,1971,-2.61090821858863e-07
Brazil,1972,-3.374360219021795e-07
Brazil,1973,-1.8235402261008016e-07
Brazil,1974,-4.2648546088218423e-07
Brazil,1975,-4.981934863071299e-07
Brazil,1976,-1.3572013013601506e-07
Brazil,1977,5.907364283098664e-08
Brazil,1978,4.2867511500801914e-07
Brazil,1979,1.0718825121553204e-07
Brazil,1980,-4.6158003864330094e-08
Brazil,1981,1.545094563157048e-07
Brazil,1982,6.85811634777239e-07
Brazil,1983,4.2599975407085725e-07
Brazil,1984,-1.7927009623314928e-08
Brazil,1985,-2.9639916007233347e-06
Brazil,1986,2.644833039452178e-06
Brazil,1987,3.571753961067743e-07
Brazil,1988,-9.951448008342155e-07
Brazil,1989,-2.644573419360213e-07
Brazil,1990,8.663268336918937e-07
Brazil,1991,1.8988003527770248e-07
Brazil,1992,5.603047816406701e-07
Brazil,1993,-8.694008791168533e-07
Brazil,1994,2.093306702673775e-06
Brazil,1995,-4.466190302591462e-07
Brazil,1996,-1.1507774025121382e-06
Brazil,1997,3.34012789839985e-07
Brazil,1998,4.919678757189541e-07
Brazil,1999,-8.436746351432363e-07
Brazil,2000,-1.9454687831776095e-06
Brazil,2001,-1.6269913521044966e-06
Brazil,2002,-1.3105772014400315e-06
Brazil,2003,3.0301837146634125e-06
Canada,1930,2.2636959316737113e-05
Canada,1931,-1.6178875178183132e-06
Canada,1932,-2.81377860037533e-06
Canada,1933,-4.2581495498370176e-08
Canada,1934,1.2125683683523975e-06
Canada,1935,1.30979571943553e-07
Canada,1936,2.1062377019754903e-07
Canada,1937,-6.815239723144054e-07
Canada,1938,-8.378209037300619e-07
Canada,1939,7.440640332825538e-07
Canada,1940,-1.16962910670407e-06
Canada,1941,-5.952832522780545e-08
Canada,1942,3.3763644239717016e-07
Canada,1943,-4.5807178379798946e-07
Canada,1944,-3.525223616266228e-07
Canada,1945,-1.3866316606827472e-06
Canada,1946,2.394261523025354e-07
Canada,1947,-7.534325309109741e-07
Canada,1948,-2.8913029188715964e-07
Canada,1949,-1.5586116428950719e-06
Canada,1950,3.8642335986861936e-06
Canada,1951,4.256517075571794e-07
Canada,1952,-9.363195465160711e-08
Canada,1953,-3.757352373493243e-07
Canada,1954,-4.016916480232088e-07
Canada,1955,3.012119362952103e-07
Canada,1956,8.302403763470591e-07
Canada,1957,-6.520184559024827e-07
Canada,1958,-3.9189848050166543e-07
Canada,1959,-4.6952281117296685e-07
Canada,1960,-3.262199194958566e-06
Canada,1961,-8.416250745372533e-07
Canada,1962,-2.416795591461172e-07
Canada,1963,-1.2237532272597917e-07
Canada,1964,6.282106946692291e-07
Canada,1965,-4.7511908639878385e-07
Canada,1966,-1.1168900430270227e-06
Canada,1967,3.13147288912944e-07
Canada,1968,4.343954104589831e-07
Canada,1969,2.6975922354386327e-08
Canada,1970,1.1900215543788165e-06
Canada,1971,6.222766024154802e-07
Canada,1972,1.1528904532647177e-06
Canada,1973,-2.2108368971508714e-07
Canada,1974,-4.7804450511302585e-08
Canada,1975,-2.57142913486693e-07
Canada,1976,4.1435914395641913e-07
Canada,1977,6.745712601826489e-07
Canada,1978,4.640722486873838e-07
Canada,1979,6.724614581902289e-07
Canada,1980,-6.56240707619969e-08
Canada,1981,-8.930987064479188e-07
Canada,1982,-1.3727949589567215e-06
Canada,1983,-8.988596401733734e-07
Canada,1984,1.1105398040919841e-06
Canada,1985,-3.4282031154700627e-07
Canada,1986,-1.2870117127439404e-06
Canada,1987,9.422835742117118e-08
Canada,1988,4.199596327199309e-07
Canada,1989,-1.0408154860250721e-07
Canada,1990,-3.572090095709253e-07
Canada,1991,-1.1344850464628197e-06
Canada,1992,3.317382784113606e-07
Canada,1993,7.1858401415287e-08
Canada,1994,5.191225381795202e-07
Canada,1995,2.6425904414622694e-07
Canada,1996,1.4523240900391672e-07
Canada,1997,6.239214927949325e-07
Canada,1998,1.4303311714500093e-07
Canada,1999,2.718553640324568e-08
Canada,2000,5.536064631522935e-07
Canada,2001,1.0152114976842304e-06
Canada,2002,-1.2419348070877768e-06
Canada,2003,-1.6614377879908937e-07
Chile,1930,8.762255610085083e-06
Chile,1931,-1.3098036766999346e-07
Chile,1932,-7.202264255207075e-08
Chile,1933,3.0504184501395625e-07
Chile,1934,7.005806330150434e-08
Chile,1935,-2.05870397581733e-07
Chile,1936,-2.478959457307148e-07
Chile,1937,-1.676705679639461e-07
Chile,1938,-2.1149600547001035e-07
Chile,1939,-3.258251555817492e-07
Chile,1940,-1.9498491272602936e-07
Chile,1941,-1.5914377551153248e-07
Chile,1942,-1.5831710575716904e-07
Chile,1943,-1.6290401627065659e-07
Chile,1944,-2.1730996327955587e-07
Chile,1945,-3.0531468896508243e-07
Chile,1946,-2.867117356673714e-07
Chile,1947,-2.2367951105889248e-07
Chile,1948,-6.462311996416902e-08
Chile,1949,-1.8730271439439737e-07
Chile,1950,-4.977619285719053e-08
Chile,1951,7.641404766712701e-08
Chile,1952,-1.0539557934601808e-07
Chile,1953,-3.158046368693928e-08
Chile,1954,3.4974376515379625e-08
Chile,1955,5.520922543539931e-08
Chile,1956,1.7554474597458367e-08
Chile,1957,-5.161099961621673e-08
Chile,1958,-1.2484660367205862e-08
Chile,1959,-9.483153052014615e-08
Chile,1960,-3.870508756611836e-08
Chile,1961,-1.001383837230586e-06
Chile,1962,-2.419986549189079e-07
Chile,1963,-2.659636334005748e-07
Chile,1964,-2.5768771738472014e-07
Chile,1965,-1.6870116720177624e-07
Chile,1966,9.983508638577765e-08
Chile,1967,-1.1985593239235427e-07
Chile,1968,-9.945997026837806e-08
Chile,1969,1.0224068053094192e-06
Chile,1970,-9.053431169886388e-08
Chile,1971,2.0697658114697922e-07
Chile,1972,4.3068789712285916e-07
Chile,1973,-1.7325150068129013e-07
Chile,1974,-8.486335824097834e-07
Chile,1975,8.947847428905097e-07
Chile,1976,-1.6812887970636776e-06
Chile,1977,-4.005806528641529e-07
Chile,1978,-6.974505765886692e-08
Chile,1979,-1.1344877275388721e-07
Chile,1980,-3.9158771018753043e-07
Chile,1981,-5.218557048530565e-07
Chile,1982,-5.70448043228333e-07
Chile,1983,-5.442833298821611e-09
Chile,1984,2.397798041278569e-07
Chile,1985,-1.7522651865244606e-07
Chile,1986,-4.267856206957459e-07
Chile,1987,3.4544757216513785e-08
Chile,1988,4.3097392014352934e-07
Chile,1989,-1.939007544368703e-07
Chile,1990,-1.5191524701939675e-07
Chile,1991,-4.7558098326839583e-07
Chile,1992,-3.808744827725199e-08
Chile,1993,4.4800873066219797e-07
Chile,1994,-2.2786760850571784e-07
Chile,1995,2.0429388387451095e-07
Chile,1996,3.7794961472136713e-07
Chile,1997,7.78168931433318e-07
Chile,1998,-4.972462363669377e-07
Chile,1999,2.3702656863521228e-07
Chile,2000,2.943917547088815e-07
Chile,2001,-3.6856580566991296e-07
Chile,2002,-5.234123328013298e-07
Chile,2003,6.050513931284666e-07
China,1952,-1.6748682338312042e-05
China,1953,-4.1329127813124336e-08
China,1954,-1.0928763870476106e-07
China,1955,-2.751271839893465e-09
China,1956,7.677662587564113e-08
China,1957,2.9410380482965956e-08
China,1958,3.796099300838812e-07
China,1959,5.58462589351519e-07
China,1960,-3.6326663581149967e-07
China,1961,-2.5856151431127094e-07
China,1962,2.6930092530336652e-09
China,1963,-3.0281053302565395e-08
China,1964,-9.252419429434951e-08
China,1965,-1.3611803002253174e-07
China,1966,-1.5452388064822751e-07
China,1967,-2.2505132861719926e-07
China,1968,2.6900024235661285e-08
China,1969,5.8354276865355636e-08
China,1970,1.7558881752677407e-07
China,1971,-1.9885212024022222e-08
China,1972,-8.858930881086131e-10
China,1973,1.404058225224996e-07
China,1974,-2.542538206019311e-07
China,1975,2.2578750808924384e-07
China,1976,3.8606017037439337e-08
China,1977,1.4311544295698572e-07
China,1978,1.6828425079137185e-07
China,1979,-7.763955491794233e-08
China,1980,1.3602272435706071e-08
China,1981,5.129121685968655e-07
China,1982,2.3363245315178795e-07
China,1983,1.2569758314956118e-07
China,1984,8.010712691237317e-08
China,1985,-6.740770895170897e-07
China,1986,-2.354458694588574e-07
China,1987,6.925044809470395e-08
China,1988,8.312834969036735e-08
China,1989,-1.6673390512657858e-07
China,1990,-1.29944857609642e-07
China,1991,-1.8912012056184474e-07
China,1992,8.699815519758563e-08
China,1993,3.1967297270331124e-08
China,1994,5.0946523572901854e-09
China,1995,-1.0907558635831198e-07
China,1996,-7.006976409365938e-08
China,1997,-1.623076023171617e-07
China,1998,-2.577579524408445e-07
China,1999,3.439807315881798e-08
China,2000,-1.3579156051293596e-07
China,2001,-9.196053316981021e-08
China,2002,1.0248599368049545e-07
China,2003,3.437540710940172e-07
China,2004,-6.109528046463989e-08
China,2005,5.116112744222971e-08
China,2006,2.820468376958371e-07
China,2007,-1.893644957709659e-08
Colombia,1923,-8.84873997874828e-06
Colombia,1924,-2.9713006688777575e-07
Colombia,1925,-1.3515872414459354e-06
Colombia,1926,-6.126045959728958e-07
Colombia,1927,-6.891148402338424e-07
Colombia,1928,-4.922974788060991e-07
Colombia,1929,-1.8159367143951526e-06
Colombia,1930,-1.852355288066625e-06
Colombia,1931,-1.1942643755635884e-06
Colombia,1932,-2.2622049790352574e-06
Colombia,1933,-2.1136027906419406e-06
Colombia,1934,-9.182776613908552e-07
Colombia,1935,-2.5191952100535568e-06
Colombia,1936,-1.3854183643976003e-06
Colombia,1937,-7.212563356628387e-07
Colombia,1938,-5.134188814582739e-07
Colombia,1939,-2.0226874693094138e-08
Colombia,1940,8.811087145974194e-06
Colombia,1941,4.771002928375613e-06
Colombia,1942,3.4255377146988596e-06
Colombia,1943,1.2060643350441432e-06
Colombia,1944,1.5860027912665412e-06
Colombia,1945,2.346634269196119e-06
Colombia,1946,-5.686979707007929e-07
Colombia,1947,-1.5137589920218409e-06
Colombia,1948,-8.100770516481538e-07
Colombia,1949,-1.3283694172508194e-06
Colombia,1950,1.482127011815799e-06
Colombia,1951,-3.643417240460551e-07
Colombia,1952,-1.0563979813791564e-06
Colombia,1953,1.734075001593241e-06
Colombia,1954,8.846186940659604e-07
Colombia,1955,-1.450256765523453e-06
Colombia,1956,-1.6375762197785618e-06
Colombia,1957,4.9623347191922e-07
Colombia,1958,1.047867289787739e-06
Colombia,1959,4.1469268218588065e-06
Colombia,1960,-1.2135140487528001e-05
Colombia,1961,5.186211701167648e-06
Colombia,1962,-7.455051007194778e-06
Colombia,1963,-2.0353214477246056e-06
Colombia,1964,3.6794470491057823e-06
Colombia,1965,-1.03021033890347e-05
Colombia,1966,-3.7673357308391337e-06
Colombia,1967,-3.249559013410581e-06
Colombia,1968,-5.702533293150732e-07
Colombia,1969,-1.589594753805103e-06
Colombia,1970,2.0503172476241317e-05
Colombia,1971,-8.977004826450543e-06
Colombia,1972,1.9968667630519732e-07
Colombia,1973,-5.966022389104686e-06
Colombia,1974,-1.9018027672554284e-06
Colombia,1975,-1.1194830187785123e-06
Colombia,1976,1.0847045830407467e-06
Colombia,1977,-1.306723825427944e-06
Colombia,1978,-1.354617410951284e-08
Colombia,1979,-1.7428464066689736e-07
Colombia,1980,-6.416128627210645e-07
Colombia,1981,6.416072863563238e-07
Colombia,1982,7.509700919223021e-07
Colombia,1983,5.801083352732897e-07
Colombia,1984,1.2439060174301828e-06
Colombia,1985,1.3587736126389364e-06
Colombia,1986,2.7358336064048016e-07
Colombia,1987,-2.1077890644319145e-07
Colombia,1988,3.042348663568351e-07
Colombia,1989,3.4021819040279493e-07
Colombia,1990,4.06326921837295e-07
Colombia,1991,1.474308292740478e-06
Colombia,1992,1.5985734749230291e-06
Colombia,1993,1.4495161333484467e-06
Colombia,1994,-1.701744452430519e-07
Colombia,1995,2.338894657165475e-06
Colombia,1996,-1.6336824096950458e-07
Colombia,1997,2.6952324446328357e-06
Colombia,1998,2.5518554766511828e-06
Colombia,1999,1.5161016520089322e-07
Colombia,2000,-1.017027782662693e-06
Colombia,2001,-3.238937285839461e-07
Colombia,2002,1.6703017060025872e-06
Cote d'Ivoire,1952,-0.0002521212704302092
Cote d'Ivoire,1953,4.076672602129299e-06
Cote d'Ivoire,1954,5.929175365309016e-06
Cote d'Ivoire,1955,1.1788125792312726e-06
Cote d'Ivoire,1956,1.6978209254780074e-06
Cote d'Ivoire,1957,1.922683968444232e-06
Cote d'Ivoire,1958,2.7832065964602664e-06
Cote d'Ivoire,1959,2.172888246215396e-06
Cote d'Ivoire,1960,-3.398790735202068e-05
Cote d'Ivoire,1961,2.2564392155726372e-06
Cote d'Ivoire,1962,-5.663951234931877e-06
Cote d'Ivoire,1963,-4.638280129124601e-06
Cote d'Ivoire,1964,1.972910337606628e-06
Cote d'Ivoire,1965,-4.013959728496125e-06
Cote d'Ivoire,1966,-4.377409513268201e-07
Cote d'Ivoire,1967,-2.9030338086211917e-06
Cote d'Ivoire,1968,-4.4901673361060645e-07
Cote d'Ivoire,1969,-8.372830909765289e-07
Cote d'Ivoire,1970,5.386998170983655e-06
Cote d'Ivoire,1971,-6.629069134350141e-07
Cote d'Ivoire,1972,3.997632775036815e-06
Cote d'Ivoire,1973,7.487407256890939e-06
Cote d'Ivoire,1974,-1.1097427193536797e-06
Cote d'Ivoire,1975,-2.1259447856892828e-07
Cote d'Ivoire,1976,5.5620880227359594e-06
Cote d'Ivoire,1977,1.3462944428161138e-07
Cote d'Ivoire,1978,-5.057241023492383e-06
Cote d'Ivoire,1979,-2.046926052169337e-06
Cote d'Ivoire,1980,3.082128222384567e-06
Cote d'Ivoire,1981,2.1356939150096195e-06
Cote d'Ivoire,1982,4.716957695669601e-07
Cote d'Ivoire,1983,4.434185765257389e-06
Cote d'Ivoire,1984,2.0545284067064766e-07
Cote d'Ivoire,1985,-5.229924026328621e-06
Cote d'Ivoire,1986,-2.7194569154589534e-06
Cote d'Ivoire,1987,3.700414317952266e-06
Cote d'Ivoire,1988,-2.1025643304782924e-06
Cote d'Ivoire,1989,-2.9256951926607773e-06
Cote d'Ivoire,1990,-2.511814160234513e-06
Cote d'Ivoire,1991,6.278538677059308e-07
Cote d'Ivoire,1992,2.5488924098202626e-06
Cote d'Ivoire,1993,2.680292565503563e-07
Cote d'Ivoire,1994,-7.35075869014605e-07
Cote d'Ivoire,1995,-1.454439353708487e-06
Cote d'Ivoire,1996,4.6244561536248266e-07
Cote d'Ivoire,1997,1.9820600488995235e-07
Cote d'Ivoire,1998,-9.067315109420403e-07
Cote d'Ivoire,1999,7.258947777938136e-07
Cote d'Ivoire,2000,-2.3221041965520823e-07
Cote d'Ivoire,2001,-7.181780079286553e-07
Cote d'Ivoire,2002,1.2922732565429709e-06
Cote d'Ivoire,2003,3.0566624622901557e-06
Cote d'Ivoire,2004,3.960252917803804e-07
Cote d'Ivoire,2005,1.041441888959996e-06
Cote d'Ivoire,2006,-2.3153665277391177e-07
Cote d'Ivoire,2007,2.9099046406060264e-07
Czechia,1972,4.335019253169542e-05
Czechia,1973,-1.7486206675979284e-07
Czechia,1974,-4.5915308485262193e-07
Czechia,1975,5.938048849126251e-07
Czechia,1976,6.203754725718345e-07
Czechia,1977,3.041589725965232e-07
Czechia,1978,2.4206781577899885e-07
Czechia,1979,-2.0039841345399344e-07
Czechia,1980,5.786622057694202e-07
Czechia,1981,1.3008871782183994e-07
Czechia,1982,1.8635233709358425e-07
Czechia,1983,7.328583198073853e-08
Czechia,1984,7.291800423795707e-07
Czechia,1985,-1.845780862295614e-07
Czechia,1986,-3.422355667922125e-08
Czechia,1987,-8.471802532480989e-08
Czechia,1988,-4.5996834144163543e-08
Czechia,1989,-4.810150543056458e-07
Czechia,1990,-2.1327663027657348e-07
Czechia,1991,-6.778744730078934e-07
Czechia,1992,-1.849300570990967e-07
Czechia,1993,-5.30014601899576e-07
Czechia,1994,-5.008604850951399e-07
Czechia,1995,-3.316097671155936e-07
Czechia,1996,5.805285619805858e-07
Czechia,1997,1.1754986605729287e-07
Czechia,1998,1.1983194565483466e-07
Czechia,1999,-8.944192594147462e-07
Czechia,2000,8.864475477834533e-07
Czechia,2001,-6.612924273959198e-08
Czechia,2002,-3.6260237417050865e-07
Czechia,2003,-2.147004005808016e-07
