year_range,country_index,country_t-3,population_t-3,gdp_t-3,temperature_change_from_co2_t-3,cement_co2_t-3,coal_co2_t-3,flaring_co2_t-3,gas_co2_t-3,land_use_change_co2_t-3,oil_co2_t-3,country_t-2,population_t-2,gdp_t-2,temperature_change_from_co2_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,country_t-1,population_t-1,gdp_t-1,temperature_change_from_co2_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,co2_including_luc_t+1,co2_including_luc_t+2
2000-2001,Czechia,10,0.006321830706945549,0.020053663878698127,0.027586206896551727,0.00565424163128807,0.023706954992688944,0.0047349870319877635,0.015691244651485838,0.09491828322716397,0.007008745187057646,10,0.0062258365640086785,0.018409114286976367,0.0272108843537415,0.0050236973732475975,0.018910177448190596,0.00452217862605573,0.0156818818258191,0.09530517785176454,0.007718135558915247,10,0.006132231227397778,0.01714873354307464,0.026845637583892617,0.004175822773231338,0.015414930645451297,0.004176364966416174,0.015725291290273984,0.09513223230078885,0.0073763131742624775,0.04132234367980947,0.038675387230122704
2001-2002,Czechia,10,0.006310086879882601,0.020249904533352604,0.027586206896551727,0.00561352457681408,0.021814789397823577,0.00452217862605573,0.0156818818258191,0.09530517785176454,0.007718135558915247,10,0.006214558746493029,0.018916469247904116,0.0272108843537415,0.0047686256981068825,0.017090717590447495,0.004176364966416174,0.015725291290273984,0.09513223230078885,0.0073763131742624775,10,0.006121221033041048,0.018158640902725003,0.026845637583892617,0.004120513862327612,0.01770221801640405,0.004282769169382191,0.015435043694605056,0.09518500911211945,0.007205600025032647,0.04130043377625421,0.0383290798245409
2002-2003,Czechia,10,0.006298739276646244,0.020807273697093866,0.027586206896551727,0.00532850519549615,0.01971585966946941,0.004176364966416174,0.015725291290273984,0.09513223230078885,0.0073763131742624775,10,0.00620347974157856,0.020030480464188545,0.0272108843537415,0.0047054650928339435,0.019626660398382602,0.004282769169382191,0.015435043694605056,0.09518500911211945,0.007205600025032647,10,0.006117834747947892,0.018943215287136245,0.026845637583892617,0.003465315994698854,0.017286755301430638,0.0044157744230897125,0.016427503215279454,0.09515537290267996,0.00763773006171419,0.04093062116170027,0.03881639713961275
2003-2004,Czechia,10,0.006287591716238516,0.022031102274394924,0.027586206896551727,0.005257928967741235,0.022641324458554348,0.004282769169382191,0.015435043694605056,0.09518500911211945,0.007205600025032647,10,0.006200072293174534,0.02089593080068888,0.0272108843537415,0.0039572548457545145,0.019166031927565157,0.0044157744230897125,0.016427503215279454,0.09515537290267996,0.00763773006171419,10,0.006123858963622741,0.01950096983438137,0.026845637583892617,0.002984553922997233,0.016854168509883242,0.004442375473831217,0.015779765912335014,0.09531329736120002,0.00762584747592093,0.04145101456796127,0.03888802122062356
2004-2005,Czechia,10,0.00628416318297101,0.02298186725643573,0.027586206896551727,0.004421872115875308,0.02210994324285425,0.0044157744230897125,0.016427503215279454,0.09515537290267996,0.00763773006171419,10,0.0062061341584700065,0.021511180125913947,0.0272108843537415,0.0034082434306897383,0.018686417788666913,0.004442375473831217,0.015779765912335014,0.09531329736120002,0.00762584747592093,10,0.006131387516806872,0.020479425142607574,0.026845637583892617,0.0031589897189243698,0.01711755311623538,0.004296069694752943,0.01615002310915608,0.09544239756122413,0.008341179140675161,0.041527500049463276,0.03860251967548323
2005-2006,Czechia,10,0.006290262558328859,0.023657766830308048,0.027586206896551727,0.0038084018284671927,0.021556660151727847,0.004442375473831217,0.015779765912335014,0.09531329736120002,0.00762584747592093,10,0.00621370976295285,0.022590497132153407,0.0272108843537415,0.003607442262704392,0.018978435445338226,0.004296069694752943,0.01615002310915608,0.09544239756122413,0.008341179140675161,10,0.006141277086517995,0.021786185090396183,0.026845637583892617,0.003461061463090875,0.017003392605742195,0.004176364966416174,0.016274293340732805,0.09538393709328868,0.008729343609921643,0.041222620421809464,0.038753228679276816
2006-2007,Czechia,10,0.006297885039702369,0.02484348110041071,0.027586206896551727,0.004030988392925004,0.021893531854713388,0.004296069694752943,0.01615002310915608,0.09544239756122413,0.008341179140675161,10,0.006223661139638997,0.024031961267370477,0.0272108843537415,0.003952396337656596,0.018851864324799576,0.004176364966416174,0.016274293340732805,0.09538393709328868,0.008729343609921643,10,0.0061558619895808585,0.023533394641206545,0.026845637583892617,0.0034568069314828962,0.016431774621058458,0.004176364966416174,0.015967022425669806,0.09550735363670797,0.008951547964255598,0.041383558622469924,0.03904942409762363
2007-2008,Czechia,10,0.006307897994259689,0.026427042357286597,0.027586206896551727,0.004416443175278776,0.02174751935187136,0.004176364966416174,0.016274293340732805,0.09538393709328868,0.008729343609921643,10,0.0062383371941640234,0.025959277687240784,0.0272108843537415,0.003947537829558678,0.018218104642673903,0.004176364966416174,0.015967022425669806,0.09550735363670797,0.008951547964255598,10,0.0061747043508786625,0.025503269104913177,0.026845637583892617,0.0037184606253736017,0.01669291678881162,0.004468976524572721,0.015674221332091766,0.0956486331008853,0.008869162036088996,0.04169985795743132,0.03838155441167035
2008-2009,Czechia,10,0.0063226648623699476,0.02854435040379429,0.027586206896551727,0.004411014234682244,0.02101641389121234,0.004176364966416174,0.015967022425669806,0.09550735363670797,0.008951547964255598,10,0.006257297314817204,0.028132211893801273,0.0272108843537415,0.004246336077580657,0.018507636080906067,0.004468976524572721,0.015674221332091766,0.0956486331008853,0.008869162036088996,10,0.006199885221489157,0.02726150146603707,0.026845637583892617,0.004346004037550497,0.017048241377721658,0.004030059187337899,0.014860506665055126,0.09587394948771984,0.00914206542314086,0.040986657399884024,0.0374002050239319
2009-2010,Czechia,10,0.006341742305872399,0.03093148882727741,0.027586206896551727,0.004744894081368961,0.021350417491463484,0.004468976524572721,0.015674221332091766,0.0956486331008853,0.008869162036088996,10,0.006282635558648818,0.030071687383715892,0.0272108843537415,0.004962966022023617,0.018901588693582615,0.004030059187337899,0.014860506665055126,0.09587394948771984,0.00914206542314086,10,0.006230975117630535,0.028424766286112547,0.026845637583892617,0.004246022544762991,0.01603547456320354,0.003963556560484139,0.014723468943932847,0.09589830801602628,0.009079087718436584,0.03993870007347121,0.03777784796495594
2010-2011,Czechia,10,0.006367237339579785,0.03306215456460195,0.027586206896551727,0.005545662819357431,0.0218048814065593,0.004030059187337899,0.014860506665055126,0.09587394948771984,0.00914206542314086,10,0.006313919757726565,0.03135486454317517,0.0272108843537415,0.004848791081722536,0.017778722038518303,0.003963556560484139,0.014723468943932847,0.09589830801602628,0.009079087718436584,10,0.006263723446705574,0.027392901377795945,0.03355704697986577,0.0033312982490475173,0.014940145236632316,0.0034448360710248056,0.013886772795714212,0.09592266654433272,0.008711915817424861,0.04034197508618228,0.03750440811401361
2011-2012,Czechia,10,0.006398715121358831,0.03447182518059807,0.027586206896551727,0.005418082715338928,0.020509541917060725,0.003963556560484139,0.014723468943932847,0.09589830801602628,0.009079087718436584,10,0.006346872754468281,0.030216632337447938,0.034013605442176874,0.0038042118406700857,0.016564317340921574,0.0034448360710248056,0.013886772795714212,0.09592266654433272,0.008711915817424861,10,0.006296705207463086,0.028374430570145305,0.03355704697986577,0.0031249534660605384,0.015198433391623148,0.0035911418501030795,0.015659751510606806,0.0961443291519213,0.008379203415213591,0.04004997582607308,0.03533491967409054
1953-1954,Democratic Republic of Congo,11,0.007879466122980225,0.0013422697534849104,0.006896551724137932,0.00023615891594914166,0.0002513500941780643,0.0,0.0,0.2090639707730138,0.0001699209768436129,11,0.007977504539939482,0.001364215873685346,0.006802721088435375,0.00024778391299383695,0.0002393550297329123,0.0,0.0,0.2154487470176027,0.00023210650916167166,11,0.008083956575964335,0.0013688885235958006,0.006711409395973154,0.00025527189647873695,0.00027215050269357646,0.0,0.0,0.22438304922493194,0.00024913821546534385,0.06973231807709127,0.0678165647598579
1954-1955,Democratic Republic of Congo,11,0.00807259395761414,0.0015247485650369307,0.006896551724137932,0.0002768759704231316,0.00027612007233876565,0.0,0.0,0.2154487470176027,0.00023210650916167166,11,0.008178481818863197,0.001509997084937278,0.006802721088435375,0.00029151048587510234,0.0003017365105698186,0.0,0.0,0.22438304922493194,0.00024913821546534385,11,0.008287628770318163,0.0014601811551522858,0.006711409395973154,0.00026165369389070535,0.0002780623862726879,0.0,0.0,0.23276928454536633,0.0003172650406800325,0.07241953455132037,0.07017928900167472
1955-1956,Democratic Republic of Congo,11,0.008274814858740136,0.0016849006440785882,0.006896551724137932,0.0003257364357919195,0.00034808337731090854,0.0,0.0,0.22438304922493194,0.00024913821546534385,11,0.008383426906032106,0.0016107003965293988,0.006802721088435375,0.0002987982480219799,0.00030829108645485595,0.0,0.0,0.23276928454536633,0.0003172650406800325,11,0.008497486141408937,0.001559695779150261,0.006711409395973154,0.00036376245248220015,0.0003204648615987283,0.0,0.0,0.2407710610940308,0.0004253965713986952,0.07494262592982644,0.07232154536913013
1956-1957,Democratic Republic of Congo,11,0.008481028120411238,0.0017955311195654916,0.006896551724137932,0.0003338798466867175,0.000355644739065228,0.0,0.0,0.23276928454536633,0.0003172650406800325,11,0.008594595825519072,0.0017204732447602036,0.006802721088435375,0.00041540244237202084,0.0003553032169406404,0.0,0.0,0.2407710610940308,0.0004253965713986952,11,0.008717742665099375,0.0016300739103609488,0.006711409395973154,0.0004254531607978949,0.0004146472827556064,0.0,0.0,0.24825318903882462,0.0004570834668473875,0.07723028543558416,0.07569819800775629
