year_range,country_index,country_t-3,population_t-3,gdp_t-3,temperature_change_from_co2_t-3,cement_co2_t-3,coal_co2_t-3,flaring_co2_t-3,gas_co2_t-3,land_use_change_co2_t-3,oil_co2_t-3,country_t-2,population_t-2,gdp_t-2,temperature_change_from_co2_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,country_t-1,population_t-1,gdp_t-1,temperature_change_from_co2_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,co2_including_luc_t+1,co2_including_luc_t+2
1941-1942,Argentina,0,0.008872373682500167,0.011145211021686932,0.03448275862068966,0.0016666847631353217,0.0019284079839636552,0.0,0.0007141282485813191,0.1343157669099948,0.0029698542759286936,0,0.008959799221564382,0.010514358498450832,0.034013605442176874,0.0013506652512213077,0.0017548181783251476,0.0,0.0007549842151270919,0.13295047139841903,0.003236420283890818,0,0.009053563128587561,0.009692087304664795,0.03355704697986577,0.0011359599393303795,0.0010945138943534174,0.0,0.0007796680282484963,0.12220267675867558,0.003582599616667782,0.03296829663513013,0.029350827183527262
1942-1943,Argentina,0,0.009060966955563111,0.011576896933810064,0.03448275862068966,0.001509245485835894,0.0020243590572598456,0.0,0.0007549842151270919,0.13295047139841903,0.003236420283890818,0,0.009154148134421692,0.01069117267384061,0.034013605442176874,0.0012972216621442054,0.0012135006181643118,0.0,0.0007796680282484963,0.12220267675867558,0.003582599616667782,0,0.009253768175892865,0.010201087977435266,0.03355704697986577,0.0012295596347059162,0.0005475627342583869,0.0,0.0008639334592491524,0.11563886533103442,0.0038269847978158224,0.031342980153212636,0.02827062164231034
1943-1944,Argentina,0,0.009256518475124587,0.011771141154649832,0.03448275862068966,0.001449527139274042,0.0013998948709979535,0.0,0.0007796680282484963,0.12220267675867558,0.003582599616667782,0,0.009355604405867171,0.01125264244940392,0.034013605442176874,0.0014041088402984095,0.000607089338869313,0.0,0.0008639334592491524,0.11563886533103442,0.0038269847978158224,0,0.009461230965116686,0.010322382063413973,0.03355704697986577,0.001129578141918411,0.00028234340541618235,0.0,0.0009822455290379526,0.11085728622448088,0.004122861184067988,0.030189456927851754,0.027302701769761413
1944-1945,Argentina,0,0.00945922133271801,0.012387959680873492,0.03448275862068966,0.0015689638323977456,0.0007003385404173037,0.0,0.0008639334592491524,0.11563886533103442,0.0038269847978158224,0,0.00956436377803712,0.011386439842756939,0.034013605442176874,0.001289933899997328,0.0003130375034750553,0.0,0.0009822455290379526,0.11085728622448088,0.004122861184067988,0,0.009676152125450165,0.010238817314695194,0.03355704697986577,0.001004069459483032,0.0003157761263463296,0.0,0.000985650192916767,0.10708780396905979,0.004316547332498119,0.029155840629220563,0.026459875344255677
1945-1946,Argentina,0,0.009669272481707483,0.012534946597306843,0.03448275862068966,0.0014413837283792441,0.000361120207921804,0.0,0.0009822455290379526,0.11085728622448088,0.004122861184067988,0,0.009780628133997599,0.01129426102410674,0.034013605442176874,0.0011466079111087358,0.0003501047602042315,0.0,0.000985650192916767,0.10708780396905979,0.004316547332498119,0,0.009895216316723255,0.011426039435018156,0.03355704697986577,0.0011359599393303795,0.0003361619317915413,0.0,0.0009635198777044735,0.10397843783074313,0.004213168836096761,0.028255808348629327,0.025762659680666027
1946-1947,Argentina,0,0.009886875054386162,0.012433680945007377,0.03448275862068966,0.0012812299807815502,0.00040388101232554106,0.0,0.000985650192916767,0.10708780396905979,0.004316547332498119,0,0.010001061413653117,0.01260386506414329,0.034013605442176874,0.0012972216621442054,0.0003727067460147048,0.0,0.0009635198777044735,0.10397843783074313,0.004213168836096761,0,0.010118504400891324,0.011048585460607947,0.03355704697986577,0.0011444690025463374,0.00041688972135457973,0.0,0.000886063774461446,0.10134284506798667,0.003977893637390219,0.027511269989633297,0.025250597240383848
1947-1948,Argentina,0,0.010108672347536981,0.013872383559233512,0.03448275862068966,0.001449527139274042,0.00042995467354733203,0.0,0.0009635198777044735,0.10397843783074313,0.004213168836096761,0,0.010225744984323075,0.012187502160055055,0.034013605442176874,0.0013069386783400422,0.0004622106098241791,0.0,0.000886063774461446,0.10134284506798667,0.003977893637390219,0,0.010346097239909736,0.012055210844541428,0.03355704697986577,0.0011976506476460741,0.0006199323435888885,0.0,0.0008230774927033798,0.0990519254807663,0.0036166630292751266,0.02696445191181171,0.025063951848721986
1948-1949,Argentina,0,0.010334746231970109,0.013414976296988191,0.03448275862068966,0.0014603850204671061,0.000533206371985624,0.0,0.000886063774461446,0.10134284506798667,0.003977893637390219,0,0.010454760213326874,0.013297893086096775,0.034013605442176874,0.0013676700295640217,0.0006873263884964933,0.0,0.0008230774927033798,0.0990519254807663,0.0036166630292751266,0,0.010578077221431132,0.01341682753561999,0.03355704697986577,0.0014316498860849165,0.0006633541091871895,0.0,0.0008486124717944877,0.09705006042944897,0.0037988626781051073,0.02676513818310598,0.024292127767412738
1949-1950,Argentina,0,0.010565178578495722,0.014634827701894226,0.03448275862068966,0.0015282467779237556,0.0007929000377546614,0.0,0.0008230774927033798,0.0990519254807663,0.0036166630292751266,0,0.010688190003216358,0.01479986873925644,0.034013605442176874,0.0016348879749495324,0.0007354686182728014,0.0,0.0008486124717944877,0.09705006042944897,0.0037988626781051073,0,0.010814530547351327,0.014175793702243446,0.03355704697986577,0.0013146502668654953,0.0011854345866390617,0.0,0.0006519931327929564,0.09527269981402263,0.004037306566356517,0.025940927447545368,0.028597033469833583
1950-1951,Argentina,0,0.010800052802656258,0.016284865600864444,0.03448275862068966,0.0018268385107330155,0.0008484369361570761,0.0,0.0008486124717944877,0.09705006042944897,0.0037988626781051073,0,0.010926121094624477,0.01563707109679906,0.034013605442176874,0.0015012790022567771,0.0013143054748790228,0.0,0.0006519931327929564,0.09527269981402263,0.004037306566356517,0,0.011053714108538113,0.013978372630983275,0.03355704697986577,0.0015231223156564637,0.0007334812799187178,0.0,0.0009669245415832878,0.09357572234200753,0.0039271946046723115,0.0305380235753218,0.03050974460543836
1951-1952,Argentina,0,0.011039456181824826,0.01720459796546469,0.03448275862068966,0.0016775426443283855,0.0015161834000471412,0.0,0.0006519931327929564,0.09527269981402263,0.004037306566356517,0,0.011166799484486756,0.01541929935208095,0.034013605442176874,0.0017393458990547772,0.0008132194494608296,0.0,0.0009669245415832878,0.09357572234200753,0.0039271946046723115,0,0.011295650790450558,0.01415532646930658,0.03355704697986577,0.0016550127955038112,0.0007259385319039895,0.0,0.0,0.10172121420767999,0.010132676992105606,0.03258055773584916,0.03158883102038949
1952-1953,Argentina,0,0.011281623859385914,0.016965358646668923,0.03448275862068966,0.0019435607335584531,0.0009381303307600367,0.0,0.0009669245415832878,0.09357572234200753,0.0039271946046723115,0,0.011410248201289816,0.015614494048676675,0.034013605442176874,0.001889959650090247,0.0008048567147109544,0.0,0.0,0.10172121420767999,0.010132676992105606,0,0.01155262855890992,0.01471576980170887,0.03355704697986577,0.0016379946690718954,0.001115103557853081,0.0,0.0012069533450397027,0.1059190005858226,0.01081473741663871,0.03373288587556158,0.032124892501704805
1953-1954,Argentina,0,0.011526579006323534,0.017179795309728935,0.03448275862068966,0.0021118578920509452,0.0009284830761079741,0.0,0.0,0.10172121420767999,0.010132676992105606,0,0.011668832007117928,0.016232709325971144,0.034013605442176874,0.0018705256176985733,0.0012363286238328897,0.0,0.0012069533450397027,0.1059190005858226,0.01081473741663871,0,0.011811418855727321,0.013953884308619014,0.03355704697986577,0.001631612871659927,0.0009187882514156922,0.0,0.0013065397634950237,0.10898208552035703,0.011599780251380063,0.034305331901178106,0.03279972563997858
1954-1955,Argentina,0,0.011786762896319369,0.017858953214261102,0.03448275862068966,0.002090142129664817,0.0014262292688319623,0.0,0.0012069533450397027,0.1059190005858226,0.01081473741663871,0,0.011929239669086605,0.015392286710256832,0.034013605442176874,0.001863237855551696,0.001018671500478032,0.0,0.0013065397634950237,0.10898208552035703,0.011599780251380063,0,0.012069942155522284,0.014714712938178887,0.03355704697986577,0.0017401034276633902,0.000634813981563893,0.0,0.0010162921678260966,0.11112238820754927,0.011885754482804512,0.03502596854720476,0.033544939385634506
1955-1956,Argentina,0,0.012048781928248879,0.01693568314382882,0.03448275862068966,0.002081998718770019,0.001175139911266116,0.0,0.0013065397634950237,0.10898208552035703,0.011599780251380063,0,0.01218937866537801,0.01623154351822132,0.034013605442176874,0.0019871298120486144,0.0007038258381381388,0.0,0.0010162921678260966,0.11112238820754927,0.011885754482804512,0,0.012326640721381038,0.015332078387697698,0.03355704697986577,0.001793285072763127,0.0007587596786707803,0.0,0.0010290596573716507,0.11266996670595156,0.01226916591773369,0.03582176280179067,0.03448015590174967
1956-1957,Argentina,0,0.012310530632031594,0.017857672483134687,0.03448275862068966,0.002220436703981585,0.0008119338104465687,0.0,0.0010162921678260966,0.11112238820754927,0.011885754482804512,0,0.012447681523669317,0.016912548591348563,0.034013605442176874,0.002047861163272594,0.0008412459118658165,0.0,0.0010290596573716507,0.11266996670595156,0.01226916591773369,0,0.012579476221749425,0.01644058489785121,0.03355704697986577,0.001963466337082285,0.0006543843547912963,0.0,0.0010443806448263155,0.11396218663260801,0.013546147804315994,0.036820456042027716,0.03512116655732389
1957-1958,Argentina,0,0.012570431836022494,0.01860580989647229,0.03448275862068966,0.0022882984614382347,0.0009704616706750574,0.0,0.0010290596573716507,0.11266996670595156,0.01226916591773369,0,0.012702097173418612,0.018135322812998806,0.034013605442176874,0.002242201487189329,0.0007255237445161931,0.0,0.0010443806448263155,0.11396218663260801,0.013546147804315994,0,0.012831609901373116,0.016897372713057884,0.03355704697986577,0.0021719383858732535,0.0007775146196803751,0.0,0.0011099204244934926,0.11509282832149846,0.015113460870446937,0.037504974544011756,0.03492842814488159
