year_range,country_index,country,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1959-1959,Netherlands,Netherlands,11046127.0,133827207168.0,0.654,43.447,0.0,0.286,3.418,20.021,3117.641,67.826,11191758.0,133414674432.0,0.676,41.909,0.0,0.366,3.148,23.739,3187.479,69.838,70.019
1960-1960,Netherlands,Netherlands,11191758.0,133414674432.0,0.676,41.909,0.0,0.366,3.148,23.739,3187.479,69.838,11341766.0,139950424064.0,0.792,39.535,0.0,0.447,2.901,26.344,3257.498,70.019,76.323
1961-1961,Netherlands,Netherlands,11341766.0,139950424064.0,0.792,39.535,0.0,0.447,2.901,26.344,3257.498,70.019,11493124.0,151718576128.0,0.89,40.799,0.0,0.649,2.885,31.1,3333.82,76.323,77.777
1962-1962,Netherlands,Netherlands,11493124.0,151718576128.0,0.89,40.799,0.0,0.649,2.885,31.1,3333.82,76.323,11647374.0,152164532224.0,0.941,40.3,0.0,0.879,1.958,33.698,3411.597,77.777,85.156
1963-1963,Netherlands,Netherlands,11647374.0,152164532224.0,0.941,40.3,0.0,0.879,1.958,33.698,3411.597,77.777,11803461.0,162564341760.0,0.996,42.261,0.0,0.964,1.874,39.062,3496.753,85.156,92.68
1964-1964,Netherlands,Netherlands,11803461.0,162564341760.0,0.996,42.261,0.0,0.964,1.874,39.062,3496.753,85.156,11958417.0,168456863744.0,1.029,43.523,0.0,1.118,1.535,45.476,3589.433,92.68,98.263
1965-1965,Netherlands,Netherlands,11958417.0,168456863744.0,1.029,43.523,0.0,1.118,1.535,45.476,3589.433,92.68,12117832.0,182416146432.0,1.421,38.128,0.0,1.539,1.486,55.689,3687.696,98.263,101.244
1966-1966,Netherlands,Netherlands,12117832.0,182416146432.0,1.421,38.128,0.0,1.539,1.486,55.689,3687.696,98.263,12275797.0,191976456192.0,1.468,35.244,0.0,3.015,0.84,60.676,3788.939,101.244,104.25
1967-1967,Netherlands,Netherlands,12275797.0,191976456192.0,1.468,35.244,0.0,3.015,0.84,60.676,3788.939,101.244,12426790.0,197259116544.0,1.563,32.463,0.0,5.72,0.692,63.812,3893.189,104.25,107.593
1968-1968,Netherlands,Netherlands,12426790.0,197259116544.0,1.563,32.463,0.0,5.72,0.692,63.812,3893.189,104.25,12576971.0,207633416192.0,1.654,29.733,0.0,10.329,0.911,64.966,4000.782,107.593,113.852
1969-1969,Netherlands,Netherlands,12576971.0,207633416192.0,1.654,29.733,0.0,10.329,0.911,64.966,4000.782,107.593,12727200.0,220964061184.0,1.697,27.311,0.0,17.034,0.407,67.403,4114.635,113.852,115.995
1970-1970,Netherlands,Netherlands,12727200.0,220964061184.0,1.697,27.311,0.0,17.034,0.407,67.403,4114.635,113.852,12881251.0,235189714944.0,1.628,24.168,0.081,18.503,0.193,71.422,4230.629,115.995,141.512
1971-1971,Netherlands,Netherlands,12881251.0,235189714944.0,1.628,24.168,0.081,18.503,0.193,71.422,4230.629,115.995,13037686.0,248591794176.0,1.893,18.803,0.092,35.346,-0.291,85.669,4372.142,141.512,140.625
1972-1972,Netherlands,Netherlands,13037686.0,248591794176.0,1.893,18.803,0.092,35.346,-0.291,85.669,4372.142,141.512,13186716.0,259072983040.0,1.921,13.069,0.095,45.763,-0.041,79.817,4512.767,140.625,157.752
1973-1973,Netherlands,Netherlands,13186716.0,259072983040.0,1.921,13.069,0.095,45.763,-0.041,79.817,4512.767,140.625,13324182.0,267650547712.0,1.834,10.343,0.059,59.152,0.257,86.108,4670.519,157.752,165.128
1974-1974,Netherlands,Netherlands,13324182.0,267650547712.0,1.834,10.343,0.059,59.152,0.257,86.108,4670.519,157.752,13447575.0,280204148736.0,1.779,10.332,0.033,65.26,-0.132,87.855,4835.647,165.128,159.778
1975-1975,Netherlands,Netherlands,13447575.0,280204148736.0,1.779,10.332,0.033,65.26,-0.132,87.855,4835.647,165.128,13560532.0,291312140288.0,1.708,11.069,0.037,70.052,-0.207,77.12,4995.425,159.778,152.967
1976-1976,Netherlands,Netherlands,13560532.0,291312140288.0,1.708,11.069,0.037,70.052,-0.207,77.12,4995.425,159.778,13663970.0,291063988224.0,1.477,8.515,0.044,71.899,0.442,70.591,5148.392,152.967,169.536
1977-1977,Netherlands,Netherlands,13663970.0,291063988224.0,1.477,8.515,0.044,71.899,0.442,70.591,5148.392,152.967,13760114.0,304755703808.0,1.32,9.226,0.044,74.958,0.405,83.583,5317.927,169.536,163.708
1978-1978,Netherlands,Netherlands,13760114.0,304755703808.0,1.32,9.226,0.044,74.958,0.405,83.583,5317.927,169.536,13855560.0,313049841664.0,1.404,9.787,0.04,74.102,0.102,78.272,5481.635,163.708,169.803
1979-1979,Netherlands,Netherlands,13855560.0,313049841664.0,1.404,9.787,0.04,74.102,0.102,78.272,5481.635,163.708,13949415.0,320433848320.0,1.337,11.01,0.033,78.043,0.01,79.37,5651.438,169.803,186.827
1980-1980,Netherlands,Netherlands,13949415.0,320433848320.0,1.337,11.01,0.033,78.043,0.01,79.37,5651.438,169.803,14040286.0,327558463488.0,1.191,11.717,0.022,84.503,-0.18,89.574,5838.265,186.827,176.547
1981-1981,Netherlands,Netherlands,14040286.0,327558463488.0,1.191,11.717,0.022,84.503,-0.18,89.574,5838.265,186.827,14130383.0,331504746496.0,1.134,12.696,0.029,79.122,-0.085,83.651,6014.812,176.547,164.055
1982-1982,Netherlands,Netherlands,14130383.0,331504746496.0,1.134,12.696,0.029,79.122,-0.085,83.651,6014.812,176.547,14217323.0,329838788608.0,0.941,14.718,0.048,81.491,-0.055,66.912,6178.867,164.055,134.439
1983-1983,Netherlands,Netherlands,14217323.0,329838788608.0,0.941,14.718,0.048,81.491,-0.055,66.912,6178.867,164.055,14296533.0,325990940672.0,0.821,12.838,0.048,62.682,0.952,57.098,6313.307,134.439,138.612
1984-1984,Netherlands,Netherlands,14296533.0,325990940672.0,0.821,12.838,0.048,62.682,0.952,57.098,6313.307,134.439,14369651.0,331569922048.0,0.763,20.255,0.048,66.696,1.254,49.596,6451.918,138.612,145.612
1985-1985,Netherlands,Netherlands,14369651.0,331569922048.0,0.763,20.255,0.048,66.696,1.254,49.596,6451.918,138.612,14441930.0,342475538432.0,0.719,25.263,0.077,70.528,1.54,47.485,6597.531,145.612,148.771
1986-1986,Netherlands,Netherlands,14441930.0,342475538432.0,0.719,25.263,0.077,70.528,1.54,47.485,6597.531,145.612,14515705.0,353024507904.0,0.603,25.26,0.092,74.066,1.791,46.959,6746.302,148.771,146.325
1987-1987,Netherlands,Netherlands,14515705.0,353024507904.0,0.603,25.26,0.092,74.066,1.791,46.959,6746.302,148.771,14592526.0,362737696768.0,0.583,23.384,0.22,66.978,2.311,52.85,6892.627,146.325,153.675
1952-1952,Nigeria,Nigeria,37189376.0,38156328960.0,0.0,1.729,0.0,0.0,205.459,0.528,3145.579,207.716,37903172.0,41005015040.0,0.0,1.129,0.0,0.0,187.576,0.557,3334.841,189.262,176.7
1953-1953,Nigeria,Nigeria,37903172.0,41005015040.0,0.0,1.129,0.0,0.0,187.576,0.557,3334.841,189.262,38624424.0,43933847552.0,0.0,1.569,0.0,0.0,174.52,0.611,3511.541,176.7,180.85
1954-1954,Nigeria,Nigeria,38624424.0,43933847552.0,0.0,1.569,0.0,0.0,174.52,0.611,3511.541,176.7,39347724.0,44976594944.0,0.0,1.73,0.0,0.0,178.414,0.706,3692.391,180.85,186.124
1955-1955,Nigeria,Nigeria,39347724.0,44976594944.0,0.0,1.73,0.0,0.0,178.414,0.706,3692.391,180.85,40082480.0,48277909504.0,0.0,1.726,0.0,0.0,183.552,0.846,3878.515,186.124,193.837
1956-1956,Nigeria,Nigeria,40082480.0,48277909504.0,0.0,1.726,0.0,0.0,183.552,0.846,3878.515,186.124,40839224.0,49579610112.0,0.0,1.751,0.0,0.0,191.14,0.945,4072.352,193.837,199.772
1957-1957,Nigeria,Nigeria,40839224.0,49579610112.0,0.0,1.751,0.0,0.0,191.14,0.945,4072.352,193.837,41616580.0,48439816192.0,0.0,1.859,0.0,0.0,196.76,1.153,4272.124,199.772,207.726
1958-1958,Nigeria,Nigeria,41616580.0,48439816192.0,0.0,1.859,0.0,0.0,196.76,1.153,4272.124,199.772,42413364.0,50392809472.0,0.0,1.927,0.0,0.0,204.542,1.257,4479.85,207.726,214.095
1959-1959,Nigeria,Nigeria,42413364.0,50392809472.0,0.0,1.927,0.0,0.0,204.542,1.257,4479.85,207.726,43214756.0,49793912832.0,0.055,2.231,0.0,0.0,210.373,1.436,4693.946,214.095,222.516
1960-1960,Nigeria,Nigeria,43214756.0,49793912832.0,0.055,2.231,0.0,0.0,210.373,1.436,4693.946,214.095,44044232.0,51983650816.0,0.062,1.801,0.0,0.0,218.951,1.702,4916.461,222.516,227.384
1961-1961,Nigeria,Nigeria,44044232.0,51983650816.0,0.062,1.801,0.0,0.0,218.951,1.702,4916.461,222.516,44928336.0,54302556160.0,0.083,1.446,0.0,0.0,223.981,1.874,5143.845,227.384,166.607
1962-1962,Nigeria,Nigeria,44928336.0,54302556160.0,0.083,1.446,0.0,0.0,223.981,1.874,5143.845,227.384,45855508.0,56159043584.0,0.178,1.477,0.0,0.0,162.497,2.455,5310.452,166.607,304.837
1963-1963,Nigeria,Nigeria,45855508.0,56159043584.0,0.178,1.477,0.0,0.0,162.497,2.455,5310.452,166.607,46821856.0,59400802304.0,0.24,1.598,0.0,0.0,300.662,2.338,5615.29,304.837,319.542
1964-1964,Nigeria,Nigeria,46821856.0,59400802304.0,0.24,1.598,0.0,0.0,300.662,2.338,5615.29,304.837,47822572.0,64962502656.0,0.262,1.422,1.147,0.059,314.198,2.455,5934.831,319.542,390.809
1965-1965,Nigeria,Nigeria,47822572.0,64962502656.0,0.262,1.422,1.147,0.059,314.198,2.455,5934.831,319.542,48856336.0,67726024704.0,0.327,1.727,1.877,0.103,383.542,3.233,6325.64,390.809,181.189
1966-1966,Nigeria,Nigeria,48856336.0,67726024704.0,0.327,1.727,1.877,0.103,383.542,3.233,6325.64,390.809,49925800.0,72336375808.0,0.487,1.873,4.948,0.187,169.438,4.255,6506.828,181.189,229.394
1967-1967,Nigeria,Nigeria,49925800.0,72336375808.0,0.487,1.873,4.948,0.187,169.438,4.255,6506.828,181.189,51020304.0,69980471296.0,0.494,1.693,5.193,0.337,216.501,5.175,6736.222,229.394,150.998
1968-1968,Nigeria,Nigeria,51020304.0,69980471296.0,0.494,1.693,5.193,0.337,216.501,5.175,6736.222,229.394,52106684.0,59100389376.0,0.389,0.74,4.719,0.348,138.174,6.628,6887.221,150.998,513.331
1969-1969,Nigeria,Nigeria,52106684.0,59100389376.0,0.389,0.74,4.719,0.348,138.174,6.628,6887.221,150.998,53210124.0,58423795712.0,0.283,0.007,2.528,0.282,506.705,3.525,7400.551,513.331,276.206
1970-1970,Nigeria,Nigeria,53210124.0,58423795712.0,0.283,0.007,2.528,0.282,506.705,3.525,7400.551,513.331,54360756.0,74074341376.0,0.28,0.059,7.892,0.121,264.107,3.748,7676.758,276.206,127.662
1971-1971,Nigeria,Nigeria,54360756.0,74074341376.0,0.28,0.059,7.892,0.121,264.107,3.748,7676.758,276.206,55569268.0,96941350912.0,0.291,0.172,15.352,0.213,106.142,5.492,7804.42,127.662,-13.9
1972-1972,Nigeria,Nigeria,55569268.0,96941350912.0,0.291,0.172,15.352,0.213,106.142,5.492,7804.42,127.662,56837616.0,108401614848.0,0.327,0.55,24.618,0.352,-46.151,6.405,7790.521,-13.9,269.594
1973-1973,Nigeria,Nigeria,56837616.0,108401614848.0,0.327,0.55,24.618,0.352,-46.151,6.405,7790.521,-13.9,58173832.0,112459767808.0,0.563,0.857,32.409,0.524,228.206,7.034,8060.114,269.594,55.931
1974-1974,Nigeria,Nigeria,58173832.0,112459767808.0,0.563,0.857,32.409,0.524,228.206,7.034,8060.114,269.594,59605448.0,122133184512.0,0.603,0.802,38.964,0.583,6.399,8.58,8116.046,55.931,1.2
1975-1975,Nigeria,Nigeria,59605448.0,122133184512.0,0.603,0.802,38.964,0.583,6.399,8.58,8116.046,55.931,61157940.0,136239153152.0,0.596,0.773,50.432,0.777,-61.035,9.658,8117.246,1.2,-21.513
1976-1976,Nigeria,Nigeria,61157940.0,136239153152.0,0.596,0.773,50.432,0.777,-61.035,9.658,8117.246,1.2,62851316.0,132128497664.0,0.676,0.594,35.687,0.773,-68.864,9.622,8095.733,-21.513,-171.525
1977-1977,Nigeria,Nigeria,62851316.0,132128497664.0,0.676,0.594,35.687,0.773,-68.864,9.622,8095.733,-21.513,64658312.0,146595528704.0,0.622,0.766,41.297,1.213,-226.714,11.292,7924.208,-171.525,-187.847
1978-1978,Nigeria,Nigeria,64658312.0,146595528704.0,0.622,0.766,41.297,1.213,-226.714,11.292,7924.208,-171.525,66589656.0,151894999040.0,0.696,0.703,33.206,7.07,-238.351,8.829,7736.362,-187.847,-180.293
1979-1979,Nigeria,Nigeria,66589656.0,151894999040.0,0.696,0.703,33.206,7.07,-238.351,8.829,7736.362,-187.847,68633344.0,142940438528.0,0.734,0.542,32.833,4.976,-228.516,9.138,7556.069,-180.293,1.493
1980-1980,Nigeria,Nigeria,68633344.0,142940438528.0,0.734,0.542,32.833,4.976,-228.516,9.138,7556.069,-180.293,70750312.0,152725880832.0,0.822,0.458,52.67,2.521,-68.692,13.714,7557.562,1.493,-117.664
1981-1981,Nigeria,Nigeria,70750312.0,152725880832.0,0.822,0.458,52.67,2.521,-68.692,13.714,7557.562,1.493,72951440.0,155628240896.0,0.933,0.476,43.004,2.543,-185.699,21.079,7439.898,-117.664,-47.951
1982-1982,Nigeria,Nigeria,72951440.0,155628240896.0,0.933,0.476,43.004,2.543,-185.699,21.079,7439.898,-117.664,75175392.0,143112470528.0,1.152,0.286,29.577,9.838,-113.762,24.957,7391.947,-47.951,-48.494
1983-1983,Nigeria,Nigeria,75175392.0,143112470528.0,1.152,0.286,29.577,9.838,-113.762,24.957,7391.947,-47.951,77388072.0,141847576576.0,1.64,0.161,24.648,9.838,-113.887,29.107,7343.454,-48.494,186.75
1984-1984,Nigeria,Nigeria,77388072.0,141847576576.0,1.64,0.161,24.648,9.838,-113.887,29.107,7343.454,-48.494,79351592.0,132378066944.0,1.62,0.154,24.072,4.411,127.045,29.448,7530.204,186.75,233.353
1985-1985,Nigeria,Nigeria,79351592.0,132378066944.0,1.62,0.154,24.072,4.411,127.045,29.448,7530.204,186.75,81337552.0,126319984640.0,1.329,0.202,26.205,3.939,163.948,37.732,7763.557,233.353,453.714
1986-1986,Nigeria,Nigeria,81337552.0,126319984640.0,1.329,0.202,26.205,3.939,163.948,37.732,7763.557,233.353,83585256.0,137605677056.0,1.463,0.37,26.929,5.375,384.078,35.499,8217.271,453.714,279.878
1987-1987,Nigeria,Nigeria,83585256.0,137605677056.0,1.463,0.37,26.929,5.375,384.078,35.499,8217.271,453.714,85804192.0,140218499072.0,1.671,0.297,26.769,6.331,206.686,38.124,8497.149,279.878,198.378
1988-1988,Nigeria,Nigeria,85804192.0,140218499072.0,1.671,0.297,26.769,6.331,206.686,38.124,8497.149,279.878,88044192.0,139114201088.0,1.624,0.205,23.578,6.705,139.354,26.912,8695.527,198.378,171.857
1989-1989,Nigeria,Nigeria,88044192.0,139114201088.0,1.624,0.205,23.578,6.705,139.354,26.912,8695.527,198.378,90351464.0,152964628480.0,1.476,0.161,28.352,7.236,101.435,33.196,8867.385,171.857,125.98
1990-1990,Nigeria,Nigeria,90351464.0,152964628480.0,1.476,0.161,28.352,7.236,101.435,33.196,8867.385,171.857,92744064.0,162802040832.0,1.456,0.143,0.0,7.944,83.86,32.577,8993.364,125.98,233.621
1991-1991,Nigeria,Nigeria,92744064.0,162802040832.0,1.456,0.143,0.0,7.944,83.86,32.577,8993.364,125.98,95214256.0,171278467072.0,1.437,0.165,0.0,7.478,194.764,29.777,9226.985,233.621,206.285
1992-1992,Nigeria,Nigeria,95214256.0,171278467072.0,1.437,0.165,0.0,7.478,194.764,29.777,9226.985,233.621,97685360.0,174067597312.0,1.435,0.191,0.0,9.12,164.356,31.184,9433.271,206.285,212.989
1993-1993,Nigeria,Nigeria,97685360.0,174067597312.0,1.435,0.191,0.0,9.12,164.356,31.184,9433.271,206.285,100182048.0,181866348544.0,1.432,0.139,0.0,9.592,166.724,35.102,9646.26,212.989,261.466
1994-1994,Nigeria,Nigeria,100182048.0,181866348544.0,1.432,0.139,0.0,9.592,166.724,35.102,9646.26,212.989,102775472.0,188893708288.0,1.308,0.022,0.0,10.478,216.652,33.006,9907.727,261.466,364.789
1995-1995,Nigeria,Nigeria,102775472.0,188893708288.0,1.308,0.022,0.0,10.478,216.652,33.006,9907.727,261.466,105456120.0,193990901760.0,1.072,0.066,45.527,10.269,284.327,23.528,10272.515,364.789,302.761
1996-1996,Nigeria,Nigeria,105456120.0,193990901760.0,1.072,0.066,45.527,10.269,284.327,23.528,10272.515,364.789,108187616.0,202397614080.0,1.06,0.051,50.927,10.066,218.417,22.239,10575.276,302.761,287.218
1997-1997,Nigeria,Nigeria,108187616.0,202397614080.0,1.06,0.051,50.927,10.066,218.417,22.239,10575.276,302.761,110956184.0,215950344192.0,1.035,0.022,61.101,10.201,189.329,25.531,10862.495,287.218,312.294
1998-1998,Nigeria,Nigeria,110956184.0,215950344192.0,1.035,0.022,61.101,10.201,189.329,25.531,10862.495,287.218,113791184.0,227883171840.0,1.024,0.026,54.773,10.666,216.513,29.294,11174.789,312.294,308.232
1999-1999,Nigeria,Nigeria,113791184.0,227883171840.0,1.024,0.026,54.773,10.666,216.513,29.294,11174.789,312.294,116690528.0,239844507648.0,1.095,0.033,48.747,11.029,221.739,25.589,11483.021,308.232,235.933
2000-2000,Nigeria,Nigeria,116690528.0,239844507648.0,1.095,0.033,48.747,11.029,221.739,25.589,11483.021,308.232,119695568.0,247535173632.0,1.012,0.044,45.405,11.608,150.941,26.923,11718.954,235.933,164.472
2001-2001,Nigeria,Nigeria,119695568.0,247535173632.0,1.012,0.044,45.405,11.608,150.941,26.923,11718.954,235.933,122851984.0,268133056512.0,1.011,0.007,51.11,13.179,67.625,31.54,11883.426,164.472,235.689
2002-2002,Nigeria,Nigeria,122851984.0,268133056512.0,1.011,0.007,51.11,13.179,67.625,31.54,11883.426,164.472,126152680.0,293371707392.0,0.966,0.007,50.407,11.608,135.497,37.204,12119.114,235.689,236.931
2003-2003,Nigeria,Nigeria,126152680.0,293371707392.0,0.966,0.007,50.407,11.608,135.497,37.204,12119.114,235.689,129583032.0,344836472832.0,0.842,0.114,39.501,11.889,147.012,37.573,12356.046,236.931,221.185
2004-2004,Nigeria,Nigeria,129583032.0,344836472832.0,0.842,0.114,39.501,11.889,147.012,37.573,12356.046,236.931,133119808.0,387284205568.0,0.919,0.062,44.806,20.097,121.097,34.203,12577.23,221.185,233.102
2005-2005,Nigeria,Nigeria,133119808.0,387284205568.0,0.919,0.062,44.806,20.097,121.097,34.203,12577.23,221.185,136756848.0,438814834688.0,0.915,0.022,42.545,20.507,138.265,30.847,12810.332,233.102,226.328
2006-2006,Nigeria,Nigeria,136756848.0,438814834688.0,0.915,0.022,42.545,20.507,138.265,30.847,12810.332,233.102,140490720.0,481797603328.0,1.07,0.022,39.958,20.631,124.854,39.793,13036.661,226.328,178.882
2007-2007,Nigeria,Nigeria,140490720.0,481797603328.0,1.07,0.022,39.958,20.631,124.854,39.793,13036.661,226.328,144329760.0,527631745024.0,1.296,0.022,35.036,21.618,88.932,31.979,13215.542,178.882,76.56
1952-1952,Pakistan,Pakistan,37696264.0,40434438144.0,0.204,3.355,0.0,0.0,72.119,1.796,380.281,77.474,38215788.0,39130357760.0,0.246,4.328,0.0,0.0,69.272,2.039,456.165,75.884,76.38
1953-1953,Pakistan,Pakistan,38215788.0,39130357760.0,0.246,4.328,0.0,0.0,69.272,2.039,456.165,75.884,38816780.0,39279230976.0,0.261,4.471,0.0,0.0,69.397,2.252,532.546,76.38,77.973
1954-1954,Pakistan,Pakistan,38816780.0,39279230976.0,0.261,4.471,0.0,0.0,69.397,2.252,532.546,76.38,39488232.0,42977546240.0,0.294,4.187,0.0,0.0,70.866,2.626,610.519,77.973,80.161
1955-1955,Pakistan,Pakistan,39488232.0,42977546240.0,0.294,4.187,0.0,0.0,70.866,2.626,610.519,77.973,40224096.0,43979272192.0,0.335,3.868,0.0,0.0,72.943,3.015,690.68,80.161,82.946
1956-1956,Pakistan,Pakistan,40224096.0,43979272192.0,0.335,3.868,0.0,0.0,72.943,3.015,690.68,80.161,41023128.0,44967657472.0,0.34,3.721,0.0,0.062,75.509,3.315,773.626,82.946,87.124
1957-1957,Pakistan,Pakistan,41023128.0,44967657472.0,0.34,3.721,0.0,0.062,75.509,3.315,773.626,82.946,41884992.0,46309818368.0,0.385,4.607,0.0,0.307,78.312,3.514,860.75,87.124,90.464
1958-1958,Pakistan,Pakistan,41884992.0,46309818368.0,0.385,4.607,0.0,0.307,78.312,3.514,860.75,87.124,42808516.0,48360423424.0,0.536,4.255,0.0,0.456,81.36,3.857,951.214,90.464,94.877
1959-1959,Pakistan,Pakistan,42808516.0,48360423424.0,0.536,4.255,0.0,0.456,81.36,3.857,951.214,90.464,43794992.0,49065656320.0,0.534,4.655,0.0,0.567,84.653,4.468,1046.091,94.877,97.97
1960-1960,Pakistan,Pakistan,43794992.0,49065656320.0,0.534,4.655,0.0,0.567,84.653,4.468,1046.091,94.877,44843640.0,49546047488.0,0.493,3.949,0.0,0.69,88.049,4.789,1144.062,97.97,105.026
1961-1961,Pakistan,Pakistan,44843640.0,49546047488.0,0.493,3.949,0.0,0.69,88.049,4.789,1144.062,97.97,45954228.0,51948892160.0,0.57,5.162,0.0,1.001,93.1,5.194,1249.088,105.026,77.753
1962-1962,Pakistan,Pakistan,45954228.0,51948892160.0,0.57,5.162,0.0,1.001,93.1,5.194,1249.088,105.026,47060912.0,55132012544.0,0.61,5.087,0.0,1.215,65.403,5.438,1326.841,77.753,61.644
1963-1963,Pakistan,Pakistan,47060912.0,55132012544.0,0.61,5.087,0.0,1.215,65.403,5.438,1326.841,77.753,48161844.0,59154149376.0,0.685,5.423,0.0,1.5,48.074,5.963,1388.484,61.644,77.733
1964-1964,Pakistan,Pakistan,48161844.0,59154149376.0,0.685,5.423,0.0,1.5,48.074,5.963,1388.484,61.644,49325052.0,62812192768.0,0.737,5.865,0.0,1.882,62.133,7.116,1466.218,77.733,105.47
1965-1965,Pakistan,Pakistan,49325052.0,62812192768.0,0.737,5.865,0.0,1.882,62.133,7.116,1466.218,77.733,50552600.0,67633971200.0,0.758,5.721,0.0,2.363,89.431,7.197,1571.687,105.47,81.674
1966-1966,Pakistan,Pakistan,50552600.0,67633971200.0,0.758,5.721,0.0,2.363,89.431,7.197,1571.687,105.47,51841628.0,70661283840.0,0.838,5.417,0.0,2.8,64.845,7.774,1653.361,81.674,64.394
1967-1967,Pakistan,Pakistan,51841628.0,70661283840.0,0.838,5.417,0.0,2.8,64.845,7.774,1653.361,81.674,53199420.0,76405784576.0,0.909,4.69,0.0,3.171,47.268,8.357,1717.755,64.394,47.517
1968-1968,Pakistan,Pakistan,53199420.0,76405784576.0,0.909,4.69,0.0,3.171,47.268,8.357,1717.755,64.394,54629796.0,79258959872.0,1.003,4.604,0.0,3.696,29.341,8.873,1765.272,47.517,17.301
1969-1969,Pakistan,Pakistan,54629796.0,79258959872.0,1.003,4.604,0.0,3.696,29.341,8.873,1765.272,47.517,56124740.0,84766474240.0,1.2,5.001,0.0,4.153,-3.54,10.488,1782.573,17.301,23.844
1970-1970,Pakistan,Pakistan,56124740.0,84766474240.0,1.2,5.001,0.0,4.153,-3.54,10.488,1782.573,17.301,57676804.0,90261651456.0,1.311,4.586,0.0,5.086,3.631,9.23,1806.418,23.844,15.659
1971-1971,Pakistan,Pakistan,57676804.0,90261651456.0,1.311,4.586,0.0,5.086,3.631,9.23,1806.418,23.844,59290872.0,99675938816.0,1.257,4.258,1.037,4.148,-4.845,9.805,1822.077,15.659,16.76
1972-1972,Pakistan,Pakistan,59290872.0,99675938816.0,1.257,4.258,1.037,4.148,-4.845,9.805,1822.077,15.659,60878784.0,100157186048.0,1.307,3.752,1.034,4.339,-2.68,9.008,1838.838,16.76,54.51
1973-1973,Pakistan,Pakistan,60878784.0,100157186048.0,1.307,3.752,1.034,4.339,-2.68,9.008,1838.838,16.76,62509568.0,100869210112.0,1.287,2.514,0.41,5.408,35.606,9.285,1893.347,54.51,27.781
1974-1974,Pakistan,Pakistan,62509568.0,100869210112.0,1.287,2.514,0.41,5.408,35.606,9.285,1893.347,54.51,64285632.0,108175171584.0,1.421,2.432,0.498,6.173,7.773,9.484,1921.128,27.781,36.56
1975-1975,Pakistan,Pakistan,64285632.0,108175171584.0,1.421,2.432,0.498,6.173,7.773,9.484,1921.128,27.781,66149172.0,111773761536.0,1.715,2.294,0.616,7.006,15.173,9.757,1957.689,36.56,25.588
1976-1976,Pakistan,Pakistan,66149172.0,111773761536.0,1.715,2.294,0.616,7.006,15.173,9.757,1957.689,36.56,68127000.0,116475281408.0,1.541,2.367,0.616,7.599,2.4,11.065,1983.277,25.588,31.891
1977-1977,Pakistan,Pakistan,68127000.0,116475281408.0,1.541,2.367,0.616,7.599,2.4,11.065,1983.277,25.588,70230928.0,122635616256.0,1.534,2.019,0.722,7.984,9.102,10.53,2015.167,31.891,50.879
1978-1978,Pakistan,Pakistan,70230928.0,122635616256.0,1.534,2.019,0.722,7.984,9.102,10.53,2015.167,31.891,72451112.0,127467036672.0,1.526,2.308,0.722,8.867,26.559,10.897,2066.046,50.879,39.797
1979-1979,Pakistan,Pakistan,72451112.0,127467036672.0,1.526,2.308,0.722,8.867,26.559,10.897,2066.046,50.879,74789328.0,137688236032.0,1.48,2.356,0.942,9.083,13.747,12.19,2105.844,39.797,84.821
1980-1980,Pakistan,Pakistan,74789328.0,137688236032.0,1.48,2.356,0.942,9.083,13.747,12.19,2105.844,39.797,77407344.0,142754676736.0,1.611,2.623,1.096,9.743,56.686,13.062,2190.665,84.821,47.735
1981-1981,Pakistan,Pakistan,77407344.0,142754676736.0,1.611,2.623,1.096,9.743,56.686,13.062,2190.665,84.821,80624056.0,157740597248.0,1.553,3.484,1.433,11.534,15.804,13.927,2238.4,47.735,117.823
1982-1982,Pakistan,Pakistan,80624056.0,157740597248.0,1.553,3.484,1.433,11.534,15.804,13.927,2238.4,47.735,84270208.0,170114465792.0,1.649,3.616,1.44,13.396,83.59,14.132,2356.223,117.823,47.366
1983-1983,Pakistan,Pakistan,84270208.0,170114465792.0,1.649,3.616,1.44,13.396,83.59,14.132,2356.223,117.823,87828200.0,183113351168.0,1.678,4.639,1.217,13.844,10.177,15.812,2403.589,47.366,72.762
