country,year,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,cumulative_co2_including_luc,co2_including_luc
China,2001,1272739584.0,6329737412608.0,270.828,2637.655,4.783,67.157,580.39,659.3,132177.703,4308.903
China,2002,1280926080.0,6814493573120.0,282.688,3018.634,4.486,53.993,493.33,653.086,136774.062,4596.373
China,2003,1288873344.0,7248623435776.0,353.679,3601.712,5.18,60.745,520.981,727.099,142136.156,5362.1
China,2004,1296816768.0,7830953263104.0,368.396,3835.288,5.192,71.521,608.344,839.093,147961.875,5825.695
China,2005,1304887552.0,8602939555840.0,411.649,4424.39,5.588,84.957,386.445,850.173,154230.453,6268.588
China,2006,1313086592.0,9489543593984.0,470.087,4905.374,5.534,103.753,404.611,898.534,161129.391,6898.949
China,2007,1321513216.0,10358205972480.0,514.981,5289.904,4.965,129.515,359.417,927.351,168472.391,7342.994
China,2008,1330167168.0,10799147909120.0,525.924,5729.474,4.666,149.674,352.643,970.117,176326.547,7854.141
China,2009,1339125632.0,11572544012288.0,583.56,6028.5,4.557,164.404,357.847,982.348,184575.469,8248.937
China,2010,1348191360.0,12858808074240.0,639.592,6568.793,3.974,199.585,11.268,1092.572,193207.375,8631.894
China,2011,1357095424.0,13691527364608.0,708.564,7309.786,3.853,245.99,60.772,1123.859,202800.547,9593.182
China,2012,1366560768.0,14773157625856.0,714.782,7464.806,3.733,277.599,57.883,1176.712,212637.797,9837.238
China,2013,1376100352.0,15925464006656.0,748.323,7493.454,3.632,320.127,46.434,1234.622,222640.609,10002.81
China,2014,1385189632.0,17103948087296.0,778.627,7425.067,3.93,370.222,443.237,1255.605,233082.5,10441.911
China,2015,1393715456.0,18301224747008.0,721.995,7266.979,3.901,380.052,376.002,1328.805,243325.469,10242.954
China,2016,1401889664.0,19545710395392.0,743.044,7071.404,3.09,421.726,213.326,1357.838,253303.812,9978.354
China,2017,1410275968.0,20894363680768.0,758.185,7163.318,2.969,486.359,461.403,1430.587,263776.375,10472.555
China,2018,1417069440.0,22294286041088.0,786.745,7316.4,3.408,575.369,696.514,1500.474,274826.812,11050.448
China,2019,1421864064.0,23631939764224.0,826.876,7523.17,3.839,630.171,749.99,1559.728,286297.844,11471.032
China,2020,1424929792.0,24151844716544.0,858.233,7679.546,5.17,676.473,829.416,1523.052,298041.281,11743.429
China,2021,1425893504.0,26180600201216.0,851.974,7979.436,4.812,764.102,904.296,1564.37,310281.781,12240.529
China,2022,1425887360.0,26966017179648.0,763.365,8250.736,4.678,755.172,981.504,1451.287,322660.094,12378.281
Colombia,1921,6429040.0,11275606016.0,0.0,0.0,0.0,0.0,210.367,0.029,210.396,210.396
Colombia,1922,6586195.0,12103689216.0,0.0,0.0,0.0,0.0,222.319,0.143,432.858,222.462
Colombia,1923,6747518.0,12948370432.0,0.0,0.0,0.0,0.0,214.952,0.187,647.997,215.139
Colombia,1924,6912793.0,13763999744.0,0.0,0.0,0.0,0.0,220.144,0.198,868.339,220.341
Colombia,1925,7082116.0,14122000384.0,0.0,0.0,0.0,0.0,222.046,0.443,1090.828,222.49
Colombia,1926,7255586.0,15471047680.0,0.0,0.0,0.0,0.0,223.415,0.846,1315.09,224.262
Colombia,1927,7433305.0,16868370432.0,0.0,0.0,0.0,0.0,224.57,0.824,1540.484,225.394
Colombia,1928,7615377.0,18107000832.0,0.0,0.264,0.0,0.0,227.944,1.085,1769.777,229.293
Colombia,1929,7786555.0,18762579968.0,0.0,0.264,0.0,0.0,223.312,1.026,1994.378,224.602
Colombia,1930,7946343.0,18597900288.0,0.0,0.265,0.0,0.0,198.825,0.387,2193.856,199.477
Colombia,1931,8094230.0,18484772864.0,0.0,0.0,0.0,0.0,182.838,0.33,2377.023,183.167
Colombia,1932,8229689.0,19522535424.0,0.0,0.0,0.0,0.0,180.588,0.081,2557.692,180.669
Colombia,1933,8352177.0,20617314304.0,0.0,0.238,0.0,0.0,170.895,0.297,2729.122,171.43
Colombia,1934,8476488.0,20183166976.0,0.036,0.667,0.0,0.0,173.395,0.033,2903.253,174.131
Colombia,1935,8602649.0,22447853568.0,0.036,1.004,0.0,0.986,163.072,0.377,3068.729,165.476
Colombia,1936,8730688.0,23624439808.0,0.051,1.043,0.0,1.017,161.319,0.673,3232.832,164.103
Colombia,1937,8860633.0,23999809536.0,0.062,0.896,0.0,1.025,161.216,0.801,3396.832,164.0
Colombia,1938,8992512.0,25566476288.0,0.069,0.879,0.0,1.026,159.289,1.03,3559.124,162.293
Colombia,1939,9142620.0,27135594496.0,0.084,0.927,0.0,0.993,160.291,2.634,3724.053,164.929
Colombia,1940,9311615.0,27714654208.0,0.094,1.385,0.0,1.198,243.862,1.488,3972.08,248.027
Colombia,1941,9500171.0,28181647360.0,0.105,1.066,0.0,1.356,277.293,1.205,4253.106,281.026
Colombia,1942,9708983.0,28239319040.0,0.102,1.535,0.0,1.107,291.447,1.422,4548.719,295.612
Colombia,1943,9938765.0,28360079360.0,0.127,1.284,0.0,1.067,302.259,1.254,4854.71,305.991
Colombia,1944,10173986.0,30282119168.0,0.138,1.369,0.0,1.366,303.14,1.867,5162.59,307.88
Colombia,1945,10414773.0,31689662464.0,0.149,1.419,0.0,1.357,309.533,1.555,5476.603,314.012
Colombia,1946,10661259.0,34558033920.0,0.164,1.469,0.0,1.242,312.881,2.085,5794.443,317.841
Colombia,1947,10913579.0,35922178048.0,0.171,1.341,0.0,1.129,307.307,2.422,6106.812,312.369
Colombia,1948,11171870.0,37032976384.0,0.182,1.363,0.0,0.7,309.641,2.239,6420.937,314.125
Colombia,1949,11456827.0,39081963520.0,0.236,1.381,0.0,0.989,307.318,2.528,6733.389,312.453
Colombia,1950,11769747.0,39782572032.0,0.28,2.594,0.0,0.0,336.598,4.624,7077.485,344.096
Colombia,1951,12087061.0,41004056576.0,0.32,2.864,0.0,0.0,346.058,4.981,7431.708,354.222
Colombia,1952,12419969.0,43585871872.0,0.345,2.481,0.0,0.0,346.648,5.807,7786.989,355.281
Colombia,1953,12767245.0,46268366848.0,0.432,3.158,0.0,0.0,353.651,7.17,8151.401,364.412
Colombia,1954,13130655.0,49475969024.0,0.476,3.855,0.0,0.0,353.733,5.291,8514.755,363.354
Colombia,1955,13512614.0,51404935168.0,0.516,4.752,0.0,0.0,362.585,6.676,8889.284,374.529
Colombia,1956,13911411.0,53465743360.0,0.603,5.138,0.0,0.0,369.891,6.857,9271.774,382.49
Colombia,1957,14329364.0,55423410176.0,0.607,5.137,0.0,0.0,395.095,7.907,9680.521,408.746
Colombia,1958,14760804.0,56811536384.0,0.607,6.269,0.0,0.0,418.07,7.101,10112.567,432.047
Colombia,1959,15211086.0,60891009024.0,0.672,6.37,0.502,0.674,468.645,7.868,10597.299,484.732
Colombia,1960,15687692.0,63491854336.0,0.723,6.679,0.366,0.689,262.805,7.933,10876.495,279.195
Colombia,1961,16182421.0,66711822336.0,0.789,7.192,0.308,0.711,399.146,9.197,11293.837,417.343
Colombia,1962,16691286.0,70335873024.0,0.861,7.705,0.271,1.074,313.4,9.508,11626.658,332.82
Colombia,1963,17210954.0,72640512000.0,0.908,8.213,0.341,1.304,276.907,10.466,11924.798,298.14
Colombia,1964,17739760.0,77135757312.0,0.97,7.704,0.67,1.381,388.804,10.957,12335.284,410.487
Colombia,1965,18275818.0,79917506560.0,1.014,7.191,1.751,1.703,185.736,11.199,12543.879,208.595
Colombia,1966,18811410.0,84161191936.0,1.025,6.419,1.711,2.023,131.077,12.296,12698.431,154.551
Colombia,1967,19343968.0,87712759808.0,1.043,7.958,1.253,2.107,101.148,12.326,12824.266,125.835
Colombia,1968,19872508.0,93093543936.0,1.17,7.957,0.985,2.176,85.762,14.284,12936.601,112.335
Colombia,1969,20392264.0,99003203584.0,1.181,8.515,1.352,2.426,69.877,14.542,13034.494,97.893
Colombia,1970,20905256.0,105691070464.0,1.381,5.807,1.103,2.715,503.139,17.364,13566.003,531.509
Colombia,1971,21405412.0,111964217344.0,1.398,6.501,1.261,3.012,177.769,18.11,13774.054,208.051
Colombia,1972,21898060.0,120559378432.0,1.49,6.69,1.125,3.535,122.828,18.585,13928.307,154.253
Colombia,1973,22396324.0,128657096704.0,1.563,7.768,1.044,3.686,95.181,19.569,14057.117,128.812
Colombia,1974,22897878.0,136089665536.0,1.682,8.309,1.128,3.568,77.317,21.707,14170.83,113.712
Colombia,1975,23403732.0,139249500160.0,1.481,8.779,1.436,3.598,69.301,20.515,14275.94,105.11
Colombia,1976,23913004.0,145807687680.0,1.721,9.218,1.524,3.7,99.873,21.817,14413.793,137.853
Colombia,1977,24443926.0,151869472768.0,1.561,9.414,1.561,4.203,58.352,22.503,14511.386,97.593
Colombia,1978,25003606.0,164779720704.0,1.956,9.896,1.576,5.569,51.862,22.537,14604.782,93.397
Colombia,1979,25579328.0,173587382272.0,1.992,11.257,1.429,5.973,48.217,23.616,14697.267,92.484
Colombia,1980,26176206.0,180717961216.0,2.024,10.3,1.037,6.907,44.701,23.906,14786.143,88.876
Colombia,1981,26785992.0,184572133376.0,2.058,10.661,1.147,7.382,46.735,23.012,14877.138,90.996
Colombia,1982,27405200.0,186378551296.0,2.308,10.987,1.128,7.723,41.884,23.532,14964.701,87.563
Colombia,1983,28042326.0,189368025088.0,2.153,12.139,1.216,8.471,45.555,25.23,15059.465,94.764
Colombia,1984,28689038.0,196136140800.0,2.392,11.996,1.154,8.519,48.218,24.64,15156.385,96.92
Colombia,1985,29326256.0,202554130432.0,2.43,12.208,1.106,7.349,45.843,24.987,15250.307,93.922
Colombia,1986,29960106.0,214958407680.0,2.687,12.039,1.0,6.895,46.91,26.133,15345.971,95.664
Colombia,1987,30603052.0,226482438144.0,2.65,12.465,0.876,7.185,28.536,26.949,15424.632,78.66
Colombia,1988,31256726.0,235710464000.0,2.986,12.549,0.671,7.533,27.212,28.279,15503.86,79.229
Colombia,1989,31923126.0,243368624128.0,2.911,12.966,0.451,7.064,22.591,29.402,15579.244,75.384
Colombia,1990,32601396.0,253538205696.0,2.722,13.884,0.806,8.373,15.958,31.113,15652.1,72.856
Colombia,1991,33272632.0,259415670784.0,2.72,12.414,0.828,8.695,39.299,31.998,15748.053,95.953
Colombia,1992,33939044.0,270562869248.0,2.889,13.667,0.923,8.365,35.372,35.651,15844.92,96.867
Colombia,1993,34614732.0,286025318400.0,3.318,14.206,1.132,8.644,39.813,36.038,15948.072,103.151
Colombia,1994,35295460.0,300636176384.0,3.92,13.612,0.969,8.977,24.805,39.56,16039.913,91.842
Colombia,1995,35970104.0,316101722112.0,3.896,14.136,1.301,8.295,105.526,31.793,16204.86,164.946
Colombia,1996,36632576.0,322403827712.0,3.73,12.513,0.86,10.234,89.423,32.577,16354.195,149.335
Colombia,1997,37291948.0,333997146112.0,3.85,12.289,1.866,12.454,144.248,34.797,16563.699,209.505
Colombia,1998,37944416.0,335365603328.0,3.815,11.688,1.916,13.022,159.872,35.358,16789.371,225.671
Colombia,1999,38585040.0,321583120384.0,2.879,9.684,1.319,11.201,107.403,30.393,16952.25,162.879
Colombia,2000,39215136.0,330615619584.0,3.241,10.227,1.307,12.488,14.1,29.329,17022.941,70.691
Colombia,2001,39837876.0,336096690176.0,3.115,10.321,1.609,13.26,-15.008,28.543,17064.781,41.841
Colombia,2002,40454056.0,344517672960.0,3.105,9.267,1.559,13.246,48.31,28.724,17168.994,104.211
Colombia,2003,41057688.0,357889179648.0,3.376,10.406,1.27,12.681,153.476,29.645,17379.846,210.854
Colombia,2004,41648272.0,376728256512.0,3.442,7.281,1.049,13.349,41.352,29.527,17475.846,95.998
Colombia,2005,42220944.0,394076061696.0,4.125,10.234,0.857,14.007,0.905,30.939,17536.912,61.067
Colombia,2006,42772912.0,420283842560.0,4.117,9.351,0.831,14.033,42.792,33.973,17642.008,105.097
Colombia,2007,43306592.0,448731316224.0,4.541,8.053,0.844,14.033,34.89,33.02,17737.391,95.381
Colombia,2008,43815316.0,464038723584.0,4.439,10.768,0.798,17.518,15.95,33.441,17820.303,82.914
Colombia,2009,44313916.0,471326588928.0,3.93,11.802,0.897,20.097,11.878,35.735,17904.643,84.339
Colombia,2010,44816104.0,489870196736.0,4.039,13.473,1.069,21.988,1.057,35.698,17981.967,77.323
Colombia,2011,45308896.0,521323249664.0,4.588,13.785,1.46,21.051,125.937,35.341,18184.127,202.161
Colombia,2012,45782420.0,541722640384.0,5.051,11.541,1.851,22.899,365.538,38.914,18629.918,445.793
Colombia,2013,46237928.0,569534644224.0,4.79,17.803,1.662,22.339,131.199,41.509,18849.223,219.304
Colombia,2014,46677944.0,595158040576.0,5.277,18.049,1.627,23.908,90.101,49.424,19037.607,188.385
Colombia,2015,47119728.0,612750917632.0,5.551,19.144,1.543,24.405,77.656,46.132,19212.041,174.431
Colombia,2016,47625960.0,625545117696.0,5.317,19.423,1.109,22.896,65.35,50.941,19377.076,165.036
Colombia,2017,48351668.0,634046316544.0,5.233,14.686,1.034,22.784,57.053,48.539,19526.404,149.328
Colombia,2018,49276968.0,650303242240.0,5.301,13.714,1.045,23.53,47.172,43.521,19660.688,134.284
Colombia,2019,50187404.0,671028412416.0,5.537,18.152,1.003,24.224,38.078,45.582,19793.264,132.576
Colombia,2020,50930656.0,622365376512.0,5.041,16.777,0.733,23.951,36.174,43.23,19919.168,125.905
Colombia,2021,51516560.0,690925207552.0,5.87,10.856,0.616,22.932,37.725,55.491,20052.658,133.49
Colombia,2022,51874028.0,742716997632.0,6.218,9.869,0.458,22.932,37.251,60.241,20189.629,136.969
Cote d'Ivoire,1950,2736917.0,4745218048.0,0.0,0.104,0.0,0.0,138.044,0.447,5305.457,138.595
Cote d'Ivoire,1951,2814326.0,4919865856.0,0.0,0.183,0.0,0.0,162.493,0.278,5468.412,162.954
Cote d'Ivoire,1952,2893690.0,5102610432.0,0.0,0.176,0.0,0.0,180.404,0.339,5649.331,180.92
Cote d'Ivoire,1953,2976276.0,5287693824.0,0.0,0.058,0.0,0.0,196.64,0.371,5846.399,197.068
Cote d'Ivoire,1954,3062946.0,5481269248.0,0.0,0.066,0.0,0.0,210.967,0.439,6057.871,211.472
Cote d'Ivoire,1955,3154287.0,5683028992.0,0.0,0.029,0.0,0.0,223.318,0.473,6281.691,223.821
Cote d'Ivoire,1956,3251080.0,5894115328.0,0.0,0.039,0.0,0.0,235.679,0.544,6517.954,236.262
Cote d'Ivoire,1957,3353895.0,6111600128.0,0.0,0.002,0.0,0.0,249.358,0.595,6767.908,249.955
Cote d'Ivoire,1958,3463233.0,6339347456.0,0.0,0.0,0.0,0.0,266.944,0.498,7035.35,267.442
Cote d'Ivoire,1959,3580599.0,6572869120.0,0.0,0.0,0.0,0.0,283.924,0.546,7319.82,284.47
Cote d'Ivoire,1960,3708671.0,7159306240.0,0.0,0.0,0.0,0.0,167.447,0.462,7487.728,167.909
Cote d'Ivoire,1961,3848343.0,7832816128.0,0.0,0.0,0.0,0.0,174.823,0.553,7663.105,175.377
Cote d'Ivoire,1962,3998295.0,8177584640.0,0.0,0.0,0.0,0.0,146.064,0.586,7809.754,146.65
Cote d'Ivoire,1963,4156459.0,9515745280.0,0.0,0.0,0.0,0.0,126.807,0.623,7937.184,127.43
Cote d'Ivoire,1964,4321374.0,11224263680.0,0.0,0.0,0.0,0.0,127.614,0.762,8065.56,128.376
Cote d'Ivoire,1965,4492892.0,10978052096.0,0.0,0.0,0.0,0.0,100.532,1.172,8167.265,101.704
Cote d'Ivoire,1966,4671204.0,11842560000.0,0.0,0.0,0.0,0.0,94.237,1.238,8262.74,95.476
Cote d'Ivoire,1967,4856686.0,12018790400.0,0.0,0.0,0.0,0.0,80.675,1.359,8344.774,82.035
Cote d'Ivoire,1968,5050117.0,13895568384.0,0.0,0.0,0.0,0.0,76.504,1.598,8422.877,78.102
Cote d'Ivoire,1969,5255150.0,14503653376.0,0.0,0.0,0.0,0.0,64.233,1.891,8489.0,66.124
Cote d'Ivoire,1970,5477085.0,16078717952.0,0.0,0.0,0.0,0.0,82.826,2.242,8574.068,85.068
Cote d'Ivoire,1971,5718872.0,16881039360.0,0.0,0.0,0.0,0.0,72.428,2.455,8648.952,74.883
Cote d'Ivoire,1972,5979988.0,17817495552.0,0.0,0.0,0.0,0.0,89.007,2.711,8740.671,91.718
Cote d'Ivoire,1973,6257381.0,19227564032.0,0.0,0.0,0.0,0.0,133.272,2.876,8876.818,136.148
Cote d'Ivoire,1974,6548928.0,19781459968.0,0.0,0.0,0.0,0.0,124.337,3.243,9004.397,127.579
Cote d'Ivoire,1975,6853986.0,19770904576.0,0.0,0.0,0.0,0.0,122.184,3.986,9130.568,126.171
Cote d'Ivoire,1976,7142694.0,22128316416.0,0.0,0.0,0.0,0.0,166.969,3.961,9301.498,170.93
Cote d'Ivoire,1977,7415901.0,23179390976.0,0.0,0.0,0.0,0.0,165.575,4.052,9471.125,169.628
Cote d'Ivoire,1978,7700819.0,25469898752.0,0.0,0.0,0.0,0.0,117.462,4.814,9593.402,122.277
Cote d'Ivoire,1979,7996373.0,25962588160.0,0.0,0.0,0.0,0.0,86.514,5.419,9685.335,91.933
Cote d'Ivoire,1980,8303818.0,27953881088.0,0.0,0.0,0.0,0.0,97.976,5.569,9788.881,103.545
Cote d'Ivoire,1981,8621617.0,28926660608.0,0.0,0.0,0.0,0.0,109.886,3.866,9902.632,113.751
Cote d'Ivoire,1982,8948124.0,28992516096.0,0.0,0.0,0.0,0.0,105.095,5.555,10013.281,110.65
Cote d'Ivoire,1983,9282053.0,27868327936.0,0.0,0.0,0.0,0.0,149.308,4.518,10167.106,153.825
Cote d'Ivoire,1984,9621410.0,26931154944.0,0.0,0.0,0.0,0.0,167.346,5.133,10339.587,172.48
Cote d'Ivoire,1985,9964075.0,28257155072.0,0.0,0.0,0.0,0.0,137.576,6.984,10484.146,144.559
Cote d'Ivoire,1986,10309440.0,29115383808.0,0.0,0.0,0.0,0.0,112.072,5.577,10601.795,117.648
Cote d'Ivoire,1987,10663504.0,28640501760.0,0.0,0.0,0.0,0.0,143.065,7.35,10752.209,150.415
Cote d'Ivoire,1988,11043200.0,28134703104.0,0.0,0.0,0.0,0.0,120.882,8.805,10881.896,129.687
Cote d'Ivoire,1989,11462955.0,27953506304.0,0.0,0.0,0.0,0.0,97.591,8.266,10987.754,105.857
Cote d'Ivoire,1990,11910540.0,26018496512.0,0.0,0.0,0.0,0.0,75.821,4.782,11068.355,80.602
Cote d'Ivoire,1991,12369273.0,26972061696.0,0.0,0.0,0.0,0.0,97.573,4.309,11170.237,101.882
Cote d'Ivoire,1992,12838315.0,27466934272.0,0.0,0.0,0.0,0.0,138.091,3.844,11312.171,141.934
Cote d'Ivoire,1993,13316449.0,28127565824.0,0.0,0.0,0.0,0.0,134.268,5.093,11451.532,139.361
Cote d'Ivoire,1994,13802283.0,29026826240.0,0.0,0.0,0.0,0.0,117.885,4.133,11573.551,122.018
Cote d'Ivoire,1995,14299727.0,31414509568.0,0.0,0.0,0.11,0.095,81.549,6.02,11661.325,87.775
Cote d'Ivoire,1996,14810945.0,34617708544.0,0.0,0.0,0.191,0.857,62.164,6.478,11731.016,69.69
Cote d'Ivoire,1997,15335461.0,37316435968.0,0.0,0.0,0.199,1.404,51.714,5.609,11789.941,58.926
Cote d'Ivoire,1998,15858988.0,39915307008.0,0.0,0.0,0.171,1.638,39.821,4.946,11836.519,46.576
Cote d'Ivoire,1999,16345895.0,41352110080.0,0.0,0.0,0.152,2.391,37.88,3.548,11880.49,43.972
Cote d'Ivoire,2000,16799664.0,41297596416.0,0.0,0.0,0.17,2.418,33.455,4.045,11920.578,40.088
Cote d'Ivoire,2001,17245470.0,42194161664.0,0.0,0.0,0.252,2.623,27.402,4.774,11955.63,35.052
Cote d'Ivoire,2002,17683904.0,42379149312.0,0.0,0.0,0.492,2.675,39.166,4.283,12002.247,46.617
Cote d'Ivoire,2003,18116450.0,42761564160.0,0.0,0.0,0.167,2.35,83.481,2.783,12091.027,88.781
Cote d'Ivoire,2004,18544900.0,44320591872.0,0.0,0.0,0.051,2.986,70.006,4.349,12168.419,77.392
Cote d'Ivoire,2005,18970216.0,46182121472.0,0.0,0.0,0.068,3.334,77.863,4.162,12253.848,85.428
Cote d'Ivoire,2006,19394062.0,48079708160.0,0.0,0.0,0.076,3.133,73.793,3.679,12334.527,80.68
Cote d'Ivoire,2007,19817700.0,50213105664.0,0.0,0.0,0.117,2.887,48.188,3.649,12389.369,54.841
Cote d'Ivoire,2008,20244452.0,52842643456.0,0.0,0.0,0.121,3.037,33.993,3.554,12430.074,40.705
Cote d'Ivoire,2009,20677762.0,55907844096.0,0.0,0.0,0.146,2.785,27.613,2.73,12463.347,33.273
Cote d'Ivoire,2010,21120040.0,58369986560.0,0.0,0.0,0.161,3.037,21.706,3.026,12491.277,27.931
Cote d'Ivoire,2011,21562916.0,57051172864.0,0.0,0.0,0.181,2.993,24.85,3.349,12522.65,31.373
Cote d'Ivoire,2012,22010708.0,63249211392.0,0.0,0.0,0.201,3.265,66.224,5.075,12597.415,74.764
Cote d'Ivoire,2013,22469272.0,69113675776.0,0.0,0.0,0.153,3.748,44.387,5.778,12651.482,54.067
Cote d'Ivoire,2014,22995554.0,75191533568.0,0.0,0.0,0.164,3.781,28.81,5.958,12690.195,38.713
Cote d'Ivoire,2015,23596738.0,81840726016.0,0.0,0.0,0.149,3.858,24.929,5.547,12724.679,34.483
Cote d'Ivoire,2016,24213620.0,87711154176.0,0.0,0.0,0.181,4.776,24.027,7.026,12760.688,36.01
Cote d'Ivoire,2017,24848024.0,93099253760.0,0.0,0.0,0.142,4.313,30.275,7.548,12802.966,42.276
Cote d'Ivoire,2018,25493990.0,96591405056.0,0.0,0.0,0.097,3.929,18.18,6.326,12831.497,28.532
Cote d'Ivoire,2019,26147544.0,104618147840.0,0.0,0.0,0.093,4.258,16.971,6.185,12859.003,27.506
Cote d'Ivoire,2020,26811792.0,106396663808.0,0.0,0.0,0.089,4.367,16.894,6.562,12886.916,27.913
Cote d'Ivoire,2021,27478250.0,113844420608.0,0.0,0.0,0.028,4.602,15.858,7.099,12914.504,27.588
Cote d'Ivoire,2022,28160548.0,121472000000.0,0.0,0.0,0.048,4.461,15.559,7.225,12941.796,27.293
Czechia,1970,9795750.0,85688639488.0,2.478,128.57,0.0,1.997,-9.143,21.375,4883.068,145.276
Czechia,1971,9816554.0,90161725440.0,2.63,132.286,0.0,2.313,-9.177,24.748,5035.868,152.8
Czechia,1972,9851274.0,94933131264.0,2.626,130.989,0.0,2.542,-9.237,27.294,5190.082,154.214
Czechia,1973,9900301.0,99378511872.0,2.704,127.811,0.0,2.764,-9.277,30.829,5344.913,154.831
Czechia,1974,9960863.0,104186945536.0,2.855,127.417,0.0,3.397,-9.371,32.33,5501.542,156.629
Czechia,1975,10025718.0,110000275456.0,2.922,131.182,0.0,3.787,-9.074,35.777,5666.137,164.595
Czechia,1976,10088047.0,114359902208.0,2.959,134.84,0.0,4.294,-8.717,38.317,5837.83,171.694
Czechia,1977,10144498.0,118223716352.0,2.982,136.72,0.0,5.431,-8.601,40.659,6015.021,177.191
Czechia,1978,10195871.0,123116437504.0,3.07,140.0,0.0,6.095,-8.605,38.299,6193.88,178.859
Czechia,1979,10241207.0,124798623744.0,3.043,134.536,0.0,6.68,-8.766,38.299,6367.672,173.791
Czechia,1980,10270060.0,126921728000.0,3.085,136.633,0.0,8.486,-8.136,36.472,6544.213,176.541
Czechia,1981,10283841.0,126726004736.0,3.053,136.646,0.0,7.378,-7.997,35.571,6718.865,174.652
Czechia,1982,10293692.0,124767551488.0,2.909,136.683,0.0,7.882,-7.691,33.372,6892.02,173.155
Czechia,1983,10298165.0,126785028096.0,2.904,138.05,0.0,7.845,-7.371,32.277,7065.726,173.705
Czechia,1984,10299713.0,129617870848.0,2.866,141.063,0.0,8.756,-7.379,34.483,7245.515,179.789
Czechia,1985,10302326.0,132537131008.0,2.745,138.66,0.0,8.788,-7.076,34.407,7423.038,177.523
Czechia,1986,10302678.0,136190033920.0,2.706,140.922,0.0,9.826,-6.911,32.401,7601.981,178.943
Czechia,1987,10302081.0,139350917120.0,2.674,138.666,0.0,9.932,-6.819,32.37,7778.804,176.822
Czechia,1988,10304147.0,142237368320.0,2.773,137.605,0.0,9.967,-6.682,30.272,7952.739,173.936
Czechia,1989,10304498.0,144679288832.0,2.708,131.212,0.0,11.155,-5.852,27.256,8119.218,166.479
Czechia,1990,10301190.0,146168283136.0,2.489,123.419,0.458,12.564,-6.646,22.489,8276.822,157.605
Czechia,1991,10303359.0,130499461120.0,2.309,112.711,0.398,12.294,-6.671,19.785,8419.034,142.212
Czechia,1992,10310956.0,131496648704.0,2.468,105.791,0.396,14.721,-6.76,21.177,8557.98,138.946
Czechia,1993,10318915.0,133342961664.0,2.195,100.747,0.378,15.317,-6.416,20.378,8691.688,133.708
Czechia,1994,10321309.0,139002249216.0,2.208,94.922,0.368,14.225,-5.306,19.795,8819.051,127.362
Czechia,1995,10311702.0,149541601280.0,2.005,94.834,0.362,15.63,-5.837,17.661,8944.836,125.786
Czechia,1996,10295653.0,157900111872.0,2.116,95.219,0.35,18.041,-5.181,18.043,9074.674,129.837
Czechia,1997,10279042.0,158827905024.0,2.083,90.923,0.356,18.435,-4.548,17.695,9201.067,126.394
Czechia,1998,10263837.0,160364298240.0,2.068,83.666,0.34,18.424,-3.595,19.486,9323.081,122.014
Czechia,1999,10249145.0,164728012800.0,1.963,75.616,0.314,18.475,-4.021,18.623,9435.73,112.65
Czechia,2000,10234712.0,174309523456.0,1.937,86.836,0.322,18.134,-3.891,18.192,9559.076,123.345
Czechia,2001,10230273.0,181753184256.0,1.629,84.798,0.332,19.3,-3.964,19.283,9682.256,123.18
Czechia,2002,10238170.0,187044888576.0,1.403,82.676,0.334,18.539,-3.575,19.253,9802.651,120.395
Czechia,2003,10248039.0,196327997440.0,1.485,83.968,0.323,18.974,-3.257,21.059,9926.965,124.314
Czechia,2004,10261003.0,208725901312.0,1.627,83.408,0.314,19.12,-3.401,22.039,10051.856,124.89
Czechia,2005,10280122.0,225302577152.0,1.625,80.604,0.314,18.759,-3.097,22.6,10174.449,122.594
Czechia,2006,10304822.0,243991789568.0,1.748,81.885,0.336,18.415,-2.749,22.392,10298.255,123.806
Czechia,2007,10337831.0,260673044480.0,2.043,83.628,0.303,17.459,-2.194,23.081,10424.444,126.188
Czechia,2008,10378586.0,271709536256.0,1.996,78.66,0.298,17.298,-2.134,22.922,10545.261,120.817
Czechia,2009,10421515.0,261919703040.0,1.566,73.287,0.259,16.315,-2.074,21.995,10658.186,112.925
Czechia,2010,10464750.0,271231975424.0,1.469,74.554,0.27,18.398,-1.528,21.155,10774.148,115.962
Czechia,2011,10496379.0,279082762240.0,1.665,73.749,0.266,16.825,-1.439,20.921,10887.911,113.763
Czechia,2012,10511065.0,276891959296.0,1.517,70.768,0.271,16.624,-14.983,20.422,10984.227,96.316
Czechia,2013,10514547.0,276764852224.0,1.332,66.87,0.205,16.826,-13.245,19.777,11077.715,93.488
Czechia,2014,10517178.0,283025539072.0,1.483,64.905,0.208,15.113,-13.27,20.822,11168.7,90.986
Czechia,2015,10523801.0,298276061184.0,1.558,64.322,0.196,15.909,-12.578,21.34,11261.146,92.444
Czechia,2016,10527584.0,305844158464.0,1.698,64.728,0.164,17.008,-11.965,21.385,11355.861,94.715
Czechia,2017,10531315.0,321652391936.0,1.728,64.307,0.132,17.713,-11.509,22.161,11452.127,96.267
Czechia,2018,10534598.0,332009897984.0,1.868,63.573,0.108,16.641,-11.372,22.367,11547.114,94.987
Czechia,2019,10536876.0,342069379072.0,1.977,57.468,0.084,17.361,-10.965,22.484,11637.183,90.068
Czechia,2020,10530951.0,323245441024.0,1.891,49.727,0.054,17.431,-10.555,21.103,11718.324,81.143
