country,year,iso_code,population,gdp,primary_energy_consumption,cement_co2,coal_co2,consumption_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,other_industry_co2,trade_co2,cumulative_co2_including_luc,co2_including_luc
Japan,1941,JPN,74587386.0,369006706688.0,,2.882,150.832,,0.0,0.099,75.008,0.791,,,6458.118,229.612
Japan,1942,JPN,75612006.0,370533728256.0,,2.151,144.816,,0.0,0.099,76.492,0.725,,,6682.402,224.284
Japan,1943,JPN,76666406.0,366773534720.0,,1.861,147.949,,0.0,0.081,78.733,0.747,,,6911.772,229.371
Japan,1944,JPN,77735509.0,371697713152.0,,1.465,136.484,,0.0,0.081,77.033,0.703,,,7127.538,215.765
Japan,1945,JPN,78819521.0,280326701056.0,,0.578,75.306,,0.0,0.073,74.93,0.678,,,7279.104,151.566
Japan,1946,JPN,79918650.0,213947006976.0,,0.458,51.593,,0.0,0.066,76.538,0.59,,,7408.348,129.245
Japan,1947,JPN,81033105.0,211776700416.0,,0.611,68.795,,0.0,0.07,74.9,0.557,,,7553.28,144.932
Japan,1948,JPN,82163102.0,229021270016.0,,0.919,86.584,,0.0,0.092,76.401,0.487,,,7717.764,164.484
Japan,1949,JPN,83270008.0,234992009216.0,,1.621,96.103,,0.0,0.103,73.448,0.594,,,7889.632,171.868
Japan,1950,JPN,84353056.0,256610910208.0,,2.206,95.729,,0.0,0.136,78.148,4.47,,,8070.321,180.689
Japan,1951,JPN,85683472.0,288620281856.0,,3.238,111.001,,0.0,0.161,69.601,9.057,,,8263.38,193.059
Japan,1952,JPN,86921760.0,321973420032.0,,3.518,113.94,,0.0,0.18,73.939,12.769,,,8467.726,204.345
Japan,1953,JPN,88057136.0,345711968256.0,,4.332,119.179,,0.0,0.216,76.035,22.043,,,8689.531,221.805
Japan,1954,JPN,89093016.0,365311000576.0,,5.277,113.009,,0.0,0.275,67.437,23.974,,,8899.501,209.971
Japan,1955,JPN,90090280.0,396713132032.0,,5.222,108.89,,0.0,0.344,72.325,27.418,,,9113.7,214.2
Japan,1956,JPN,91021560.0,426510417920.0,,6.436,121.381,,0.0,0.469,71.13,32.349,,,9345.468,231.766
Japan,1957,JPN,91837664.0,457723478016.0,,7.501,136.038,,0.0,0.638,72.926,43.89,,,9606.459,260.992
Japan,1958,JPN,92671296.0,484394336256.0,,7.407,126.485,,0.0,0.927,70.935,46.342,,,9858.555,252.096
Japan,1959,JPN,93575984.0,528525000704.0,,8.533,125.847,,0.0,1.172,83.509,57.067,,,10134.684,276.129
Japan,1960,JPN,94464840.0,597858254848.0,,11.139,139.144,,0.0,1.601,71.555,80.615,,,10438.738,304.054
Japan,1961,JPN,95355464.0,669824974848.0,,12.175,160.866,,0.0,2.045,68.825,107.701,,,10790.351,351.612
Japan,1962,JPN,96267888.0,729663012864.0,,14.228,154.214,,0.0,2.66,63.848,121.762,,,11147.063,356.713
Japan,1963,JPN,97246712.0,791534370816.0,,14.802,155.339,,0.0,3.671,61.215,151.023,,,11533.113,386.05
Japan,1964,JPN,98319344.0,883860307968.0,,16.3,160.207,,0.0,4.005,56.592,178.38,,,11948.598,415.484
Japan,1965,JPN,99468752.0,935329857536.0,1831.837,16.158,165.748,,0.0,3.609,54.521,200.956,,,12389.589,440.992
Japan,1966,JPN,100466904.0,1034825433088.0,2078.875,18.913,170.451,,0.0,3.701,49.438,226.181,,,12858.271,468.683
Japan,1967,JPN,101527856.0,1149408247808.0,2332.107,21.239,181.499,,0.0,3.909,50.396,282.661,,,13397.976,539.704
Japan,1968,JPN,102819280.0,1297449615360.0,2569.288,23.565,200.119,,0.0,4.228,44.115,334.001,,,14004.004,606.028
Japan,1969,JPN,104102072.0,1459365609472.0,2995.711,25.4,221.022,,0.0,4.719,47.948,402.074,,,14705.167,701.163
Japan,1970,JPN,105416840.0,1615677620224.0,3418.785,28.267,229.264,,0.04,7.676,40.856,502.715,,,15513.987,808.82
Japan,1971,JPN,106789360.0,1691571453952.0,3581.75,29.27,206.385,,0.04,8.094,35.284,552.756,,,16345.815,831.828
Japan,1972,JPN,108220400.0,1833991274496.0,3835.057,32.53,200.216,,0.077,7.984,30.064,611.364,,,17228.049,882.234
Japan,1973,JPN,109679472.0,1981290119168.0,4209.336,38.192,214.385,,0.081,10.582,29.928,651.026,,,18172.242,944.193
Japan,1974,JPN,111100024.0,1957033279488.0,4170.854,35.613,229.191,,0.062,14.161,25.185,635.279,,,19111.732,939.491
Japan,1975,JPN,112411640.0,2017465204736.0,4130.073,31.796,213.422,,0.11,17.155,20.974,606.028,,,20001.217,889.484
Japan,1976,JPN,113624872.0,2097612062720.0,4304.319,33.226,208.383,,0.092,20.683,18.233,644.761,,,20926.596,925.378
Japan,1977,JPN,114761520.0,2189767737344.0,4284.78,35.235,204.52,,0.103,24.684,16.003,668.696,,,21875.834,949.241
Japan,1978,JPN,115809520.0,2305153040384.0,4377.462,40.74,174.739,,0.103,34.504,16.726,651.504,,,22794.152,918.316
Japan,1979,JPN,116765512.0,2431613140992.0,4458.664,41.985,190.938,,0.099,40.89,10.739,679.159,,,23757.961,963.811
Japan,1980,JPN,117624200.0,2500143611904.0,4298.557,41.901,224.299,,0.077,47.932,9.236,630.659,,,24712.066,954.104
Japan,1981,JPN,118385728.0,2579316867072.0,4230.308,40.261,247.358,,0.073,48.592,7.667,590.551,,,25646.57,934.503
Japan,1982,JPN,119098144.0,2658129674240.0,4100.725,38.152,242.63,,0.092,49.746,9.095,566.788,,,26553.072,906.502
Japan,1983,JPN,119793752.0,2719951093760.0,4220.464,38.101,229.795,,0.092,53.348,6.133,559.573,,,27440.113,887.042
Japan,1984,JPN,120470736.0,2826577117184.0,4371.088,37.004,260.176,,0.095,71.697,7.576,568.097,,,28384.76,944.646
Japan,1985,JPN,121119024.0,2950873743360.0,4481.088,34.052,271.788,,0.099,76.981,4.75,529.481,,,29301.91,917.151
Japan,1986,JPN,121710304.0,3036325871616.0,4475.038,33.186,257.466,,0.0,81.253,4.595,540.356,,,30218.764,916.855
Japan,1987,JPN,122268888.0,3162653851648.0,4670.11,33.191,250.394,,0.0,82.707,4.884,536.237,,,31126.18,907.415
Japan,1988,JPN,122798304.0,3358737825792.0,4927.338,35.836,278.512,,0.0,86.207,2.806,584.91,,,32114.451,988.27
Japan,1989,JPN,123270648.0,3520997621760.0,5060.553,36.696,277.105,,0.0,92.725,1.176,615.156,,,33137.309,1022.858
Japan,1990,JPN,123686320.0,3699821510656.0,5184.285,38.701,318.711,1317.45,0.192,116.896,0.559,671.429,11.266,160.255,34295.062,1157.755
Japan,1991,JPN,124073992.0,3824677552128.0,5363.508,40.347,318.579,1336.028,0.216,125.042,-0.773,673.791,10.923,167.131,35463.188,1168.124
