var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t),var11(t)
0.0,0.8257897931034995,0.1745831309530023,0.21248411306942616,0.10606002065769782,0.2637881009211506,0.0,0.01555960626058462,0.5666810223321953,0.11476979392489788,0.35575656315528154,0,0.8380724763601457,0.18143533789906194,0.22404817117728276,0.12768620905487169,0.27356143108371656,0.0,0.01656457120928514,0.42770734801265387,0.12462201444527855,0.33290448843966747
0.0,0.8380724763601457,0.18143533789906194,0.22404817117728276,0.12768620905487169,0.27356143108371656,0.0,0.01656457120928514,0.42770734801265387,0.12462201444527855,0.33290448843966747,0,0.8476442972909564,0.19505327568930417,0.2366760006666922,0.15491212751105649,0.28220831141420233,0.0,0.016197830446015284,0.44408376922354115,0.1360169940850692,0.3491860257967901
0.0,0.8476442972909564,0.19505327568930417,0.2366760006666922,0.15491212751105649,0.28220831141420233,0.0,0.016197830446015284,0.44408376922354115,0.1360169940850692,0.3491860257967901,0,0.8563850583991405,0.21559072018595066,0.25648003762942495,0.18109357009836877,0.2974255930576207,0.0,0.019932598627069552,0.45672706486672715,0.1523847878591365,0.3710053919472198
0.0,0.8563850583991405,0.21559072018595066,0.25648003762942495,0.18109357009836877,0.2974255930576207,0.0,0.019932598627069552,0.45672706486672715,0.1523847878591365,0.3710053919472198,0,0.8646821850016744,0.23288826686362082,0.2735984261152471,0.20891577995688157,0.31768874540365494,0.058053190828310446,0.023906190570475803,0.5006248629686472,0.15053309409720456,0.3997720258198652
0.0,0.8646821850016744,0.23288826686362082,0.2735984261152471,0.20891577995688157,0.31768874540365494,0.058053190828310446,0.023906190570475803,0.5006248629686472,0.15053309409720456,0.3997720258198652,0,0.8725631777925208,0.2534320526598417,0.28239671337875,0.23500835838272377,0.34293317874507534,0.05791337848754117,0.024496786085351937,0.4586842641024837,0.16757541431504366,0.4145141801387126
0.0,0.8725631777925208,0.2534320526598417,0.28239671337875,0.23500835838272377,0.34293317874507534,0.05791337848754117,0.024496786085351937,0.4586842641024837,0.16757541431504366,0.4145141801387126,0,0.8799337354055571,0.27100660432194235,0.29846146522411265,0.24558963302964973,0.3550300035204059,0.08674579009507238,0.025880739169750623,0.47884470824067404,0.18380386210413205,0.4339397000667026
0.0,0.8799337354055571,0.27100660432194235,0.29846146522411265,0.24558963302964973,0.3550300035204059,0.08674579009507238,0.025880739169750623,0.47884470824067404,0.18380386210413205,0.4339397000667026,0,0.8868311138484831,0.28006804429272647,0.3005951177882774,0.2584955426251761,0.3482447480160684,0.08427577207481514,0.025669131790572654,0.4790698311773733,0.2019261137055581,0.4346585481419947
0.0,0.8868311138484831,0.28006804429272647,0.3005951177882774,0.2584955426251761,0.3482447480160684,0.08427577207481514,0.025669131790572654,0.4790698311773733,0.2019261137055581,0.4346585481419947,0,0.8933888215578684,0.2826890487407514,0.30115779861377584,0.2694361375771766,0.3262542213510619,0.06418939911762878,0.029984289342812796,0.4485134055814827,0.20242416075626588,0.41226269555904027
0.0,0.8933888215578684,0.2826890487407514,0.30115779861377584,0.2694361375771766,0.3262542213510619,0.06418939911762878,0.029984289342812796,0.4485134055814827,0.20242416075626588,0.41226269555904027,0,0.8996289705781829,0.29595892512399585,0.3123205209743389,0.2912696756844472,0.3444328876910434,0.06886534518113466,0.03275423674034822,0.3851955241645002,0.2167756487531788,0.4152901293124773
0.0,0.8996289705781829,0.29595892512399585,0.3123205209743389,0.2912696756844472,0.3444328876910434,0.06886534518113466,0.03275423674034822,0.3851955241645002,0.2167756487531788,0.4152901293124773,0,0.9059190110601799,0.3166650019830826,0.324314726450597,0.31196085855658845,0.3472013039647671,0.07358789535823028,0.036308696382874636,0.2940426598177091,0.23665733482428433,0.4015141959784009
0.0,0.9059190110601799,0.3166650019830826,0.324314726450597,0.31196085855658845,0.3472013039647671,0.07358789535823028,0.036308696382874636,0.2940426598177091,0.23665733482428433,0.4015141959784009,0,0.9121906558077019,0.337530206794414,0.34370911717833974,0.34601257492279114,0.35199455418022185,0.0743024917666066,0.04131719129647282,0.2582884392520437,0.24072057186979726,0.4003399079772777
0.0,0.9121906558077019,0.337530206794414,0.34370911717833974,0.34601257492279114,0.35199455418022185,0.0743024917666066,0.04131719129647282,0.2582884392520437,0.24072057186979726,0.4003399079772777,0,0.9181327567664193,0.36435531990391445,0.37586311798610755,0.361286907604454,0.40283612870646834,0.0696886845212204,0.03236027959390435,0.22420286904500888,0.23834173684051355,0.42844753259700286
0.0,0.9181327567664193,0.36435531990391445,0.37586311798610755,0.361286907604454,0.40283612870646834,0.0696886845212204,0.03236027959390435,0.22420286904500888,0.23834173684051355,0.42844753259700286,0,0.9239012131406213,0.38837884511165127,0.4406752505800256,0.4527152508931492,0.4806477760455993,0.08046976946498477,0.03695440507367815,0.23502873743226732,0.26667529284668917,0.5033171436075027
0.0,0.9239012131406213,0.38837884511165127,0.4406752505800256,0.4527152508931492,0.4806477760455993,0.08046976946498477,0.03695440507367815,0.23502873743226732,0.26667529284668917,0.5033171436075027,0,0.9296668822823272,0.42060343229893443,0.5185789494593781,0.47166907501423116,0.5118184484751624,0.08065618591934381,0.04428649870075791,0.2692329376389889,0.30954868362068333,0.548645540433542
0.0,0.9296668822823272,0.42060343229893443,0.5185789494593781,0.47166907501423116,0.5118184484751624,0.08065618591934381,0.04428649870075791,0.2692329376389889,0.30954868362068333,0.548645540433542,0,0.9355249946351581,0.4633231071850738,0.5914920122603727,0.5273740253919682,0.5904339974596495,0.08680792891319207,0.05342848180890969,0.18235545149873145,0.31379031415246056,0.5919497815394104
0.0,0.9355249946351581,0.4633231071850738,0.5914920122603727,0.5273740253919682,0.5904339974596495,0.08680792891319207,0.05342848180890969,0.18235545149873145,0.31379031415246056,0.5919497815394104,0,0.9414762005533632,0.5123853295454915,0.6500187811230659,0.6026355307251058,0.6546212200675416,0.0859690548685764,0.06621746026237954,0.18946777022582764,0.33230380640401985,0.6535838663583989
0.0,0.9414762005533632,0.5123853295454915,0.6500187811230659,0.6026355307251058,0.6546212200675416,0.0859690548685764,0.06621746026237954,0.18946777022582764,0.33230380640401985,0.6535838663583989,0,0.947592596450845,0.5604547880971523,0.7079584009996214,0.6604539026821522,0.7059366748631539,0.07712980799105201,0.08374617184560418,0.17177349891940988,0.34333549115440104,0.6970007452475557
0.0,0.947592596450845,0.5604547880971523,0.7079584009996214,0.6604539026821522,0.7059366748631539,0.07712980799105201,0.08374617184560418,0.17177349891940988,0.34333549115440104,0.6970007452475557,0,0.9538739965121038,0.5848553470822423,0.7360376278034285,0.674547243536742,0.7645972071090315,0.07248493133660598,0.09746254855572861,0.16912135496601619,0.3597071131148689,0.7469785794615561
0.0,0.9538739965121038,0.5848553470822423,0.7360376278034285,0.674547243536742,0.7645972071090315,0.07248493133660598,0.09746254855572861,0.16912135496601619,0.3597071131148689,0.7469785794615561,0,0.9603764241103137,0.6276529619984492,0.7690449738112498,0.7487758639785901,0.8045021694935339,0.07079164854284471,0.10748498165955979,0.17115881542268296,0.3643893679013461,0.7855800953392792
0.0,0.9603764241103137,0.6276529619984492,0.7690449738112498,0.7487758639785901,0.8045021694935339,0.07079164854284471,0.10748498165955979,0.17115881542268296,0.3643893679013461,0.7855800953392792,0,0.9669567084029184,0.698831328931758,0.8239669021362759,0.8209387146378592,0.8766041667834352,0.06173491580190145,0.13142247107068575,0.035466846242991824,0.406585169682448,0.823024042886836
0.0,0.9669567084029184,0.698831328931758,0.8239669021362759,0.8209387146378592,0.8766041667834352,0.06173491580190145,0.13142247107068575,0.035466846242991824,0.406585169682448,0.823024042886836,0,0.9734196502074317,0.7449117777624025,0.8900143148874481,0.9097668152887569,0.9754895406043729,0.05985521655378115,0.16299687760044038,0.054848560779277716,0.4185624164737579,0.9170147975932278
0.0,0.9734196502074317,0.7449117777624025,0.8900143148874481,0.9097668152887569,0.9754895406043729,0.05985521655378115,0.16299687760044038,0.054848560779277716,0.4185624164737579,0.9170147975932278,0,0.9802899924951443,0.8047662968600614,0.9273011856257171,0.917774892912246,0.9961769298910755,0.057991052010190766,0.18450394399412673,0.05371746484167006,0.43879553005643124,0.9408775813069775
0.0,0.9802899924951443,0.8047662968600614,0.9273011856257171,0.917774892912246,0.9961769298910755,0.057991052010190766,0.18450394399412673,0.05371746484167006,0.43879553005643124,0.9408775813069775,0,0.987214221277784,0.8685318160181255,0.962869406969389,0.9609718905914746,1.0,0.05642204685266886,0.21344040258473995,0.049234973533373,0.46096455750184806,0.9570665249307893
0.0,0.987214221277784,0.8685318160181255,0.962869406969389,0.9609718905914746,1.0,0.05642204685266886,0.21344040258473995,0.049234973533373,0.46096455750184806,0.9570665249307893,0,0.9938116005963655,0.9337459572128601,0.9882626088630452,0.9999999999999998,0.9908737679580071,0.061051388802584976,0.2475255204622975,0.2045905503179127,0.4689972410260611,1.0
0.0,0.9938116005963655,0.9337459572128601,0.9882626088630452,0.9999999999999998,0.9908737679580071,0.061051388802584976,0.2475255204622975,0.2045905503179127,0.4689972410260611,1.0,0,1.0,1.0,0.9999999999999999,0.927064417501861,0.9697769546593601,0.060600882371217295,0.2542139466273118,0.17826682745012057,0.49701956547787446,0.9805468095054555
1.0,0.04599327315373197,0.09879459889787423,0.10402480683473038,0.016917675725659588,0.07594855456509107,0.05966880009942211,0.07882476935816284,0.015408196824004756,0.11590906219769288,0.07825373107768349,1,0.046306685834464546,0.10575429869407053,0.1010712826725231,0.014913724490190168,0.06726444173808233,0.056220095693779906,0.08417551029017427,0.0151685877157265,0.12432532999923819,0.07449112068141164
1.0,0.046306685834464546,0.10575429869407053,0.1010712826725231,0.014913724490190168,0.06726444173808233,0.056220095693779906,0.08417551029017427,0.0151685877157265,0.12432532999923819,0.07449112068141164,1,0.04659922911188158,0.1092757492450701,0.09871698231655625,0.015819108628066132,0.06062771587041169,0.054992854035916236,0.08364751245659838,0.023471121621198354,0.12534707294953723,0.07193037107696387
1.0,0.04659922911188158,0.1092757492450701,0.09871698231655625,0.015819108628066132,0.06062771587041169,0.054992854035916236,0.08364751245659838,0.023471121621198354,0.12534707294953723,0.07193037107696387,1,0.046866681490098164,0.10934981562040612,0.09820121086411812,0.015931154744702282,0.05748697463145834,0.05154414963027403,0.08835458592654435,0.02504306699658596,0.12789396536180384,0.07133481835299701
1.0,0.046866681490098164,0.10934981562040612,0.09820121086411812,0.015931154744702282,0.05748697463145834,0.05154414963027403,0.08835458592654435,0.02504306699658596,0.12789396536180384,0.07133481835299701,1,0.04709069368851409,0.11364741561228786,0.09711957338183799,0.016974342727176718,0.055806708094825165,0.05002174858634189,0.09234314688069631,0.02499530178219062,0.12375760995604092,0.0697405830608809
1.0,0.04709069368851409,0.11364741561228786,0.09711957338183799,0.016974342727176718,0.055806708094825165,0.05002174858634189,0.09234314688069631,0.02499530178219062,0.12375760995604092,0.0697405830608809,1,0.047265726082543105,0.11717840747376362,0.09771674128345666,0.017258965621160485,0.054186760871555356,0.04753619586155471,0.09970517852926748,0.0236751025777555,0.12295177671873127,0.06908939587624471
1.0,0.047265726082543105,0.11717840747376362,0.09771674128345666,0.017258965621160485,0.054186760871555356,0.04753619586155471,0.09970517852926748,0.0236751025777555,0.12295177671873127,0.06908939587624471,1,0.047394635585493845,0.11959987855735144,0.10151150686921166,0.016291762936174924,0.05346159461311166,0.04991300565463245,0.11126261564411313,0.023529849343815575,0.12653304509641863,0.07098487857314523
1.0,0.047394635585493845,0.11959987855735144,0.10151150686921166,0.016291762936174924,0.05346159461311166,0.04991300565463245,0.11126261564411313,0.023529849343815575,0.12653304509641863,0.07098487857314523,1,0.04749279262323615,0.12344728887398695,0.09998669163712436,0.016889342224901023,0.05162692664824525,0.05031690797241036,0.10644667664147109,0.025199674256898546,0.12348121489792334,0.06864774234576396
1.0,0.04749279262323615,0.12344728887398695,0.09998669163712436,0.016889342224901023,0.05162692664824525,0.05031690797241036,0.10644667664147109,0.025199674256898546,0.12348121489792334,0.06864774234576396,1,0.04755687574371202,0.1275897030742343,0.09901503057390779,0.017237071552392506,0.0503746336469137,0.04921394395078606,0.10814770058984706,0.02340338898111316,0.12303523118226263,0.06741508216007197
1.0,0.04755687574371202,0.1275897030742343,0.09901503057390779,0.017237071552392506,0.0503746336469137,0.04921394395078606,0.10814770058984706,0.02340338898111316,0.12303523118226263,0.06741508216007197,1,0.047580526572789425,0.13186577520515474,0.09739141609436265,0.01752813387836686,0.04804887038740747,0.04835953520164046,0.10831712257510533,0.022832555517273777,0.11879513192504564,0.06452844563574545
1.0,0.047580526572789425,0.13186577520515474,0.09739141609436265,0.01752813387836686,0.04804887038740747,0.04835953520164046,0.10831712257510533,0.022832555517273777,0.11879513192504564,0.06452844563574545,1,0.04757668832137274,0.137697430469124,0.09810429378286334,0.016861008724142458,0.04983816541744301,0.04647983595352016,0.10885736778110952,0.023128151721113786,0.11494053103836112,0.06494800182332411
1.0,0.04757668832137274,0.137697430469124,0.09810429378286334,0.016861008724142458,0.04983816541744301,0.04647983595352016,0.10885736778110952,0.023128151721113786,0.11494053103836112,0.06494800182332411,1,0.04754975088064353,0.1418373467786509,0.1002650205839487,0.014608495413836535,0.05024652183092069,0.04613807245386193,0.11387811006713602,0.02275895010492686,0.11804863557694405,0.06644993670968999
1.0,0.04754975088064353,0.1418373467786509,0.1002650205839487,0.014608495413836535,0.05024652183092069,0.04613807245386193,0.11387811006713602,0.02275895010492686,0.11804863557694405,0.06644993670968999,1,0.04749811159191646,0.1434459438569845,0.09878604333800611,0.013731444776719134,0.05014856967160938,0.04607593363574225,0.11374883224705945,0.024556801453315374,0.1125192031400316,0.0652947150000088
1.0,0.04749811159191646,0.1434459438569845,0.09878604333800611,0.013731444776719134,0.05014856967160938,0.04607593363574225,0.11374883224705945,0.024556801453315374,0.1125192031400316,0.0652947150000088,1,0.04742798366096439,0.14395694089392594,0.09874978992129532,0.014612359073030884,0.05064740505513212,0.04665071770334928,0.11459866381166808,0.025683590691264444,0.11071995553178676,0.06567623638055692
1.0,0.04742798366096439,0.14395694089392594,0.09874978992129532,0.014612359073030884,0.05064740505513212,0.04665071770334928,0.11459866381166808,0.025683590691264444,0.11071995553178676,0.06567623638055692,1,0.047369817602808645,0.14744036033076668,0.09873305312028986,0.015334863342374295,0.05017419203480798,0.04548561486360529,0.11356784329895224,0.025678109437153505,0.10707131107345025,0.0642838104501659
1.0,0.047369817602808645,0.14744036033076668,0.09873305312028986,0.015334863342374295,0.05017419203480798,0.04548561486360529,0.11356784329895224,0.025678109437153505,0.10707131107345025,0.0642838104501659,1,0.04733025632156525,0.1502535024367265,0.09736451559586079,0.014023794989091601,0.04847244007903431,0.04588951718138321,0.11361683278866547,0.02472711184890531,0.1047097028829689,0.06207505391849443
1.0,0.04733025632156525,0.1502535024367265,0.09736451559586079,0.014023794989091601,0.04847244007903431,0.04588951718138321,0.11361683278866547,0.02472711184890531,0.1047097028829689,0.06207505391849443,1,0.0473053222041927,0.15805041299808142,0.10025300367665241,0.014397282044545415,0.049320780510562955,0.04767600820232399,0.11699642716929884,0.02545376953675572,0.10475793803161544,0.06343237831746137
1.0,0.0473053222041927,0.15805041299808142,0.10025300367665241,0.014397282044545415,0.049320780510562955,0.04767600820232399,0.11699642716929884,0.02545376953675572,0.10475793803161544,0.06343237831746137,1,0.0473096888684368,0.1654610046227571,0.09536055876128677,0.01582554806005672,0.050627387583883215,0.0464332318399304,0.11430540728296806,0.02590088326494816,0.09161347720678677,0.060877984143494275
1.0,0.0473096888684368,0.1654610046227571,0.09536055876128677,0.01582554806005672,0.050627387583883215,0.0464332318399304,0.11430540728296806,0.02590088326494816,0.09161347720678677,0.060877984143494275,1,0.047334117799919403,0.1692651494095285,0.09655460500049283,0.014705086893695282,0.04753588932420217,0.04574970484061393,0.11797485614440469,0.025763460394023864,0.09981574938854293,0.061100619762025306
1.0,0.047334117799919403,0.1692651494095285,0.09655460500049283,0.014705086893695282,0.04753588932420217,0.04574970484061393,0.11797485614440469,0.025763460394023864,0.09981574938854293,0.061100619762025306,1,0.04736542771162708,0.16082519795091468,0.08953322741467154,0.01339144276761635,0.042422759918189924,0.04000186416454359,0.10952348875929355,0.02449220095843643,0.0955783298618063,0.05446955915018704
1.0,0.04736542771162708,0.16082519795091468,0.08953322741467154,0.01339144276761635,0.042422759918189924,0.04000186416454359,0.10952348875929355,0.02449220095843643,0.0955783298618063,0.05446955915018704,1,0.047412218377157575,0.16993488593993178,0.09402060120674072,0.01322659330865743,0.045820258588362583,0.040110607096253026,0.12081216409029581,0.02610134055814827,0.0956885816301413,0.05906042880187228
1.0,0.047412218377157575,0.16993488593993178,0.09402060120674072,0.01322659330865743,0.045820258588362583,0.040110607096253026,0.12081216409029581,0.02610134055814827,0.0956885816301413,0.05906042880187228,1,0.04748356572232675,0.17915351484844197,0.0900661989705651,0.014465540023645593,0.0459981471828612,0.041524265208475734,0.11020185710990588,0.02539739092304319,0.09163185250150926,0.056585428620986956
1.0,0.04748356572232675,0.17915351484844197,0.0900661989705651,0.014465540023645593,0.0459981471828612,0.041524265208475734,0.11020185710990588,0.02539739092304319,0.09163185250150926,0.056585428620986956,1,0.04757225197631624,0.179956591230769,0.09155250218649799,0.014331599838241468,0.04667954190417396,0.04127570993599702,0.1099657549858713,0.027225780687192655,0.09195954525739386,0.05755067184722249
