country_index,year,country,population,gdp,primary_energy_consumption,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,co2_including_luc
United Kingdom,2011,United Kingdom,63286360.0,2223011348880.0,2342.043,4.097,117.15,4.453,168.236,10.638,172.06,480.352
United Kingdom,2012,United Kingdom,63808728.0,2255210703605.8345,2379.613,3.724,148.005,3.646,158.24,16.94,170.288,504.416
United States,1990,United States,248083728.0,9250377703908.0,22606.611,33.484,1814.521,46.339,1023.151,289.245,2178.912,5410.202
United States,1991,United States,251560192.0,9224688467039.951,22576.309,32.736,1797.739,45.348,1042.997,237.034,2119.828,5299.991
United States,1992,United States,255175328.0,9552658066416.504,22909.344,32.993,1819.076,45.015,1081.595,179.678,2171.389,5353.906
United States,1993,United States,258779760.0,9814940459160.438,23390.023,34.838,1880.75,44.013,1110.157,164.854,2179.57,5437.705
United States,1994,United States,262273584.0,10211204349910.549,23820.387,36.31,1894.587,44.409,1137.466,215.746,2226.839,5580.025
United States,1995,United States,265660560.0,10488856950652.176,24340.916,37.075,1913.488,42.757,1186.277,98.968,2218.052,5524.228
United States,1996,United States,268984352.0,10886952651335.85,25161.398,37.309,1993.662,41.299,1206.218,80.214,2305.573,5693.196
United States,1997,United States,272395424.0,11375560897368.248,25350.254,38.561,2039.02,41.419,1213.878,103.047,2326.319,5791.189
United States,1998,United States,275835008.0,11881792591151.297,25512.498,39.461,2063.092,39.022,1191.005,112.859,2370.752,5846.14
United States,1999,United States,279181568.0,12438444800884.094,25965.105,40.239,2063.44,38.8,1197.99,151.724,2433.326,5955.642
United States,2000,United States,282398560.0,12947418288738.207,26545.426,41.445,2163.759,38.915,1251.263,137.626,2487.797,6147.761
United States,2001,United States,285470496.0,13073810390593.63,25912.779,41.613,2099.619,38.696,1198.819,42.849,2502.393,5950.588
United States,2002,United States,288350240.0,13307343355773.19,26297.848,43.164,2103.791,38.893,1237.949,5.003,2495.597,5951.311
United States,2003,United States,291109824.0,13680911692119.717,26380.113,43.349,2143.993,38.567,1201.023,64.132,2557.467,6074.277
United States,2004,United States,293947872.0,14198910037086.336,26897.549,45.886,2164.773,39.12,1204.496,-18.676,2630.825,6093.979
United States,2005,United States,296842656.0,14673826132063.236,26910.133,46.194,2188.244,39.43,1186.858,44.344,2642.692,6176.527
United States,2006,United States,299753088.0,15065164433314.504,26698.119,46.851,2152.459,40.037,1173.211,-37.954,2609.708,6014.732
United States,2007,United States,302743392.0,15333183459083.195,27063.787,45.509,2175.189,40.463,1247.391,-53.868,2592.216,6076.254
United States,2008,United States,305694912.0,15288552806647.248,26405.514,41.416,2135.724,42.054,1252.781,-2.658,2414.708,5912.461
United States,2009,United States,308512032.0,14864003316912.0,25105.531,29.615,1872.449,41.082,1231.607,-49.924,2280.345,5430.801
United States,2010,United States,311182848.0,15239587282908.611,25951.863,31.449,1982.954,43.407,1290.495,7.877,2300.574,5687.592
United States,2011,United States,313876608.0,15477885525000.0,25726.066,32.208,1873.284,47.863,1310.707,-79.32,2252.414,5466.796
United States,2012,United States,316651328.0,15830887501026.082,25047.863,35.27,1658.491,51.515,1372.072,27.297,2196.025,5371.383
