year,country_index,population,gdp,temperature_change_from_co2,cement_co2_lag_1,coal_co2_lag_1,flaring_co2_lag_1,gas_co2_lag_1,land_use_change_co2_lag_1,oil_co2_lag_1,cement_co2_diff_lag1_lag2,coal_co2_diff_lag1_lag2,flaring_co2_diff_lag1_lag2,gas_co2_diff_lag1_lag2,land_use_change_co2_diff_lag1_lag2,oil_co2_diff_lag1_lag2,co2_including_luc
1943,Colombia,0.005857802912982213,0.0025425332257138365,0.026143790849673203,0.0002169811120069264,0.00031292211358399994,0.0,0.0009422407284618836,0.21508499299489323,0.000563234566600507,0.08314391982642835,0.4512972001506377,0.38376263890956835,0.48147270784310614,0.4038636068974458,0.5029542871109282,0.06557541182983415
1944,Colombia,0.0060360948289025895,0.002728126793881577,0.026143790849673203,0.0002701627571066633,0.00026175374191651855,0.0,0.0009081940896737395,0.21947439979571315,0.000496692086158253,0.08350552743051969,0.4506260416938547,0.38376263890956835,0.4825729220953553,0.401618557996089,0.502207471262138,0.06582624702871831
1945,Colombia,0.006218605640261778,0.002864040202942052,0.026143790849673203,0.0002935626809505475,0.00027908167654494846,0.0,0.0011626927146151157,0.219832064186346,0.0007394929225338585,0.08332472362847403,0.45093924897368676,0.38376263890956835,0.48435748014086943,0.3949472292589927,0.503722440555398,0.06664049871720835
1946,Colombia,0.006405436157892217,0.0031410122464625655,0.026143790849673203,0.0003169626047944317,0.00028927457926755434,0.0,0.0011550322208877832,0.22242746537739683,0.0006159140302839581,0.08332472362847403,0.4509066232153709,0.38376263890956835,0.48273611176913384,0.39865001487966284,0.5019281427368762,0.06714894126698466
1947,Colombia,0.006596688708578718,0.0032727350001520617,0.026143790849673203,0.0003488715918542738,0.0002994674819901602,0.0,0.0010571481343718695,0.22378667125689597,0.0008258397126315451,0.08337638185762992,0.4509066232153709,0.38376263890956835,0.48217810836847164,0.39660448109611046,0.5035614386970875,0.06642232919271567
1948,Colombia,0.006792467135058454,0.0033799944990630373,0.026143790849673203,0.00036376245248220015,0.0002733736510202892,0.0,0.0009609663797953627,0.221523763977228,0.0009593207597091618,0.08327306539931811,0.45074069793022176,0.38376263890956835,0.48218863673452184,0.3906109663450913,0.5031870608819796,0.06665550368146135
1949,Colombia,0.007008457754454352,0.0035778461939744667,0.026143790849673203,0.00038716237632608437,0.0002778585282182358,0.0,0.000595816178792519,0.22247131072834841,0.0008868369863702779,0.08332472362847403,0.45088052260871825,0.38376263890956835,0.4805251548985854,0.3959233082696665,0.5021783745407565,0.06643348332543471
1950,Colombia,0.007245643661876751,0.00364549746378145,0.026143790849673203,0.000502034729741516,0.0002815279731983739,0.0,0.000841803144036859,0.22152822970741753,0.0010013058961786793,0.0838800495919,0.45087679395062497,0.38376263890956835,0.48430483831061827,0.3927948843517673,0.5030939513735591,0.07063527167815653
1951,Colombia,0.007486160116650594,0.003763444903807991,0.026143790849673203,0.0005956344251170529,0.000528807793248792,0.0,0.0,0.2334151915209587,0.0018315025569344194,0.08375090401901024,0.4519907305559801,0.38376263890956835,0.4775772124045208,0.41402477077593913,0.5065991364093092,0.07197987581997814
1952,Colombia,0.0077384964520340015,0.004012746875151288,0.032679738562091505,0.0006807250572766319,0.0005838494679508637,0.0,0.0,0.2372557194839402,0.001972905327874209,0.08369924578985433,0.45111169941049906,0.38376263890956835,0.4827834894163599,0.40071032756083025,0.5032258565104882,0.07212049756461464
1953,Colombia,0.008001723389225683,0.004271770549955361,0.032679738562091505,0.0007339067023763686,0.0005057718330957028,0.0,0.0,0.23749524501228683,0.0023000725233819582,0.08350552743051969,0.4505029959767778,0.38376263890956835,0.4827834894163599,0.39475174474962865,0.5041356139990144,0.07333297834863331
1954,Colombia,0.00827717951416616,0.004581498959652507,0.032679738562091505,0.000918978827323453,0.0006437837359597862,0.0,0.0,0.24033829124111977,0.0028399380045890546,0.08430622998243621,0.4514910903714861,0.38376263890956835,0.4827834894163599,0.3990597934044467,0.5051772766244698,0.0731924893912911
1955,Colombia,0.008566695339339214,0.004767761339885022,0.032679738562091505,0.0010125785226989899,0.0007858727999129119,0.0,0.0,0.24037158122980523,0.0020956920477378923,0.08375090401901024,0.4515097336619523,0.38376263890956835,0.4827834894163599,0.3944104865683332,0.49888850524322903,0.07467638740480645
1956,Colombia,0.00886897396749443,0.004966754484600674,0.032679738562091505,0.0010976691548585688,0.000968733474756461,0.0,0.0,0.2439652761059482,0.0026442714251933793,0.08369924578985433,0.4516961665666142,0.38376263890956835,0.4827834894163599,0.4003018925721932,0.5052199518158292,0.0757335070545242
1957,Colombia,0.009185772387425767,0.005155788222691191,0.032679738562091505,0.001282741279805653,0.0010474226837749784,0.0,0.0,0.24693133290272867,0.002715963026146046,0.08430622998243621,0.451219830495203,0.38376263890956835,0.4827834894163599,0.3992633391306918,0.5028844549796128,0.07921997025299034
1958,Colombia,0.009512793632147484,0.005289826703547605,0.0392156862745098,0.001291250343021611,0.0010472188257205262,0.0,0.0,0.2571635386933192,0.003131853528910133,0.08323432172745118,0.4508590828246821,0.38376263890956835,0.4827834894163599,0.41128664410869475,0.5045701250383106,0.08231404699687593
1959,Colombia,0.00985409666412362,0.005683743562266626,0.0392156862745098,0.001291250343021611,0.001277986143360323,0.0,0.0,0.2664908251573256,0.0028126080572645575,0.08318266349829528,0.451915225229592,0.38376263890956835,0.4827834894163599,0.40978927307305,0.5009698907127144,0.08930994559571769
1960,Colombia,0.010215352661161074,0.005934883085858855,0.0392156862745098,0.001429522620280927,0.0012985758068599868,0.0066768637361175765,0.0005736858635802254,0.28702303464229295,0.003116406167378896,0.08402210972207873,0.4509541636060597,0.39055753326385034,0.48633154877528767,0.42833007189933686,0.5040211668949142,0.06201724349245988
1961,Colombia,0.010590345460576822,0.006245805548556329,0.0392156862745098,0.00153801317628439,0.001361567945685691,0.004867992285695285,0.0005864533531257794,0.20345704353234384,0.003142151769930958,0.08384130592003307,0.4511480538269081,0.38192179103669516,0.4828624521617366,0.2560786613543247,0.5026594403342629,0.08036154262186654
1962,Colombia,0.010976053011326212,0.006595746530843556,0.0392156862745098,0.0016784127193476956,0.0014661471276196272,0.004096561814191661,0.0006051790044592586,0.2588081453294755,0.0036428047180202972,0.08403502427936771,0.4513382153896633,0.38297757143437244,0.48289930144291243,0.48594493248394977,0.5049852382633523,0.06913796214791948
1963,Colombia,0.011369948978788768,0.006818284154213262,0.0392156862745098,0.0018315758572349375,0.0015707263095535633,0.0036044423754738315,0.0009141522514616649,0.22399737252674665,0.003765987524077089,0.08411251162310157,0.4513382153896633,0.38326182000297787,0.48469438785447677,0.3367539763631685,0.5031366265649185,0.06453289878248658
1964,Colombia,0.01177077133261853,0.007252348325918173,0.0392156862745098,0.0019315573500224429,0.0016742862012152386,0.004535479151426482,0.0011099204244934926,0.20918210963530004,0.00414543809707518,0.08378964769087716,0.45133355456704677,0.3847101341382531,0.48399425151213643,0.36984056928313613,0.504391665147171,0.07945115293232191
1965,Colombia,0.012177090529732924,0.007520956065745093,0.0392156862745098,0.0020634478298697904,0.001570522451499111,0.008911351998403937,0.0011754602041606696,0.2546095470003893,0.0043399164178915305,0.08398336605021181,0.45038554324684077,0.38821586648438666,0.4831888315092938,0.4695242336973644,0.5034857872214957,0.052642460516693954
1966,Colombia,0.012583056509945687,0.00793072942623165,0.0457516339869281,0.0021570475252453273,0.001465943269565175,0.023289219924187005,0.0014495356464052284,0.17216891989819758,0.0044357692766238245,0.08375090401901024,0.45038181458874754,0.39839467236968557,0.48447855635044706,0.2579408024538344,0.5030027816465639,0.04546610398493342
1967,Colombia,0.012986722790416919,0.00827367141484752,0.0457516339869281,0.0021804474490892114,0.0013085648515281404,0.022757198909356922,0.00172190875671038,0.14997870658650544,0.004870275830464018,0.08332472362847403,0.45014038397721035,0.38322121306460566,0.4844680279843968,0.3576372304614576,0.5046612947653056,0.04165298404255249
