year,country,population,gdp,primary_energy_consumption,temperature_change_from_co2,cement_co2,coal_co2,consumption_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,other_industry_co2,trade_co2,co2_including_luc,country_order
2001,Niemcy,81933883.0,2793372909568.0,4062.799,0.034,13.504,376.52,1080.515,2.97,173.799,-19.448,338.871,9.591,165.26,895.807,5
2002,Niemcy,82068328.0,2822441533440.0,4011.723,0.035,12.823,375.786,1027.282,2.966,173.61,-14.665,324.413,9.237,128.448,884.17,5
2003,Niemcy,82111619.0,2831676080128.0,4010.471,0.035,13.507,378.305,1063.152,3.003,176.587,-12.17,313.847,9.252,168.651,882.331,5
2004,Niemcy,82092706.0,2894624980992.0,4009.893,0.036,14.068,374.908,1044.238,2.928,174.327,-12.196,301.208,9.13,167.668,864.374,5
2005,Niemcy,82046731.0,2945460994048.0,3962.635,0.036,13.05,361.975,1050.789,2.954,175.904,-14.717,305.188,8.811,182.908,853.164,5
2006,Niemcy,81701971.0,3086359199744.0,4062.387,0.036,13.34,367.653,1048.868,3.069,180.197,-12.848,313.191,8.984,162.433,873.586,5
2007,Niemcy,81298546.0,3220275724288.0,3893.423,0.037,14.449,376.715,1037.784,2.989,173.851,-11.846,268.924,9.188,191.668,834.271,5
2008,Niemcy,81110781.0,3289020366848.0,3934.666,0.037,13.579,353.581,1041.08,2.945,180.995,-12.163,296.43,9.077,184.472,844.444,5
2009,Niemcy,80935275.0,3136502104064.0,3692.178,0.037,12.559,316.28,973.608,2.575,168.399,-15.443,282.438,7.699,183.657,774.508,5
2010,Niemcy,80830917.0,3301123031040.0,3847.151,0.038,12.431,341.311,1019.208,2.582,184.875,-11.451,277.154,8.327,192.528,815.229,5
2011,Niemcy,80857877.0,3467712921600.0,3710.584,0.038,13.393,339.624,979.797,2.673,169.399,-13.268,270.809,8.615,175.284,791.245,5
2012,Niemcy,80916393.0,3482225475584.0,3761.916,0.038,13.289,350.039,918.394,2.657,167.837,-8.495,271.945,8.323,104.304,805.595,5
2013,Niemcy,81041580.0,3497463119872.0,3868.517,0.039,12.503,357.254,928.118,2.689,170.267,-7.06,280.396,8.635,96.375,824.683,5
2014,Niemcy,81376078.0,3574741336064.0,3710.465,0.039,12.905,344.722,904.752,2.478,151.986,-4.902,271.602,8.885,112.173,787.677,5
2015,Niemcy,82077546.0,3628073746432.0,3780.86,0.04,12.626,341.117,895.02,2.374,157.11,-5.974,278.861,8.757,94.175,794.87,5
2016,Niemcy,82760100.0,3708980035584.0,3841.451,0.04,12.663,329.436,906.516,2.344,169.169,-3.641,275.703,8.699,108.503,794.372,5
2017,Niemcy,83104012.0,3808389496832.0,3888.133,0.04,13.408,312.692,896.81,2.267,172.045,-4.568,275.505,8.676,112.216,780.026,5
2018,Niemcy,83368506.0,3845758648320.0,3787.682,0.041,13.228,296.871,886.542,2.007,169.76,-8.286,269.351,8.83,126.496,751.76,5
2019,Niemcy,83559185.0,3886392803328.0,3694.84,0.041,13.287,240.114,841.423,2.037,172.762,-8.881,273.111,8.516,131.596,700.946,5
2020,Niemcy,83628711.0,3742720851968.0,3443.882,0.041,13.357,198.53,770.922,1.821,170.963,-7.927,255.645,8.039,122.566,640.43,5
2021,Niemcy,83697082.0,3841041629184.0,3544.581,0.041,13.64,232.149,828.381,1.872,181.116,-8.547,241.585,8.415,149.604,670.231,5
2022,Niemcy,84086228.0,3909612732416.0,3413.0,0.042,12.538,240.64,832.702,1.835,160.776,-8.638,247.44,8.242,161.23,662.833,5
2023,Niemcy,84548234.0,,3169.55,0.042,10.604,188.477,,1.819,155.461,-8.65,231.622,8.168,,587.501,5
1850,Indonezja,21979198.0,16635347968.0,,,,,,,,89.678,,,,,6
1851,Indonezja,22178120.0,17292791808.0,,0.0,,,,,,167.563,,,,,6
1852,Indonezja,22382251.0,16858103808.0,,0.0,,,,,,187.896,,,,,6
1853,Indonezja,22591664.0,17671512064.0,,0.0,,,,,,210.963,,,,,6
1854,Indonezja,22806435.0,17105948672.0,,0.0,,,,,,248.557,,,,,6
1855,Indonezja,23026638.0,18156148736.0,,0.0,,,,,,245.129,,,,,6
1856,Indonezja,23252349.0,19621343232.0,,0.0,,,,,,261.312,,,,,6
1857,Indonezja,23483647.0,19026655232.0,,0.0,,,,,,246.425,,,,,6
1858,Indonezja,23720608.0,20531480576.0,,0.001,,,,,,262.832,,,,,6
1859,Indonezja,23963313.0,20794943488.0,,0.001,,,,,,275.451,,,,,6
1860,Indonezja,24211841.0,21113001984.0,,0.001,,,,,,278.151,,,,,6
1861,Indonezja,24475468.0,21487448064.0,,0.001,,,,,,265.497,,,,,6
1862,Indonezja,24753229.0,20311830528.0,,0.001,,,,,,275.967,,,,,6
1863,Indonezja,25040404.0,20626731008.0,,0.001,,,,,,270.006,,,,,6
1864,Indonezja,25332913.0,20622651392.0,,0.001,,,,,,239.203,,,,,6
1865,Indonezja,25622963.0,21407119360.0,,0.001,,,,,,246.095,,,,,6
1866,Indonezja,25908734.0,22096799744.0,,0.001,,,,,,257.978,,,,,6
1867,Indonezja,26196694.0,23079266304.0,,0.001,,,,,,256.349,,,,,6
1868,Indonezja,26484434.0,22611200000.0,,0.001,,,,,,254.747,,,,,6
1869,Indonezja,26770170.0,22501117952.0,,0.002,,,,,,265.221,,,,,6
1870,Indonezja,27068109.0,26521829376.0,,0.002,,,,,,238.366,,,,,6
1871,Indonezja,27359831.0,26818148352.0,,0.002,,,,,,240.598,,,,,6
1872,Indonezja,27677143.0,27719510016.0,,0.002,,,,,,234.457,,,,,6
1873,Indonezja,27991648.0,27423303680.0,,0.002,,,,,,246.901,,,,,6
1874,Indonezja,28299937.0,27323338752.0,,0.002,,,,,,240.528,,,,,6
1875,Indonezja,28628960.0,28630784000.0,,0.002,,,,,,237.584,,,,,6
1876,Indonezja,28957731.0,28746520576.0,,0.002,,,,,,222.916,,,,,6
1877,Indonezja,29255618.0,29424693248.0,,0.002,,,,,,228.533,,,,,6
1878,Indonezja,29538177.0,30646943744.0,,0.002,,,,,,227.447,,,,,6
1879,Indonezja,29807626.0,30781405184.0,,0.002,,,,,,235.8,,,,,6
1880,Indonezja,30094857.0,37687324672.0,,0.002,,,,,,211.525,,,,,6
1881,Indonezja,30412806.0,40124968960.0,,0.002,,,,,,216.022,,,,,6
1882,Indonezja,30754880.0,39270985728.0,,0.003,,,,,,209.541,,,,,6
1883,Indonezja,31104543.0,38775382016.0,,0.003,,,,,,205.219,,,,,6
1884,Indonezja,31455208.0,42147213312.0,,0.003,,,,,,200.209,,,,,6
1885,Indonezja,31859700.0,42590412800.0,,0.003,,,,,,199.395,,,,,6
1886,Indonezja,32232592.0,42301116416.0,,0.003,,,,,,208.025,,,,,6
1887,Indonezja,32617763.0,42790129664.0,,0.003,,,,,,213.393,,,,,6
1888,Indonezja,32984995.0,42888675328.0,,0.003,,,,,,198.744,,,,,6
1889,Indonezja,33359365.0,42907000832.0,,0.003,0.0,0.004,,0.0,0.0,209.961,0.0,,,209.965,6
1890,Indonezja,33761552.0,41747959808.0,,0.003,0.0,0.015,,0.0,0.0,290.883,0.0,,,290.897,6
1891,Indonezja,34148945.0,42961793024.0,,0.003,0.0,0.022,,0.0,0.0,354.58,0.0,,,354.602,6
1892,Indonezja,34541343.0,44736102400.0,,0.003,0.0,0.191,,0.0,0.0,385.762,0.0,,,385.952,6
1893,Indonezja,34949250.0,46127460352.0,,0.004,0.0,0.178,,0.0,0.0,401.098,0.225,,,401.501,6
1894,Indonezja,35377707.0,46741770240.0,,0.004,0.0,0.256,,0.0,0.0,432.041,0.224,,,432.521,6
1895,Indonezja,35838291.0,46852870144.0,,0.004,0.0,0.342,,0.0,0.0,427.845,0.427,,,428.615,6
1896,Indonezja,36265988.0,47146008576.0,,0.004,0.0,0.377,,0.0,0.0,416.509,0.484,,,417.37,6
1897,Indonezja,36719026.0,47660339200.0,,0.004,0.0,0.432,,0.0,0.0,438.823,0.674,,,439.929,6
1898,Indonezja,37174747.0,47827165184.0,,0.004,0.0,0.436,,0.0,0.0,439.212,0.854,,,440.501,6
1899,Indonezja,37676270.0,50272088064.0,,0.004,0.0,0.495,,0.0,0.0,449.575,0.63,,,450.7,6
1900,Indonezja,38179623.0,51910098944.0,,0.004,0.0,0.539,,0.0,0.0,396.579,0.671,,,397.788,6
1901,Indonezja,38668903.0,51089575936.0,,0.005,0.0,0.542,,0.0,0.0,431.05,1.7,,,433.292,6
1902,Indonezja,39163692.0,50067218432.0,,0.005,0.0,0.509,,0.0,0.0,418.852,1.03,,,420.391,6
1903,Indonezja,39646401.0,52836519936.0,,0.005,0.0,0.561,,0.0,0.0,429.742,2.44,,,432.743,6
1904,Indonezja,40116661.0,53544038400.0,,0.005,0.0,0.612,,0.0,0.0,432.158,2.755,,,435.525,6
1905,Indonezja,40574022.0,54217261056.0,,0.005,0.0,0.81,,0.0,0.0,420.357,3.323,,,424.49,6
1906,Indonezja,41018198.0,55577653248.0,,0.005,0.0,0.986,,0.0,0.0,424.408,3.466,,,428.859,6
1907,Indonezja,41465424.0,57010999296.0,,0.005,0.0,1.066,,0.0,0.0,419.323,4.228,,,424.618,6
1908,Indonezja,41914876.0,56856240128.0,,0.006,0.0,1.136,,0.0,0.0,412.418,4.356,,,417.91,6
1909,Indonezja,42366545.0,59669188608.0,,0.006,0.0,1.312,,0.0,0.0,428.964,4.675,,,434.951,6
1910,Indonezja,42820498.0,63242977280.0,,0.006,0.0,1.44,,0.0,0.0,405.369,4.672,,,411.48,6
1911,Indonezja,43254585.0,66186964992.0,,0.006,0.0,1.601,,0.0,0.0,421.893,5.126,,,428.621,6
1912,Indonezja,43716724.0,67204390912.0,,0.006,0.0,1.616,,0.0,0.0,405.08,4.225,,,410.921,6
1913,Indonezja,44180972.0,70277955584.0,,0.006,0.0,1.506,,0.0,0.0,390.708,4.393,,,396.607,6
1914,Indonezja,44647319.0,70179414016.0,,0.006,0.0,1.641,,0.0,0.0,413.574,4.375,,,419.591,6
1915,Indonezja,45118696.0,71131422720.0,,0.007,0.0,1.652,,0.0,0.0,415.286,4.378,,,421.317,6
1916,Indonezja,45528655.0,71621763072.0,,0.007,0.0,1.986,,0.0,0.0,395.075,4.778,,,401.839,6
1917,Indonezja,45837761.0,71790051328.0,,0.007,0.0,2.184,,0.0,0.0,397.049,4.954,,,404.186,6
1918,Indonezja,46225903.0,73209782272.0,,0.007,0.0,2.209,,0.0,0.0,392.603,4.921,,,399.733,6
1919,Indonezja,46707410.0,79914983424.0,,0.007,0.0,2.52,,0.0,0.0,382.985,5.116,,,390.621,6
1920,Indonezja,47304303.0,77485137920.0,,0.007,0.0,2.909,,0.0,0.0,379.179,5.353,,,387.441,6
1921,Indonezja,47889453.0,77563396096.0,,0.007,0.0,3.216,,0.0,0.143,394.678,5.398,,,403.435,6
1922,Indonezja,48464913.0,79663742976.0,,0.008,0.0,2.763,,0.0,0.15,379.498,5.386,,,387.797,6
1923,Indonezja,49048301.0,81177518080.0,,0.008,0.0,3.066,,0.0,0.333,399.026,6.19,,,408.615,6
1924,Indonezja,49640203.0,85424193536.0,,0.008,0.0,3.84,,0.0,0.421,393.393,6.324,,,403.978,6
1925,Indonezja,50240326.0,87028097024.0,,0.008,0.0,3.715,,0.0,0.612,378.268,6.753,,,389.348,6
1926,Indonezja,50849550.0,92032958464.0,,0.008,0.0,3.891,,0.0,0.553,392.932,6.654,,,404.03,6
1927,Indonezja,51467289.0,97879146496.0,,0.008,0.0,4.298,,0.0,0.531,389.253,8.057,,,402.14,6
1928,Indonezja,52094423.0,101521252352.0,,0.009,0.0,4.52,,0.0,0.714,387.239,9.597,,,402.071,6
1929,Indonezja,52730659.0,103854333952.0,,0.009,0.073,4.862,,0.0,0.799,400.298,12.806,,,418.837,6
1930,Indonezja,53422386.0,105315721216.0,,0.009,0.069,4.966,,0.0,0.803,402.335,12.248,,,420.42,6
1931,Indonezja,54167255.0,98592702464.0,,0.009,0.065,3.725,,0.0,1.256,395.726,11.847,,,412.621,6
1932,Indonezja,54965265.0,94763261952.0,,0.009,0.04,2.785,,0.0,1.315,417.977,12.447,,,434.563,6
1933,Indonezja,55772671.0,95742566400.0,,0.009,0.036,2.744,,0.0,1.513,416.531,13.568,,,434.393,6
1934,Indonezja,56592409.0,97150009344.0,,0.009,0.055,2.741,,0.0,1.612,411.004,14.827,,,430.239,6
1935,Indonezja,57426239.0,99821166592.0,,0.01,0.069,2.946,,0.0,1.631,399.68,15.355,,,419.681,6
1936,Indonezja,58274749.0,106169204736.0,,0.01,0.065,3.045,,0.0,1.557,408.086,17.1,,,429.853,6
1937,Indonezja,59137646.0,118784974848.0,,0.01,0.0,3.642,,0.0,1.696,428.007,20.005,,,453.351,6
1938,Indonezja,60015810.0,118306021376.0,,0.01,0.0,3.866,,0.0,1.828,419.648,21.039,,,446.38,6
1939,Indonezja,60908068.0,119488020480.0,,0.01,0.084,4.726,,0.0,1.879,428.591,22.512,,,457.792,6
1940,Indonezja,61843190.0,131348013056.0,,0.01,0.0,5.331,,0.0,1.946,425.282,21.456,,,454.015,6
1941,Indonezja,62820886.0,136663105536.0,,0.011,0.084,5.281,,0.0,0.0,433.245,21.122,,,459.731,6
1942,Indonezja,63742503.0,,,0.011,0.0,0.0,,0.0,0.0,432.79,9.457,,,442.247,6
1943,Indonezja,64402814.0,,,0.011,0.0,0.0,,0.0,0.0,440.306,19.027,,,459.333,6
1944,Indonezja,64654432.0,,,0.011,0.0,0.0,,0.0,0.0,426.173,8.772,,,434.945,6
1945,Indonezja,64894598.0,,,0.011,0.0,0.813,,0.0,0.0,426.277,2.993,,,430.084,6
1946,Indonezja,65358783.0,,,0.011,0.0,0.418,,0.0,0.0,453.152,0.927,,,454.497,6
1947,Indonezja,66226965.0,,,0.012,0.004,0.59,,0.0,0.048,436.877,3.415,,,440.933,6
1948,Indonezja,67261032.0,,,0.012,0.018,1.433,,0.0,0.707,434.288,13.337,,,449.783,6
1949,Indonezja,68405199.0,94018076672.0,,0.012,0.0,1.755,,0.0,1.136,447.514,19.012,,,469.417,6
1950,Indonezja,68799030.0,105742745600.0,,0.012,0.0,2.042,,0.0,1.191,464.182,6.598,,,474.013,6
1951,Indonezja,70286312.0,113595817984.0,,0.012,0.051,2.114,,0.0,1.506,450.91,5.72,,,460.3,6
1952,Indonezja,71876439.0,119008854016.0,,0.012,0.069,2.454,,0.0,2.051,459.712,8.146,,,472.433,6
1953,Indonezja,73569145.0,125027598336.0,,0.013,0.073,2.173,,0.0,2.624,459.73,8.21,,,472.81,6
1954,Indonezja,75367369.0,132648517632.0,,0.013,0.073,2.246,,0.0,3.037,470.295,9.391,,,485.042,6
1955,Indonezja,77273504.0,136433229824.0,,0.013,0.073,2.121,,0.0,3.664,488.846,14.986,,,509.69,6
1956,Indonezja,79282556.0,138179182592.0,,0.013,0.073,2.283,,0.0,3.924,486.596,15.532,,,508.407,6
1957,Indonezja,81390843.0,147685294080.0,,0.013,0.124,1.916,,0.0,4.162,499.029,16.211,,,521.441,6
1958,Indonezja,83592765.0,142311997440.0,,0.014,0.149,1.605,,0.0,4.005,511.855,16.447,,,534.062,6
1959,Indonezja,85892868.0,148373766144.0,,0.014,0.171,1.777,,0.0,4.28,512.229,17.635,,,536.091,6
1960,Indonezja,88296073.0,154784595968.0,,0.014,0.193,1.821,,0.0,4.667,436.723,14.705,,,458.108,6
1961,Indonezja,90791250.0,164961484800.0,,0.014,0.222,1.528,,0.0,4.928,412.841,19.324,,,438.842,6
1962,Indonezja,93375848.0,164672684032.0,,0.014,0.251,1.301,,0.0,5.192,402.235,16.232,,,425.21,6
1963,Indonezja,96051425.0,158306811904.0,,0.015,0.164,1.594,,0.0,5.371,398.556,15.634,,,421.319,6
1964,Indonezja,98833757.0,164270391296.0,,0.015,0.218,1.205,,0.0,5.243,376.833,15.708,,,399.208,6
1965,Indonezja,101365131.0,165966266368.0,84.516,0.015,0.182,0.762,,0.0,6.057,349.459,17.668,,,374.128,6
1966,Indonezja,103792757.0,165937627136.0,83.896,0.015,0.167,0.898,,0.0,6.071,330.889,16.239,,,354.264,6
1967,Indonezja,106526397.0,162199044096.0,82.897,0.015,0.174,0.619,,0.0,6.123,317.492,17.624,,,342.032,6
1968,Indonezja,109450007.0,177944035328.0,88.425,0.016,0.204,0.473,,0.0,6.309,302.944,20.577,,,330.507,6
1969,Indonezja,112517638.0,199907966976.0,99.786,0.016,0.265,0.561,,0.0,4.998,303.906,27.538,,,337.268,6
1970,Indonezja,115657496.0,220830564352.0,106.956,0.016,0.273,0.432,,3.572,2.301,284.296,29.213,,,320.088,6
1971,Indonezja,118833699.0,233065676800.0,101.902,0.016,0.241,0.553,,3.873,2.711,286.126,31.576,,,325.082,6
1972,Indonezja,122039843.0,259469197312.0,108.067,0.016,0.298,0.524,,5.925,1.997,287.134,34.563,,,330.44,6
1973,Indonezja,125288516.0,297900736512.0,121.874,0.016,0.367,0.355,,6.518,3.144,288.096,38.714,,,337.194,6
1974,Indonezja,128555052.0,313092767744.0,130.604,0.017,0.421,0.44,,7.735,3.272,269.142,39.359,,,320.369,6
1975,Indonezja,131843849.0,313087950848.0,159.924,0.017,0.548,0.546,,6.976,5.108,260.335,40.755,,,314.267,6
1976,Indonezja,135173656.0,340620640256.0,167.967,0.017,0.926,0.447,,8.959,5.643,269.282,45.814,,,331.071,6
1977,Indonezja,138533539.0,367091515392.0,222.085,0.017,1.372,0.509,,17.551,6.625,257.92,56.36,,,340.336,6
1978,Indonezja,141953163.0,383794675712.0,249.855,0.017,1.92,0.546,,20.973,7.87,253.756,62.629,,,347.694,6
1979,Indonezja,145434830.0,404845723648.0,284.463,0.018,2.46,0.652,,21.232,7.383,241.941,63.41,,,337.078,6
1980,Indonezja,148950537.0,439667556352.0,305.611,0.018,3.068,0.707,,12.798,12.164,240.351,66.135,,,335.224,6
1981,Indonezja,152485036.0,469898625024.0,327.653,0.018,3.652,0.791,,12.117,13.399,238.179,70.338,,,338.476,6
1982,Indonezja,156052154.0,452605673472.0,334.077,0.018,4.0,0.861,,10.12,15.517,241.052,75.086,,,346.636,6
1983,Indonezja,159651382.0,470680076288.0,353.79,0.018,4.391,1.198,,8.219,13.649,232.537,77.727,,,337.721,6
1984,Indonezja,163251124.0,503305961472.0,389.436,0.019,4.783,1.883,,7.214,24.388,977.28,74.192,,,1089.74,6
1985,Indonezja,166776182.0,515643146240.0,412.985,0.019,5.474,3.671,,6.852,27.073,972.538,78.527,,,1094.135,6
1986,Indonezja,170175064.0,545914224640.0,441.025,0.02,5.977,8.057,,6.995,22.867,1234.498,78.27,,,1356.664,6
1987,Indonezja,173511158.0,572867018752.0,465.495,0.02,6.51,8.219,,7.116,27.012,970.224,75.023,,,1094.102,6
1988,Indonezja,176855069.0,605642489856.0,491.403,0.021,6.768,6.914,,8.424,23.373,735.566,87.244,,,868.287,6
1989,Indonezja,180201637.0,660041629696.0,544.869,0.021,7.838,6.28,,7.852,24.956,821.101,84.748,,,952.774,6
1990,Indonezja,183501097.0,718548893696.0,600.179,0.022,7.719,6.947,146.571,9.08,44.064,475.097,87.271,,-8.51,630.178,6
1991,Indonezja,186778237.0,786440060928.0,652.938,0.022,9.087,13.52,160.149,11.061,43.494,413.415,97.702,,-14.716,588.28,6
1992,Indonezja,190043743.0,841780428800.0,716.86,0.022,9.777,12.509,184.411,11.809,52.373,617.147,112.95,,-15.008,816.565,6
1993,Indonezja,193305171.0,912702701568.0,763.843,0.023,10.775,21.31,193.994,12.6,57.66,443.358,112.763,,-21.115,658.467,6
1994,Indonezja,196591830.0,986200276992.0,799.647,0.023,12.538,26.648,199.495,10.942,60.309,720.548,108.934,,-19.877,939.92,6
1995,Indonezja,199888054.0,1072204283904.0,870.284,0.024,13.312,25.175,204.555,9.634,64.574,622.485,109.715,,-17.856,844.896,6
1996,Indonezja,203204352.0,1161281404928.0,933.146,0.025,14.266,27.561,229.23,10.939,78.992,662.378,121.308,,-23.835,915.444,6
1997,Indonezja,206536090.0,1221454594048.0,1012.695,0.026,16.01,29.389,246.936,11.951,82.042,2421.27,140.549,,-33.005,2701.212,6
1998,Indonezja,209826791.0,1066065657856.0,995.569,0.027,13.077,32.075,153.769,10.305,48.028,949.954,141.038,,-90.754,1194.477,6
1999,Indonezja,213004666.0,1079382507520.0,1086.986,0.027,14.082,37.167,247.398,9.0,83.652,991.479,148.101,,-44.603,1283.48,6
2000,Indonezja,216077791.0,1138300157952.0,1163.518,0.028,16.446,50.906,240.059,8.57,48.592,651.799,156.816,,-41.272,933.129,6
2001,Indonezja,219097906.0,1185220919296.0,1246.258,0.028,18.462,64.629,266.466,8.704,61.163,587.089,164.07,,-50.562,904.116,6
2002,Indonezja,222088499.0,1244249980928.0,1280.384,0.029,18.137,66.665,275.683,7.077,59.764,848.21,156.843,,-32.803,1156.696,6
2003,Indonezja,225048004.0,1309811277824.0,1389.068,0.029,17.811,89.49,316.448,6.947,62.662,582.391,162.447,,-22.909,921.749,6
2004,Indonezja,227926647.0,1387446403072.0,1375.847,0.03,19.047,82.216,322.179,5.978,61.886,727.352,173.895,,-20.843,1070.373,6
2005,Indonezja,230871649.0,1474875359232.0,1416.014,0.03,18.527,94.222,328.187,5.663,54.451,652.197,174.754,,-19.43,999.814,6
2006,Indonezja,233951650.0,1565012918272.0,1440.204,0.031,19.047,111.641,329.568,6.021,57.426,1238.401,152.499,,-17.066,1585.034,6
2007,Indonezja,237062339.0,1674227351552.0,1545.699,0.031,19.567,140.066,368.938,4.923,57.078,603.941,166.225,,-18.92,991.799,6
2008,Indonezja,240157901.0,1809491165184.0,1563.545,0.032,20.542,121.845,367.493,4.716,60.313,675.047,158.303,,1.775,1040.765,6
2009,Indonezja,243220024.0,1905717411840.0,1606.185,0.032,19.437,128.274,395.104,5.43,64.541,965.864,181.26,,-3.838,1364.806,6
2010,Indonezja,246305326.0,2039334567936.0,1738.335,0.033,19.461,152.667,445.644,4.274,73.73,811.798,195.674,,-0.162,1257.605,6
2011,Indonezja,249470029.0,2178184511488.0,1836.37,0.033,21.1,181.281,505.096,5.462,81.553,913.872,211.329,,4.371,1414.597,6
2012,Indonezja,252698526.0,2309530058752.0,1895.788,0.034,23.294,187.171,537.546,6.649,80.062,959.509,218.777,,21.592,1475.463,6
2013,Indonezja,255852466.0,2437876809728.0,1809.826,0.035,24.775,164.219,512.286,5.899,64.753,944.776,229.408,,23.231,1433.831,6
2014,Indonezja,258877397.0,2559933415424.0,1839.601,0.036,25.534,173.584,509.618,5.763,62.416,1158.482,220.593,,21.728,1646.372,6
2015,Indonezja,261799249.0,2684764028928.0,1866.101,0.036,24.558,197.815,544.59,5.461,94.253,1503.577,217.063,,5.44,2042.726,6
2016,Indonezja,264627428.0,2819890085888.0,1896.811,0.037,28.71,206.328,549.645,5.089,91.185,727.747,208.773,,9.559,1267.832,6
2017,Indonezja,267346655.0,2962852151296.0,1967.708,0.038,28.966,221.093,564.067,4.387,84.339,666.585,218.16,,7.122,1223.53,6
2018,Indonezja,269951847.0,3116158943232.0,2151.627,0.038,30.832,262.222,605.246,3.946,84.148,656.266,212.953,,11.145,1250.367,6
2019,Indonezja,272489379.0,3272567947264.0,2299.63,0.039,30.156,315.401,664.543,3.784,87.91,896.554,216.541,,10.751,1550.346,6
2020,Indonezja,274814864.0,3204972544000.0,2163.753,0.039,26.297,300.518,623.708,3.525,81.217,505.24,196.666,,15.485,1113.463,6
2021,Indonezja,276758056.0,3323654569984.0,2214.053,0.04,27.262,303.154,627.949,3.149,83.76,436.078,202.298,,8.327,1055.7,6
2022,Indonezja,278830529.0,3500093472768.0,2791.422,0.041,26.843,404.573,713.712,3.163,85.931,456.786,216.563,,-23.36,1193.859,6
2023,Indonezja,281190068.0,,2807.733,0.041,26.004,399.051,,3.58,88.657,555.753,215.932,,,1288.977,6
1750,Wielka Brytania,9288177.0,,,,,9.306,,0.0,0.0,,0.0,,,,7
1751,Wielka Brytania,,,,,,9.407,,0.0,0.0,,0.0,,,,7
1752,Wielka Brytania,,,,,,9.505,,0.0,0.0,,0.0,,,,7
1753,Wielka Brytania,,,,,,9.61,,0.0,0.0,,0.0,,,,7
1754,Wielka Brytania,,,,,,9.734,,0.0,0.0,,0.0,,,,7
1755,Wielka Brytania,,,,,,9.793,,0.0,0.0,,0.0,,,,7
1756,Wielka Brytania,,,,,,9.91,,0.0,0.0,,0.0,,,,7
1757,Wielka Brytania,,,,,,10.094,,0.0,0.0,,0.0,,,,7
1758,Wielka Brytania,,,,,,10.216,,0.0,0.0,,0.0,,,,7
1759,Wielka Brytania,,,,,,10.339,,0.0,0.0,,0.0,,,,7
1760,Wielka Brytania,9823145.0,,,,,10.514,,0.0,0.0,,0.0,,,,7
1761,Wielka Brytania,,,,,,10.748,,0.0,0.0,,0.0,,,,7
1762,Wielka Brytania,,,,,,10.952,,0.0,0.0,,0.0,,,,7
1763,Wielka Brytania,,,,,,11.192,,0.0,0.0,,0.0,,,,7
1764,Wielka Brytania,,,,,,11.397,,0.0,0.0,,0.0,,,,7
1765,Wielka Brytania,,,,,,11.643,,0.0,0.0,,0.0,,,,7
1766,Wielka Brytania,,,,,,11.876,,0.0,0.0,,0.0,,,,7
1767,Wielka Brytania,,,,,,12.153,,0.0,0.0,,0.0,,,,7
1768,Wielka Brytania,,,,,,12.467,,0.0,0.0,,0.0,,,,7
1769,Wielka Brytania,,,,,,12.78,,0.0,0.0,,0.0,,,,7
1770,Wielka Brytania,10371579.0,,,,,13.097,,0.0,0.0,,0.0,,,,7
1771,Wielka Brytania,,,,,,13.369,,0.0,0.0,,0.0,,,,7
1772,Wielka Brytania,,,,,,13.624,,0.0,0.0,,0.0,,,,7
1773,Wielka Brytania,,,,,,13.808,,0.0,0.0,,0.0,,,,7
1774,Wielka Brytania,,,,,,14.012,,0.0,0.0,,0.0,,,,7
1775,Wielka Brytania,,,,,,14.339,,0.0,0.0,,0.0,,,,7
1776,Wielka Brytania,,,,,,14.654,,0.0,0.0,,0.0,,,,7
1777,Wielka Brytania,,,,,,14.96,,0.0,0.0,,0.0,,,,7
1778,Wielka Brytania,,,,,,15.243,,0.0,0.0,,0.0,,,,7
1779,Wielka Brytania,,,,,,15.535,,0.0,0.0,,0.0,,,,7
1780,Wielka Brytania,10935473.0,,,,,15.879,,0.0,0.0,,0.0,,,,7
1781,Wielka Brytania,,,,,,16.234,,0.0,0.0,,0.0,,,,7
1782,Wielka Brytania,,,,,,16.581,,0.0,0.0,,0.0,,,,7
1783,Wielka Brytania,,,,,,17.063,,0.0,0.0,,0.0,,,,7
1784,Wielka Brytania,,,,,,17.471,,0.0,0.0,,0.0,,,,7
1785,Wielka Brytania,,,,,,17.961,,0.0,0.0,,0.0,,,,7
1786,Wielka Brytania,,,,,,18.444,,0.0,0.0,,0.0,,,,7
1787,Wielka Brytania,,,,,,18.855,,0.0,0.0,,0.0,,,,7
1788,Wielka Brytania,,,,,,19.283,,0.0,0.0,,0.0,,,,7
1789,Wielka Brytania,,,,,,19.86,,0.0,0.0,,0.0,,,,7
1790,Wielka Brytania,11517141.0,,,,,20.394,,0.0,0.0,,0.0,,,,7
1791,Wielka Brytania,,,,,,20.928,,0.0,0.0,,0.0,,,,7
1792,Wielka Brytania,,,,,,21.457,,0.0,0.0,,0.0,,,,7
1793,Wielka Brytania,,,,,,21.814,,0.0,0.0,,0.0,,,,7
1794,Wielka Brytania,,,,,,22.073,,0.0,0.0,,0.0,,,,7
1795,Wielka Brytania,,,,,,21.865,,0.0,0.0,,0.0,,,,7
1796,Wielka Brytania,,,,,,21.583,,0.0,0.0,,0.0,,,,7
1797,Wielka Brytania,,,,,,21.537,,0.0,0.0,,0.0,,,,7
1798,Wielka Brytania,,,,,,22.527,,0.0,0.0,,0.0,,,,7
