year,country_index,PC1,PC2,PC3,PC4,PC5
1989,Sweden,-0.09698818479537535,-0.03181463633988299,0.029591061136973094,-0.02749647774643249,0.006804167099305874
1990,Sweden,-0.09701433051596499,-0.0315449808586661,0.029516644810272094,-0.027390232965329355,0.006816515213768613
1991,Sweden,-0.09630224634180985,-0.033356757924776284,0.02817139856863978,-0.023563893515873006,0.007046264572966894
1992,Sweden,-0.09644155163376937,-0.03319536170657199,0.028335428286877972,-0.02418252417701311,0.006720435749322851
1993,Sweden,-0.09632843652172973,-0.03315545478079021,0.027817153679107993,-0.023929895775647834,0.006363704928580989
1994,Sweden,-0.09585852082420776,-0.03332622651642461,0.027848323142371553,-0.02358865896753497,0.006698119276122125
1995,Sweden,-0.09525578228732286,-0.03340373767993026,0.028390673027890348,-0.02435657420459826,0.007026763955251378
1996,Sweden,-0.09465051744045815,-0.03261338316579385,0.027469777914419992,-0.023903342635323763,0.007358996334097483
1997,Sweden,-0.09413178812040016,-0.0334270310563643,0.02826901401498866,-0.02429044046677511,0.0076023966264667075
1998,Sweden,-0.09415672070896532,-0.033193974220568696,0.02806508880988362,-0.023716672652690004,0.007739269930801255
1999,Sweden,-0.0935439575806778,-0.033124824138602,0.02819793642617817,-0.02371460554045165,0.008265846428543132
1951,Tanzania,-0.10176234099566143,0.010499890925108321,-0.011472948776226564,-0.024852893395215833,-0.003610218832181036
1952,Tanzania,-0.10395217521276018,0.005196636536027122,-0.00602645008315925,-0.02433472112785659,-0.0035875638387161154
1953,Tanzania,-0.104615154871451,0.003537234706405107,-0.004210564153221698,-0.024126481343254538,-0.00363129492066403
1954,Tanzania,-0.10444187856021121,0.003827669017112905,-0.0043224183987554555,-0.02408339365168973,-0.0036958760755354415
1955,Tanzania,-0.1040981149631107,0.004554759247509623,-0.004865774740415423,-0.02407213799160278,-0.0037788470471920763
1956,Tanzania,-0.10349921677266725,0.00585206336056313,-0.0059870852369985385,-0.02411540023361078,-0.003886916246754109
1957,Tanzania,-0.10269643253015427,0.007637178016248899,-0.0075751706231193825,-0.02419358301147551,-0.0039912648407137465
1958,Tanzania,-0.10227546992714873,0.008503625907727339,-0.008245830564451991,-0.024192538731536664,-0.004088144620643645
1959,Tanzania,-0.10121541438640831,0.010905501722460428,-0.010426183744873438,-0.024313756325630754,-0.004202600233927276
1960,Tanzania,-0.10056359329312427,0.012403810616455865,-0.011686618522672788,-0.024342477067473677,-0.0043085650510658385
1961,Tanzania,-0.09896611167467023,0.01608200662671467,-0.015135650355693166,-0.024569669668157566,-0.00446534936077251
1962,Tanzania,-0.10367612633192846,0.004700481813887022,-0.003545455706078585,-0.023502529463710606,-0.004353241852502577
1963,Tanzania,-0.09269821204256767,0.030816941950765085,-0.029304016417020008,-0.025617891455023335,-0.00486651956520268
1964,Tanzania,-0.09786320925902756,0.018284071988884324,-0.016568766303039082,-0.02445837979733062,-0.004749798473826986
1965,Tanzania,-0.10236007041347527,0.0072695047773084515,-0.0053554070099813755,-0.02343864761019853,-0.00466435103169813
1966,Tanzania,-0.10515248023876507,0.00030044898654967445,0.0018608646967223652,-0.022754163607881375,-0.0046202651308086175
1967,Tanzania,-0.10329600543867998,-0.004367559705163848,0.004733087462976471,-0.02373770018490214,-0.004482325396813597
1968,Tanzania,-0.1040563007362296,-0.006550531611748991,0.007211760920463507,-0.02345265172203493,-0.004510189176466155
1969,Tanzania,-0.10448150902732312,-0.0076710541278832,0.008671671330857028,-0.023212275605397237,-0.004618629143268615
1970,Tanzania,-0.09196890921628875,0.02202309364928556,-0.0205463024593023,-0.02559343104675996,-0.005221869153991312
1971,Tanzania,-0.09169025744780833,0.02250708377259417,-0.020652640970580293,-0.025482986260507524,-0.005362999188651751
1972,Tanzania,-0.09719756497400034,0.008759805512154332,-0.006623972390234698,-0.024219962537022938,-0.0052601513175205795
1973,Tanzania,-0.10054694719079227,0.0006660816586484387,0.0018923885651121217,-0.02333861213996026,-0.005256638089233721
1974,Tanzania,-0.10201245780612868,-0.0035208346852068353,0.006419366935821989,-0.022886515453237336,-0.005311758401032197
1975,Tanzania,-0.10303977444076794,-0.005824335313361314,0.009235980210269614,-0.0224433564368937,-0.005446688641708802
1976,Tanzania,-0.1038446818004447,-0.008033623285894931,0.0119033715885283,-0.022073866269043167,-0.0055745354100468405
1977,Tanzania,-0.1041977811813228,-0.009341610651576555,0.013634875992664103,-0.021811469244636963,-0.005739842656257466
1978,Tanzania,-0.09209723265986579,0.019750489089734553,-0.014771329948520706,-0.024010283578149612,-0.006403071789078712
1979,Tanzania,-0.09513778054381984,0.01217159883566741,-0.006772061348473205,-0.02319064600094996,-0.006479254301721447
1980,Tanzania,-0.09968030188952204,0.0011478523151753598,0.004691154582539058,-0.022052614559795986,-0.006466138310493854
1981,Tanzania,-0.09801703527976699,0.005051306759218978,0.0012793477345620057,-0.022174344119018814,-0.00672035088714182
1982,Tanzania,-0.10076252579705554,-0.0018452380571558403,0.00862039352524667,-0.021408359235302404,-0.006759071461287608
1983,Tanzania,-0.10210073147661361,-0.00527114601983628,0.012542747483381193,-0.02090646852929156,-0.006917803083262841
1984,Tanzania,-0.10287847866898704,-0.007408548620350585,0.015206116518596397,-0.020510225532025923,-0.007080026531129693
1985,Tanzania,-0.09106515892945903,0.020594920670448835,-0.012158591934733025,-0.022667678929556834,-0.007789954068540634
1986,Tanzania,-0.0940707282832654,0.01311203258447059,-0.004136234444496772,-0.021802085017499185,-0.007912417280230467
1987,Tanzania,-0.09878100590599817,0.0015292382070714481,0.0080109865045244,-0.020575230959347945,-0.007939175118880266
1988,Tanzania,-0.10036491420833794,-0.002617315605775948,0.01271566415665999,-0.019998708167371662,-0.008080919981978208
1989,Tanzania,-0.10145531958967002,-0.005458858444093625,0.01605670584011383,-0.019547209988659494,-0.008267788013277613
1990,Tanzania,-0.10215030113449083,-0.00736864320559328,0.01859055602212539,-0.019133301850809102,-0.008310942907513106
1991,Tanzania,-0.10134371001571808,-0.005728008598697671,0.017503987268395697,-0.019054947586035174,-0.008521325544932257
1992,Tanzania,-0.10294090552860148,-0.009906389656800262,0.022193226275700098,-0.01849689654910827,-0.00864618744756193
1993,Tanzania,-0.1014264705233826,-0.006610971583637031,0.019616081539559925,-0.01849039304040871,-0.008952429275436978
1994,Tanzania,-0.10076394831377103,-0.005507958322993398,0.019414773719421675,-0.018229086007870265,-0.009268184053073463
1995,Tanzania,-0.10002725338079557,-0.004063233102346792,0.018701808391507292,-0.018050958677128255,-0.009633809230928008
1996,Tanzania,-0.09546576490590133,-0.0025727672245884465,0.015667447364897648,-0.019493991258977675,-0.00953971814014302
1997,Tanzania,-0.09577373253346884,-0.003723079555161628,0.017365794346737132,-0.019195144104733452,-0.00961597513937061
1998,Tanzania,-0.09515366149305353,-0.0028535864605041387,0.017115097137762176,-0.019050320561196786,-0.009870413850836689
1999,Tanzania,-0.09267540760762626,0.002732107377930646,0.012340169140922404,-0.019213676831835034,-0.010098488304194946
2000,Tanzania,-0.09409563551058331,-0.0011971141490179802,0.017061351914410383,-0.01857684776491869,-0.010223231060814002
2001,Tanzania,-0.09419047381590646,-0.002093372923639086,0.01872911907664492,-0.01822497450594083,-0.010394460672984253
2002,Tanzania,-0.09419933913724875,-0.0030154488538620128,0.020406036761701413,-0.01790354490919198,-0.01051626962076048
