year,country_index,population_lag_1,gdp_lag_1,temperature_change_from_co2_lag_1,cement_co2_lag_1,coal_co2_lag_1,flaring_co2_lag_1,gas_co2_lag_1,land_use_change_co2_lag_1,oil_co2_lag_1,co2_including_luc
1963,United Kingdom,53183636.0,14159.792700145586,3.7605552204065177e-10,1.324279520866155e-07,8.222698425508176e-06,0.0,4.061399638039039e-09,3.908345040568494e-07,2.789561059721453e-06,1.164825713736803e-05
1964,United Kingdom,53508520.0,14614.74483450486,3.7377225159656817e-10,1.298671688172276e-07,8.210038326606679e-06,0.0,5.401009035570409e-09,3.718099472756862e-07,2.9311406856328677e-06,1.1619040567452404e-05
1965,United Kingdom,53861504.0,15287.666629435376,3.8988885271380467e-10,1.5565848291202563e-07,7.913685440347155e-06,0.0,9.524427687722943e-09,3.333178367986159e-07,3.2068543797068866e-06,1.1770497600128402e-05
1966,United Kingdom,54229568.0,15579.522574843304,3.8724262011454713e-10,1.546020060495411e-07,7.786693045388081e-06,0.0,3.107161023300057e-08,2.9869314098168735e-07,3.4994377974760928e-06,1.1623078115260812e-05
1967,United Kingdom,54560504.0,15780.824527867264,3.848938052331775e-10,1.5194141168490672e-07,7.39260033228432e-06,0.0,3.022332784902427e-08,2.948286548086139e-07,3.753484388633947e-06,1.1041220664052792e-05
1968,United Kingdom,54876360.0,16042.122537281992,4.0090122595594896e-10,1.5828309312060787e-07,6.714712856319187e-06,0.0,5.060466838543956e-08,2.522944306072779e-07,3.865325615620278e-06,1.1212821953794116e-05
1969,United Kingdom,55169252.0,16606.458357492324,3.9877285267525465e-10,1.601435524266307e-07,6.712090278113613e-06,4.4408794957017e-09,1.1355963281865775e-07,2.1957883351400163e-07,4.002990651386755e-06,1.1410141123891215e-05
1970,United Kingdom,55420524.0,16832.28470607748,3.969648500616847e-10,1.553576072286866e-07,6.639128854140752e-06,2.670490809505879e-08,2.2107333377071644e-07,7.168824314977607e-08,4.296170133649404e-06,1.1821565292894035e-05
1971,United Kingdom,55650160.0,17156.39930479984,3.953268058887881e-10,1.515179830570119e-07,6.341563079063924e-06,5.313551659150665e-08,4.151829931845659e-07,9.513000501705655e-08,4.765035715979972e-06,1.1900174357805467e-05
1972,United Kingdom,55875904.0,17449.70543868069,4.1162644992732465e-10,1.5657912219192015e-07,6.110308300336402e-06,6.176186429126945e-08,6.662263576084604e-07,8.13409658660735e-08,4.823939850709171e-06,1.1628935409046639e-05
1973,United Kingdom,56057324.0,18008.961205212006,4.102942908940855e-10,1.5915850710247962e-07,5.229557515089375e-06,7.03208736828037e-08,9.393776984431151e-07,6.887592422356801e-08,5.161644890505298e-06,1.1805906396523829e-05
1974,United Kingdom,56166632.0,19182.80003458281,4.094958017066076e-10,1.759763697420917e-07,5.267558147335592e-06,8.773892655696357e-08,1.0147305966289737e-06,6.267066182640255e-08,5.197231694433805e-06,1.1031893003237058e-05
1975,United Kingdom,56233776.0,18899.714163530472,4.2678976421572687e-10,1.5645401439874855e-07,4.683590872503386e-06,9.643670380591195e-08,1.2121007132795066e-06,5.6567426665426135e-08,4.826725489677236e-06,1.0781658799749451e-05
1976,United Kingdom,56266852.0,18866.597611538673,4.265388794098522e-10,1.4850661984786353e-07,4.908751603875049e-06,1.0510628886791107e-07,1.268633262084753e-06,6.047965860965529e-08,4.290181366464219e-06,1.0698176741784048e-05
1977,United Kingdom,56263232.0,19291.356373981504,4.265663231006708e-10,1.3879401737888075e-07,4.887188137361181e-06,1.0511305145072362e-07,1.3159215595719776e-06,6.021694594437802e-08,4.1909608036737025e-06,1.0803016895201985e-05
1978,United Kingdom,56244844.0,19716.890908471538,4.267057794666477e-10,1.3601246720499395e-07,4.819819573150562e-06,1.1329038444839495e-07,1.4047509848191598e-06,5.781863311773075e-08,4.271324852461143e-06,1.0813276945293494e-05
1979,United Kingdom,56240768.0,20421.179213484425,4.4451740061586645e-10,1.4012966537014572e-07,4.607796251999973e-06,1.528428630277595e-07,1.4495534627123158e-06,6.104112945257078e-08,4.401931353426753e-06,1.1557668945780152e-05
1980,United Kingdom,56265152.0,20974.14231814392,4.4432475717829754e-10,1.4204173837475813e-07,5.00439419411859e-06,2.2200242167656455e-07,1.5852263226801555e-06,1.027456568499095e-07,4.501258612080174e-06,1.0325615403155698e-05
1981,United Kingdom,56326328.0,20607.48822113879,4.438421762554804e-10,1.302055408263077e-07,4.6287235340461034e-06,1.4252659963915988e-07,1.5698342700415336e-06,4.5609222032013166e-08,3.8087162365705784e-06,9.981160315206182e-06
1982,United Kingdom,56395848.0,20314.22529062778,4.432950454083074e-10,1.1179901045197512e-07,4.635394435420139e-06,1.4144658308888272e-07,1.588893565356088e-06,4.15101480520339e-08,3.462116572837064e-06,9.742049850299731e-06
1983,United Kingdom,56450132.0,20609.603957560277,4.605835111244735e-10,1.1378184199817283e-07,4.335702881970232e-06,1.3298463146197779e-07,1.6530342214257355e-06,3.011507572736942e-08,3.476431197716243e-06,9.704731277066481e-06
1984,United Kingdom,56501616.0,21321.002333667766,4.601638296504652e-10,1.1750106404036302e-07,4.375697856146274e-06,1.267043406333723e-07,1.7197561216656173e-06,5.040563795555865e-08,3.3146662566252973e-06,9.442292825311273e-06
1985,United Kingdom,56568252.0,21828.010997263977,4.596217680546325e-10,1.1808743886942096e-07,3.1388454428466342e-06,1.1412762056002721e-07,1.7608817044585363e-06,8.883074555671263e-08,4.221502195259631e-06,9.92559721370887e-06
1986,United Kingdom,56643040.0,22569.912326739526,4.5901491162903684e-10,1.1673102291119968e-07,4.136695346859914e-06,8.887234865925275e-08,1.9056357144673025e-06,4.568963812676721e-08,3.631955488264754e-06,1.0073496817244101e-05
1987,United Kingdom,56721912.0,23528.800754953394,4.760065210777804e-10,1.172386431543422e-07,4.380793792705718e-06,6.762818573534686e-08,1.908733259908446e-06,4.9963054842015904e-08,3.549139880898232e-06,1.0441622825479462e-05
1988,United Kingdom,56826320.0,24603.05337048044,4.751319459011246e-10,1.248717143746067e-07,4.562991233639623e-06,7.105862213143488e-08,1.8918874211808894e-06,3.8172452483285913e-07,3.4091069067995254e-06,1.0159913898999042e-05
1989,United Kingdom,56952648.0,25772.311822832187,4.740780446240181e-10,1.4376855664375782e-07,4.3857311077089866e-06,0.0,1.8587897791863866e-06,1.4643744045053006e-07,3.625169456563284e-06,1.028532154686964e-05
1990,United Kingdom,57076096.0,26277.857149585005,4.730526769034799e-10,1.4643608420589946e-07,4.308195851377081e-06,0.0,1.8345683629097547e-06,9.58194477772271e-08,3.900284280130161e-06,1.058972728825527e-05
1991,United Kingdom,57210444.0,26318.48516050671,4.894211273731768e-10,1.2751168300669018e-07,4.4168508812831445e-06,1.1863218541006254e-07,1.9842181263267246e-06,6.813441266073727e-08,3.8069971979242112e-06,1.0668686304743637e-05
1992,United Kingdom,57359452.0,25942.984221815786,4.881497124484383e-10,1.0449890630056925e-07,4.421642661439652e-06,1.0913632856882941e-07,2.1215858198924217e-06,4.422985073148886e-08,3.8073934179148014e-06,1.0162366951815046e-05
1993,United Kingdom,57509240.0,25939.345727399632,4.868782825159922e-10,9.487171105025906e-08,4.1340661083332e-06,1.1205155901903764e-07,2.126545229949135e-06,-1.6373021100609225e-07,3.7984678635989625e-06,9.913775218281935e-06
1994,United Kingdom,57647464.0,26497.419292685623,5.030576887128981e-10,9.584116310823318e-08,3.6026910047595503e-06,1.1511347663099283e-07,2.3867658775067713e-06,-1.4066533785423763e-07,3.801780421771893e-06,9.864707480544562e-06
1995,United Kingdom,57785900.0,27435.295626372525,5.018525280388469e-10,1.1019989305349576e-07,3.381032397176474e-06,1.2850885769711988e-07,2.517136533306568e-06,-6.880571212008466e-08,3.7333674823789195e-06,9.898366942765975e-06
1996,United Kingdom,57930364.0,28031.20805331035,5.006010319562294e-10,1.0849232709810006e-07,3.1365071346694802e-06,1.439832140533417e-07,2.6627486752888344e-06,1.2527109272090884e-07,3.652575012302702e-06,1.0333585267850193e-05
1997,United Kingdom,58078584.0,28641.309153680468,4.993234683545315e-10,1.1047101286078187e-07,2.979962459139844e-06,1.4991756686078987e-07,3.0569443635196064e-06,2.307218784810594e-07,3.734457437874174e-06,9.768087974714316e-06
1998,United Kingdom,58250192.0,29422.470795083387,5.15019761651601e-10,1.1519275335607478e-07,2.6562830900196865e-06,1.2379358337565652e-07,3.139680638305879e-06,1.0789664006601042e-07,3.5663916781596186e-06,9.643706389916754e-06
1999,United Kingdom,58438320.0,30230.504115792515,5.133617804207924e-10,1.1701226181724594e-07,2.6367630007159685e-06,1.2745061801913539e-07,3.274580788770108e-06,-8.52351676091989e-08,3.5068427702918223e-06,9.482358072805546e-06
2000,United Kingdom,58635204.0,31096.368943135254,5.116380255110906e-10,1.1138359815376442e-07,2.358873007417182e-06,1.0524394184763133e-07,3.5001327871222207e-06,-9.635849480458874e-08,3.439281971288102e-06,9.680111709007388e-06
2001,United Kingdom,58850044.0,32108.137050976547,5.097702220919325e-10,1.0759550154287055e-07,2.4544246729875005e-06,1.0953262838681989e-07,3.5706175512799956e-06,1.0909082752767355e-08,3.3685276429020174e-06,9.777784531839293e-06
2002,United Kingdom,59092016.0,32817.77194563814,5.246055575426636e-10,9.889660897675247e-08,2.5982190216695264e-06,1.0987948016530694e-07,3.556487224940845e-06,-3.0799423055730573e-09,3.361723181013151e-06,9.468460714329517e-06
2003,United Kingdom,59355688.0,33425.512068868615,5.222751356196899e-10,1.0088333909970011e-07,2.3871511690674026e-06,1.0410122783851819e-07,3.487955526688529e-06,2.9196864839642667e-08,3.304316849970638e-06,9.655321560172876e-06
1852,United States,24309683.0,3793.1931436539094,0.0,0.0,1.0132999266177185e-06,0.0,0.0,3.568055576866223e-05,0.0,3.6884763408295585e-05
1853,United States,25040692.0,4001.3994092495527,3.993499860147635e-11,0.0,1.069898547532153e-06,0.0,0.0,3.581482492576483e-05,0.0,3.767512939388581e-05
1854,United States,25793143.0,4302.327650414686,3.876999402515622e-11,0.0,1.169380559786762e-06,0.0,0.0,3.650574883409905e-05,0.0,3.7804895996149385e-05
1855,United States,26568199.0,4304.295487699411,7.527796671501897e-11,0.0,1.2480710491516569e-06,0.0,0.0,3.6556824946997724e-05,0.0,3.739109876513436e-05
1856,United States,27366540.0,4213.41126090474,7.308194605529234e-11,0.0,1.3944400717080055e-06,0.0,0.0,3.5996658693426354e-05,0.0,3.699095369749722e-05
1857,United States,28188865.0,4299.779627735988,7.095000100216877e-11,0.0,1.4203125950619154e-06,0.0,0.0,3.5570641102435306e-05,0.0,3.685865374564827e-05
1858,United States,29035895.0,4202.738878894555,1.0332039015845732e-10,0.0,1.4139395393184883e-06,0.0,0.0,3.544471420632979e-05,0.0,3.674054999518362e-05
1859,United States,29908371.0,4215.687365921734,1.0030636573285787e-10,0.0,1.3925532754692658e-06,0.0,0.0,3.53480301551696e-05,0.0,3.680742509836909e-05
1860,United States,30763983.0,4323.337312466984,1.3002217560710523e-10,0.0,1.4731512496285023e-06,0.0,0.0,3.5334273848740584e-05,0.0,3.212266354105092e-05
1861,United States,31601240.0,4435.013135433926,1.2657731152321872e-10,0.0,1.4947514717776896e-06,0.0,0.0,3.062151991504131e-05,6.392154231922545e-09,2.8622966031550487e-05
1862,United States,32418583.0,4346.406803036394,1.542325276832735e-10,0.0,1.3824786851417903e-06,0.0,0.0,2.7213928505141634e-05,2.6558841267059696e-08,2.768213313846194e-05
1863,United States,33214384.0,4487.272369224129,1.5053718894801723e-10,0.0,1.3909335184418894e-06,0.0,0.0,2.6253565322783043e-05,3.76041897992147e-08,2.698907206741554e-05
1864,United States,33986941.0,4784.841087757795,1.471153287964339e-10,0.0,1.5813132461671088e-06,0.0,0.0,2.537639383314903e-05,3.1364988099399706e-08,2.5701789279505214e-05
1865,United States,34777462.0,4947.413728120816,1.7252552817108967e-10,0.0,1.6617658873439356e-06,0.0,0.0,2.4015150961849947e-05,2.4872430311332092e-08,2.42143591854453e-05
1866,United States,35586364.0,4695.098271236702,1.6860390682228733e-10,0.0,1.6242176357213677e-06,0.0,0.0,2.2561422684261872e-05,2.8718865462062942e-08,2.322096734413643e-05
1867,United States,36414073.0,4657.344010047983,1.9223337087284908e-10,0.0,1.586282314532626e-06,0.0,0.0,2.1594343483630627e-05,4.034154597317362e-08,2.30275724821004e-05
1868,United States,37261027.0,4808.576297803063,1.878638503442216e-10,0.0,1.9188682051087854e-06,0.0,0.0,2.1072017150788677e-05,3.668712620293584e-08,2.235861542458635e-05
1869,United States,38127674.0,4868.69582193763,2.098213491858958e-10,0.0,2.12079551456509e-06,0.0,0.0,2.019871445606674e-05,3.910545395452133e-08,2.149797587663945e-05
1870,United States,39007998.0,4990.905693135033,2.0508614669227578e-10,0.0,2.3577216139110752e-06,0.0,0.0,1.909600692657952e-05,4.42473361488585e-08,3.0027337107680826e-05
1871,United States,39902173.0,4843.785704803596,2.2555162597285114e-10,0.0,2.4202190692722425e-06,0.0,0.0,2.7555792512853875e-05,5.132552555471102e-08,3.285755154173418e-05
1872,United States,40810375.0,4953.371639246147,2.2053215634504704e-10,0.0,2.474909872795827e-06,0.0,0.0,3.0333168955198277e-05,4.947271374007223e-08,3.459529646033911e-05
1873,United States,41732783.0,5040.216973212642,2.3961977326074805e-10,0.0,2.968745218836712e-06,0.0,0.0,3.15687549521919e-05,5.777232733316635e-08,3.611796162103614e-05
1874,United States,42669573.0,5177.175793345764,2.343590361215942e-10,0.0,3.1792209404110983e-06,0.0,0.0,3.284848901581462e-05,9.025166481042592e-08,3.6740594777367234e-05
1875,United States,43627383.0,5031.519144753652,2.521352243383473e-10,0.0,2.97916104662982e-06,0.0,0.0,3.366232166618841e-05,9.911206454900126e-08,3.701400361851592e-05
1876,United States,44606685.0,5178.170988855146,2.6901797342707713e-10,0.0,2.9663266839936664e-06,0.0,0.0,3.397078263045102e-05,7.689430407123955e-08,3.7081333234783286e-05
1877,United States,45607961.0,5125.021820817642,2.6311195977386493e-10,0.0,2.8358207024427165e-06,0.0,0.0,3.416912236001956e-05,7.639017232101212e-08,3.7771555592306904e-05
1878,United States,46631704.0,5174.494045681882,2.787802907652699e-10,0.0,3.045095671391292e-06,0.0,0.0,3.4615441031277775e-05,1.1101888963783094e-07,3.7920406671211276e-05
1879,United States,47678418.0,5273.505571095081,2.9363390370880174e-10,0.0,2.8911823374676568e-06,0.0,0.0,3.490218572268904e-05,1.2703861105458658e-07,3.883352608887049e-05
1880,United States,48749140.0,5792.090510068485,2.871845534095576e-10,0.0,3.4381324470544505e-06,0.0,0.0,3.52340984887118e-05,1.6129515310423938e-07,3.502546594032925e-05
1881,United States,49844419.0,6332.736832502752,3.0093639972009706e-10,0.0,3.7777549378196187e-06,0.0,0.0,3.1039382764196734e-05,2.0832823831289919e-07,3.2742253685669984e-05
1882,United States,50964818.0,6413.899355276811,3.1394206097233585e-10,0.0,3.910109126652821e-06,0.0,0.0,2.86179772092976e-05,2.1416734971956535e-07,3.242670172419934e-05
1883,United States,52110912.0,6673.130113861757,3.0703742049266e-10,0.0,4.284361785877015e-06,0.0,3.166323398830556e-09,2.7909528814233766e-05,2.2964480068972888e-07,3.2203022144409214e-05
1884,United States,53283291.0,6685.641594923257,3.190493620223271e-10,0.0,4.588586692214638e-06,0.0,7.150459231206271e-09,2.7438263901529655e-05,1.6902109143371044e-07,3.134352394613153e-05
1885,United States,54482036.0,6656.389398663442,3.3038412881633127e-10,0.0,4.722675929365047e-06,0.0,2.1511677720707794e-08,2.643201513247412e-05,1.6732120657164867e-07,3.0376120632000518e-05
1886,United States,55707739.0,6559.2110786618,3.231148907335837e-10,0.0,4.672833697307299e-06,0.0,6.668732328195908e-08,2.5490587582454207e-05,1.460120289570539e-07,2.9917589062286066e-05
1887,United States,56961007.0,6608.390279897966,3.335615186718872e-10,0.0,4.723617333520807e-06,0.0,1.3475885354344246e-07,2.487092617586624e-05,1.8828669935557844e-07,2.983769967542064e-05
1888,United States,58242459.0,6753.946255737588,3.433920947602848e-10,1.7169604738014237e-11,4.8903326695049056e-06,0.0,2.0237813104697384e-07,2.4560089401445088e-05,1.8488230381893733e-07,3.006419739387594e-05
1889,United States,59552729.0,6574.954182872123,3.5262867634495814e-10,1.679184173071229e-11,5.819615755979881e-06,0.0,2.81666353190968e-07,2.378614756680588e-05,1.7676771789920826e-07,2.843742113424356e-05
1890,United States,60843105.0,6834.957411986124,3.4515003795417743e-10,1.6435716093056067e-11,5.091406824158628e-06,0.0,2.0095950066979652e-07,2.292253164923125e-05,2.2250672446779303e-07,3.0369614546387286e-05
1891,United States,62112247.0,6792.208777248068,3.541974580311029e-10,1.6099884455959226e-11,5.9935039864199404e-06,0.0,1.8817544952125144e-07,2.3901534265859035e-05,2.864008445870587e-07,3.051205306795358e-05
1892,United States,63358765.0,6945.832227127533,3.630121262622464e-10,1.5783135924445498e-11,6.269456167587863e-06,0.0,1.4121171711601385e-07,2.3765946195447464e-05,3.3540742153039125e-07,3.0224001328931147e-05
1893,United States,64581224.0,7476.118519153492,3.716250407393951e-10,1.5484376697474796e-11,6.550588139983225e-06,0.0,1.2039102882286655e-07,2.324907932993032e-05,3.039273458180353e-07,3.0233921036711637e-05
1894,United States,65778137.0,6985.199661218742,3.800654919734197e-10,1.5202619678936786e-11,6.508317497651234e-06,0.0,1.1079669222009131e-07,2.3330487453604836e-05,2.8430419061579685e-07,2.9315021887251116e-05
1895,United States,66997221.0,6660.291066580209,3.880757979498881e-10,1.492599222884185e-11,5.961083072385942e-06,0.0,9.997429594878272e-08,2.2970713964389656e-05,2.8323562853450295e-07,2.9529483079918435e-05
1896,United States,68238885.0,7328.6464513598075,3.810144318741433e-10,1.465440122592859e-11,6.629240791375768e-06,0.0,1.0319629343298912e-07,2.2496132520336463e-05,3.0089882037199173e-07,2.9217227454097344e-05
1897,United States,69503549.0,7049.876522650664,3.8846937154245174e-10,1.4387754501572287e-11,6.477309525589838e-06,0.0,9.852734282676701e-08,2.2298415293872258e-05,3.4297529180848017e-07,2.919366026244032e-05
1898,United States,70791637.0,7582.039451580983,3.9552694621258724e-10,1.4125962364735259e-11,6.631644921560438e-06,0.0,1.0295001371419056e-07,2.2126624928874014e-05,3.3244039829167955e-07,2.959370271516188e-05
1899,United States,72103583.0,7599.690911116026,4.0219915284931125e-10,1.3868936305148664e-11,7.147397931667279e-06,0.0,1.173312011415577e-07,2.2030666631365602e-05,2.9829308205113746e-07,3.0449151091818255e-05
1900,United States,73449404.0,8137.036308694895,4.084444306723033e-10,1.3614814355743445e-11,8.06611037987456e-06,0.0,1.4845593573502652e-07,2.1932621808612635e-05,3.019493527816781e-07,2.9276704280193862e-05
1901,United States,74829905.0,8205.250738297744,4.142728765992687e-10,1.3363641180621572e-11,8.372909199871361e-06,0.0,1.5424314650673417e-07,2.0420111451431083e-05,3.2942711874350237e-07,2.8970694192758817e-05
1902,United States,76245912.0,8959.248095242143,4.1969463228402333e-10,2.6230914517751458e-11,8.938721855671423e-06,0.0,1.6867789580640076e-07,1.950753766313399e-05,3.557567781470041e-07,2.8958933807893894e-05
1903,United States,77698268.0,8882.139406247768,4.2471989208305133e-10,2.574059952018493e-11,9.214246577542759e-06,0.0,1.7622014431518603e-07,1.9119641122502243e-05,4.487873526344242e-07,2.9737659967430857e-05
1904,United States,79187838.0,9139.8674848024,4.293588618999802e-10,3.788460546176296e-11,1.0608219913770092e-05,0.0,1.8341200324221504e-07,1.844290786168452e-05,5.030949323303914e-07,2.9211812244619195e-05
1905,United States,80705948.0,8854.63665582616,4.3367311663323755e-10,3.717198142570607e-11,1.0138905747070836e-05,0.0,1.878671941255185e-07,1.8282543437814523e-05,5.797466129757872e-07,2.973880100005413e-05
1906,United States,82253148.0,9331.347759723434,4.37673218294332e-10,4.863035758825912e-11,1.1105702604841337e-05,0.0,2.08697179590014e-07,1.774554573886947e-05,6.547226618001296e-07,2.9579330032621263e-05
1907,United States,83829992.0,10211.074996070618,4.4136948026906645e-10,4.771561948854773e-11,1.1500060741983609e-05,0.0,2.2684005504855587e-07,1.722729497576476e-05,5.997137635418121e-07,3.103561042896495e-05
1908,United States,85437050.0,10172.05693202188,4.4477191101518603e-10,5.852261987041922e-11,1.3053458657573032e-05,0.0,2.325220732691496e-07,1.694497878847643e-05,7.805512947837034e-07,2.870625207386115e-05
1909,United States,87074899.0,9180.091068403077,4.478902697320384e-10,5.742182945282544e-11,1.102226946022642e-05,0.0,2.2584005523796242e-07,1.6615373851883535e-05,8.216719263722602e-07,2.9565606250076567e-05
1910,United States,88647362.0,10041.020933437365,4.512260613011812e-10,6.768390919517718e-11,1.2032044450459788e-05,0.0,2.6518555622670417e-07,1.6415671794046164e-05,8.261497956363327e-07,2.9385984358020497e-05
1911,United States,90151889.0,9916.325346083431,4.5478803001010887e-10,7.764673683099419e-11,1.2871566118819762e-05,0.0,2.7621162768979804e-07,1.5281099656159174e-05,9.309954669945962e-07,2.8490542727308414e-05
1912,United States,91585865.0,10017.39551560713,4.5858604927736395e-10,7.643100821289398e-11,1.2481489365198439e-05,0.0,2.739178147195531e-07,1.4747526815409779e-05,9.627031420186947e-07,2.8289629907184454e-05
1913,United States,92946603.0,10272.429541077472,4.626312163339632e-10,7.531205847297077e-11,1.317310111914472e-05,0.0,2.9581500681633303e-07,1.3834394786864883e-05,9.609926249806032e-07,2.8895224053404475e-05
1914,United States,94231351.0,10469.959978903413,4.669358927051783e-10,8.489743503730516e-11,1.3844415750762185e-05,0.0,3.0200140078645376e-07,1.3586709586706447e-05,1.1363203314361904e-06,2.7245351251926556e-05
1915,United States,95533839.0,9474.490742657164,4.710372834488521e-10,8.373996150201815e-11,1.2269327939391192e-05,0.0,3.029921157046772e-07,1.3449401944372821e-05,1.1997528959346018e-06,2.709936135832548e-05
1916,United States,96854312.0,9550.851636713913,4.749401348284834e-10,8.259828431799712e-11,1.2530128756683543e-05,0.0,3.173942322774437e-07,1.2978183149966518e-05,1.248576315321924e-06,2.804574150068389e-05
1917,United States,98193018.0,10656.53754893245,4.786491031368442e-10,8.147218776797349e-11,1.3702023090888194e-05,0.0,3.7511832053069196e-07,1.2576413528709342e-05,1.364465648667607e-06,2.9124881386485902e-05
1918,United States,99550208.0,10187.787897178478,4.922139389201477e-10,8.036145941553433e-11,1.4883394316966169e-05,0.0,3.9057678312435065e-07,1.2339672861356552e-05,1.4860943334241953e-06,2.9521832795682524e-05
1919,United States,100970120.0,10884.876686449417,4.951960045209414e-10,5.942352054251297e-11,1.53623269933719e-05,0.0,3.4920231846807747e-07,1.221257338309591e-05,1.5766050391937734e-06,2.6273281278084623e-05
1920,United States,102419259.0,10761.351406223315,4.979532218642589e-10,6.834652064803554e-11,1.2314588216265068e-05,0.0,3.5620253804023324e-07,1.1831085401623537e-05,1.749836912996998e-06,2.843221259661202e-05
1921,United States,103898175.0,10444.408517627957,5.004900230441969e-10,8.662327321918791e-11,1.410548356600104e-05,0.0,3.8220113105932803e-07,1.170192835437196e-05,2.2199138724044e-06,2.514228954933678e-05
1922,United States,105407425.0,10001.323288183921,5.028108788351485e-10,8.538297942483653e-11,1.0840327424752099e-05,0.0,3.1270093164689296e-07,1.1635954488025869e-05,2.337216756789192e-06,2.4653414778593676e-05
1923,United States,106947578.0,10340.70463314279,5.049202703776985e-10,9.350375377364788e-11,1.0405957954466253e-05,0.0,3.548280448202389e-07,1.1228538527539165e-05,2.641368839601024e-06,2.828864046406234e-05
1924,United States,108519213.0,11465.838251960047,5.068226950742815e-10,1.1057949710711596e-10,1.3909693576565101e-05,0.0,4.6191820429070017e-07,1.0810297711982116e-05,3.0816017805068306e-06,2.5823495834246972e-05
1925,United States,110113945.0,11575.772408626355,5.085641060267163e-10,1.1805952461334485e-10,1.192589185683975e-05,0.0,5.160926710962903e-07,1.0400199538759602e-05,2.9565465118882083e-06,2.598001571813138e-05
1926,United States,111732111.0,11604.006181821804,5.190987575630787e-10,1.2714339568863958e-07,1.1997276235119194e-05,0.0,5.296060324144417e-07,1.0244288680807256e-05,3.0541264901009526e-06,2.6549574740895087e-05
1927,United States,113374057.0,12108.333801550385,5.204012413527725e-10,1.2794814249259864e-07,1.3035901149766565e-05,0.0,5.762870424580466e-07,9.73753633955253e-06,3.0453704236763796e-06,2.5516113155330115e-05
1928,United States,115040131.0,11979.685736345346,5.215571251392264e-10,1.3096299412245975e-07,1.1967067387988284e-05,0.0,6.253383004231801e-07,9.323163931376261e-06,3.4440763980006246e-06,2.4642756759169332e-05
1929,United States,116730690.0,11867.035798863179,5.225703711680279e-10,1.320732362671719e-07,1.1395100979870846e-05,0.0,6.686673401827746e-07,8.957387298918563e-06,3.4644016924769312e-06,2.521659956045648e-05
1930,United States,118261782.0,12356.869880685546,5.327164780926437e-10,1.2680343342027436e-07,1.1876956158161053e-05,0.0,8.07209213201269e-07,8.613551924999742e-06,3.767895193732156e-06,2.213195762225406e-05
1931,United States,119629770.0,11056.00307321497,5.349838923873213e-10,1.1941843572883237e-07,1.0349982282838126e-05,0.0,8.090293912627268e-07,7.54598959773976e-06,3.2885376273815453e-06,1.9360726220540525e-05
1932,United States,120830953.0,10243.450385829532,5.379416315619061e-10,8.945555531619452e-08,8.453810672171062e-06,0.0,6.969571778516056e-07,7.071168262655348e-06,3.0341645985362708e-06,1.6789912251743097e-05
1933,United States,121861566.0,8626.32032967638,5.415981606538685e-10,5.461935389866892e-08,6.845743308435737e-06,0.0,6.397012820268533e-07,6.468249390459991e-06,2.770766953708768e-06,1.7038231949763106e-05
1934,United States,122717780.0,8275.287819059307,5.459681555517058e-10,4.55272251502594e-08,7.2512801323492e-06,0.0,6.364358938044675e-07,6.046532132507613e-06,3.0459074471523198e-06,1.74116428700726e-05
1935,United States,123580010.0,8905.404087149693,5.502508051261689e-10,5.583427287309655e-08,7.799967001135539e-06,0.0,7.186599191891957e-07,5.789706603843129e-06,3.034414708333492e-06,1.731645217036235e-05
1936,United States,124448298.0,9946.15743286421,5.544471166652678e-10,5.370905112740072e-08,7.892080613268009e-06,0.0,7.737671109009462e-07,5.324958321245985e-06,3.2560188167458908e-06,1.876270031429106e-05
1937,United States,125322686.0,10851.207008952872,5.585580889959541e-10,7.939504265013917e-08,9.126823215391346e-06,0.0,8.682625905416678e-07,5.090698423109125e-06,3.5776124364267137e-06,1.890010428339391e-05
1938,United States,126203219.0,11586.936622908168,5.625846992064442e-10,8.215321354045653e-08,9.072280478043908e-06,0.0,9.583115308651517e-07,4.695957874101452e-06,4.069904112350731e-06,1.6389259706775527e-05
1939,United States,127089938.0,10806.581756613965,5.665279339423393e-10,7.269654974573991e-08,7.135057379601522e-06,0.0,9.073889075309801e-07,4.462666430760238e-06,3.7941319949341702e-06,1.720951775385266e-05
1940,United States,128160070.0,11465.982275696322,5.696001882645663e-10,8.420719495549588e-08,7.997717229711252e-06,0.0,9.684919803804726e-07,4.171759581591989e-06,3.965025924221171e-06,1.917124461356102e-05
1941,United States,129417367.0,12303.756754624748,5.717934286207507e-10,8.923840955596013e-08,9.031879005852437e-06,0.0,1.0331457291972258e-06,4.683351346500504e-06,4.3086952928040945e-06,2.0434546299284162e-05
1942,United States,130865641.0,13869.93975306322,5.731068860160169e-10,1.1095349313270088e-07,9.893826906024936e-06,0.0,1.081513825313399e-06,4.818644490496937e-06,4.4987744338485304e-06,2.1409489402455757e-05
1943,United States,132508765.0,15192.738562403778,5.81093635579503e-10,1.213881964713806e-07,1.1007551085394239e-05,0.0,1.1610930039231743e-06,4.819907573661259e-06,4.2690987271672175e-06,2.169188176104241e-05
1944,United States,134350677.0,16399.214787432742,5.805702043466442e-10,8.96236644940762e-08,1.0947492285431507e-05,0.0,1.2798744586899254e-06,4.780474608252253e-06,4.562209984248907e-06,2.2738343368544662e-05
