country_order,year,country_index,population_lag_1,population_lag_2,gdp_lag_1,gdp_lag_2,temperature_change_from_co2_lag_1,temperature_change_from_co2_lag_2,cement_co2_lag_1,cement_co2_lag_2,coal_co2_lag_1,coal_co2_lag_2,flaring_co2_lag_1,flaring_co2_lag_2,gas_co2_lag_1,gas_co2_lag_2,land_use_change_co2_lag_1,land_use_change_co2_lag_2,oil_co2_lag_1,oil_co2_lag_2
0,1853,Stany Zjednoczone,25040692.0,24309683.0,100197810176.0,92211322880.0,0.001,0.0,0.0,0.0,26.791,24.633,0.0,0.0,0.0,0.0,914.353,861.796,0.0,0.0
0,1854,Stany Zjednoczone,25793143.0,25040692.0,110970552320.0,100197810176.0,0.001,0.001,0.0,0.0,30.162,26.791,0.0,0.0,0.0,0.0,925.059,914.353,0.0,0.0
0,1855,Stany Zjednoczone,26568199.0,25793143.0,114357379072.0,110970552320.0,0.002,0.001,0.0,0.0,33.159,30.162,0.0,0.0,0.0,0.0,962.976,925.059,0.0,0.0
0,1856,Stany Zjednoczone,27366540.0,26568199.0,115306487808.0,114357379072.0,0.002,0.002,0.0,0.0,38.161,33.159,0.0,0.0,0.0,0.0,974.394,962.976,0.0,0.0
0,1857,Stany Zjednoczone,28188865.0,27366540.0,121205907456.0,115306487808.0,0.002,0.002,0.0,0.0,40.037,38.161,0.0,0.0,0.0,0.0,1004.712,974.394,0.0,0.0
0,1858,Stany Zjednoczone,29035895.0,28188865.0,122030284800.0,121205907456.0,0.003,0.002,0.0,0.0,41.055,40.037,0.0,0.0,0.0,0.0,1017.924,1004.712,0.0,0.0
0,1859,Stany Zjednoczone,29908371.0,29035895.0,126084341760.0,122030284800.0,0.003,0.003,0.0,0.0,41.649,41.055,0.0,0.0,0.0,0.0,1048.829,1017.924,0.0,0.0
0,1860,Stany Zjednoczone,30763983.0,29908371.0,133003075584.0,126084341760.0,0.004,0.003,0.0,0.0,45.32,41.649,0.0,0.0,0.0,0.0,1088.401,1048.829,0.0,0.0
0,1861,Stany Zjednoczone,31601240.0,30763983.0,140151914496.0,133003075584.0,0.004,0.004,0.0,0.0,47.236,45.32,0.0,0.0,0.0,0.0,963.09,1088.401,0.202,0.0
0,1862,Stany Zjednoczone,32418583.0,31601240.0,140904349696.0,140151914496.0,0.005,0.004,0.0,0.0,44.818,47.236,0.0,0.0,0.0,0.0,885.525,963.09,0.861,0.202
0,1863,Stany Zjednoczone,33214384.0,32418583.0,149041987584.0,140904349696.0,0.005,0.005,0.0,0.0,46.199,44.818,0.0,0.0,0.0,0.0,872.666,885.525,1.249,0.861
0,1864,Stany Zjednoczone,33986941.0,33214384.0,162622111744.0,149041987584.0,0.005,0.005,0.0,0.0,53.744,46.199,0.0,0.0,0.0,0.0,857.816,872.666,1.066,1.249
0,1865,Stany Zjednoczone,34777462.0,33986941.0,172058492928.0,162622111744.0,0.006,0.005,0.0,0.0,57.792,53.744,0.0,0.0,0.0,0.0,825.622,857.816,0.865,1.066
0,1866,Stany Zjednoczone,35586364.0,34777462.0,167081476096.0,172058492928.0,0.006,0.006,0.0,0.0,57.8,57.792,0.0,0.0,0.0,0.0,789.454,825.622,1.022,0.865
0,1867,Stany Zjednoczone,36414073.0,35586364.0,169592864768.0,167081476096.0,0.007,0.006,0.0,0.0,57.763,57.8,0.0,0.0,0.0,0.0,792.146,789.454,1.469,1.022
0,1868,Stany Zjednoczone,37261027.0,36414073.0,179172491264.0,169592864768.0,0.007,0.007,0.0,0.0,71.499,57.763,0.0,0.0,0.0,0.0,777.035,792.146,1.367,1.469
0,1869,Stany Zjednoczone,38127674.0,37261027.0,185632047104.0,179172491264.0,0.007,0.007,0.0,0.0,80.861,71.499,0.0,0.0,0.0,0.0,764.647,777.035,1.491,1.367
0,1870,Stany Zjednoczone,39007998.0,38127674.0,194685239296.0,185632047104.0,0.008,0.007,0.0,0.0,91.97,80.861,0.0,0.0,0.0,0.0,746.75,764.647,1.726,1.491
0,1871,Stany Zjednoczone,39902173.0,39007998.0,193277575168.0,194685239296.0,0.008,0.008,0.0,0.0,96.572,91.97,0.0,0.0,0.0,0.0,1089.823,746.75,2.048,1.726
0,1872,Stany Zjednoczone,40810375.0,39902173.0,202148954112.0,193277575168.0,0.009,0.008,0.0,0.0,101.002,96.572,0.0,0.0,0.0,0.0,1240.851,1089.823,2.019,2.048
0,1873,Stany Zjednoczone,41732783.0,40810375.0,210342281216.0,202148954112.0,0.009,0.009,0.0,0.0,123.894,101.002,0.0,0.0,0.0,0.0,1315.983,1240.851,2.411,2.019
0,1874,Stany Zjednoczone,42669573.0,41732783.0,220907880448.0,210342281216.0,0.01,0.009,0.0,0.0,135.656,123.894,0.0,0.0,0.0,0.0,1398.767,1315.983,3.851,2.411
0,1875,Stany Zjednoczone,43627383.0,42669573.0,219512012800.0,220907880448.0,0.011,0.01,0.0,0.0,129.973,135.656,0.0,0.0,0.0,0.0,1461.449,1398.767,4.324,3.851
0,1876,Stany Zjednoczone,44606685.0,43627383.0,230981042176.0,219512012800.0,0.011,0.011,0.0,0.0,132.318,129.973,0.0,0.0,0.0,0.0,1508.573,1461.449,3.43,4.324
0,1877,Stany Zjednoczone,45607961.0,44606685.0,233741795328.0,230981042176.0,0.012,0.011,0.0,0.0,129.336,132.318,0.0,0.0,0.0,0.0,1554.187,1508.573,3.484,3.43
0,1878,Stany Zjednoczone,46631704.0,45607961.0,241295474688.0,233741795328.0,0.013,0.012,0.0,0.0,141.998,129.336,0.0,0.0,0.0,0.0,1600.924,1554.187,5.177,3.484
0,1879,Stany Zjednoczone,47678418.0,46631704.0,251432402944.0,241295474688.0,0.013,0.013,0.0,0.0,137.847,141.998,0.0,0.0,0.0,0.0,1663.513,1600.924,6.057,5.177
0,1880,Stany Zjednoczone,48749140.0,47678418.0,282359431168.0,251432402944.0,0.014,0.013,0.0,0.0,167.606,137.847,0.0,0.0,0.0,0.0,1705.504,1663.513,7.863,6.057
0,1881,Stany Zjednoczone,49844419.0,48749140.0,315651588096.0,282359431168.0,0.015,0.014,0.0,0.0,188.3,167.606,0.0,0.0,0.0,0.0,1545.801,1705.504,10.384,7.863
0,1882,Stany Zjednoczone,50964818.0,49844419.0,326883213312.0,315651588096.0,0.015,0.015,0.0,0.0,199.278,188.3,0.0,0.0,0.0,0.0,1453.496,1545.801,10.915,10.384
0,1883,Stany Zjednoczone,52110912.0,50964818.0,347742896128.0,326883213312.0,0.016,0.015,0.0,0.0,223.262,199.278,0.0,0.0,0.165,0.0,1452.417,1453.496,11.967,10.915
0,1884,Stany Zjednoczone,53283291.0,52110912.0,356232986624.0,347742896128.0,0.017,0.016,0.0,0.0,244.495,223.262,0.0,0.0,0.381,0.165,1463.214,1452.417,9.006,11.967
0,1885,Stany Zjednoczone,54482036.0,53283291.0,362653646848.0,356232986624.0,0.018,0.017,0.0,0.0,257.301,244.495,0.0,0.0,1.172,0.381,1439.027,1463.214,9.116,9.006
0,1886,Stany Zjednoczone,55707739.0,54482036.0,365398818816.0,362653646848.0,0.018,0.018,0.0,0.0,260.313,257.301,0.0,0.0,3.715,1.172,1432.026,1439.027,8.134,9.116
0,1887,Stany Zjednoczone,56961007.0,55707739.0,376420564992.0,365398818816.0,0.019,0.018,0.0,0.0,269.062,260.313,0.0,0.0,7.676,3.715,1407.986,1432.026,10.725,8.134
0,1888,Stany Zjednoczone,58242459.0,56961007.0,393366437888.0,376420564992.0,0.02,0.019,0.001,0.0,284.825,269.062,0.0,0.0,11.787,7.676,1426.522,1407.986,10.768,10.725
0,1889,Stany Zjednoczone,59552729.0,58242459.0,391556464640.0,393366437888.0,0.02,0.02,0.001,0.001,346.574,284.825,0.0,0.0,16.774,11.787,1413.782,1426.522,10.527,10.768
0,1890,Stany Zjednoczone,60843105.0,59552729.0,415860031488.0,391556464640.0,0.021,0.02,0.001,0.001,309.777,346.574,0.0,0.0,12.227,16.774,1391.745,1413.782,13.538,10.527
0,1891,Stany Zjednoczone,62112247.0,60843105.0,421879349248.0,415860031488.0,0.022,0.021,0.001,0.001,372.27,309.777,0.0,0.0,11.688,12.227,1487.406,1391.745,17.789,13.538
0,1892,Stany Zjednoczone,63358765.0,62112247.0,440079351808.0,421879349248.0,0.023,0.022,0.001,0.001,397.225,372.27,0.0,0.0,8.947,11.688,1504.403,1487.406,21.251,17.789
0,1893,Stany Zjednoczone,64581224.0,63358765.0,482816884736.0,440079351808.0,0.024,0.023,0.001,0.001,423.045,397.225,0.0,0.0,7.775,8.947,1490.063,1504.403,19.628,21.251
0,1894,Stany Zjednoczone,65778137.0,64581224.0,459473420288.0,482816884736.0,0.024,0.024,0.001,0.001,428.105,423.045,0.0,0.0,7.288,7.775,1542.634,1490.063,18.701,19.628
0,1895,Stany Zjednoczone,66997221.0,65778137.0,446220992512.0,459473420288.0,0.025,0.024,0.001,0.001,399.376,428.105,0.0,0.0,6.698,7.288,1547.521,1542.634,18.976,18.701
0,1896,Stany Zjednoczone,68238885.0,66997221.0,500098662400.0,446220992512.0,0.026,0.025,0.001,0.001,452.372,399.376,0.0,0.0,7.042,6.698,1526.831,1547.521,20.533,18.976
0,1897,Stany Zjednoczone,69503549.0,68238885.0,489991438336.0,500098662400.0,0.027,0.026,0.001,0.001,450.196,452.372,0.0,0.0,6.848,7.042,1547.036,1526.831,23.838,20.533
0,1898,Stany Zjednoczone,70791637.0,69503549.0,536744984576.0,489991438336.0,0.028,0.027,0.001,0.001,469.465,450.196,0.0,0.0,7.288,6.848,1554.58,1547.036,23.534,23.838
0,1899,Stany Zjednoczone,72103583.0,70791637.0,547964944384.0,536744984576.0,0.029,0.028,0.001,0.001,515.353,469.465,0.0,0.0,8.46,7.288,1577.439,1554.58,21.508,23.534
0,1900,Stany Zjednoczone,73449404.0,72103583.0,597660467200.0,547964944384.0,0.03,0.029,0.001,0.001,592.451,515.353,0.0,0.0,10.904,8.46,1612.222,1577.439,22.178,21.508
0,1901,Stany Zjednoczone,74829905.0,73449404.0,613998133248.0,597660467200.0,0.031,0.03,0.001,0.001,626.544,592.451,0.0,0.0,11.542,10.904,1519.943,1612.222,24.651,22.178
0,1902,Stany Zjednoczone,76245912.0,74829905.0,683106041856.0,613998133248.0,0.032,0.031,0.002,0.001,681.541,626.544,0.0,0.0,12.861,11.542,1492.113,1519.943,27.125,24.651
0,1903,Stany Zjednoczone,77698268.0,76245912.0,690126848000.0,683106041856.0,0.032,0.032,0.002,0.002,715.931,681.541,0.0,0.0,13.692,12.861,1490.63,1492.113,34.87,27.125
0,1904,Stany Zjednoczone,79187838.0,77698268.0,723766345728.0,690126848000.0,0.033,0.032,0.003,0.002,840.042,715.931,0.0,0.0,14.524,13.692,1455.803,1490.63,39.839,34.87
0,1905,Stany Zjednoczone,80705948.0,79187838.0,714621845504.0,723766345728.0,0.034,0.033,0.003,0.003,818.27,840.042,0.0,0.0,15.162,14.524,1471.205,1455.803,46.789,39.839
0,1906,Stany Zjednoczone,82253148.0,80705948.0,767532728320.0,714621845504.0,0.035,0.034,0.004,0.003,913.479,818.27,0.0,0.0,17.166,15.162,1464.535,1471.205,53.853,46.789
0,1907,Stany Zjednoczone,83829992.0,82253148.0,855994335232.0,767532728320.0,0.036,0.035,0.004,0.004,964.05,913.479,0.0,0.0,19.016,17.166,1455.768,1464.535,50.274,53.853
0,1908,Stany Zjednoczone,85437050.0,83829992.0,869070536704.0,855994335232.0,0.038,0.036,0.005,0.004,1115.249,964.05,0.0,0.0,19.866,19.016,1449.809,1455.768,66.688,50.274
0,1909,Stany Zjednoczone,87074899.0,85437050.0,799355502592.0,869070536704.0,0.039,0.038,0.005,0.005,959.763,1115.249,0.0,0.0,19.665,19.866,1456.948,1449.809,71.547,66.688
0,1910,Stany Zjednoczone,88647362.0,87074899.0,890110017536.0,799355502592.0,0.04,0.039,0.006,0.005,1066.609,959.763,0.0,0.0,23.508,19.665,1450.558,1456.948,73.236,71.547
0,1911,Stany Zjednoczone,90151889.0,88647362.0,893975461888.0,890110017536.0,0.041,0.04,0.007,0.006,1160.396,1066.609,0.0,0.0,24.901,23.508,1363.577,1450.558,83.931,73.236
0,1912,Stany Zjednoczone,91585865.0,90151889.0,917451833344.0,893975461888.0,0.042,0.041,0.007,0.007,1143.128,1160.396,0.0,0.0,25.087,24.901,1351.882,1363.577,88.17,83.931
0,1913,Stany Zjednoczone,92946603.0,91585865.0,954787430400.0,917451833344.0,0.043,0.042,0.007,0.007,1224.395,1143.128,0.0,0.0,27.495,25.087,1298.837,1351.882,89.321,88.17
0,1914,Stany Zjednoczone,94231351.0,92946603.0,986598473728.0,954787430400.0,0.044,0.043,0.008,0.007,1304.578,1224.395,0.0,0.0,28.458,27.495,1280.535,1298.837,107.077,89.321
0,1915,Stany Zjednoczone,95533839.0,94231351.0,905134473216.0,986598473728.0,0.045,0.044,0.008,0.008,1172.136,1304.578,0.0,0.0,28.946,28.458,1283.142,1280.535,114.617,107.077
0,1916,Stany Zjednoczone,96854312.0,95533839.0,925041164288.0,905134473216.0,0.046,0.045,0.008,0.008,1213.597,1172.136,0.0,0.0,30.741,28.946,1240.971,1283.142,120.93,114.617
0,1917,Stany Zjednoczone,98193018.0,96854312.0,1046397583360.0,925041164288.0,0.047,0.046,0.008,0.008,1345.443,1213.597,0.0,0.0,36.834,30.741,1238.075,1240.971,133.981,120.93
0,1918,Stany Zjednoczone,99550208.0,98193018.0,1014196404224.0,1046397583360.0,0.049,0.047,0.008,0.008,1481.645,1345.443,0.0,0.0,38.882,36.834,1231.006,1238.075,147.941,133.981
0,1919,Stany Zjednoczone,100970120.0,99550208.0,1099047305216.0,1014196404224.0,0.05,0.049,0.006,0.008,1551.136,1481.645,0.0,0.0,35.259,38.882,1221.774,1231.006,159.19,147.941
0,1920,Stany Zjednoczone,102419259.0,100970120.0,1102169636864.0,1099047305216.0,0.051,0.05,0.007,0.006,1261.251,1551.136,0.0,0.0,36.482,35.259,1225.38,1221.774,179.217,159.19
0,1921,Stany Zjednoczone,103898175.0,102419259.0,1085154983936.0,1102169636864.0,0.052,0.051,0.009,0.007,1465.534,1261.251,0.0,0.0,39.71,36.482,1206.571,1225.38,230.645,179.217
0,1922,Stany Zjednoczone,105407425.0,103898175.0,1054213734400.0,1085154983936.0,0.053,0.052,0.009,0.009,1142.651,1465.534,0.0,0.0,32.961,39.71,1243.117,1206.571,246.36,230.645
0,1923,Stany Zjednoczone,106947578.0,105407425.0,1105913315328.0,1054213734400.0,0.054,0.053,0.01,0.009,1112.892,1142.651,0.0,0.0,37.948,32.961,1197.116,1243.117,282.488,246.36
0,1924,Stany Zjednoczone,108519213.0,106947578.0,1244263743488.0,1105913315328.0,0.056,0.054,0.012,0.01,1509.469,1112.892,0.0,0.0,50.127,37.948,1161.573,1197.116,334.413,282.488
0,1925,Stany Zjednoczone,110113945.0,108519213.0,1274653966336.0,1244263743488.0,0.057,0.056,0.013,0.012,1313.207,1509.469,0.0,0.0,56.829,50.127,1129.783,1161.573,325.557,334.413
0,1926,Stany Zjednoczone,111732111.0,110113945.0,1296540106752.0,1274653966336.0,0.058,0.057,14.206,0.013,1340.481,1313.207,0.0,0.0,59.174,56.829,1145.769,1129.783,341.244,325.557
0,1927,Stany Zjednoczone,113374057.0,111732111.0,1372770926592.0,1296540106752.0,0.059,0.058,14.506,14.206,1477.933,1340.481,0.0,0.0,65.336,59.174,1112.651,1145.769,345.266,341.244
0,1928,Stany Zjednoczone,115040131.0,113374057.0,1378144616448.0,1372770926592.0,0.06,0.059,15.066,14.506,1376.693,1477.933,0.0,0.0,71.939,65.336,1051.692,1112.651,396.207,345.266
0,1929,Stany Zjednoczone,116730690.0,115040131.0,1385247277056.0,1378144616448.0,0.062,0.06,15.417,15.066,1330.158,1376.693,0.0,0.0,78.054,71.939,1068.765,1051.692,404.402,396.207
0,1930,Stany Zjednoczone,118261782.0,116730690.0,1461345452032.0,1385247277056.0,0.063,0.062,14.996,15.417,1404.59,1330.158,0.0,0.0,95.462,78.054,1008.444,1068.765,445.598,404.402
0,1931,Stany Zjednoczone,119629770.0,118261782.0,1322627104768.0,1461345452032.0,0.064,0.063,14.286,14.996,1238.166,1404.59,0.0,0.0,96.784,95.462,896.312,1008.444,393.407,445.598
0,1932,Stany Zjednoczone,120830953.0,119629770.0,1237725872128.0,1322627104768.0,0.065,0.064,10.809,14.286,1021.482,1238.166,0.0,0.0,84.214,96.784,869.424,896.312,366.621,393.407
0,1933,Stany Zjednoczone,121861566.0,120830953.0,1051216904192.0,1237725872128.0,0.066,0.065,6.656,10.809,834.233,1021.482,0.0,0.0,77.955,84.214,780.144,869.424,337.65,366.621
0,1934,Stany Zjednoczone,122717780.0,121861566.0,1015524950016.0,1051216904192.0,0.067,0.066,5.587,6.656,889.861,834.233,0.0,0.0,78.102,77.955,737.366,780.144,373.787,337.65
0,1935,Stany Zjednoczone,123580010.0,122717780.0,1100529926144.0,1015524950016.0,0.068,0.067,6.9,5.587,963.92,889.861,0.0,0.0,88.812,78.102,716.815,737.366,374.993,373.787
0,1936,Stany Zjednoczone,124448298.0,123580010.0,1237782364160.0,1100529926144.0,0.069,0.068,6.684,6.9,982.156,963.92,0.0,0.0,96.294,88.812,656.485,716.815,405.206,374.993
0,1937,Stany Zjednoczone,125322686.0,124448298.0,1359902408704.0,1237782364160.0,0.07,0.069,9.95,6.684,1143.798,982.156,0.0,0.0,108.813,96.294,642.003,656.485,448.356,405.206
0,1938,Stany Zjednoczone,126203219.0,125322686.0,1462308700160.0,1359902408704.0,0.071,0.07,10.368,9.95,1144.951,1143.798,0.0,0.0,120.942,108.813,598.037,642.003,513.635,448.356
0,1939,Stany Zjednoczone,127089938.0,126203219.0,1373407805440.0,1462308700160.0,0.072,0.071,9.239,10.368,906.794,1144.951,0.0,0.0,115.32,120.942,566.395,598.037,482.196,513.635
0,1940,Stany Zjednoczone,128160070.0,127089938.0,1469481091072.0,1373407805440.0,0.073,0.072,10.792,9.239,1024.988,906.794,0.0,0.0,124.122,115.32,533.486,566.395,508.158,482.196
0,1941,Stany Zjednoczone,129417367.0,128160070.0,1592319803392.0,1469481091072.0,0.074,0.073,11.549,10.792,1168.882,1024.988,0.0,0.0,133.707,124.122,610.928,533.486,557.62,508.158
0,1942,Stany Zjednoczone,130865641.0,129417367.0,1815098556416.0,1592319803392.0,0.076,0.074,14.52,11.549,1294.762,1168.882,0.0,0.0,141.533,133.707,630.25,610.928,588.735,557.62
0,1943,Stany Zjednoczone,132508765.0,130865641.0,2013171023872.0,1815098556416.0,0.077,0.076,16.085,14.52,1458.597,1294.762,0.0,0.0,153.855,141.533,628.425,630.25,565.693,588.735
0,1944,Stany Zjednoczone,134350677.0,132508765.0,2203245608960.0,2013171023872.0,0.078,0.077,12.041,16.085,1470.803,1458.597,0.0,0.0,171.952,153.855,641.505,628.425,612.936,565.693
0,1945,Stany Zjednoczone,136218191.0,134350677.0,2361835388928.0,2203245608960.0,0.08,0.078,8.032,12.041,1545.85,1470.803,0.0,0.0,186.574,171.952,648.259,641.505,700.12,612.936
0,1946,Stany Zjednoczone,138111665.0,136218191.0,2314667819008.0,2361835388928.0,0.081,0.08,9.114,8.032,1421.423,1545.85,0.0,0.0,197.676,186.574,646.866,648.259,727.377,700.12
0,1947,Stany Zjednoczone,140031458.0,138111665.0,2103900897280.0,2314667819008.0,0.082,0.081,14.653,9.114,1298.758,1421.423,0.0,0.0,203.103,197.676,638.854,646.866,737.018,727.377
0,1948,Stany Zjednoczone,141977937.0,140031458.0,2070709141504.0,2103900897280.0,0.084,0.082,16.647,14.653,1449.231,1298.758,0.0,0.0,224.086,203.103,651.526,638.854,791.342,737.018
0,1949,Stany Zjednoczone,143951473.0,141977937.0,2168923357184.0,2070709141504.0,0.085,0.084,18.417,16.647,1433.19,1449.231,0.0,0.0,251.765,224.086,648.667,651.526,874.345,791.342
0,1950,Stany Zjednoczone,146051521.0,143951473.0,2126235566080.0,2168923357184.0,0.086,0.085,18.788,18.417,1063.102,1433.19,0.0,0.0,265.068,251.765,594.756,648.667,813.723,874.345
0,1951,Stany Zjednoczone,154202683.0,146051521.0,2320610099200.0,2126235566080.0,0.088,0.086,20.125,18.788,1257.232,1063.102,43.122,0.0,319.219,265.068,475.02,594.756,896.801,813.723
0,1952,Stany Zjednoczone,156481322.0,154202683.0,2497407877120.0,2320610099200.0,0.089,0.088,22.041,20.125,1211.599,1257.232,42.7,43.122,376.209,319.219,426.334,475.02,960.662,896.801
0,1953,Stany Zjednoczone,158794225.0,156481322.0,2590801395712.0,2497407877120.0,0.09,0.089,22.256,22.041,1074.173,1211.599,45.683,42.7,402.787,376.209,369.454,426.334,1000.967,960.662
0,1954,Stany Zjednoczone,161168319.0,158794225.0,2709832597504.0,2590801395712.0,0.092,0.09,23.521,22.256,1065.955,1074.173,43.62,45.683,423.342,402.787,339.162,369.454,1050.079,1000.967
0,1955,Stany Zjednoczone,163636304.0,161168319.0,2691885432832.0,2709832597504.0,0.093,0.092,24.131,23.521,913.446,1065.955,38.952,43.62,444.0,423.342,348.944,339.162,1063.212,1050.079
0,1956,Stany Zjednoczone,166200030.0,163636304.0,2882221637632.0,2691885432832.0,0.094,0.093,26.584,24.131,1026.222,913.446,41.645,38.952,479.19,444.0,321.69,348.944,1147.903,1063.212
0,1957,Stany Zjednoczone,168824963.0,166200030.0,2938405650432.0,2882221637632.0,0.096,0.094,28.39,26.584,1068.358,1026.222,46.529,41.645,505.889,479.19,305.819,321.69,1203.787,1147.903
0,1958,Stany Zjednoczone,171499235.0,168824963.0,2993553408000.0,2938405650432.0,0.097,0.096,27.006,28.39,1024.081,1068.358,43.558,46.529,540.645,505.889,281.9,305.819,1193.662,1203.787
0,1959,Stany Zjednoczone,174215305.0,171499235.0,2963550502912.0,2993553408000.0,0.098,0.097,27.758,27.006,888.344,1024.081,34.097,43.558,570.701,540.645,271.272,281.9,1220.046,1193.662
0,1960,Stany Zjednoczone,177145772.0,174215305.0,3183156920320.0,2963550502912.0,0.1,0.098,30.234,27.758,910.978,888.344,30.756,34.097,593.21,570.701,202.744,271.272,1258.457,1220.046
0,1961,Stany Zjednoczone,180274554.0,177145772.0,3262376312832.0,3183156920320.0,0.101,0.1,28.798,30.234,917.964,910.978,30.316,30.756,630.025,593.21,199.055,202.744,1281.631,1258.457
0,1962,Stany Zjednoczone,183489491.0,180274554.0,3338584195072.0,3262376312832.0,0.102,0.101,28.699,28.798,887.443,917.964,28.198,30.316,636.415,630.025,69.092,199.055,1297.316,1281.631
0,1963,Stany Zjednoczone,186724277.0,183489491.0,3539745112064.0,3338584195072.0,0.104,0.102,29.878,28.699,920.818,887.443,22.922,28.198,676.367,636.415,217.076,69.092,1334.748,1297.316
0,1964,Stany Zjednoczone,189825228.0,186724277.0,3692868403200.0,3539745112064.0,0.105,0.104,31.435,29.878,987.008,920.818,20.65,22.922,718.455,676.367,124.979,217.076,1359.256,1334.748
0,1965,Stany Zjednoczone,192819456.0,189825228.0,3906859958272.0,3692868403200.0,0.106,0.105,33.026,31.435,1049.177,987.008,18.412,20.65,759.072,718.455,75.419,124.979,1393.919,1359.256
0,1966,Stany Zjednoczone,195653775.0,192819456.0,4156141338624.0,3906859958272.0,0.108,0.106,33.295,33.026,1090.619,1049.177,17.188,18.412,782.605,759.072,48.665,75.419,1464.691,1393.919
0,1967,Stany Zjednoczone,198265397.0,195653775.0,4428300025856.0,4156141338624.0,0.109,0.108,34.573,33.295,1132.718,1090.619,20.233,17.188,842.207,782.605,18.419,48.665,1529.661,1464.691
0,1968,Stany Zjednoczone,200699913.0,198265397.0,4538979319808.0,4428300025856.0,0.111,0.109,33.594,34.573,1163.049,1132.718,26.384,20.233,881.284,842.207,487.157,18.419,1589.194,1529.661
0,1969,Stany Zjednoczone,203011021.0,200699913.0,4754925682688.0,4538979319808.0,0.113,0.111,35.32,33.594,1139.603,1163.049,27.817,26.384,936.361,881.284,798.453,487.157,1689.423,1589.194
0,1970,Stany Zjednoczone,205300032.0,203011021.0,4903769997312.0,4754925682688.0,0.115,0.113,35.697,35.32,1158.0,1139.603,28.315,27.817,1018.083,936.361,425.775,798.453,1781.627,1689.423
0,1971,Stany Zjednoczone,207796339.0,205300032.0,4912635707392.0,4903769997312.0,0.117,0.115,34.924,35.697,1168.091,1158.0,26.249,28.315,1059.211,1018.083,337.724,425.775,2038.082,1781.627
0,1972,Stany Zjednoczone,210426424.0,207796339.0,5065682190336.0,4912635707392.0,0.119,0.117,35.51,34.924,1107.406,1168.091,15.261,26.249,1096.927,1059.211,271.072,337.724,2097.305,2038.082
0,1973,Stany Zjednoczone,212842574.0,210426424.0,5334296952832.0,5065682190336.0,0.121,0.119,36.523,35.51,1124.841,1107.406,13.308,15.261,1115.673,1096.927,248.741,271.072,2269.174,2097.305
0,1974,Stany Zjednoczone,215006548.0,212842574.0,5637202771968.0,5334296952832.0,0.123,0.121,36.917,36.523,1220.714,1124.841,13.187,13.308,1175.252,1115.673,198.78,248.741,2325.281,2269.174
0,1975,Stany Zjednoczone,217076474.0,215006548.0,5621366128640.0,5637202771968.0,0.125,0.123,36.806,36.917,1199.352,1220.714,8.9,13.187,1134.594,1175.252,190.06,198.78,2227.39,2325.281
0,1976,Stany Zjednoczone,219129300.0,217076474.0,5605794775040.0,5621366128640.0,0.127,0.125,30.463,36.806,1195.102,1199.352,7.112,8.9,1042.853,1134.594,184.521,190.06,2190.27,2227.39
0,1977,Stany Zjednoczone,221168756.0,219129300.0,5899591090176.0,5605794775040.0,0.129,0.127,32.37,30.463,1281.249,1195.102,7.339,7.112,1063.161,1042.853,207.185,184.521,2350.496,2190.27
0,1978,Stany Zjednoczone,223259417.0,221168756.0,6166912434176.0,5899591090176.0,0.132,0.129,33.979,32.37,1315.802,1281.249,7.262,7.339,1041.406,1063.161,332.595,207.185,2478.228,2350.496
0,1979,Stany Zjednoczone,225396098.0,223259417.0,6518624223232.0,6166912434176.0,0.134,0.132,35.616,33.979,1314.266,1315.802,8.123,7.262,1045.577,1041.406,250.424,332.595,2524.557,2478.228
0,1980,Stany Zjednoczone,227575083.0,225396098.0,6740172603392.0,6518624223232.0,0.136,0.134,35.94,35.616,1427.55,1314.266,8.867,8.123,1080.846,1045.577,233.98,250.424,2441.816,2524.557
0,1981,Stany Zjednoczone,229858654.0,227575083.0,6743208230912.0,6740172603392.0,0.138,0.136,32.922,35.94,1453.891,1427.55,6.69,8.867,1058.408,1080.846,264.894,233.98,2244.35,2441.816
0,1982,Stany Zjednoczone,232201613.0,229858654.0,6911865389056.0,6743208230912.0,0.14,0.138,31.962,32.922,1503.037,1453.891,5.232,6.69,1032.434,1058.408,259.265,264.894,2101.535,2244.35
0,1983,Stany Zjednoczone,234583158.0,232201613.0,6782206345216.0,6911865389056.0,0.142,0.14,28.441,31.962,1449.193,1503.037,4.99,5.232,961.223,1032.434,253.021,259.265,1994.366,2101.535
0,1984,Stany Zjednoczone,236986362.0,234583158.0,7066236747776.0,6782206345216.0,0.144,0.142,30.44,28.441,1504.91,1449.193,5.089,4.99,901.395,961.223,275.368,253.021,1977.975,1994.366
0,1985,Stany Zjednoczone,239353968.0,236986362.0,7581108011008.0,7066236747776.0,0.146,0.144,32.915,30.44,1616.224,1504.91,5.789,5.089,962.574,901.395,280.447,275.368,2034.424,1977.975
0,1986,Stany Zjednoczone,241690439.0,239353968.0,7874872344576.0,7581108011008.0,0.149,0.146,31.708,32.915,1655.15,1616.224,5.1,5.789,926.826,962.574,286.783,280.447,2023.738,2034.424
0,1987,Stany Zjednoczone,243953810.0,241690439.0,8146027806720.0,7874872344576.0,0.151,0.149,32.854,31.708,1635.859,1655.15,5.243,5.1,868.157,926.826,216.804,286.783,2111.99,2023.738
