year,country,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,cumulative_co2_including_luc,co2_including_luc
1954,Russia,109221072.0,448712376320.0,5.769,430.182,0.0,10.244,561.178,110.287,92670.555,1117.661
1955,Russia,110971856.0,479242190848.0,6.824,483.36,0.0,12.266,644.861,128.547,93946.414,1275.858
1956,Russia,112783336.0,520877113344.0,7.538,518.678,0.0,16.519,715.662,149.092,95353.906,1407.489
1957,Russia,114590992.0,555636948992.0,8.754,554.352,0.0,25.724,763.647,168.245,96874.625,1520.722
1958,Russia,116373656.0,594634014720.0,10.081,571.946,0.0,38.191,805.394,187.873,98488.109,1613.484
1959,Russia,118076840.0,628321091584.0,11.728,584.319,0.0,48.553,1318.882,204.998,100656.586,2168.48
1960,Russia,119735104.0,664792989696.0,13.752,585.507,0.0,61.662,839.923,223.633,102381.07,1724.478
1961,Russia,121408984.0,712659173376.0,15.351,575.275,0.0,79.862,888.618,241.734,104181.906,1800.839
1962,Russia,122914608.0,765404315648.0,17.286,571.258,0.0,99.13,524.776,269.756,105664.109,1482.206
1963,Russia,124227720.0,795991080960.0,18.382,592.263,0.0,121.251,479.922,294.908,107170.844,1506.725
1964,Russia,125394240.0,847772254208.0,19.544,609.626,0.0,147.216,461.241,315.645,108724.109,1553.272
1965,Russia,126400608.0,894393909248.0,21.768,630.163,0.0,170.231,414.643,336.284,110297.203,1573.089
1966,Russia,127293952.0,957776855040.0,24.033,651.381,0.0,188.622,403.18,359.342,111923.758,1626.557
1967,Russia,128111728.0,1018164346880.0,25.441,656.13,0.0,206.298,385.243,391.357,113588.227,1664.469
1968,Russia,128822376.0,1081402654720.0,26.244,648.863,0.0,223.351,406.886,416.718,115310.289,1722.063
1969,Russia,129489464.0,1109530247168.0,26.905,657.824,0.0,238.859,381.482,446.082,117061.438,1751.151
1970,Russia,130093008.0,1202686787584.0,28.511,702.968,0.0,221.807,560.748,487.247,119062.719,2001.28
1971,Russia,130719656.0,1253060902912.0,29.732,716.631,13.181,250.654,399.268,518.502,120990.688,1927.967
1972,Russia,131456440.0,1289356574720.0,30.598,738.523,12.604,263.61,391.074,563.051,122990.141,1999.459
1973,Russia,132191632.0,1390779301888.0,31.799,746.08,14.985,278.57,420.137,604.878,125086.594,2096.449
1974,Russia,132970440.0,1440623099904.0,33.098,747.557,16.441,295.165,386.741,647.883,127213.477,2126.885
1975,Russia,133841848.0,1499251212288.0,34.726,769.747,18.252,321.908,385.172,684.511,129427.789,2214.317
1976,Russia,134764464.0,1545586606080.0,35.141,789.894,20.254,353.719,391.252,700.583,131718.641,2290.843
1977,Russia,135712064.0,1593194971136.0,35.725,802.329,21.858,379.155,374.807,725.136,134057.641,2339.011
1978,Russia,136659136.0,1623481384960.0,35.483,797.58,23.485,397.61,351.273,777.501,136440.578,2382.933
1979,Russia,137510304.0,1639588429824.0,34.176,798.142,12.728,422.859,355.277,780.605,138844.375,2403.787
1980,Russia,138257424.0,1696830062592.0,34.527,841.158,12.77,441.421,496.26,799.234,141469.75,2625.371
1981,Russia,139002880.0,1717132197888.0,34.801,761.578,12.674,472.7,384.358,806.818,143942.656,2472.928
1982,Russia,139848000.0,1727461064704.0,33.545,771.64,12.609,500.083,384.285,810.071,146454.906,2512.231
1983,Russia,140854112.0,1761922514944.0,34.445,765.612,12.399,536.502,378.852,809.171,148991.891,2536.981
1984,Russia,141892544.0,1769234759680.0,34.661,760.299,12.21,580.217,368.174,789.906,151537.359,2545.467
1985,Russia,142896384.0,1795626500096.0,34.497,866.198,13.02,637.01,339.818,797.416,154225.312,2687.959
1986,Russia,144046480.0,1840205266944.0,35.353,893.967,11.393,604.054,340.899,803.959,156914.922,2689.626
1987,Russia,145312016.0,1838644461568.0,35.642,900.773,10.45,702.306,338.101,708.978,159611.172,2696.251
1988,Russia,146464384.0,1868131598336.0,35.871,915.872,22.982,749.942,325.04,711.428,162372.328,2761.134
1989,Russia,147341504.0,1881091604480.0,35.794,882.014,22.41,749.171,326.13,715.585,165103.422,2731.104
1990,Russia,148005696.0,1834865131520.0,34.609,754.207,33.222,788.193,335.757,888.24,167975.422,2872.005
1991,Russia,148455408.0,1782589423616.0,32.837,705.395,33.629,754.959,289.872,844.452,170672.047,2696.628
1992,Russia,148725600.0,1557839216640.0,26.717,521.601,27.375,774.35,164.031,585.385,172802.594,2130.536
1993,Russia,148897280.0,1453307985920.0,21.995,507.516,22.063,781.669,127.235,509.992,174796.547,1993.964
1994,Russia,148829120.0,1297672699904.0,16.475,454.67,18.667,732.937,81.446,406.8,176525.656,1729.11
1995,Russia,148557456.0,1274033471488.0,16.646,479.041,19.977,699.582,12.235,386.793,178157.641,1631.962
1996,Russia,148233408.0,1256336523264.0,12.723,477.466,20.154,699.775,440.799,361.332,180185.25,2027.621
1997,Russia,147939968.0,1303661510656.0,12.273,411.997,21.843,669.233,40.629,352.956,181708.125,1522.874
1998,Russia,147672720.0,1263722561536.0,11.923,400.631,21.849,673.399,21.029,345.571,183194.406,1486.282
1999,Russia,147336384.0,1375023529984.0,13.173,407.464,23.633,686.577,34.665,350.395,184723.25,1528.844
2000,Russia,146844848.0,1547057496064.0,15.113,427.01,23.764,681.631,-17.237,317.516,186185.156,1461.906
2001,Russia,146235520.0,1662886739968.0,15.863,445.476,24.348,693.223,-39.505,323.3,187661.281,1476.142
2002,Russia,145590144.0,1781424717824.0,17.116,424.116,34.816,702.703,-61.838,314.772,189106.234,1444.95
2003,Russia,144946720.0,1955876044800.0,18.666,425.963,34.543,735.376,-35.004,308.711,190608.266,1502.014
2004,Russia,144353648.0,2143914688512.0,20.915,416.376,39.638,743.405,-39.594,309.318,192112.625,1504.363
2005,Russia,143800048.0,2331247116288.0,22.256,417.916,41.53,746.183,-19.596,320.02,193655.609,1542.98
2006,Russia,143338672.0,2576148332544.0,24.545,437.859,42.157,766.955,22.696,335.529,195301.297,1645.698
2007,Russia,143117680.0,2858759225344.0,27.645,423.047,50.868,779.354,61.696,326.463,196986.781,1685.478
2008,Russia,143086544.0,3078094323712.0,23.625,451.93,36.625,779.724,34.12,343.698,198672.953,1686.184
2009,Russia,143163648.0,2903690444800.0,19.746,419.075,38.288,732.688,208.419,323.009,200426.422,1753.454
2010,Russia,143242592.0,3105249296384.0,22.723,419.276,47.87,794.593,378.583,333.87,202437.781,2011.366
2011,Russia,143364544.0,3306765942784.0,25.129,430.352,51.561,817.72,96.24,346.176,204219.922,1782.149
2012,Russia,143629360.0,3439833120768.0,26.332,445.326,52.928,807.072,338.417,353.791,206259.625,2039.685
2013,Russia,143956864.0,3500216680448.0,27.281,408.194,48.828,782.85,219.361,357.04,208119.422,1859.798
2014,Russia,144285072.0,3525987794944.0,26.453,397.222,38.466,775.338,96.844,385.79,209856.219,1736.803
2015,Russia,144668384.0,3456429719552.0,23.171,417.405,33.023,739.506,401.906,408.673,211896.797,2040.582
2016,Russia,145109152.0,3463124090880.0,20.432,405.877,36.218,753.005,417.076,403.595,213948.766,2051.961
2017,Russia,145452544.0,3526353747968.0,20.512,389.27,41.926,780.664,433.239,417.49,216048.125,2099.36
2018,Russia,145652288.0,3625347448832.0,20.091,401.062,49.438,828.859,445.644,395.445,218206.25,2158.138
2019,Russia,145742288.0,3705035816960.0,20.306,395.101,62.655,807.388,274.86,402.824,220186.141,1979.891
2020,Russia,145617328.0,3606716612608.0,20.581,367.669,59.115,784.291,273.085,384.939,222092.172,1906.015
2021,Russia,145102752.0,3809571241984.0,22.158,382.146,60.216,854.064,297.51,376.578,224101.656,2009.503
2022,Russia,144713312.0,3731440795648.0,22.48,355.407,60.216,811.361,313.029,385.883,226066.875,1965.207
1950,United States,148281552.0,2320610099200.0,20.125,1257.232,43.122,319.219,481.836,896.801,206851.625,3023.321
1951,United States,150598448.0,2497407877120.0,22.041,1211.599,42.7,376.209,421.568,960.662,209891.906,3040.279
1952,United States,152941728.0,2590801395712.0,22.256,1074.173,45.683,402.787,370.148,1000.967,212813.266,2921.367
1953,United States,155451200.0,2709832597504.0,23.521,1065.955,43.62,423.342,345.485,1050.079,215771.719,2958.457
1954,United States,158205872.0,2691885432832.0,24.131,913.446,38.952,444.0,341.894,1063.212,218603.078,2831.356
1955,United States,161136448.0,2882221637632.0,26.584,1026.222,41.645,479.19,326.5,1147.903,221658.094,3055.012
1956,United States,164063408.0,2938405650432.0,28.39,1068.358,46.529,505.889,313.602,1203.787,224831.688,3173.597
1957,United States,166949120.0,2993553408000.0,27.006,1024.081,43.558,540.645,293.689,1193.662,227961.141,3129.461
1958,United States,170147104.0,2963550502912.0,27.758,888.344,34.097,570.701,269.713,1220.046,230977.969,3016.821
1959,United States,173324608.0,3183156920320.0,30.234,910.978,30.756,593.21,193.967,1258.457,234003.859,3025.89
1960,United States,176188576.0,3262376312832.0,28.798,917.964,30.316,630.025,190.493,1281.631,237091.672,3087.808
1961,United States,179087280.0,3338584195072.0,28.699,887.443,28.198,636.415,69.442,1297.316,240047.984,2956.315
1962,United States,181917808.0,3539745112064.0,29.878,920.818,22.922,676.367,224.868,1334.748,243266.75,3218.77
1963,United States,184649872.0,3692868403200.0,31.435,987.008,20.65,718.455,109.263,1359.256,246502.5,3235.751
1964,United States,187277376.0,3906859958272.0,33.026,1049.177,18.412,759.072,80.946,1393.919,249847.766,3345.26
1965,United States,189703280.0,4156141338624.0,33.295,1090.619,17.188,782.605,50.148,1464.691,253297.453,3449.695
1966,United States,191830976.0,4428300025856.0,34.573,1132.718,20.233,842.207,36.932,1529.661,256905.812,3608.353
1967,United States,193782432.0,4538979319808.0,33.594,1163.049,26.384,881.284,484.001,1589.194,261095.281,4189.462
1968,United States,195743424.0,4754925682688.0,35.32,1139.603,27.817,936.361,795.518,1689.423,265731.688,4636.437
1969,United States,197859328.0,4903769997312.0,35.697,1158.0,28.315,1018.083,443.079,1781.627,270209.938,4478.225
1970,United States,200328336.0,4912635707392.0,34.924,1168.091,26.249,1059.211,325.684,2038.082,274875.312,4665.37
1971,United States,202907920.0,5065682190336.0,35.51,1107.406,15.261,1096.927,269.927,2097.305,279510.719,4635.393
1972,United States,205238384.0,5334296952832.0,36.523,1124.841,13.308,1115.673,231.376,2269.174,284315.094,4804.392
1973,United States,207314768.0,5637202771968.0,36.917,1220.645,13.187,1174.859,196.085,2325.412,289296.281,4981.188
1974,United States,209277968.0,5621366128640.0,36.806,1199.284,8.9,1134.215,199.414,2227.518,294116.781,4820.514
1975,United States,211274544.0,5605794775040.0,30.463,1195.032,7.112,1042.504,185.906,2190.401,298780.969,4664.181
1976,United States,213270032.0,5899591090176.0,32.37,1281.173,7.339,1062.805,195.823,2350.634,303724.625,4943.641
1977,United States,215437408.0,6166912434176.0,33.979,1315.721,7.262,1041.058,329.515,2478.369,308943.781,5219.181
1978,United States,217881440.0,6518624223232.0,35.616,1314.183,8.123,1045.228,252.687,2524.703,314137.906,5194.11
1979,United States,220463104.0,6740172603392.0,35.94,1427.458,8.867,1080.485,236.467,2441.955,319383.0,5245.108
1980,United States,223140016.0,6743208230912.0,32.922,1453.794,6.69,1058.054,265.712,2244.48,324457.281,5074.268
1981,United States,225654000.0,6911865389056.0,31.962,1502.932,5.232,1032.089,262.152,2101.662,329405.844,4948.572
1982,United States,228001424.0,6782206345216.0,28.441,1449.085,4.99,960.901,253.937,1994.492,334107.094,4701.235
1983,United States,230389968.0,7066236747776.0,30.44,1504.796,5.089,901.094,267.384,1978.102,338803.875,4696.807
1984,United States,232766288.0,7581108011008.0,32.915,1616.103,5.789,962.252,276.301,2034.553,343742.375,4938.476
1985,United States,235146176.0,7874872344576.0,31.708,1655.025,5.1,926.516,286.52,2023.868,348681.531,4939.153
1986,United States,237512784.0,8146027806720.0,32.854,1635.733,5.243,867.866,225.938,2112.125,353570.875,4889.368
1987,United States,239853168.0,8432566927360.0,32.976,1709.484,6.632,922.972,255.069,2143.159,358651.656,5080.78
1988,United States,242287808.0,8787202670592.0,33.248,1792.727,7.643,964.373,272.62,2241.183,363974.812,5323.164
1989,United States,244954096.0,9091291283456.0,33.264,1813.144,7.595,1026.955,272.723,2239.805,369379.781,5404.929
1990,United States,248083728.0,9250377039872.0,33.484,1814.521,46.339,1023.151,289.245,2178.912,374789.969,5410.202
1991,United States,251560192.0,9224687976448.0,32.736,1797.739,45.348,1042.997,237.034,2119.828,380089.969,5299.991
1992,United States,255175328.0,9552658432000.0,32.993,1819.076,45.015,1081.595,179.678,2171.389,385443.844,5353.906
1993,United States,258779760.0,9814940844032.0,34.838,1880.75,44.013,1110.157,164.854,2179.57,390881.562,5437.705
1994,United States,262273584.0,10211205054464.0,36.31,1894.587,44.409,1137.466,215.746,2226.839,396461.594,5580.025
1995,United States,265660560.0,10488856444928.0,37.075,1913.488,42.757,1186.277,98.968,2218.052,401985.844,5524.228
1996,United States,268984352.0,10886951469056.0,37.309,1993.662,41.299,1206.218,80.214,2305.573,407679.0,5693.196
1997,United States,272395424.0,11375561670656.0,38.561,2039.02,41.419,1213.878,103.047,2326.319,413470.188,5791.189
1998,United States,275835008.0,11881793191936.0,39.461,2063.092,39.022,1191.005,112.859,2370.752,419316.344,5846.14
1999,United States,279181568.0,12438444441600.0,40.239,2063.44,38.8,1197.99,151.724,2433.326,425271.969,5955.642
2000,United States,282398560.0,12947416940544.0,41.445,2163.759,38.915,1251.263,137.626,2487.797,431419.75,6147.761
2001,United States,285470496.0,13073809145856.0,41.613,2099.619,38.696,1198.819,42.849,2502.393,437370.312,5950.588
2002,United States,288350240.0,13307342749696.0,43.164,2103.791,38.893,1237.949,5.003,2495.597,443321.656,5951.311
2003,United States,291109824.0,13680911581184.0,43.349,2143.993,38.567,1201.023,64.132,2557.467,449395.906,6074.277
2004,United States,293947872.0,14198910222336.0,45.886,2164.773,39.12,1204.496,-18.676,2630.825,455489.906,6093.979
2005,United States,296842656.0,14673826021376.0,46.194,2188.244,39.43,1186.858,44.344,2642.692,461666.406,6176.527
2006,United States,299753088.0,15065164021760.0,46.851,2152.459,40.037,1173.211,-37.954,2609.708,467681.156,6014.732
2007,United States,302743392.0,15333184241664.0,45.509,2175.189,40.463,1247.391,-53.868,2592.216,473757.406,6076.254
2008,United States,305694912.0,15288553701376.0,41.416,2135.724,42.054,1252.781,-2.658,2414.708,479669.875,5912.461
2009,United States,308512032.0,14864003104768.0,29.615,1872.449,41.082,1231.607,-49.924,2280.345,485100.688,5430.801
2010,United States,311182848.0,15239587299328.0,31.449,1982.954,43.407,1290.495,7.877,2300.574,490788.25,5687.592
2011,United States,313876608.0,15477885632512.0,32.208,1873.284,47.863,1310.707,-79.32,2252.414,496255.062,5466.796
2012,United States,316651328.0,15830887694336.0,35.27,1658.491,51.515,1372.072,27.297,2196.025,501626.438,5371.383
2013,United States,319375168.0,16122472562688.0,36.369,1720.408,57.423,1410.482,-17.441,2224.627,507089.156,5462.715
2014,United States,322033952.0,16491318607872.0,39.439,1710.594,63.124,1435.209,46.376,2247.931,512664.219,5575.057
2015,United States,324607776.0,16937634496512.0,39.907,1479.145,64.372,1476.136,26.021,2285.676,518066.688,5402.494
2016,United States,327210208.0,17220065296384.0,39.439,1347.943,55.139,1481.873,67.828,2299.961,523387.469,5320.76
2017,United States,329791232.0,17606123716608.0,40.324,1308.716,59.486,1460.656,145.118,2315.177,528744.75,5357.28
2018,United States,332140032.0,18124692783104.0,38.971,1256.631,72.066,1619.275,108.298,2366.168,534230.875,5486.095
2019,United States,334319680.0,18540551733248.0,40.896,1071.666,88.437,1675.471,112.161,2360.999,539605.125,5374.306
2020,United States,335942016.0,18027359764480.0,40.688,877.92,67.749,1656.255,114.729,2047.544,544434.5,4829.357
2021,United States,336997632.0,19099377729536.0,41.312,1004.531,63.294,1659.225,127.596,2239.014,549594.312,5159.809
2022,United States,338289856.0,19493170446336.0,41.418,934.698,63.294,1743.539,141.749,2249.519,554793.375,5199.053
