year,country,population,gdp,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,cumulative_co2_including_luc,co2_including_luc
1992,India,907574080.0,1851711422464.0,25.156,411.414,3.565,27.256,166.806,188.055,48655.902,822.253
1993,India,926351296.0,1944353767424.0,26.602,433.121,3.701,26.996,129.925,186.879,49463.125,807.224
1994,India,945261952.0,2055026769920.0,28.54,455.72,1.852,28.997,118.346,198.955,50295.535,832.41
1995,India,964279104.0,2189535739904.0,31.104,471.723,2.303,39.051,84.262,216.281,51140.258,844.724
1996,India,983281216.0,2345228828672.0,34.079,504.498,2.136,39.747,162.783,243.16,52126.664,986.403
1997,India,1002335232.0,2426804895744.0,37.418,527.722,2.645,46.024,101.582,244.202,53086.254,959.593
1998,India,1021434560.0,2567853047808.0,39.026,524.125,2.133,47.595,94.791,262.892,54056.816,970.564
1999,India,1040500032.0,2710352953344.0,44.592,560.528,2.048,42.316,85.114,300.976,55092.391,1035.574
2000,India,1059633664.0,2804478640128.0,45.957,572.876,1.973,43.873,191.169,312.847,56261.086,1168.695
2001,India,1078970880.0,2940745547776.0,46.74,582.083,1.857,43.569,141.383,316.721,57393.438,1132.352
2002,India,1098313088.0,3024984473600.0,49.111,598.597,1.602,47.134,86.428,325.22,58501.535,1108.092
2003,India,1117415168.0,3251114344448.0,50.88,625.89,1.787,49.988,113.07,330.615,59673.758,1172.229
2004,India,1136264576.0,3495022821376.0,55.545,669.968,1.765,49.585,71.903,348.234,60870.758,1196.999
2005,India,1154638720.0,3752627535872.0,59.687,721.469,1.704,50.439,43.071,352.376,62099.504,1228.745
2006,India,1172373760.0,4069856116736.0,64.905,773.564,1.741,82.58,38.939,369.694,63430.93,1331.424
2007,India,1189691776.0,4403214942208.0,68.333,842.477,1.842,87.956,94.336,391.897,64917.77,1486.842
2008,India,1206734848.0,4649547988992.0,73.245,910.795,1.888,90.277,148.334,413.233,66555.547,1637.771
2009,India,1223640192.0,4993478819840.0,81.268,983.947,1.879,112.463,82.88,432.66,68250.641,1695.097
2010,India,1240613632.0,5361371185152.0,86.029,1015.983,1.704,134.121,118.441,439.5,70046.414,1795.778
2011,India,1257621248.0,5720693014528.0,91.314,1074.385,2.648,136.26,97.74,460.104,71908.867,1862.452
2012,India,1274487168.0,6052427857920.0,100.237,1206.452,3.592,125.605,160.877,489.814,73995.445,2086.577
2013,India,1291132032.0,6424470487040.0,107.82,1276.383,3.266,110.689,217.294,496.94,76207.844,2212.392
2014,India,1307246464.0,6875186200576.0,115.825,1407.057,3.529,109.467,99.411,512.465,78455.594,2247.754
2015,India,1322866560.0,7391521275904.0,117.508,1449.587,4.137,106.871,152.648,556.117,80842.469,2386.868
2016,India,1338636288.0,8057466126336.0,123.281,1499.401,3.756,113.622,164.52,614.597,83361.633,2519.178
2017,India,1354195712.0,8550029459456.0,121.047,1551.256,2.823,118.922,121.271,632.558,85909.523,2547.878
2018,India,1369003264.0,9173200797696.0,138.965,1668.318,2.49,126.201,125.022,657.084,88627.594,2718.08
2019,India,1383112064.0,9595463401472.0,143.664,1661.94,2.454,128.676,96.027,676.154,91336.516,2708.915
2020,India,1396387072.0,8945313775616.0,122.908,1561.799,2.806,127.994,72.843,606.045,93830.906,2494.395
2021,India,1407563904.0,9801620783104.0,149.033,1767.297,2.772,133.192,51.481,621.928,96556.617,2725.703
2022,India,1417173120.0,10476248367104.0,164.323,1854.258,2.924,124.009,34.408,684.131,99420.656,2864.052
1950,Indonesia,69567624.0,105742745600.0,0.0,2.042,0.0,1.191,518.016,6.598,31855.59,527.846
1951,Indonesia,71019352.0,113595817984.0,0.051,2.114,0.0,1.506,508.641,5.72,32373.621,518.031
1952,Indonesia,72570832.0,119008854016.0,0.069,2.454,0.0,2.051,531.503,8.146,32917.848,544.224
1953,Indonesia,74207992.0,125027598336.0,0.073,2.173,0.0,2.624,530.107,8.21,33461.031,543.187
1954,Indonesia,75925328.0,132648517632.0,0.073,2.246,0.0,3.037,539.095,9.391,34014.875,553.842
1955,Indonesia,77741512.0,136433229824.0,0.073,2.121,0.0,3.664,563.293,14.986,34599.016,584.137
1956,Indonesia,79661840.0,138179182592.0,0.073,2.283,0.0,3.924,557.131,15.532,35177.957,578.943
1957,Indonesia,81690984.0,147685294080.0,0.124,1.916,0.0,4.162,558.253,16.211,35758.621,580.665
1958,Indonesia,83818760.0,142311997440.0,0.149,1.605,0.0,4.005,570.405,16.447,36351.23,592.611
1959,Indonesia,86047672.0,148373766144.0,0.171,1.777,0.0,4.28,570.696,17.635,36945.789,594.559
1960,Indonesia,88382888.0,154784595968.0,0.193,1.821,0.0,4.667,445.742,14.705,37412.918,467.128
1961,Indonesia,90816944.0,164961484800.0,0.222,1.528,0.0,4.928,427.73,19.324,37866.648,453.732
1962,Indonesia,93345496.0,164672684032.0,0.251,1.301,0.0,5.192,408.527,16.232,38298.152,431.502
1963,Indonesia,95962536.0,158306811904.0,0.164,1.594,0.0,5.371,401.792,15.634,38722.707,424.555
1964,Indonesia,98675064.0,164270391296.0,0.218,1.205,0.0,5.243,383.713,15.708,39128.793,406.087
1965,Indonesia,101157872.0,165966266368.0,0.182,0.762,0.0,6.057,364.33,17.668,39517.789,388.998
1966,Indonesia,103561104.0,165937627136.0,0.167,0.898,0.0,6.071,354.03,16.239,39895.195,377.405
1967,Indonesia,106260752.0,162199044096.0,0.174,0.619,0.0,6.123,348.522,17.624,40268.258,373.062
1968,Indonesia,109138728.0,177944035328.0,0.204,0.473,0.0,6.309,324.187,20.577,40620.008,351.75
1969,Indonesia,112149256.0,199907966976.0,0.265,0.561,0.0,4.998,321.963,27.538,40975.332,355.325
1970,Indonesia,115228392.0,220830564352.0,0.273,0.432,3.572,2.301,304.35,29.213,41315.477,340.142
1971,Indonesia,118347136.0,233065676800.0,0.241,0.553,3.873,2.711,299.361,31.576,41653.793,338.316
1972,Indonesia,121504136.0,259469197312.0,0.298,0.524,5.925,1.997,291.659,34.563,41988.754,334.965
1973,Indonesia,124709056.0,297900736512.0,0.367,0.355,6.518,3.144,291.27,38.714,42329.125,340.368
1974,Indonesia,127945192.0,313092767744.0,0.421,0.44,7.735,3.272,282.491,39.359,42662.844,333.717
1975,Indonesia,131213216.0,313087950848.0,0.548,0.546,6.976,5.108,256.762,40.755,42973.535,310.694
1976,Indonesia,134521024.0,340620640256.0,0.926,0.447,8.959,5.643,263.409,45.814,43298.734,325.197
1977,Indonesia,137861536.0,367091515392.0,1.372,0.509,17.551,6.625,252.005,56.36,43633.156,334.422
1978,Indonesia,141250960.0,383794675712.0,1.92,0.546,20.973,7.87,249.645,62.629,43976.738,343.583
1979,Indonesia,144693088.0,404845723648.0,2.46,0.652,21.232,7.383,228.609,63.41,44300.484,323.746
1980,Indonesia,148177104.0,439667556352.0,3.068,0.707,12.798,12.164,223.593,66.135,44618.949,318.466
1981,Indonesia,151686336.0,469898625024.0,3.652,0.791,12.117,13.399,224.208,70.338,44943.453,324.505
1982,Indonesia,155228656.0,452605673472.0,4.0,0.861,10.12,15.517,241.12,75.086,45290.16,346.704
1983,Indonesia,158790608.0,470680076288.0,4.391,1.198,8.219,13.649,228.539,77.727,45623.883,333.723
1984,Indonesia,162331968.0,503305961472.0,4.783,1.883,7.214,24.388,1130.107,74.192,46866.449,1242.567
1985,Indonesia,165791696.0,515643146240.0,5.474,3.671,6.852,27.073,1128.839,78.527,48116.887,1250.436
1986,Indonesia,169135280.0,545914224640.0,5.977,8.057,6.995,22.867,1430.55,78.27,49669.602,1552.716
1987,Indonesia,172421392.0,572867018752.0,6.51,8.219,7.116,27.012,1133.097,75.023,50926.574,1256.976
1988,Indonesia,175694640.0,605642489856.0,6.768,6.914,8.424,23.373,780.615,87.244,51839.914,913.336
1989,Indonesia,178949168.0,660041629696.0,7.838,6.28,7.852,24.956,950.593,84.748,52922.18,1082.267
1990,Indonesia,182159888.0,718548893696.0,7.719,6.947,9.08,44.064,497.227,87.271,53574.488,652.308
1991,Indonesia,185361232.0,786440060928.0,9.087,13.52,11.061,43.494,409.643,97.702,54158.996,584.508
1992,Indonesia,188558416.0,841780428800.0,9.777,12.509,11.809,52.373,652.677,112.95,55011.09,852.096
1993,Indonesia,191737280.0,912702701568.0,10.775,21.31,12.6,57.66,448.802,112.763,55675.004,663.911
1994,Indonesia,194928544.0,986200276992.0,12.538,26.648,10.942,60.309,791.66,108.934,56686.035,1011.031
1995,Indonesia,198140160.0,1072204283904.0,13.312,25.175,9.634,64.574,684.51,109.715,57592.953,906.92
1996,Indonesia,201373792.0,1161281404928.0,14.266,27.561,10.939,78.992,730.093,121.308,58576.113,983.158
1997,Indonesia,204628016.0,1221454594048.0,16.01,29.389,11.951,82.042,2474.84,140.549,61330.895,2754.782
1998,Indonesia,207855488.0,1066065657856.0,13.077,32.075,10.305,48.028,1146.639,141.038,62722.055,1391.162
1999,Indonesia,210996912.0,1079382507520.0,14.082,37.167,9.0,83.652,1159.971,148.101,64174.027,1451.972
2000,Indonesia,214072416.0,1138300157952.0,16.446,50.906,8.57,48.592,836.486,156.816,65291.844,1117.817
2001,Indonesia,217112432.0,1185220919296.0,18.462,64.629,8.704,61.163,827.764,164.07,66436.633,1144.792
2002,Indonesia,220115088.0,1244249980928.0,18.137,66.665,7.077,59.764,1076.239,156.843,67821.359,1384.725
2003,Indonesia,223080128.0,1309811277824.0,17.811,89.49,6.947,62.662,735.995,162.447,68896.711,1075.352
2004,Indonesia,225938592.0,1387446403072.0,19.047,82.216,5.978,61.886,835.711,173.895,70075.445,1178.733
2005,Indonesia,228805152.0,1474875359232.0,18.527,94.222,5.663,54.451,779.16,174.754,71202.227,1126.777
2006,Indonesia,231797424.0,1565012918272.0,19.047,111.641,6.021,57.426,1265.132,152.499,72813.984,1611.766
2007,Indonesia,234858288.0,1674227351552.0,19.567,140.066,4.923,57.078,535.139,166.225,73736.984,922.997
2008,Indonesia,237936544.0,1809491165184.0,20.542,121.845,4.716,60.313,597.031,158.303,74699.734,962.75
2009,Indonesia,240981296.0,1905717411840.0,19.437,128.274,5.43,64.541,876.553,181.26,75975.227,1275.495
2010,Indonesia,244016176.0,2039334567936.0,19.461,152.667,4.274,73.73,498.996,195.674,76920.039,944.802
2011,Indonesia,247099696.0,2178184511488.0,21.1,181.281,5.462,81.553,732.776,211.329,78153.531,1233.501
2012,Indonesia,250222688.0,2309530058752.0,23.294,187.171,6.649,80.062,746.869,218.777,79416.359,1262.823
2013,Indonesia,253275920.0,2437876809728.0,24.775,164.219,5.899,64.753,747.272,229.408,80652.688,1236.327
2014,Indonesia,256229760.0,2559933415424.0,25.534,173.584,5.763,62.416,937.673,220.593,82078.242,1425.563
2015,Indonesia,259091968.0,2684764028928.0,24.558,197.815,5.461,94.253,1397.082,217.063,84014.484,1936.231
2016,Indonesia,261850176.0,2819890085888.0,28.71,206.328,5.089,91.185,643.444,208.773,85198.016,1183.53
2017,Indonesia,264498848.0,2962852151296.0,28.966,221.093,4.387,84.339,611.216,218.16,86366.164,1168.161
2018,Indonesia,267066848.0,3116158943232.0,30.832,262.222,3.946,84.148,520.236,212.953,87480.508,1114.337
2019,Indonesia,269582880.0,3272567947264.0,30.156,315.401,3.784,87.91,1074.289,213.655,89205.703,1725.195
2020,Indonesia,271857984.0,3204972544000.0,26.297,300.518,3.525,81.217,836.091,194.428,90647.773,1442.075
2021,Indonesia,273753184.0,3323654569984.0,27.262,303.154,3.149,80.013,888.556,202.345,92152.258,1504.48
2022,Indonesia,275501344.0,3500093472768.0,26.843,404.573,3.163,80.013,918.613,214.292,93799.75,1647.497
1950,Japan,84353056.0,256610910208.0,2.206,95.729,0.0,0.136,78.148,4.47,8070.321,180.689
1951,Japan,85683472.0,288620281856.0,3.238,111.001,0.0,0.161,69.601,9.057,8263.38,193.059
1952,Japan,86921760.0,321973420032.0,3.518,113.94,0.0,0.18,73.939,12.769,8467.726,204.345
1953,Japan,88057136.0,345711968256.0,4.332,119.179,0.0,0.216,76.035,22.043,8689.531,221.805
1954,Japan,89093016.0,365311000576.0,5.277,113.009,0.0,0.275,67.437,23.974,8899.501,209.971
1955,Japan,90090280.0,396713132032.0,5.222,108.89,0.0,0.344,72.325,27.418,9113.7,214.2
1956,Japan,91021560.0,426510417920.0,6.436,121.381,0.0,0.469,71.13,32.349,9345.468,231.766
1957,Japan,91837664.0,457723478016.0,7.501,136.038,0.0,0.638,72.926,43.89,9606.459,260.992
1958,Japan,92671296.0,484394336256.0,7.407,126.485,0.0,0.927,70.935,46.342,9858.555,252.096
1959,Japan,93575984.0,528525000704.0,8.533,125.847,0.0,1.172,83.509,57.067,10134.684,276.129
1960,Japan,94464840.0,597858254848.0,11.139,139.144,0.0,1.601,71.555,80.615,10438.738,304.054
1961,Japan,95355464.0,669824974848.0,12.175,160.866,0.0,2.045,68.825,107.701,10790.351,351.612
1962,Japan,96267888.0,729663012864.0,14.228,154.214,0.0,2.66,63.848,121.762,11147.063,356.713
1963,Japan,97246712.0,791534370816.0,14.802,155.339,0.0,3.671,61.215,151.023,11533.113,386.05
1964,Japan,98319344.0,883860307968.0,16.3,160.207,0.0,4.005,56.592,178.38,11948.598,415.484
1965,Japan,99468752.0,935329857536.0,16.158,165.748,0.0,3.609,54.521,200.956,12389.589,440.992
1966,Japan,100466904.0,1034825433088.0,18.913,170.451,0.0,3.701,49.438,226.181,12858.271,468.683
1967,Japan,101527856.0,1149408247808.0,21.239,181.499,0.0,3.909,50.396,282.661,13397.976,539.704
1968,Japan,102819280.0,1297449615360.0,23.565,200.119,0.0,4.228,44.115,334.001,14004.004,606.028
1969,Japan,104102072.0,1459365609472.0,25.4,221.022,0.0,4.719,47.948,402.074,14705.167,701.163
1970,Japan,105416840.0,1615677620224.0,28.267,229.264,0.04,7.676,40.856,502.715,15513.987,808.82
1971,Japan,106789360.0,1691571453952.0,29.27,206.385,0.04,8.094,35.284,552.756,16345.815,831.828
1972,Japan,108220400.0,1833991274496.0,32.53,200.216,0.077,7.984,30.064,611.364,17228.049,882.234
1973,Japan,109679472.0,1981290119168.0,38.192,214.385,0.081,10.582,29.928,651.026,18172.242,944.193
1974,Japan,111100024.0,1957033279488.0,35.613,229.191,0.062,14.161,25.185,635.279,19111.732,939.491
1975,Japan,112411640.0,2017465204736.0,31.796,213.422,0.11,17.155,20.974,606.028,20001.217,889.484
1976,Japan,113624872.0,2097612062720.0,33.226,208.383,0.092,20.683,18.233,644.761,20926.596,925.378
1977,Japan,114761520.0,2189767737344.0,35.235,204.52,0.103,24.684,16.003,668.696,21875.834,949.241
1978,Japan,115809520.0,2305153040384.0,40.74,174.739,0.103,34.504,16.726,651.504,22794.152,918.316
1979,Japan,116765512.0,2431613140992.0,41.985,190.938,0.099,40.89,10.739,679.159,23757.961,963.811
1980,Japan,117624200.0,2500143611904.0,41.901,224.299,0.077,47.932,9.236,630.659,24712.066,954.104
1981,Japan,118385728.0,2579316867072.0,40.261,247.358,0.073,48.592,7.667,590.551,25646.57,934.503
1982,Japan,119098144.0,2658129674240.0,38.152,242.63,0.092,49.746,9.095,566.788,26553.072,906.502
1983,Japan,119793752.0,2719951093760.0,38.101,229.795,0.092,53.348,6.133,559.573,27440.113,887.042
1984,Japan,120470736.0,2826577117184.0,37.004,260.176,0.095,71.697,7.576,568.097,28384.76,944.646
1985,Japan,121119024.0,2950873743360.0,34.052,271.788,0.099,76.981,4.75,529.481,29301.91,917.151
1986,Japan,121710304.0,3036325871616.0,33.186,257.466,0.0,81.253,4.595,540.356,30218.764,916.855
1987,Japan,122268888.0,3162653851648.0,33.191,250.394,0.0,82.707,4.884,536.237,31126.18,907.415
1988,Japan,122798304.0,3358737825792.0,35.836,278.512,0.0,86.207,2.806,584.91,32114.451,988.27
1989,Japan,123270648.0,3520997621760.0,36.696,277.105,0.0,92.725,1.176,615.156,33137.309,1022.858
1990,Japan,123686320.0,3699821510656.0,38.701,318.711,0.192,116.896,0.559,671.429,34295.062,1157.755
1991,Japan,124073992.0,3824677552128.0,40.347,318.579,0.216,125.042,-0.773,673.791,35463.188,1168.124
1992,Japan,124444696.0,3856515727360.0,41.666,312.947,0.209,126.467,-1.36,687.36,36640.5,1177.315
1993,Japan,124779576.0,3860865220608.0,41.224,318.364,0.212,129.365,-3.139,672.758,37809.051,1168.548
1994,Japan,125119264.0,3893220605952.0,42.297,326.152,0.232,135.668,0.4,712.832,39036.148,1227.102
1995,Japan,125433968.0,3997430972416.0,42.142,336.098,0.523,140.632,-3.867,710.136,40271.332,1235.181
1996,Japan,125726224.0,4118875209728.0,42.56,344.903,0.572,146.416,-5.057,707.677,41517.82,1246.488
1997,Japan,126027984.0,4160709459968.0,39.926,350.437,0.582,151.051,-7.075,692.814,42755.0,1237.176
1998,Japan,126308392.0,4111245246464.0,35.363,328.065,0.5,154.585,-6.562,676.905,43952.836,1197.841
1999,Japan,126555064.0,4098283012096.0,35.01,346.075,0.541,163.835,-7.479,686.478,45186.395,1233.557
2000,Japan,126803864.0,4209652006912.0,35.086,372.898,0.513,168.695,4.071,677.172,46454.223,1267.826
2001,Japan,127065736.0,4224163250176.0,34.374,381.944,0.55,167.833,-7.242,655.456,47696.141,1241.92
2002,Japan,127301744.0,4226576285696.0,32.417,399.075,0.526,171.744,-9.79,666.369,48965.137,1268.997
2003,Japan,127502352.0,4288493387776.0,31.935,412.437,0.507,177.139,-11.243,656.423,50241.188,1276.05
2004,Japan,127671288.0,4380398190592.0,31.276,420.397,0.479,176.05,-11.29,645.272,51512.582,1271.396
2005,Japan,127798376.0,4450600615936.0,32.28,430.822,0.509,174.681,-11.544,642.282,52791.184,1278.601
2006,Japan,127902168.0,4514225061888.0,31.991,427.929,0.555,191.312,-11.648,605.501,54046.656,1255.47
2007,Japan,128006424.0,4590814101504.0,30.658,445.403,0.617,207.748,-10.874,608.088,55338.617,1291.963
2008,Japan,128077632.0,4542408163328.0,28.553,426.679,0.567,203.282,-9.891,563.322,56560.742,1222.123
2009,Japan,128117040.0,4298103324672.0,25.308,411.779,0.502,201.011,-10.214,516.33,57713.582,1152.843
2010,Japan,128105432.0,4480295763968.0,24.321,446.473,0.476,212.046,-10.765,522.267,58917.527,1203.942
2011,Japan,128007256.0,4468738359296.0,24.983,430.912,0.479,246.698,-8.837,552.787,60173.32,1255.794
2012,Japan,127853688.0,4530172329984.0,25.625,450.418,0.492,255.891,-5.797,564.589,61473.406,1300.087
2013,Japan,127678920.0,4621006798848.0,26.805,481.616,0.441,255.307,-6.544,541.914,62782.055,1308.648
2014,Japan,127476728.0,4634693337088.0,26.557,473.327,0.451,257.384,-5.566,497.252,64040.562,1258.506
2015,Japan,127250936.0,4707025158144.0,25.936,466.231,0.427,245.228,-4.327,476.874,65259.406,1218.842
2016,Japan,126993856.0,4742508969984.0,25.969,456.862,0.46,250.608,-3.385,460.232,66458.469,1199.07
2017,Japan,126662464.0,4821960097792.0,26.429,458.838,0.439,244.659,-1.921,447.996,67643.352,1184.882
2018,Japan,126255872.0,4852985364480.0,26.183,442.189,0.428,233.099,-0.823,431.473,68784.203,1140.846
2019,Japan,125791680.0,4833468219392.0,25.328,432.433,0.389,223.211,0.504,415.45,69889.242,1105.044
2020,Japan,125244760.0,4626661244928.0,24.49,399.226,0.393,221.782,1.654,386.862,70930.695,1041.45
2021,Japan,124612528.0,4725883797504.0,24.396,428.082,0.359,211.048,2.925,390.6,71995.75,1065.054
2022,Japan,123951696.0,4774494732288.0,23.157,427.213,0.359,204.824,4.229,390.6,73053.773,1058.027
1950,Mexico,27600140.0,99982983168.0,0.756,1.858,2.678,1.535,191.442,23.68,7499.053,221.949
1951,Mexico,28328022.0,107605065728.0,0.8,2.129,3.679,1.66,186.091,26.623,7720.033,220.981
1952,Mexico,29061668.0,111714836480.0,0.821,2.605,3.785,1.942,186.856,28.059,7944.102,224.068
1953,Mexico,29822098.0,111774670848.0,0.825,2.821,3.664,2.066,184.694,27.33,8165.501,221.4
1954,Mexico,30616898.0,123074551808.0,0.865,2.638,3.748,2.206,194.975,26.813,8396.747,231.245
1955,Mexico,31452140.0,133695447040.0,0.996,2.682,4.807,2.33,188.52,28.847,8624.929,228.182
1956,Mexico,32325944.0,143014019072.0,1.127,2.818,4.536,2.477,185.38,31.177,8852.443,227.514
1957,Mexico,33239524.0,154173456384.0,1.265,2.851,6.057,2.635,182.848,36.471,9084.569,232.126
1958,Mexico,34180100.0,162674933760.0,1.254,2.887,7.379,4.584,184.464,37.904,9323.042,238.472
1959,Mexico,35179436.0,167866105856.0,1.337,3.133,8.83,5.148,186.394,39.839,9567.723,244.681
1960,Mexico,36268048.0,182206267392.0,1.526,3.492,8.687,6.379,173.497,42.968,9804.271,236.549
1961,Mexico,37439316.0,191492767744.0,1.501,3.576,7.156,8.035,117.397,44.972,9986.908,182.637
1962,Mexico,38683280.0,200713961472.0,1.657,3.719,4.294,11.849,93.121,42.225,10143.772,156.865
1963,Mexico,39982116.0,217178570752.0,1.861,4.078,5.921,11.658,79.597,42.775,10289.662,145.889
1964,Mexico,41333880.0,243167772672.0,2.184,4.235,7.877,13.454,67.96,46.45,10431.823,142.16
1965,Mexico,42737996.0,258981953536.0,2.126,4.071,5.91,15.765,60.273,47.296,10567.264,135.441
1966,Mexico,44180444.0,276900085760.0,2.435,4.433,6.661,17.012,53.396,50.303,10701.504,134.241
1967,Mexico,45656964.0,294308773888.0,2.766,5.016,5.804,19.814,50.453,56.606,10841.963,140.459
1968,Mexico,47170340.0,318504960000.0,3.027,5.815,5.807,19.826,45.037,59.412,10980.887,138.924
1969,Mexico,48714396.0,338814337024.0,3.354,6.207,6.119,19.594,17.204,66.902,11100.267,119.38
1970,Mexico,50289304.0,362723639296.0,3.551,6.767,9.614,20.61,21.485,73.408,11235.703,135.436
1971,Mexico,51897680.0,376060510208.0,3.619,7.427,10.12,20.086,27.084,84.935,11388.973,153.27
1972,Mexico,53543432.0,406222012416.0,4.207,8.152,8.464,21.555,37.229,89.893,11558.474,169.501
1973,Mexico,55228200.0,437262843904.0,4.76,9.032,7.196,24.021,29.252,99.049,11731.785,173.311
1974,Mexico,56945880.0,461217267712.0,5.126,11.139,10.043,25.091,30.405,103.328,11916.917,185.132
1975,Mexico,58691880.0,486091849728.0,5.587,11.205,10.457,25.718,32.147,111.172,12113.202,196.286
1976,Mexico,60452544.0,505910525952.0,6.021,11.681,11.446,25.183,40.894,129.409,12337.836,224.634
1977,Mexico,62262508.0,521365323776.0,6.296,12.527,7.112,26.501,44.677,139.958,12574.906,237.071
1978,Mexico,64124000.0,567422156800.0,6.655,15.799,10.589,33.504,30.022,155.57,12827.045,252.138
1979,Mexico,65972908.0,621948436480.0,7.144,17.294,8.471,40.883,55.114,166.467,13122.418,295.373
1980,Mexico,67705184.0,678622134272.0,7.604,10.662,9.886,43.793,63.379,195.799,13453.54,331.123
1981,Mexico,69233768.0,737336098816.0,8.369,8.559,11.868,47.31,60.188,207.602,13797.437,343.895
1982,Mexico,70656784.0,733602840576.0,8.931,10.336,17.217,51.843,146.44,215.578,14247.781,450.345
1983,Mexico,72080312.0,708391993344.0,7.855,10.651,11.476,51.901,82.108,195.683,14607.455,359.674
1984,Mexico,73489648.0,734058577920.0,8.436,10.567,7.291,52.446,103.713,197.907,14987.817,380.361
1985,Mexico,74872008.0,751167275008.0,9.412,12.894,6.262,54.583,65.914,204.22,15341.101,353.284
1986,Mexico,76224360.0,728181112832.0,8.936,12.417,4.063,48.438,197.684,219.558,15832.197,491.096
1987,Mexico,77553504.0,741613830144.0,10.052,11.593,4.412,49.12,167.743,230.846,16305.962,473.765
1988,Mexico,78892016.0,751820210176.0,10.069,11.054,2.568,49.633,230.141,232.342,16841.77,535.807
1989,Mexico,80233752.0,782981267456.0,10.121,12.329,2.074,51.278,273.154,247.678,17438.402,596.634
1990,Mexico,81720424.0,823577477120.0,10.736,15.895,1.847,52.923,283.603,235.642,18039.049,600.646
1991,Mexico,83351600.0,865148731392.0,10.955,15.51,1.869,55.268,183.669,246.532,18552.85,513.803
1992,Mexico,84993160.0,902108282880.0,11.751,14.806,1.891,55.612,137.809,248.72,19023.439,470.589
1993,Mexico,86648440.0,925343285248.0,12.389,18.203,2.612,55.066,127.426,249.797,19488.934,465.493
1994,Mexico,88314416.0,972991954944.0,13.836,20.247,2.806,56.902,135.041,258.052,19975.816,486.884
1995,Mexico,89969568.0,916478885888.0,11.033,22.266,3.679,56.92,126.588,237.244,20433.547,457.73
1996,Mexico,91586560.0,971219730432.0,12.272,25.197,4.708,62.745,111.884,236.842,20887.195,453.648
1997,Mexico,93183088.0,1045710700544.0,12.907,25.574,6.225,65.772,129.399,252.202,21379.275,492.079
1998,Mexico,94767288.0,1105636622336.0,13.412,26.267,6.266,71.088,141.286,264.274,21901.867,522.594
1999,Mexico,96334808.0,1156619567104.0,13.901,26.003,5.159,69.803,121.181,271.403,22409.32,507.452
2000,Mexico,97873448.0,1241194692608.0,14.567,26.7,5.383,81.202,126.905,263.874,22927.949,518.63
2001,Mexico,99394288.0,1251502718976.0,14.059,30.638,4.57,82.887,106.507,275.577,23442.188,514.238
2002,Mexico,100917080.0,1275457961984.0,14.548,34.701,3.727,92.171,99.804,265.359,23952.496,510.31
2003,Mexico,102429344.0,1306677477376.0,14.65,42.458,3.973,101.903,92.635,273.195,24481.312,528.815
2004,Mexico,103945816.0,1373060333568.0,15.346,37.882,3.189,105.647,79.796,276.736,24999.908,518.596
2005,Mexico,105442400.0,1427140378624.0,16.674,46.808,3.524,105.516,71.567,291.123,25535.119,535.211
2006,Mexico,106886792.0,1510732333056.0,17.818,50.288,4.012,117.937,75.54,284.689,26085.402,550.285
2007,Mexico,108302976.0,1572479303680.0,18.973,45.84,5.012,117.274,42.88,286.649,26602.031,516.628
2008,Mexico,109684496.0,1607479066624.0,18.638,40.784,6.721,118.567,17.106,288.397,27092.244,490.214
2009,Mexico,111049424.0,1543820935168.0,17.863,40.813,5.568,123.433,-5.924,272.741,27546.738,454.493
2010,Mexico,112532400.0,1638271418368.0,17.046,51.054,4.697,124.122,4.338,259.679,28007.674,460.935
2011,Mexico,114150480.0,1716088340480.0,17.771,56.041,6.374,130.707,-25.764,272.512,28465.314,457.64
2012,Mexico,115755912.0,1774999961600.0,18.411,49.223,8.05,135.727,-30.441,290.158,28936.441,471.128
2013,Mexico,117290680.0,1803059331072.0,17.437,49.977,8.1,142.277,-34.744,277.695,29397.182,460.741
2014,Mexico,118755888.0,1854551097344.0,18.259,48.944,9.133,138.503,148.968,269.275,30030.264,633.081
2015,Mexico,120149896.0,1916008792064.0,19.16,44.114,9.394,147.977,232.94,258.874,30742.725,712.46
2016,Mexico,121519224.0,1961906667520.0,20.599,47.621,8.522,151.455,324.885,251.592,31547.398,804.675
2017,Mexico,122839256.0,2007719477248.0,20.877,48.53,7.123,143.251,245.505,245.84,32258.525,711.126
2018,Mexico,124013864.0,2051539206144.0,20.864,47.313,7.36,165.906,281.983,228.842,33010.793,752.269
2019,Mexico,125085312.0,2047701155840.0,19.498,45.268,8.43,157.1,305.003,238.026,33784.121,773.325
2020,Mexico,125998296.0,1880176590848.0,20.65,33.705,10.842,183.464,318.484,193.628,34544.895,760.773
2021,Mexico,126705136.0,1973140979712.0,22.259,28.088,12.237,188.86,338.895,217.348,35352.578,807.686
2022,Mexico,127504120.0,2033437638656.0,21.534,35.11,10.656,187.781,350.714,256.892,36215.262,862.686
1950,Russia,102580112.0,337495949312.0,3.203,329.789,0.0,7.931,196.196,74.068,88888.883,611.188
1951,Russia,104151680.0,357746835456.0,3.776,357.494,0.0,8.584,313.426,79.903,89652.07,763.184
1952,Russia,105790048.0,388546134016.0,4.292,378.46,0.0,8.739,408.841,90.129,90542.531,890.461
1953,Russia,107493128.0,413093789696.0,4.854,395.881,0.0,9.38,500.834,99.413,91552.898,1010.362
