year,country_index,country_t-3,population_t-3,gdp_t-3,temperature_change_from_co2_t-3,cement_co2_t-3,coal_co2_t-3,flaring_co2_t-3,gas_co2_t-3,land_use_change_co2_t-3,oil_co2_t-3,country_t-2,population_t-2,gdp_t-2,temperature_change_from_co2_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,country_t-1,population_t-1,gdp_t-1,temperature_change_from_co2_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,co2_t+1,co2_t+2
1953-1954,India,15,0.2741336688837838,0.015808403485065434,0.02374319480035243,0.00611698893488301,0.009583065211520025,0.0,0.0,0.09223871256127708,0.0012499675248908045,15,0.2784674777963899,0.015136671772034994,0.027100628884077247,0.007122339942272866,0.009723768860231458,0.0,0.0,0.09311745707882106,0.0013356847296233678,15,0.2828540778228671,0.015171263680340403,0.026513941903289723,0.007343901054933379,0.010127214589430781,0.0,0.0,0.09350347050590313,0.001258505953271961,0.06008510418095957,0.060136157423916405
1954-1955,India,15,0.2802363252529686,0.01582954143286885,0.027100628884077247,0.007328194380280722,0.009723768860231458,0.0,0.0,0.09311745707882106,0.0013356847296233678,15,0.2846658375377759,0.01533065033011489,0.026513941903289723,0.007707835452230819,0.010127214589430781,0.0,0.0,0.09350347050590313,0.001258505953271961,15,0.2891327248774297,0.016266843413537495,0.025941518298299014,0.00767116392906372,0.010085639624189496,0.0,0.0,0.09348279305523341,0.0012505495714533158,0.060136157423916405,0.05995384922620213
1955-1956,India,15,0.28647303966724785,0.016032399212204913,0.026513941903289723,0.007930612257064101,0.010127214589430781,0.0,0.0,0.09350347050590313,0.001258505953271961,15,0.29098372433613146,0.016437740032877762,0.025941518298299014,0.008051316166983407,0.010085639624189496,0.0,0.0,0.09348279305523341,0.0012505495714533158,15,0.29561974556248694,0.016803356139212612,0.025375491606964694,0.008741640361402115,0.010120288522277435,0.0,0.0,0.09346656846807629,0.0015196817971738716,0.05995384922620213,0.05979196439373639
1956-1957,India,15,0.2928300207569382,0.017190165105772367,0.025941518298299014,0.00828402047177808,0.010085639624189496,0.0,0.0,0.09348279305523341,0.0012505495714533158,15,0.29751128704042457,0.016979889267660392,0.025375491606964694,0.009174841134740519,0.010120288522277435,0.0,0.0,0.09346656846807629,0.0015196817971738716,15,0.30236835619885405,0.016861904618742974,0.024812272788922198,0.008716245276710858,0.01040504854067438,0.0,0.0,0.09315174904164693,0.0019858895654296825,0.05979196439373639,0.05966327254520082
1957-1958,India,15,0.29939797520078165,0.01775713081025735,0.025375491606964694,0.009440018278896975,0.010120288522277435,0.0,0.0,0.09346656846807629,0.0015196817971738716,15,0.30430207455821656,0.017039052847303594,0.024812272788922198,0.009148187571105675,0.01040504854067438,0.0,0.0,0.09315174904164693,0.0019858895654296825,15,0.30929397212982246,0.017830097527009734,0.027725367653879254,0.009357491581536417,0.010404221476291036,0.0,0.0,0.09296478507882294,0.0021234800560286393,0.05966327254520082,0.059522462406512
1958-1959,India,15,0.3062307832602653,0.01781900255785045,0.024812272788922198,0.00941259435686764,0.01040504854067438,0.0,0.0,0.09315174904164693,0.0019858895654296825,15,0.3112709736029478,0.018017417421374568,0.027725367653879254,0.00982121148101064,0.010404221476291036,0.0,0.0,0.09296478507882294,0.0021234800560286393,15,0.31637227984368027,0.016874190111796965,0.027108347120921156,0.010399472534220217,0.011371879394691446,0.0,0.0,0.0926124625779536,0.0023664024198382498,0.059522462406512,0.0592619058307632
1959-1960,India,15,0.3132428049784843,0.01884215102766929,0.027725367653879254,0.010105070435562951,0.010404221476291036,0.0,0.0,0.09296478507882294,0.0021234800560286393,15,0.3183935187104297,0.017051467409604552,0.027108347120921156,0.010914828846981304,0.011371879394691446,0.0,0.0,0.0926124625779536,0.0023664024198382498,15,0.323512836006198,0.018371238055555593,0.026513115938857752,0.011050545020089021,0.011577372787848353,0.0,0.0,0.09241832087135515,0.002452633034892241,0.0592619058307632,0.05042317702400845
1960-1961,India,15,0.32040942350202506,0.017831985387317423,0.027108347120921156,0.011230296232202777,0.011371879394691446,0.0,0.0,0.0926124625779536,0.0023664024198382498,15,0.32557870130152694,0.01856424307791764,0.026513115938857752,0.01159816588420629,0.011577372787848353,0.0,0.0,0.09241832087135515,0.002452633034892241,15,0.33083967370272527,0.01832380167131911,0.0259289291267499,0.012119393279647847,0.011875407759804934,0.0,0.0,0.09207376146874369,0.0026184712549112547,0.05042317702400845,0.05551533172311396
1961-1962,India,15,0.327639067102076,0.01941400721357114,0.026513115938857752,0.011933383514839808,0.011577372787848353,0.0,0.0,0.09241832087135515,0.002452633034892241,15,0.33295132963280805,0.018516308335303093,0.0259289291267499,0.012719981993445451,0.011875407759804934,0.0,0.0,0.09207376146874369,0.0026184712549112547,15,0.338509512556947,0.01969565876205875,0.025344351974634666,0.013403539974081898,0.012827220202796629,0.0,0.0,0.08335405985418629,0.0027067085371262766,0.05551533172311396,0.04812827752258608
1962-1963,India,15,0.335057316333048,0.01936387829449841,0.0259289291267499,0.01308762307291563,0.011875407759804934,0.0,0.0,0.09207376146874369,0.0026184712549112547,15,0.34066910278066936,0.019902577917333478,0.025344351974634666,0.014067765867872062,0.012827220202796629,0.0,0.0,0.08335405985418629,0.0027067085371262766,15,0.34644108782941657,0.019897460026544255,0.027862782602982288,0.013762559272538763,0.013534453381701464,0.0,1.292909773624056e-06,0.08809701885319739,0.0028987300161881736,0.04812827752258608,0.04699957934907154
1963-1964,India,15,0.34282284609344904,0.02081360331439461,0.025344351974634666,0.014474361461487154,0.012827220202796629,0.0,0.0,0.08335405985418629,0.0027067085371262766,15,0.348650248124344,0.020106499270701766,0.027862782602982288,0.014444576728473447,0.013534453381701464,0.0,1.292909773624056e-06,0.08809701885319739,0.0028987300161881736,15,0.35458245257944837,0.019870670458463583,0.027226069265379727,0.014010928412605565,0.014392483424619927,9.138469233753683e-06,3.4742524380432825e-06,0.080740096574365,0.003307671883862567,0.04699957934907154,0.0464727573692175
1964-1965,India,15,0.35085337776378783,0.02102685901292629,0.027862782602982288,0.014862063151306613,0.013534453381701464,0.0,1.292909773624056e-06,0.08809701885319739,0.0028987300161881736,15,0.3568424940696619,0.020079428256091977,0.027226069265379727,0.014705254050883852,0.014392483424619927,9.138469233753683e-06,3.4742524380432825e-06,0.080740096574365,0.003307671883862567,15,0.36290470399793906,0.020720894512759557,0.026604599778406054,0.014909904525500344,0.015039144946820179,2.7601422880169974e-05,3.3949482292997415e-06,0.07948598882012359,0.0035206430532654783,0.0464727573692175,0.045890012271741845
1965-1966,India,15,0.35909631629982397,0.020998548843171056,0.027226069265379727,0.015130274736914381,0.014392483424619927,9.138469233753683e-06,3.4742524380432825e-06,0.080740096574365,0.003307671883862567,15,0.3652167571732504,0.020938584615990644,0.026604599778406054,0.015648779828511844,0.015039144946820179,2.7601422880169974e-05,3.3949482292997415e-06,0.07948598882012359,0.0035206430532654783,15,0.3713919015998005,0.02241982291844596,0.02599936879637597,0.015099062485141538,0.014098595461483232,9.44073027071269e-05,6.635432353303818e-06,0.07912836045905307,0.0035695119469662585,0.045890012271741845,0.04772462043449855
1966-1967,India,15,0.3675223982934836,0.02189703243329916,0.026604599778406054,0.01610107090184118,0.015039144946820179,2.7601422880169974e-05,3.3949482292997415e-06,0.07948598882012359,0.0035206430532654783,15,0.37375699732656004,0.022655361667148814,0.02599936879637597,0.01584731170094422,0.014098595461483232,9.44073027071269e-05,6.635432353303818e-06,0.07912836045905307,0.0035695119469662585,15,0.3798252237796257,0.02034456518758639,0.025424652093956373,0.016121172123541555,0.015157778624552982,0.0001456568079899495,8.317405359119841e-05,0.07830733251890803,0.0038248730252512055,0.04772462043449855,0.04766291377204671
1967-1968,India,15,0.3761154843820369,0.023692393650849897,0.02599936879637597,0.016305340869809216,0.014098595461483232,9.44073027071269e-05,6.635432353303818e-06,0.07912836045905307,0.0035695119469662585,15,0.3822430253518936,0.020558301640573498,0.025424652093956373,0.01692007300968137,0.015157778624552982,0.0001456568079899495,8.317405359119841e-05,0.07830733251890803,0.0038248730252512055,15,0.38812369873184394,0.019942574646383982,0.02764822121784327,0.016280720332962892,0.014902352922361632,0.00015793153769994904,8.977467361272232e-05,0.0800227100426072,0.004333967915193513,0.04766291377204671,0.04422944754203606
1968-1969,India,15,0.38465402288476364,0.0214993422933371,0.025424652093956373,0.01740910781407016,0.015157778624552982,0.0001456568079899495,8.317405359119841e-05,0.07830733251890803,0.0038248730252512055,15,0.3905933633931129,0.020152087856867812,0.02764822121784327,0.01708752779096435,0.014902352922361632,0.00015793153769994904,8.977467361272232e-05,0.0800227100426072,0.004333967915193513,15,0.3965108105927227,0.021823472216983063,0.027065874663399075,0.01665600685599505,0.014851845521294307,0.00027037305087116,0.00013761864509282881,0.080036140248242,0.003888531279566688,0.04422944754203606,0.045114915641803706
1969-1970,India,15,0.39305603177076803,0.021074534382019946,0.02764822121784327,0.01758140248086438,0.014902352922361632,0.00015793153769994904,8.977467361272232e-05,0.0800227100426072,0.004333967915193513,15,0.39903289229825667,0.022052745809242817,0.027065874663399075,0.017481412014803195,0.014851845521294307,0.00027037305087116,0.00013761864509282881,0.080036140248242,0.003888531279566688,15,0.4052414850678917,0.02198735696189338,0.026485173760185644,0.016441449343591433,0.015110396209955957,0.0002491160652316629,0.000207667729054619,0.07648385328112672,0.00491667929162129,0.045114915641803706,0.042490266121104334
1970-1971,India,15,0.40154778342257963,0.023062193509465433,0.027065874663399075,0.017986670999218187,0.014851845521294307,0.00027037305087116,0.00013761864509282881,0.080036140248242,0.003888531279566688,15,0.40781813098551917,0.02221835229869537,0.026485173760185644,0.01725622188924505,0.015110396209955957,0.0002491160652316629,0.000207667729054619,0.07648385328112672,0.00491667929162129,15,0.41430625062869214,0.023446381028755205,0.025908043516089316,0.017633430704479987,0.014726458695251392,0.00022412149197141644,0.0002696845248618505,0.07734901915099254,0.005162430883127722,0.042490266121104334,0.043393627289419236
1971-1972,India,15,0.4103873840652945,0.02323538051026863,0.026485173760185644,0.017754972284191213,0.015110396209955957,0.0002491160652316629,0.000207667729054619,0.07648385328112672,0.00491667929162129,15,0.41693954873190314,0.023692704617893794,0.025908043516089316,0.018507273084397417,0.014726458695251392,0.00022412149197141644,0.0002696845248618505,0.07734901915099254,0.005162430883127722,15,0.42360280011891466,0.024427753769845458,0.02534171016743126,0.017400683201894085,0.014425914905425372,0.0002474080680090594,0.0002442102402018028,0.0748112816185998,0.005492966917022896,0.043393627289419236,0.046542335372692346
1972-1973,India,15,0.4195652440009967,0.024777220187767308,0.025908043516089316,0.019042182163537886,0.014726458695251392,0.00022412149197141644,0.0002696845248618505,0.07734901915099254,0.005162430883127722,15,0.4262941989908079,0.024684387489812845,0.02534171016743126,0.01826299154541281,0.014425914905425372,0.0002474080680090594,0.0002442102402018028,0.0748112816185998,0.005492966917022896,15,0.4331367725156731,0.023959923999486047,0.02478606541872473,0.0184786874795197,0.014499606319448412,0.00024130269056634894,0.00028077832568856973,0.07555543376768326,0.0060380492949763135,0.046542335372692346,0.04547747412499732
1973-1974,India,15,0.42897777966276307,0.02581429659040892,0.02534171016743126,0.01879084024280642,0.014425914905425372,0.0002474080680090594,0.0002442102402018028,0.0748112816185998,0.005492966917022896,15,0.4358877559813374,0.024211642781493514,0.02478606541872473,0.019394417408395734,0.014499606319448412,0.00024130269056634894,0.00028077832568856973,0.07555543376768326,0.0060380492949763135,15,0.44293082137204853,0.023073259999070974,0.02666408438229728,0.01886861467572397,0.015007906405757152,0.00020187062735558644,0.0003049630953005113,0.0784555050590108,0.0062708928493553215,0.04547747412499732,0.0446412500528375
1974-1975,India,15,0.43863070038105395,0.025319912351904405,0.02478606541872473,0.019954967301893382,0.014499606319448412,0.00024130269056634894,0.00028077832568856973,0.07555543376768326,0.0060380492949763135,15,0.44574301483478374,0.023315663643758346,0.02666408438229728,0.01980366783867941,0.015007906405757152,0.00020187062735558644,0.0003049630953005113,0.0784555050590108,0.0062708928493553215,15,0.4530534443927231,0.023893403309703045,0.02607053506362003,0.017341127602929395,0.015048597359539864,0.00023545294803531668,0.00028926642001412395,0.0774005889693405,0.006430274742155093,0.0446412500528375,0.04350687995158862
1975-1976,India,15,0.44854694234057574,0.02438292044923476,0.02666408438229728,0.02037604615064814,0.015007906405757152,0.00020187062735558644,0.0003049630953005113,0.0784555050590108,0.0062708928493553215,15,0.455928901346843,0.024144423236947418,0.02607053506362003,0.018200484608888862,0.015048597359539864,0.00023545294803531668,0.00028926642001412395,0.0774005889693405,0.006430274742155093,15,0.4634392196787131,0.02345825325422556,0.025488406802454032,0.01592507169271978,0.015548513488111025,0.0002745801501265611,0.0003287726723488431,0.0765562627212192,0.006172563802612908,0.04350687995158862,0.042510491670927096
1976-1977,India,15,0.45879585784120586,0.025249615883729887,0.02607053506362003,0.018726526690704723,0.015048597359539864,0.00023545294803531668,0.00028926642001412395,0.0774005889693405,0.006430274742155093,15,0.46637958475042135,0.023704701570893966,0.025488406802454032,0.01671425462493197,0.015548513488111025,0.0002745801501265611,0.0003287726723488431,0.0765562627212192,0.006172563802612908,15,0.4739682884524027,0.025753027981586952,0.02492419658315205,0.01745774204483127,0.01684326701078034,0.0003129931271028284,0.00040997114958797197,0.07520942727606297,0.006156391908512903,0.042510491670927096,0.046534278135180955
1977-1978,India,15,0.46931120876331806,0.024789766292184743,0.025488406802454032,0.017197340734331795,0.015548513488111025,0.0002745801501265611,0.0003287726723488431,0.0765562627212192,0.006172563802612908,15,0.4769744571849103,0.026023584801244157,0.02492419658315205,0.018322877996655107,0.01684326701078034,0.0003129931271028284,0.00040997114958797197,0.07520942727606297,0.006156391908512903,15,0.48459265838043286,0.02537770657618604,0.02437964520600818,0.019398305908902683,0.017249517449711222,0.0002764827020658151,0.0005308286561211793,0.07415117312067734,0.006177695805123651,0.046534278135180955,0.043838356891673494
1978-1979,India,15,0.4799716409399849,0.027214794642249716,0.02492419658315205,0.018852457570679805,0.01684326701078034,0.0003129931271028284,0.00040997114958797197,0.07520942727606297,0.006156391908512903,15,0.4876652263786285,0.025644320334628573,0.02437964520600818,0.020359608453250747,0.017249517449711222,0.0002764827020658151,0.0005308286561211793,0.07415117312067734,0.006177695805123651,15,0.4954511801200498,0.027410102957279924,0.02384714280969959,0.019073157896937608,0.017730773131772397,0.00031137496338608055,0.0005615606677539107,0.07787329997503888,0.006530370373760531,0.043838356891673494,0.04239996591787444
1979-1980,India,15,0.49072856327300296,0.026818169632556507,0.02437964520600818,0.02094805491749891,0.017249517449711222,0.0002764827020658151,0.0005308286561211793,0.07415117312067734,0.006177695805123651,15,0.49859161076561676,0.027698068717574235,0.02384714280969959,0.020018347404783435,0.017730773131772397,0.00031137496338608055,0.0005615606677539107,0.07787329997503888,0.006530370373760531,15,0.5065751487736779,0.028607169768009016,0.025445691073013865,0.01887764856747905,0.017067100450022885,0.0002885459588521479,0.0006068317423479558,0.07530237980268754,0.007017272766258043,0.04239996591787444,0.042738143396577236
1980-1981,India,15,0.5017225587565641,0.02896592678882832,0.02384714280969959,0.020596930523289106,0.017730773131772397,0.00031137496338608055,0.0005615606677539107,0.07787329997503888,0.006530370373760531,15,0.5097851010337161,0.02890771170340241,0.025445691073013865,0.019813149414019352,0.017067100450022885,0.0002885459588521479,0.0006068317423479558,0.07530237980268754,0.007017272766258043,15,0.5180030851460172,0.0257197273175141,0.02488614196844833,0.01699578848558368,0.01725870306303362,0.00031566058956878143,0.000656062488519208,0.0737914064742778,0.007532429673943936,0.042738143396577236,0.043497194321701536
1981-1982,India,15,0.5129853129389376,0.03023094026415005,0.025445691073013865,0.02038580176856101,0.017067100450022885,0.0002885459588521479,0.0006068317423479558,0.07530237980268754,0.007017272766258043,15,0.521284458731611,0.02598993428620347,0.02488614196844833,0.017838031864521986,0.01725870306303362,0.00031566058956878143,0.000656062488519208,0.0737914064742778,0.007532429673943936,15,0.529888242476553,0.027499098614442653,0.024329727617053102,0.016172101938354364,0.01843425980605113,0.0001621661730999989,0.000526662779665013,0.07396428261766516,0.007409627452164578,0.043497194321701536,0.0422044269125782
1982-1983,India,15,0.5245558272204107,0.027179603800425552,0.02488614196844833,0.018353598104605944,0.01725870306303362,0.00031566058956878143,0.000656062488519208,0.0737914064742778,0.007532429673943936,15,0.5332438948875905,0.02778799934758685,0.024329727617053102,0.016973526702650996,0.01843425980605113,0.0001621661730999989,0.000526662779665013,0.07396428261766516,0.007409627452164578,15,0.542125066925283,0.028975642548602885,0.023782260948273227,0.018622036143159396,0.019203600995002117,0.00043228229727126113,0.0005967513363378352,0.07442419393387414,0.007812132751853315,0.0422044269125782,0.045298787151913364
1983-1984,India,15,0.5365892668677796,0.029059973925167685,0.024329727617053102,0.01746410645996465,0.01843425980605113,0.0001621661730999989,0.000526662779665013,0.07396428261766516,0.007409627452164578,15,0.5455571959804182,0.029280055594753385,0.023782260948273227,0.019544869859125544,0.019203600995002117,0.00043228229727126113,0.0005967513363378352,0.07442419393387414,0.007812132751853315,15,0.5545596217403446,0.029326777758212148,0.023250622318977177,0.019819852608600544,0.019025883712444847,0.0005073554923550533,0.0008819949021635308,0.07312618381035915,0.008037109283246175,0.045298787151913364,0.043187613695132764
1984-1985,India,15,0.5489787611238565,0.030620327914498997,0.023782260948273227,0.020109768225869754,0.019203600995002117,0.00043228229727126113,0.0005967513363378352,0.07442419393387414,0.007812132751853315,15,0.5580694631976713,0.029634879769623333,0.023250622318977177,0.020802045323300808,0.019025883712444847,0.0005073554923550533,0.0008819949021635308,0.07312618381035915,0.008037109283246175,15,0.5672664585931917,0.031695031298190415,0.02462562833196322,0.021930522170194342,0.020293810295803003,0.0005613112494096503,0.0010369315199480283,0.07580490963537104,0.008254041010707532,0.043187613695132764,0.04297941267726176
1985-1986,India,15,0.561568452681789,0.03099139389664338,0.023250622318977177,0.02140327938179136,0.019025883712444847,0.0005073554923550533,0.0008819949021635308,0.07312618381035915,0.008037109283246175,15,0.5708557141373736,0.03202801376817822,0.02462562833196322,0.02301731123621346,0.020293810295803003,0.0005613112494096503,0.0010369315199480283,0.07580490963537104,0.008254041010707532,15,0.5802872229165357,0.0323692771869738,0.02407466770934728,0.02465456690166171,0.019752223630812506,0.0006610207743225694,0.0011929668161042408,0.07374951567930167,0.008633663936391615,0.04297941267726176,0.04384161952442253
1986-1987,India,15,0.5744338233390917,0.03349407178746738,0.02462562833196322,0.023682572331216824,0.020293810295803003,0.0005613112494096503,0.0010369315199480283,0.07580490963537104,0.008254041010707532,15,0.5839578545042499,0.03270934316665478,0.02407466770934728,0.02587634874197643,0.019752223630812506,0.0006610207743225694,0.0011929668161042408,0.07374951567930167,0.008633663936391615,15,0.593520315477701,0.033106327233141414,0.02353942114145547,0.02754637439078335,0.02113148109424492,0.0007401838394305167,0.0013611662528884134,0.07313105333512374,0.009289425451909028,0.04384161952442253,0.04301726111427773
1987-1988,India,15,0.5876170381077356,0.034206588521994305,0.02407466770934728,0.026624243573050023,0.019752223630812506,0.0006610207743225694,0.0011929668161042408,0.07374951567930167,0.008633663936391615,15,0.5972736500995522,0.0334541365320376,0.02353942114145547,0.0289114626574485,0.02113148109424492,0.0007401838394305167,0.0013611662528884134,0.07313105333512374,0.009289425451909028,15,0.6069745731152817,0.03395771744315454,0.023019089635301616,0.029962553988947656,0.022286433089576358,0.000603590487179548,0.0019060298913727981,0.0736725223439017,0.009480639102626755,0.04301726111427773,0.04472706808841835
1988-1989,India,15,0.6010152301765698,0.03498547423834013,0.02353942114145547,0.02974708029793913,0.02113148109424492,0.0007401838394305167,0.0013611662528884134,0.07313105333512374,0.009289425451909028,15,0.6108119929895821,0.03431447129908196,0.023019089635301616,0.03144737846382732,0.022286433089576358,0.000603590487179548,0.0019060298913727981,0.0736725223439017,0.009480639102626755,15,0.6205816445915334,0.03493545917134597,0.024247712995330795,0.030050761440040742,0.023290164439758603,0.0007881403981132233,0.002310276180984654,0.07259755263149228,0.009715772751453166,0.04472706808841835,0.04443906804896186
1989-1990,India,15,0.6146373466348869,0.03588519017630655,0.023019089635301616,0.032356290769749316,0.022286433089576358,0.000603590487179548,0.0019060298913727981,0.0736725223439017,0.009480639102626755,15,0.624504104760958,0.03530248501131406,0.024247712995330795,0.03153995712380661,0.023290164439758603,0.0007881403981132233,0.002310276180984654,0.07259755263149228,0.009715772751453166,15,0.6343232215392034,0.03869351538902642,0.02372381862777685,0.03265657465444895,0.024763531659465005,0.0008691878318210345,0.0026902819373246273,0.07387642179228711,0.009948420102578922,0.04443906804896186,0.04478942689415412
1990-1991,India,15,0.6284141834771074,0.03691842946626163,0.024247712995330795,0.03245154519754874,0.023290164439758603,0.0007881403981132233,0.002310276180984654,0.07259755263149228,0.009715772751453166,15,0.6383315626243812,0.03910002271206809,0.02372381862777685,0.03427490403086149,0.024763531659465005,0.0008691878318210345,0.0026902819373246273,0.07387642179228711,0.009948420102578922,15,0.6482703892455455,0.040894362968397546,0.023214738446206272,0.03644704835648608,0.02594756403082488,0.0012526369381795533,0.0032059451603577214,0.07307363250280756,0.010980742225434315,0.04478942689415412,0.04455795104651494
1991-1992,India,15,0.6423272039160224,0.04088979657273657,0.02372381862777685,0.0352655392945856,0.024763531659465005,0.0008691878318210345,0.0026902819373246273,0.07387642179228711,0.009948420102578922,15,0.6523658961297686,0.04132399201219573,0.023214738446206272,0.03825321846657736,0.02594756403082488,0.0012526369381795533,0.0032059451603577214,0.07307363250280756,0.010980742225434315,15,0.6623369275063767,0.04248484501307166,0.024346030688234495,0.038346593885300186,0.027408713801125015,0.001099958752759427,0.0035750643148770526,0.07306617961198862,0.011279637022161119,0.04455795104651494,0.04530228093161123
1992-1993,India,15,0.6564483801174346,0.04321556637946773,0.023214738446206272,0.039358837526219735,0.02594756403082488,0.0012526369381795533,0.0032059451603577214,0.07307363250280756,0.010980742225434315,15,0.666520346221383,0.042931183383790025,0.024346030688234495,0.04024689788308914,0.027408713801125015,0.001099958752759427,0.0035750643148770526,0.07306617961198862,0.011279637022161119,15,0.6764416936380321,0.04188650630179866,0.02383964389298125,0.041169822071623355,0.02878125666005411,0.0008548116135410576,0.003909897192772222,0.07251221872625034,0.011621553669853379,0.04530228093161123,0.04488184869300457
1993-1994,India,15,0.6706904161714486,0.04489632571615386,0.024346030688234495,0.041410139544177146,0.027408713801125015,0.001099958752759427,0.0035750643148770526,0.07306617961198862,0.011279637022161119,15,0.680713263097053,0.04232655863038965,0.02383964389298125,0.04321003397949131,0.02878125666005411,0.0008548116135410576,0.003909897192772222,0.07251221872625034,0.011621553669853379,15,0.6906553335269514,0.04325991868749668,0.023350220623312646,0.041399256408323926,0.02950801374690071,0.0003810110800263582,0.004429840608356994,0.07287882695487212,0.012862546420792475,0.04488184869300457,0.04499381661734141
1994-1995,India,15,0.6849711570371548,0.044264024723608617,0.02383964389298125,0.04445891810089567,0.02878125666005411,0.0008548116135410576,0.003909897192772222,0.07251221872625034,0.011621553669853379,15,0.6950157341597523,0.043714399847035935,0.023350220623312646,0.04345083816532545,0.02950801374690071,0.0003810110800263582,0.004429840608356994,0.07287882695487212,0.012862546420792475,15,0.7049795071317658,0.04484403243395878,0.024402037071977786,0.042891537499662506,0.03043522541720324,0.0003875283925874877,0.00429864686880884,0.07236858839899746,0.012523016199302944,0.04499381661734141,0.04493793914391693
1995-1996,India,15,0.699362129997463,0.045715393318502315,0.023350220623312646,0.04470668216378519,0.02950801374690071,0.0003810110800263582,0.004429840608356994,0.07287882695487212,0.012862546420792475,15,0.7094294297423771,0.04531515601618808,0.024402037071977786,0.04501707074586742,0.03043522541720324,0.0003875283925874877,0.00429864686880884,0.07236858839899746,0.012523016199302944,15,0.7194054752585066,0.046872177616205754,0.02391385649114402,0.0450956685818212,0.03138259891551701,0.0001900417234564666,0.004524899676885025,0.07219215108037928,0.013065524088730197,0.04493793914391693,0.04648359373773922
1996-1997,India,15,0.7138650157210801,0.04738942288623915,0.024402037071977786,0.046318183003111524,0.03043522541720324,0.0003875283925874877,0.00429864686880884,0.07236858839899746,0.012523016199302944,15,0.7239455560335024,0.04736460853793331,0.02391385649114402,0.04733042975892412,0.03138259891551701,0.0001900417234564666,0.004524899676885025,0.07219215108037928,0.013065524088730197,15,0.7339126837135376,0.049481702965943855,0.023442236353455888,0.04817775139132934,0.03184397623726042,0.0002316601523375054,0.005973618281597772,0.07174898091182938,0.013923222632173523,0.04648359373773922,0.04592666758163726
1997-1998,India,15,0.7284709659815786,0.04953268754152487,0.02391385649114402,0.048698404202388336,0.03138259891551701,0.0001900417234564666,0.004524899676885025,0.07219215108037928,0.013065524088730197,15,0.7385434303816756,0.050001549105794296,0.023442236353455888,0.05056524827950855,0.03184397623726042,0.0002316601523375054,0.005973618281597772,0.07174898091182938,0.013923222632173523,15,0.7484084189250901,0.05257316076239828,0.024426035952397708,0.05176570563965644,0.03339832612317816,0.00021070927893454788,0.005962586268542809,0.07266504004456892,0.015351066261007892,0.04592666758163726,0.04583963066792887
1998-1999,India,15,0.7431591701458516,0.052290332062302936,0.023442236353455888,0.05202671752299768,0.03184397623726042,0.0002316601523375054,0.005973618281597772,0.07174898091182938,0.013923222632173523,15,0.7531297597818882,0.053125485218589265,0.024426035952397708,0.054331007206456484,0.03339832612317816,0.00021070927893454788,0.005962586268542809,0.07266504004456892,0.015351066261007892,15,0.7629437490322216,0.05354673422093406,0.023961706190263235,0.05575715595255044,0.034271664576061386,0.00025596043267683903,0.006772974312907437,0.07191260342495547,0.015123780819112273,0.04583963066792887,0.04638745547524816
1999-2000,India,15,0.757835757923474,0.05555726397942906,0.024426035952397708,0.05590131683019467,0.03339832612317816,0.00021070927893454788,0.005962586268542809,0.07266504004456892,0.015351066261007892,15,0.767755931534424,0.05410928687005182,0.023961706190263235,0.05852025785095897,0.034271664576061386,0.00025596043267683903,0.006772974312907437,0.07191260342495547,0.015123780819112273,15,0.7775136453367266,0.056053623830804755,0.024896813751827625,0.05706588158191749,0.033401603964242715,0.00020255383151677754,0.0068731978673687785,0.07181248044235995,0.015976843337253445,0.04638745547524816,0.04769607094592695
2000-2001,India,15,0.7725524345929,0.05658609840473004,0.023961706190263235,0.0602116478842378,0.034271664576061386,0.00025596043267683903,0.006772974312907437,0.07191260342495547,0.015123780819112273,15,0.7824168855131557,0.056642513424865974,0.024896813751827625,0.05989383869414069,0.033401603964242715,0.00020255383151677754,0.0068731978673687785,0.07181248044235995,0.015976843337253445,15,0.7920577146378269,0.058508456266500336,0.024440620103700298,0.06401000956924241,0.035066967336941396,0.00019091849830257774,0.005998885519314117,0.07168356014219797,0.017956178850266152,0.04769607094592695,0.047046375435995116
2001-2002,India,15,0.7873041087165763,0.059235281482238444,0.024896813751827625,0.0616249288421042,0.033401603964242715,0.00020255383151677754,0.0068731978673687785,0.07181248044235995,0.015976843337253445,15,0.7970518510771167,0.05912313590191389,0.024440620103700298,0.06718208992263124,0.035066967336941396,0.00019091849830257774,0.005998885519314117,0.07168356014219797,0.017956178850266152,15,0.8066537797019255,0.05963725100812878,0.023999299818394593,0.06477821287927896,0.035192318234353426,0.00018060571691447619,0.006107305551512756,0.07283918327467825,0.018327380729258404,0.047046375435995116,0.04655322799362372
2002-2003,India,15,0.80202963361243,0.061829452570250146,0.024440620103700298,0.06912382978302932,0.035066967336941396,0.00019091849830257774,0.005998885519314117,0.07168356014219797,0.017956178850266152,15,0.8117391373626859,0.060263789564192725,0.023999299818394593,0.06798836231973047,0.035192318234353426,0.00018060571691447619,0.006107305551512756,0.07283918327467825,0.018327380729258404,15,0.8214051485426416,0.06176720325544663,0.024878585849014447,0.06470115342754652,0.035117063013013254,0.00016694074037032695,0.0059562913340696,0.07226054302241489,0.018221800625138222,0.04655322799362372,0.04704127052707835
